变量名,_name,targetType,skillTarget,input,process,targetFormula,specialChoose,targetLimit,fixPos,buffList,buffLifeRound,buffProb,buffLevel,buffValue1,effectEventID,extraArgs
162,_skill3_触发治疗,1,14,,,,,,,<1313>,<3>,<self:flagZ4() and 0.3 or 0>,,"<self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0))>",,
,,,,,,,,,,,,,,,,
211,妙蛙草,,,,,,,,,,,,,,211,
212,妙蛙草,1,14,,,,,,,<1225>,<2>,<self:flagZ1() and 1 or 0>,,<500>,,
221,_skill2,,,,,,,,,,,,,,221,
222,_skill2_中毒,,,,,,,,,<1311>,<1>,<self:flagZ2() and 1 or 0.6>,,<0>,,
223,_skill2_治疗,,,,,,,,,,,,,,,
231,_skill3,,,,,,,,,,,,,,231,
232,_skill3_spine,,,,,,,,,,,,,,232,
233,_skill3_治疗,1,11,,,,,,,<1313;1316>,<3;1>,"<1;moreEqualThan(self:star(),11) and 1 or 0>",,<self:specialDamage()*(0.4+(skillLv(46) or 0)*0.002-0.002);(self:specialDamage()*(0.4+(skillLv(46) or 0)*0.002-0.002))*(self:flagZ3() and 2 or 1)>,,
234,_skill3_持续治疗,1,11,,,,,,,,,,,,,
261,_skill3_触发治疗,,,selfForce | nodead,random(1),,,,,<1313>,<3>,<1>,,"<self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0))>",,
262,_skill3_触发治疗,1,14,,,,,,,<1313>,<3>,<self:flagZ4() and 0.3 or 0>,,"<self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0))>",,
,_skill3_触发治疗,,,selfForce,hpRatioMin,,,,,<1313;1315>,<3;1>,<target:hasBuff(1313) and 1 or 1;target:hasBuff(1313) and 0 or 0>,,<self:specialDamage()*(0.4+(skillLv(46) or 0)*0.002-0.002);0>,,
,,,,,,,,,,,,,,,,
311,妙蛙花,,,,,,,,,,,,,,311,
312,妙蛙花,1,14,,,,,,,<1225>,<2>,<self:flagZ1() and 1 or 0>,,<500>,,
321,_skill2,,,,,,,,,,,,,,321,
322,_skill2_中毒,,,,,,,,,<1311>,<1>,<self:flagZ2() and 1 or 0.6>,,<0>,,
323,_skill2_治疗,,,,,,,,,,,,,,,
331,_skill3,,,,,,,,,,,,,,331,
332,_skill3_spine,,,,,,,,,,,,,,332,
333,_skill3_治疗,1,11,,,,,,,<1313;1316>,<3;1>,"<1;moreEqualThan(self:star(),11) and 1 or 0>",,"<self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0));(self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0)))*(self:flagZ3() and 2 or 1)>",,
334,_skill3_持续治疗,1,11,,,,,,,,,,,,,
361,_skill3_触发治疗,,,selfForce | nodead,random(1),,,,,<1313>,<3>,<1>,,"<self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0))>",,
362,_skill3_触发治疗,1,14,,,,,,,<1313>,<3>,<self:flagZ4() and 0.3 or 0>,,"<self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0))>",,
,_skill3_触发治疗,,,selfForce,hpRatioMin,,,,,<1313;1315>,<3;1>,<target:hasBuff(1313) and 1 or 1;target:hasBuff(1313) and 0 or 0>,,"<self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0));0>",,
,,,,,,,,,,,,,,,,
411,mega妙蛙花,,,,,,,,,,,,,,411,
412,_skill1_治疗,,,selfForce,hpRatioMin,,,,,<1313>,<3>,<1>,,"<self:specialDamage()*(0.3+(skillLv(46) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0))>",,
421,_skill2,,,,,,,,,,,,,,421,
422,_skill2_中毒,,,,,,,,,<1322>,<3>,<1>,,"<min(target:hp()*0.05,self:specialDamage()*3)>",,
423,_skill2_治疗,,,,,,,,,,,,,,,
431,_skill3,,,,,,,,,,,,,,431,
432,_skill3_spine,,,,,,,,,,,,,,432,
433,_skill3_治疗,1,11,,,,,,,<1313;1316;1324>,<3;1;1>,"<1;1;moreE(self:star(),11) and 1 or 0>",,"<self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0));self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0));0>",,
434,_skill3_持续治疗,1,11,,,,,,,,,,,,,
441,_被动_受击治疗,1,14,,,,,,,<1326>,<99>,<1>,,<0>,,
461,_被动_触发治疗,,,selfForce,hpRatioMin,,,,,<1313;1315;1325>,<3;1;99>,"<target:hasBuff(1313) and 1 or 1;target:hasBuff(1313) and 0 or 0;moreE(self:star(),8) and 1 or 0>",,"<self:specialDamage()*(0.3+(skillLv(46) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0));0;2000>",,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1111,小火龙,,,,,,,,,,,,,,1111,
1112,,1,14,,,,,,,<11226>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDamage()*0.1>,,
1121,_skill2,,,,,,,,,<11228>,<2>,<self:flagZ2() and 0.5 or 0>,,<self:specialDamage()*0.3>,1121,
1122,,1,14,,,,,,,,,,,,,
1123,_skill2_加特攻,1,14,,,,,,,<11226;11227>,<2;2>,<1;1>,,<self:specialDamage()*0.1;self:speed()*0.1>,,
1131,_skill3,,4,,,,,,,,,,,,1131,
1132,_skill3_spine,,4,,,,,,,,,,,,1132,
1133,_skill3_灼烧,,4,,,,,,,<11228;11228>,<2;2>,"<1;(moreEqualThan(self:star(),11) and 1 or 0)*(self:flagZ3() and 0 or 1)>",,<self:specialDamage()*0.3;self:specialDamage()*0.3>,,
1134,,,11,,,,,,,<11228>,<2>,<self:flagZ3() and 1 or 0>,,<self:specialDamage()*0.3>,,
1161,,1,14,,,,,,,<11225>,<99>,<1>,,<0>,,
,,,,,,,,,,,,,,,,
1211,火恐龙,,,,,,,,,,,,,,1211,
1212,,1,14,,,,,,,<11226>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDamage()*0.1>,,
1221,_skill2,,,,,,,,,<11228>,<2>,<self:flagZ2() and 0.5 or 0>,,<self:specialDamage()*0.3>,1221,
1222,,1,14,,,,,,,,,,,,,
1223,_skill2_加特攻,1,14,,,,,,,<11226;11227>,<2;2>,<1;1>,,<self:specialDamage()*0.1;self:speed()*0.1>,,
1231,_skill3,,4,,,,,,,,,,,,1231,
1232,_skill3_spine,,4,,,,,,,,,,,,1232,
1233,_skill3_灼烧,,4,,,,,,,<11228;11228>,<2;2>,"<1;(moreEqualThan(self:star(),11) and 1 or 0)*(self:flagZ3() and 0 or 1)>",,<self:specialDamage()*0.3;self:specialDamage()*0.3>,,
1234,,,11,,,,,,,<11228>,<2>,<self:flagZ3() and 1 or 0>,,<self:specialDamage()*0.3>,,
1261,,1,14,,,,,,,<11225>,<99>,<1>,,<0>,,
,,,,,,,,,,,,,,,,
1311,喷火龙,,,,,,,,,,,,,,1311,
1312,,1,14,,,,,,,<11226>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDamage()*0.1>,,
1321,_skill2,,,,,,,,,<11228>,<2>,<self:flagZ2() and 0.5 or 0>,,<self:specialDamage()*0.3>,1321,
1322,_skill_spine,,,,,,,,,,,,,,1322,
1323,,1,14,,,,,,,<11226;11227>,<2;2>,<1;1>,,<self:specialDamage()*0.1;self:speed()*0.1>,,
1324,_skill2_加特攻,,4,,,,,,,,,,,,,
1331,_skill3,,4,,,,,,,,,,,,1331,
1332,_skill3_spine,,4,,,,,,,<11228;11228>,<2;2>,"<1;(moreEqualThan(self:star(),11) and 1 or 0)*(self:flagZ3() and 0 or 1)>",,<self:specialDamage()*0.3;self:specialDamage()*0.3>,1332,
1333,_skill3_灼烧,,11,,,,,,,<11228>,<2>,<self:flagZ3() and 1 or 0>,,<self:specialDamage()*0.3>,,
1334,,1,14,,,,,,,,,,,,,
1361,,1,14,,,,,,,<11225>,<99>,<1>,,<0>,,
,,,,,,,,,,,,,,,,
1411,喷火龙megaX_skill1,,,,,,,,,,,,,,1411,
1412,灼烧,,1,,,,,,,<11411>,<2>,<1>,,<self:damage()*0.3>,,
1421,_skill2,,,,,,,,,,,,,,1421,
1422,加物攻,1,14,,,,,,,<11412>,<2>,<1>,,<self:damage()*0.2>,,
1431,_skill3,,,,,,,,,,,,,,1431,
1432,_skill3_spine,,,,,,,,,,,,,,1432,
1433,_skill__暴击星级,1,14,,,,,,,<11417>,<1>,"<moreEqualThan(self:star(),11) and 1 or 0>",,<1000>,,
1434,,,,enemyForce,"buffDiffer('group',{1500,1510,1520})",,,,,<11413>,<1>,<1>,,<self:curSkill():getTotalDamage()*0.48>,,
1435,扩散11星,,,enemyForce,"buffDiffer('group',{c.groupdebuff_oc()})",,,,,<11416>,<1>,"<moreEqualThan(self:star(),11) and 1 or 0>",,<self:curSkill():getTotalDamage()*0.28>,,
1461,,1,11,,,,,,,<11414>,<99>,<(target:nature(1) ==15 or target:nature(2) ==15)  and 1 or 0>,,<1>,,
1462,,1,11,,,,,,,<11414>,<99>,<(target:nature(1) ==2 or target:nature(2) ==2)  and 1 or 0>,,<1>,,
1463,加攻击,1,14,,,,,,,<11415>,<99>,<1>,,"<self:Bdamage()*(0.05+0.0005*skillLevel-0.0005)*countObjByBuff(self:force(),{11414})>",,
,,,,,,,,,,,,,,,,
1511,喷火龙megay_skill1,,,,,,,,,,,,,,1511,
1512,特攻,1,14,,,,,,,<11512>,<2>,<1>,,<self:specialDamage()*0.3>,,
1521,_skill2,,,,,,,,,,,,,,1521,
1522,_skill2_加速度,1,14,,,,,,,<11513>,<2>,<1>,,<self:speed()*0.2>,,
1523,灼烧,,,,,,,,,<11511>,<2>,<1>,,<self:specialDamage()*0.3>,,
1531,_skill3,,4,,,,,,,,,,,,1531,
1532,_skill3_spine,,4,,,,,,,,,,,,1532,
1533,_skill3_灼烧,,4,,,,,,,<11511;11511;11514;11511>,<2;2;2;2>,"<1;1;1;moreEqualThan(self:star(),11) and 1 or 0>",,<self:specialDamage()*0.3;self:specialDamage()*0.3;1;self:specialDamage()*0.3>,,
1534,_skill3_灼烧提升,,11,,,,,,,,,,,,,
1561,,,11,,,,,,,<11516>,<99>,<1>,,"<list(list(1500,1510,1520,1530),0.3+skillLevel*0.003-0.003,2)>",,
1562,,1,11,,,,,,,<11519>,<99>,<1>,,<1>,,
1563,,1,14,,,,,,,<11517>,<99>,"<moreEqualThan(self:star(),8) and 1 or 0>",,<1>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2111,杰尼龟,,,,,,,,,,,,,,2111,
2112,杰尼龟,1,14,,,,,,,<21230>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDefence()*0.2>,,
2121,_skill2,,,,,,,,,,,,,,2121,
2122,_skill2_加护盾,1,14,,,,,,,<21221>,<2>,<1>,,<self:specialDefence()*2>,,
2123,_skill2_加护盾,1,2,,,,,,,<21221>,<2>,<self:flagZ2() and 1 or 0>,,<self:specialDefence()*2>,,
2131,_skill3,,2,,,,,,,,,,,,2131,
2132,_skill3_spine,,2,,,,,,,,,,,,2132,
2133,_skill3_加护盾,1,11,,,,,,,<21222;21227>,<2;2>,"<1;moreEqualThan(self:star(),11) and (target:nature(1)==3 or target:nature(2)==3) and 1 or 0>",,<self:specialDefence()*1.6;self:flagZ3() and 3000 or 1000>,,
2161,光环_加双防,1,11,,,,,,,<21225;21226>,<99;99>,<1;1>,,<target:defence()*(0.08+skillLevel*0.0004);target:specialDefence()*(0.08+skillLevel*0.0004)>,,
2162,标记,1,14,,,,,,,<21228>,<99>,"<moreE(self:star(),8) and 1 or 0>",,<1>,,
2163,标记,1,11,,,,,,,<21228>,<99>,"<moreE(self:star(),8) and self:flagZ4() and 1 or 0>",,<1>,,
,,,,,,,,,,,,,,,,
2211,卡咪龟,,,,,,,,,,,,,,2211,
2212,卡咪龟,1,14,,,,,,,<21230>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDefence()*0.2>,,
2221,_skill2,,,,,,,,,,,,,,2221,
2222,_skill2_加护盾,1,14,,,,,,,<21221>,<2>,<1>,,<self:specialDefence()*2>,,
2223,_skill3_加护盾,1,2,,,,,,,<21221>,<2>,<self:flagZ2() and 1 or 0>,,<self:specialDefence()*2>,,
2231,_skill3,,2,,,,,,,,,,,,2231,
2232,_skill3_spine,,2,,,,,,,,,,,,2232,
2233,_skill3_加护盾,1,11,,,,,,,<21222;21227>,<2;2>,"<1;moreEqualThan(self:star(),11) and (target:nature(1)==3 or target:nature(2)==3) and 1 or 0>",,<self:specialDefence()*1.6;self:flagZ3() and 3000 or 1000>,,
2261,光环_加双防,1,11,,,,,,,<21225;21226>,<99;99>,<1;1>,,<target:defence()*(0.08+skillLevel*0.0004);target:specialDefence()*(0.08+skillLevel*0.0004)>,,
2262,标记,1,14,,,,,,,<21228>,<99>,"<moreE(self:star(),8) and 1 or 0>",,<1>,,
2263,标记,1,11,,,,,,,<21228>,<99>,"<moreE(self:star(),8) and self:flagZ4() and 1 or 0>",,<1>,,
,,,,,,,,,,,,,,,,
2311,水箭龟,,,,,,,,,,,,,,2311,
2312,水箭龟,1,14,,,,,,,<21230>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDefence()*0.2>,,
2321,_skill2,,,,,,,,,,,,,,2321,
2322,_skill2_加护盾,1,14,,,,,,,<21221>,<2>,<1>,,<self:specialDefence()*2>,,
2323,_skill3_加护盾,1,2,,,,,,,<21221>,<2>,<self:flagZ2() and 1 or 0>,,<self:specialDefence()*2>,,
2331,_skill3,,2,,,,,,,,,,,,2331,
2332,_skill3_spine,,2,,,,,,,,,,,,2332,
2333,_skill3_加护盾,1,11,,,,,,,<21222;21227>,<2;2>,"<1;moreEqualThan(self:star(),11) and (target:nature(1)==3 or target:nature(2)==3) and 1 or 0>",,<self:specialDefence()*1.6;self:flagZ3() and 3000 or 1000>,,
2361,光环_加双防,1,11,,,,,,,<21225;21226>,<99;99>,<1;1>,,<target:defence()*(0.08+skillLevel*0.0004);target:specialDefence()*(0.08+skillLevel*0.0004)>,,
2362,标记,1,14,,,,,,,<21228>,<99>,"<moreE(self:star(),8) and 1 or 0>",,<1>,,
2363,标记,1,11,,,,,,,<21228>,<99>,"<moreE(self:star(),8) and self:flagZ4() and 1 or 0>",,<1>,,
,,,,,,,,,,,,,,,,
2411,mega水箭龟,,,,,,,,,,,,,,2411,
2412,_skill2_加双防,1,14,,,,,,,<24121;24122>,<2;2>,<1;1>,,<self:defence()*0.2;self:specialDefence()*0.5>,,
2421,_skill2,,,,,,,,,,,,,,2421,
2422,_skill2_加护盾,1,14,,,,,,,<24123>,<2>,<1>,,<self:specialDefence()*2>,,
2423,_skill2_加护盾,,,selfForce|nodead,otherProcessExcept(2422)|hpRatioMin,,,,,<24123>,<2>,<1>,,<self:specialDefence()*2>,,
2431,_skill3,,2,,,,,,,,,,,,2431,
2432,_skill3_spine,,2,,,,,,,,,,,,2432,
2433,_skill3_驱散,,2,,,,,,,<24124>,<1>,<1>,,<0>,,
2434,_skill3_加护盾,1,11,,,,,,,<24125>,<2>,<1>,,<self:specialDefence()*(target:frontOrBack()==1 and 3.6 or 2.4)>,,
2461,被动光环_加双防,1,11,,,,,,,<24128;24129>,<99;99>,<1;1>,,<self:Bdefence()*(0.18+skillLevel*0.002);self:BspecialDefence()*(0.18+skillLevel*0.002)>,,
2462,被动_标记,1,14,,,,,,,<24130>,<99>,"<moreE(self:star(),8) and 1 or 0>",,<1>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3111,绿毛虫,,,,,,,,,,,,,,3111,
3121,_skill2,,,,,,,,,,,,,,3121,
3122,_skill2_减速,,,,,,,,,<31221>,<1>,<1>,,<-target:speed()*0.6>,,
3131,_skill3,,2,,,,,,,,,,,,3131,
3132,_skill3_spine,,2,,,,,,,,,,,,3132,
3133,_skill3_减速,,2,,,,,,,<31221>,<1>,<1>,,"<-target:speed()*(moreEqualThan(self:star(),11) and 1 or 0.4)>",,
3161,被动_加速,1,14,,,,,,,<31222;31223>,<99;1>,<1;1>,,<self:speed()*(5+skillLevel*0.05-0.05)*0.01;self:speed()*0.3>,,
,,,,,,,,,,,,,,,,
3311,巴大蝶,,,,,,,,,,,,,,3311,
3321,_skill2,,,,,,,,,,,,,,3321,
3322,_skill2_减速,,,,,,,,,<31221>,<1>,<1>,,<-target:speed()*0.6>,,
3331,_skill3,,2,,,,,,,,,,,,3331,
3332,_skill3_减速,,2,,,,,,,<31221>,<1>,<1>,,"<-target:speed()*(moreEqualThan(self:star(),11) and 1 or 0.4)>",,
3361,被动_加速,1,14,,,,,,,<31222;31223>,<99;1>,<1;1>,,<self:speed()*(5+skillLevel*0.05-0.05)*0.01;self:speed()*0.3>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
4311,大针蜂,,,,,,,,,,,,,,4311,
4321,_skill2,,,,,,,,,,,,,,4321,
4322,_skill2_中毒,0,1,,,,,,,<43221>,<2>,<0.3>,,<self:damage()*0.1>,,
4331,_skill3,,,,,,,,,,,,,,4331,
4332,_skill3_减疗,0,1,,,,,,,<43222>,<2>,<1>,,"<moreEqualThan(self:star(),11) and -6000 or -4000>",,
4361,被动_无视物防,1,14,,,,,,,<43223>,<99>,<1>,,"<(10+skillLevel*0.1-0.1+(moreEqualThan(self:star(),8) and 0.1 or 0))*100>",,
,,,,,,,,,,,,,,,,
4411,大针蜂mega,,1,,,,,,,,,,,,4411,
4412,大针蜂mega,1,14,,,,,,,<44228>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.1>,,
4421,_skill2,,1,,,,,,,,,,,,4421,
4422,_skill2_中毒禁疗,,1,,,,,,,<44221;44223>,<3;self:flagZ2() and 3 or 2>,<1;1>,,<self:damage()*0.2;-4000>,,
4431,_skill3,,1,,,,,,,,,,,,4431,
4432,_skill3_spine,,1,,,,,,,,,,,,4432,
4433,_skill3_降低治疗,,1,,,,,,,<44223>,<5>,<1>,,<-8000>,,
4434,_skill3_星级增伤,,1,,,,,,,<44225>,<1>,<1>,,<1>,,
4461,被动,1,14,,,,,,,<44227>,<99>,<1>,,<1>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
5111,波波,,,,,,,,,,,,,,5111,
5112,波波,1,14,,,,,,,<51225>,<2>,<self:flagZ1() and 1 or 0>,,<self:speed()*0.05>,,
5121,_skill2,,,,,,,,,,,,,,5121,
5122,_skill2_降低速度,,1,,,,,,,<51221>,<2>,<1>,,<-target:speed()*0.2>,,
5123,_skill2_降低速度,,1,,,,,,,<51226>,<2>,"<self:flagZ2() and less(self:speed(),target:speed()) and 1 or 0>",,<-target:speed()*0.2>,,
5131,_skill3,,,,,,,,,,,,,,5131,
5132,_skill3_spine,,,,,,,,,,,,,,5132,
5133,_skill3_加速,1,11,,,,,,,<51222>,<self:flagZ3() and 99 or 3>,<1>,,<target:speed()*((target:nature(1)==10 or target:nature(2)==10 ) and 0.2 or 0.1)>,,
5161,被动_加速,1,14,,,,,,,<51223;51224>,<2;2>,"<1;moreEqualThan(self:star(),8) and 1 or 0>",,<self:speed()*(0.05+skillLevel*0.0005-0.0005);self:damage()*(0.05+skillLevel*0.0005-0.0005)>,,
,,,,,,,,,,,,,,,,
5211,比比鸟,,,,,,,,,,,,,,5211,
5212,比比鸟,1,14,,,,,,,<51225>,<2>,<self:flagZ1() and 1 or 0>,,<self:speed()*0.05>,,
5221,_skill2,,,,,,,,,,,,,,5221,
5222,_skill2_降低速度,,1,,,,,,,<51221>,<2>,<1>,,<-target:speed()*0.2>,,
5223,_skill2_降低速度,,1,,,,,,,<51226>,<2>,"<self:flagZ2() and less(self:speed(),target:speed()) and 1 or 0>",,<-target:speed()*0.2>,,
5231,_skill3,,,,,,,,,,,,,,5231,
5232,_skill3_spine,,,,,,,,,,,,,,5232,
5233,_skill3_加速,1,11,,,,,,,<51222>,<self:flagZ3() and 99 or 3>,<1>,,<target:speed()*((target:nature(1)==10 or target:nature(2)==10 ) and 0.2 or 0.1)>,,
5261,被动_加速,1,14,,,,,,,<51223;51224>,<2;2>,"<1;moreEqualThan(self:star(),8) and 1 or 0>",,<self:speed()*(0.05+skillLevel*0.0005-0.0005);self:damage()*(0.05+skillLevel*0.0005-0.0005)>,,
,,,,,,,,,,,,,,,,
5311,大比鸟,,,,,,,,,,,,,,5311,
5312,大比鸟,1,14,,,,,,,<51225>,<2>,<self:flagZ1() and 1 or 0>,,<self:speed()*0.05>,,
5321,_skill2,,,,,,,,,,,,,,5321,
5322,_skill2_降低速度,,1,,,,,,,<51221>,<2>,<1>,,<-target:speed()*0.2>,,
5323,_skill2_降低速度,,1,,,,,,,<51226>,<2>,"<self:flagZ2() and less(self:speed(),target:speed()) and 1 or 0>",,<-target:speed()*0.2>,,
5331,_skill3,,,,,,,,,,,,,,5331,
5332,_skill3_加速,1,11,,,,,,,<51222>,<self:flagZ3() and 99 or 3>,<1>,,<target:speed()*((target:nature(1)==10 or target:nature(2)==10 ) and 0.2 or 0.1)>,,
5361,被动_加速,1,14,,,,,,,<51223;51224>,<2;2>,"<1;moreEqualThan(self:star(),8) and 1 or 0>",,<self:speed()*(0.05+skillLevel*0.0005-0.0005);self:damage()*(0.05+skillLevel*0.0005-0.0005)>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6111,小拉达_skill1,,,,,,,,,,,,,,6111,
6121,_skill2,,,,,,,,,,,,,,6121,
6122,_skill2_偷取物攻物防,,1,,,,,,,<61221;61223>,<99;99>,<1;1>,,"<-min(target:defence()*0.05,self:defence()*0.4);-min(target:damage()*0.05,self:damage()*0.4)>",,
6131,_skill3,,,,,,,,,,,,,,6131,
6132,_skill3_提高暴击,1,14,,,,,,,<61225>,<1>,<1>,,<90000>,,
6133,_skill3_降低暴伤,1,14,,,,,,,<61226>,<1>,<1>,,"<moreEqualThan(self:star(),11) and -2000 or -3000>",,
6161,_被动_吸血,1,14,,,,,,,<61227>,<99>,<1>,,"<(5+skillLevel*0.15-0.15+(moreEqualThan(self:star(),8) and 0.05 or 0))*100>",,
,,,,,,,,,,,,,,,,
6211,拉达_skill1,,1,,,,,,,,,,,,6211,
6221,_skill2,,1,,,,,,,,,,,,6221,
6222,_skill2_偷取物攻物防,,1,,,,,,,<61221;61223>,<99;99>,<1;1>,,"<-min(target:defence()*0.05,self:defence()*0.4);-min(target:damage()*0.05,self:damage()*0.4)>",,
6231,_skill3,,,,,,,,,,,,,,6231,
6232,_skill3_提高暴击,1,14,,,,,,,<61225>,<1>,<1>,,<90000>,,
6233,_skill3_降低爆伤,1,14,,,,,,,<61226>,<1>,<1>,,"<moreEqualThan(self:star(),11) and -2000 or -3000>",,
6261,_被动_吸血,1,14,,,,,,,<61227>,<99>,<1>,,"<(5+skillLevel*0.15-0.15+(moreEqualThan(self:star(),8) and 0.05 or 0))*100>",,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
7111,烈雀_skill1,,,,,,,,,,,,,,7111,
7121,_skill2,,1,,,,,,,,,,,,7121,
7122,_skill2_加速度,1,14,,,,,,,<71221>,<2>,<1>,,<self:speed()*0.1>,,
7131,_skill3,,1,,,,,,,,,,,,7131,
7132,_skill3_降低双防,1,14,,,,,,,<71222;71223>,<1;1>,<1;1>,,"<-self:defence()*(moreEqualThan(self:star(),11) and 0.1 or 0.3);-self:specialDefence()*(moreEqualThan(self:star(),11) and 0.1 or 0.3)>",,
7161,_被动_易怒,1,14,,,,,,,<71224>,<99>,<1>,,"<(20+skillLevel*0.1-0.1+(moreEqualThan(self:star(),8) and 0.1 or 0))*100>",,
,,,,,,,,,,,,,,,,
7211,大嘴雀,,,,,,,,,,,,,,7211,
7221,_skill2,,1,,,,,,,,,,,,7221,
7222,_skill2_加速度,1,14,,,,,,,<71221>,<2>,<1>,,<self:speed()*0.1>,,
7231,_skill3,,1,,,,,,,,,,,,7231,
7232,_skill3_降低双防,1,14,,,,,,,<71222;71223>,<1;1>,<1;1>,,"<-self:defence()*(moreEqualThan(self:star(),11) and 0.1 or 0.3);-self:specialDefence()*(moreEqualThan(self:star(),11) and 0.1 or 0.3)>",,
7261,_被动_易怒,1,14,,,,,,,<71224>,<99>,<1>,,"<(20+skillLevel*0.1-0.1+(moreEqualThan(self:star(),8) and 0.1 or 0))*100>",,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
8111,阿柏蛇,,,,,,,,,,,,,,8111,
8121,_skill2,,,,,,,,,,,,,,8121,
8122,_skill2_减物攻,,,,,,,,,<81221>,<2>,<1>,,<-target:damage()*0.1>,,
8131,_skill3,,,,,,,,,,,,,,8131,
8132,_skill3_spine,,,,,,,,,,,,,,8132,
8133,_skill3_提升物攻,1,14,,,,,,,<81225>,<1>,"<moreEqualThan(self:star(),11) and 1 or 0>",,<self:damage()*0.2>,,
8134,_skill3_吸血判定,,,,,,,,,<81222>,<1>,"<moreThan(self:damage(),target:damage()) and 1 or 0 >",,<0>,,
8161,_被动_减物攻,,11,,,,,,,<81224>,<3>,"<moreThan(self:damage(),target:damage()) and 1 or 0>",,<-target:damage()*(8+skillLevel*0.12-0.12)*0.01>,,
