变量名,name,icon,quality,exclusiveCards,itemsShow,languages,stackShow,strengthMax,strengthSeqID,advanceMax,advanceSeqID,advanceLvLimit,universalItems,attrTypes,attrNumRates,viceAttrRate,strengthAttrSeq,advanceAttrSeq,effect1,effect1LevelAdvSeq,effect2,effect2LevelAdvSeq,rebirthRMB,heldItemExp,fragID,produceGate1,produceGate2,produceGate3,produceDesc,effect,__version
30314,妖精存储器,config/item/xddj/icon_yjccq.png,4,,,,,70,4,,29,<3;6;9;12;15;18;21>,<2152>,<1;13;7;9;8;10>,<1;0.9;1;1;1.1;1>,,4,4,57,<0;1;2;3;4;5;6;7>,,,8,280,28014,,,,可通过饰品抽卡获得,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30315,力量负重,config/item/xddj/icon_llfz.png,4,,,,,70,4,,30,<3;6;9;12;15;18;21>,<2152>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,4,4,71,<0;1;2;3;4;5;6;7>,,,8,280,28015,,,,可通过饰品抽卡获得,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30316,奇异熏香,config/item/xddj/icon_qyxx.png,4,,,,,70,4,,31,<3;6;9;12;15;18;21>,<2152>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,,4,4,72,<0;1;2;3;4;5;6;7>,,,8,280,28016,,,,可通过饰品抽卡获得,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30317,心之水滴,config/item/xddj/icon_xzsd.png,4,,,,,70,4,,32,<3;6;9;12;15;18;21>,<2152>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,,4,4,73,<0;1;2;3;4;5;6;7>,,,8,280,28017,,,,可通过饰品抽卡获得,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30318,对战通讯器,config/item/xddj/icon_qxyxtxq.png,4,,,,,70,4,,46,<3;6;9;12;15;18;21>,<2152>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,4,4,97,<0;1;2;3;4;5;6;7>,98,<0;1;2;3;4;5;6;7>,8,280,28018,,,,可在对战竞技场商店内获得,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30319,小智的帽子,config/item/xddj/icon_pkqdmz.png,4,,,<cn;kr;en;tw;en_us;en_eu>,,70,4,,54,<3;6;9;12;15;18;21>,<2152>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,4,4,113,<0;1;2;3;4;5;6;7>,114,<0;1;2;3;4;5;6;7>,8,280,28019,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30320,弹簧拳套,config/item/xddj/icon_thqt.png,4,,,<cn;kr;en;tw;en_us;en_eu>,,70,4,,72,<3;6;9;12;15;18;21>,<2152>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,4,4,149,<0;1;2;3;4;5;6;7>,150,<0;1;2;3;4;5;6;7>,8,280,28020,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30401,不朽之剑,config/item/xddj/icon_bxzj.png,5,,,,,80,5,,33,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,5,5,74,<0;1;2;3;4;5;6;7>,58,<0;1;2;3;4;5;6;7>,,520,28101,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30402,赤焰之爪,config/item/xddj/icon_lyzz.png,5,,,,,80,5,,34,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.2;0.8;1.2;0.8>,,5,5,78,<0;1;2;3;4;5;6;7>,77,<0;1;2;3;4;5;6;7>,,520,28102,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30403,不朽之盾,config/item/xddj/icon_bxzd.png,5,,,,,80,5,,35,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,,5,5,76,<0;1;2;3;4;5;6;7>,75,<0;1;2;3;4;5;6;7>,,520,28103,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30404,高能护腕,config/item/xddj/icon_gnhw.png,5,,,,,80,5,,36,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1.2;0.8;1;1;1;1>,,5,5,80,<0;1;2;3;4;5;6;7>,79,<0;1;2;3;4;5;6;7>,,520,28104,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30405,强力手环,config/item/xddj/icon_qlsh.png,5,,,,,80,5,,37,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1.1;1.15;0.8;1.15;0.8>,,5,5,82,<0;1;2;3;4;5;6;7>,81,<0;1;2;3;4;5;6;7>,,520,28105,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30406,精灵之笛,config/item/xddj/icon_bkmzd.png,5,,,,,80,5,,38,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.8;1;1.1;1;1.1>,,5,5,92,<0;1;2;3;4;5;6;7>,91,<0;1;2;3;4;5;6;7>,,520,28106,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30407,共鸣元素,config/item/xddj/icon_gmys.png,5,,,,,80,5,,39,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,5,5,86,<0;1;2;3;4;5;6;7>,85,<0;1;2;3;4;5;6;7>,,520,28107,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30408,极巨腕带,config/item/xddj/icon_jjwd.png,5,,,,,80,5,,40,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.8;1.1;1;1.1;1>,,5,5,88,<0;1;2;3;4;5;6;7>,87,<0;1;2;3;4;5;6;7>,,520,28108,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30409,西尔佛检视镜,config/item/xddj/icon_xefjsj.png,5,,,,,80,5,,41,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;0.9;1;1>,,5,5,90,<0;1;2;3;4;5;6;7>,89,<0;1;2;3;4;5;6;7>,,520,28109,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30410,博士面具,config/item/xddj/icon_bsdmz.png,5,,,,,80,5,,42,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,,5,5,96,<0;1;2;3;4;5;6;7>,95,<0;1;2;3;4;5;6;7>,,520,28110,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30411,宝石手镯,config/item/xddj/icon_bssz.png,5,,,<cn;kr;en;en_us;en_eu;tw>,,80,5,,47,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,5,5,99,<0;1;2;3;4;5;6;7>,100,<0;1;2;3;4;5;6;7>,,520,28111,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30412,超级眼镜,config/item/xddj/icon_cjyj.png,5,,,<cn;kr;en;en_us;en_eu;tw>,,80,5,,48,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;0.9;1.1>,,5,5,101,<0;1;2;3;4;5;6;7>,102,<0;1;2;3;4;5;6;7>,,520,28112,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30413,超级领针,config/item/xddj/icon_cjlz.png,5,,,<cn;kr;en;en_us;en_eu;tw>,,80,5,,49,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,,5,5,103,<0;1;2;3;4;5;6;7>,104,<0;1;2;3;4;5;6;7>,,520,28113,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30414,防尘护目镜,config/item/xddj/icon_fchmj.png,5,,,<cn;kr;en;en_us;en_eu;tw>,,80,5,,50,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,5,5,105,<0;1;2;3;4;5;6;7>,106,<0;1;2;3;4;5;6;7>,,520,28114,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30415,超能腕表,config/item/xddj/icon_cnwb.png,5,,,<cn;kr;en;en_us;en_eu;tw>,,80,5,,51,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,5,5,107,<0;1;2;3;4;5;6;7>,108,<0;1;2;3;4;5;6;7>,,520,28115,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30416,探宝器,config/item/xddj/icon_tbq.png,5,,,<cn;kr;en;en_us;en_eu;tw>,,80,5,,52,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,,5,5,109,<0;1;2;3;4;5;6;7>,110,<0;1;2;3;4;5;6;7>,,520,28116,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30417,现形镜,config/item/xddj/icon_xxj.png,5,,,<cn;kr;en;tw;en_us;en_eu>,,80,5,,53,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,,5,5,111,<0;1;2;3;4;5;6;7>,112,<0;1;2;3;4;5;6;7>,,520,28117,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30418,神秘项链,config/item/xddj/icon_smxl.png,5,,,<cn;kr;en;tw;en_us;en_eu>,,80,5,,55,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,,5,5,115,<0;1;2;3;4;5;6;7>,116,<0;1;2;3;4;5;6;7>,,520,28118,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30419,超能轮滑鞋,config/item/xddj/icon_cjlhx.png,5,,,<cn;kr;en;tw;en_us;en_eu>,,80,5,,56,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,5,5,117,<0;1;2;3;4;5;6;7>,118,<0;1;2;3;4;5;6;7>,,520,28119,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30420,武士头盔,config/item/xddj/icon_wstk.png,5,,,<cn;kr;en;tw;en_us;en_eu>,,80,5,,57,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,,5,5,119,<0;1;2;3;4;5;6;7>,120,<0;1;2;3;4;5;6;7>,,520,28120,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30421,痛苦面具,config/item/xddj/icon_tkmj.png,5,,,<cn;kr;en;tw;en_us;en_eu>,,80,5,,58,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,,5,5,121,<0;1;2;3;4;5;6;7>,122,<0;1;2;3;4;5;6;7>,,520,28121,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30422,葛拉西蒂亚花,config/item/xddj/icon_glxdyh.png,5,,FALSE,<cn>,,80,5,,59,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1.2;1.1;0.8;1;0.8;1>,,5,5,123,<0;1;2;3;4;5;6;7>,124,<0;1;2;3;4;5;6;7>,,520,28122,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30423,索尔合体器,config/item/xddj/icon_sehtq.png,5,,,<cn;kr;en;en_us;en_eu;tw>,,80,5,,60,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1.1;1.1;0.9;1.1;0.9>,,5,5,125,<0;1;2;3;4;5;6;7>,126,<0;1;2;3;4;5;6;7>,,520,28123,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30424,基因之楔,config/item/xddj/icon_jyzx.png,5,,,<cn;kr;en;en_us;en_eu;tw>,,80,5,,61,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.8;1.1;1;1.1;1>,,5,5,127,<0;1;2;3;4;5;6;7>,128,<0;1;2;3;4;5;6;7>,,520,28124,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30425,神隐王冠,config/item/xddj/icon_smwg.png,5,,,<cn;kr;en;en_us;en_eu;tw>,,80,5,,62,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,,5,5,129,<0;1;2;3;4;5;6;7>,130,<0;1;2;3;4;5;6;7>,,520,28125,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30426,骑士长矛,config/item/xddj/icon_qscm.png,5,,,<cn;kr;en;en_us;en_eu;tw>,,80,5,,63,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,5,5,131,<0;1;2;3;4;5;6;7>,132,<0;1;2;3;4;5;6;7>,,520,28126,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30427,火焰宝珠,config/item/xddj/icon_hybz.png,5,,,<cn;kr;en;en_us;en_eu;tw>,,80,5,,64,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.2;0.8;1.2;0.8>,,5,5,133,<0;1;2;3;4;5;6;7>,134,<0;1;2;3;4;5;6;7>,,520,28127,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30428,迅猛铃铛,config/item/xddj/icon_gjld.png,5,,,<cn;kr;tw;en;en_us;en_eu>,,80,5,,65,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1.1;0.9>,,5,5,135,<0;1;2;3;4;5;6;7>,136,<0;1;2;3;4;5;6;7>,,520,28128,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30429,坚固铃铛,config/item/xddj/icon_fyld.png,5,,,<cn;kr;tw;en;en_us;en_eu>,,80,5,,66,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,,5,5,137,<0;1;2;3;4;5;6;7>,138,<0;1;2;3;4;5;6;7>,,520,28129,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30430,羁绊铃铛,config/item/xddj/icon_kzld.png,5,,,<cn;kr;tw;en;en_us;en_eu>,,80,5,,67,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,5,5,139,<0;1;2;3;4;5;6;7>,140,<0;1;2;3;4;5;6;7>,,520,28130,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30431,基因多面体,config/item/xddj/icon_rhdmq.png,5,,,<cn;kr;tw;en;en_us;en_eu>,,80,5,,68,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;0.9;1.1>,,5,5,141,<0;1;2;3;4;5;6;7>,142,<0;1;2;3;4;5;6;7>,,520,28131,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30432,鬼手拳套,config/item/xddj/icon_mxd.png,5,,,<cn;kr;tw;en;en_us;en_eu>,,80,5,,69,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,5,5,143,<0;1;2;3;4;5;6;7>,144,<0;1;2;3;4;5;6;7>,,520,28132,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30433,咸鱼龙刺,config/item/xddj/icon_xylc.png,5,,,<cn;kr;tw;en;en_us;en_eu>,,80,5,,70,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.2;0.8;1.2;0.8>,,5,5,145,<0;1;2;3;4;5;6;7>,146,<0;1;2;3;4;5;6;7>,,520,28133,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30434,太阳之笛,config/item/xddj/icon_sejlo.png,5,,,<cn;kr;tw;en;en_us;en_eu>,,80,5,,71,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,,5,5,147,<0;1;2;3;4;5;6;7>,148,<0;1;2;3;4;5;6;7>,,520,28134,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30435,机巧魂心,config/item/xddj/icon_mjyn.png,5,,,<cn;kr;tw;en;en_us;en_eu>,,80,5,,73,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,5,5,151,<0;1;2;3;4;5;6;7>,152,<0;1;2;3;4;5;6;7>,,520,28135,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30436,蒸汽大炮,config/item/xddj/icon_bekne.png,5,,,<cn;kr;tw;en;en_us;en_eu>,,80,5,,74,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,5,5,153,<0;1;2;3;4;5;6;7>,154,<0;1;2;3;4;5;6;7>,,520,28136,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
