变量名,gateID,extraVersion,_beizhu,itemID,itemCount,weightMin,weightMax,firstWeight,weightMin_tw,weightMax_tw,firstWeight_tw
8122,11406,1,,6301,,0.35,0.55,0,,,
8123,11407,1,,6301,,0.35,0.55,0,,,
8124,11408,1,,6301,,0.35,0.55,0,,,
8125,11409,1,,6301,,0.35,0.55,0,,,
8126,11410,1,,6301,,0.35,0.55,0,,,
8127,11501,1,,6301,,0.35,0.55,0,,,
8128,11502,1,,6301,,0.35,0.55,0,,,
8129,11503,1,,6301,,0.35,0.55,0,,,
8130,11504,1,,6301,,0.35,0.55,0,,,
8131,11505,1,,6301,,0.35,0.55,0,,,
8132,11506,1,,6301,,0.35,0.55,0,,,
8133,11507,1,,6301,,0.35,0.55,0,,,
8134,11508,1,,6301,,0.35,0.55,0,,,
8135,11509,1,,6301,,0.35,0.55,0,,,
8136,11510,1,,6301,,0.35,0.55,0,,,
8137,11601,1,,6301,,0.35,0.55,0,,,
8138,11602,1,,6301,,0.35,0.55,0,,,
8139,11603,1,,6301,,0.35,0.55,0,,,
8140,11604,1,,6301,,0.35,0.55,0,,,
8141,11605,1,,6301,,0.35,0.55,0,,,
8142,11606,1,,6301,,0.35,0.55,0,,,
8143,11607,1,,6301,,0.35,0.55,0,,,
8144,11608,1,,6301,,0.35,0.55,0,,,
8145,11609,1,,6301,,0.35,0.55,0,,,
8146,11610,1,,6301,,0.35,0.55,0,,,
8147,11701,1,,6301,,0.35,0.55,0,,,
8148,11702,1,,6301,,0.35,0.55,0,,,
8149,11703,1,,6301,,0.35,0.55,0,,,
8150,11704,1,,6301,,0.35,0.55,0,,,
8151,11705,1,,6301,,0.35,0.55,0,,,
8152,11706,1,,6301,,0.35,0.55,0,,,
8153,11707,1,,6301,,0.35,0.55,0,,,
8154,11708,1,,6301,,0.35,0.55,0,,,
8155,11709,1,,6301,,0.35,0.55,0,,,
8156,11710,1,,6301,,0.35,0.55,0,,,
8157,11801,1,,6301,,0.35,0.55,0,,,
8158,11802,1,,6301,,0.35,0.55,0,,,
8159,11803,1,,6301,,0.35,0.55,0,,,
8160,11804,1,,6301,,0.35,0.55,0,,,
8161,11805,1,,6301,,0.35,0.55,0,,,
8162,11806,1,,6301,,0.35,0.55,0,,,
8163,11807,1,,6301,,0.35,0.55,0,,,
8164,11808,1,,6301,,0.35,0.55,0,,,
8165,11809,1,,6301,,0.35,0.55,0,,,
8166,11810,1,,6301,,0.35,0.55,0,,,
8167,11901,1,,6301,,0.35,0.55,0,,,
8168,11902,1,,6301,,0.35,0.55,0,,,
8169,11903,1,,6301,,0.35,0.55,0,,,
8170,11904,1,,6301,,0.35,0.55,0,,,
8171,11905,1,,6301,,0.35,0.55,0,,,
8172,11906,1,,6301,,0.35,0.55,0,,,
8173,11907,1,,6301,,0.35,0.55,0,,,
8174,11908,1,,6301,,0.35,0.55,0,,,
8175,11909,1,,6301,,0.35,0.55,0,,,
8176,11910,1,,6301,,0.35,0.55,0,,,
8177,12001,1,,6301,,0.35,0.55,0,,,
8178,12002,1,,6301,,0.35,0.55,0,,,
8179,12003,1,,6301,,0.35,0.55,0,,,
8180,12004,1,,6301,,0.35,0.55,0,,,
8181,12005,1,,6301,,0.35,0.55,0,,,
8182,12006,1,,6301,,0.35,0.55,0,,,
8183,12007,1,,6301,,0.35,0.55,0,,,
8184,12008,1,,6301,,0.35,0.55,0,,,
8185,12009,1,,6301,,0.35,0.55,0,,,
8186,12010,1,,6301,,0.35,0.55,0,,,
8187,12101,1,,6301,,0.35,0.55,0,,,
8188,12102,1,,6301,,0.35,0.55,0,,,
8189,12103,1,,6301,,0.35,0.55,0,,,
8190,12104,1,,6301,,0.35,0.55,0,,,
8191,12105,1,,6301,,0.35,0.55,0,,,
8192,12106,1,,6301,,0.35,0.55,0,,,
8193,12107,1,,6301,,0.35,0.55,0,,,
8194,12108,1,,6301,,0.35,0.55,0,,,
8195,12109,1,,6301,,0.35,0.55,0,,,
8196,12110,1,,6301,,0.35,0.55,0,,,
8197,12201,1,,6301,,0.35,0.55,0,,,
8198,12202,1,,6301,,0.35,0.55,0,,,
8199,12203,1,,6301,,0.35,0.55,0,,,
8200,12204,1,,6301,,0.35,0.55,0,,,
8201,12205,1,,6301,,0.35,0.55,0,,,
8202,12206,1,,6301,,0.35,0.55,0,,,
8203,12207,1,,6301,,0.35,0.55,0,,,
8204,12208,1,,6301,,0.35,0.55,0,,,
8205,12209,1,,6301,,0.35,0.55,0,,,
8206,12210,1,,6301,,0.35,0.55,0,,,
8207,12301,1,,6301,,0.35,0.55,0,,,
8208,12302,1,,6301,,0.35,0.55,0,,,
8209,12303,1,,6301,,0.35,0.55,0,,,
8210,12304,1,,6301,,0.35,0.55,0,,,
8211,12305,1,,6301,,0.35,0.55,0,,,
8212,12306,1,,6301,,0.35,0.55,0,,,
8213,12307,1,,6301,,0.35,0.55,0,,,
8214,12308,1,,6301,,0.35,0.55,0,,,
8215,12309,1,,6301,,0.35,0.55,0,,,
8216,12310,1,,6301,,0.35,0.55,0,,,
8217,12401,1,,6301,,0.35,0.55,0,,,
8218,12402,1,,6301,,0.35,0.55,0,,,
8219,12403,1,,6301,,0.35,0.55,0,,,
8220,12404,1,,6301,,0.35,0.55,0,,,
8221,12405,1,,6301,,0.35,0.55,0,,,
8222,12406,1,,6301,,0.35,0.55,0,,,
8223,12407,1,,6301,,0.35,0.55,0,,,
8224,12408,1,,6301,,0.35,0.55,0,,,
8225,12409,1,,6301,,0.35,0.55,0,,,
8226,12410,1,,6301,,0.35,0.55,0,,,
8227,12501,1,,6301,,0.35,0.55,0,,,
8228,12502,1,,6301,,0.35,0.55,0,,,
8229,12503,1,,6301,,0.35,0.55,0,,,
8230,12504,1,,6301,,0.35,0.55,0,,,
8231,12505,1,,6301,,0.35,0.55,0,,,
8232,12506,1,,6301,,0.35,0.55,0,,,
8233,12507,1,,6301,,0.35,0.55,0,,,
8234,12508,1,,6301,,0.35,0.55,0,,,
8235,12509,1,,6301,,0.35,0.55,0,,,
8236,12510,1,,6301,,0.35,0.55,0,,,
8237,12601,1,,6301,,0.35,0.55,0,,,
8238,12602,1,,6301,,0.35,0.55,0,,,
8239,12603,1,,6301,,0.35,0.55,0,,,
8240,12604,1,,6301,,0.35,0.55,0,,,
8241,12605,1,,6301,,0.35,0.55,0,,,
8242,12606,1,,6301,,0.35,0.55,0,,,
8243,12607,1,,6301,,0.35,0.55,0,,,
8244,12608,1,,6301,,0.35,0.55,0,,,
8245,12609,1,,6301,,0.35,0.55,0,,,
8246,12610,1,,6301,,0.35,0.55,0,,,
8247,12701,1,,6301,,0.35,0.55,0,,,
8248,12702,1,,6301,,0.35,0.55,0,,,
8249,12703,1,,6301,,0.35,0.55,0,,,
8250,12704,1,,6301,,0.35,0.55,0,,,
8251,12705,1,,6301,,0.35,0.55,0,,,
8252,12706,1,,6301,,0.35,0.55,0,,,
8253,12707,1,,6301,,0.35,0.55,0,,,
8254,12708,1,,6301,,0.35,0.55,0,,,
8255,12709,1,,6301,,0.35,0.55,0,,,
8256,12710,1,,6301,,0.35,0.55,0,,,
8257,12801,1,,6301,,0.35,0.55,0,,,
8258,12802,1,,6301,,0.35,0.55,0,,,
8259,12803,1,,6301,,0.35,0.55,0,,,
8260,12804,1,,6301,,0.35,0.55,0,,,
8261,12805,1,,6301,,0.35,0.55,0,,,
8262,12806,1,,6301,,0.35,0.55,0,,,
8263,12807,1,,6301,,0.35,0.55,0,,,
8264,12808,1,,6301,,0.35,0.55,0,,,
8265,12809,1,,6301,,0.35,0.55,0,,,
8266,12810,1,,6301,,0.35,0.55,0,,,
8267,12901,1,,6301,,0.35,0.55,0,,,
8268,12902,1,,6301,,0.35,0.55,0,,,
8269,12903,1,,6301,,0.35,0.55,0,,,
8270,12904,1,,6301,,0.35,0.55,0,,,
8271,12905,1,,6301,,0.35,0.55,0,,,
8272,12906,1,,6301,,0.35,0.55,0,,,
8273,12907,1,,6301,,0.35,0.55,0,,,
8274,12908,1,,6301,,0.35,0.55,0,,,
8275,12909,1,,6301,,0.35,0.55,0,,,
8276,12910,1,,6301,,0.35,0.55,0,,,
8277,13001,1,,6301,,0.35,0.55,0,,,
8278,13002,1,,6301,,0.35,0.55,0,,,
8279,13003,1,,6301,,0.35,0.55,0,,,
8280,13004,1,,6301,,0.35,0.55,0,,,
8281,13005,1,,6301,,0.35,0.55,0,,,
8282,13006,1,,6301,,0.35,0.55,0,,,
8283,13007,1,,6301,,0.35,0.55,0,,,
8284,13008,1,,6301,,0.35,0.55,0,,,
8285,13009,1,,6301,,0.35,0.55,0,,,
8286,13010,1,,6301,,0.35,0.55,0,,,
8287,13101,1,,6301,,0.35,0.55,0,,,
8288,13102,1,,6301,,0.35,0.55,0,,,
8289,13103,1,,6301,,0.35,0.55,0,,,
8290,13104,1,,6301,,0.35,0.55,0,,,
8291,13105,1,,6301,,0.35,0.55,0,,,
8292,13106,1,,6301,,0.35,0.55,0,,,
8293,13107,1,,6301,,0.35,0.55,0,,,
8294,13108,1,,6301,,0.35,0.55,0,,,
8295,13109,1,,6301,,0.35,0.55,0,,,
8296,13110,1,,6301,,0.35,0.55,0,,,
8500,20101,1,,6301,,0.7,0.9,0,,,
8501,20102,1,,6301,,0.7,0.9,0,,,
8502,20103,1,,6301,,0.7,0.9,0,,,
8503,20201,1,,6301,,0.7,0.9,0,,,
8504,20202,1,,6301,,0.7,0.9,0,,,
8505,20203,1,,6301,,0.7,0.9,0,,,
8506,20301,1,,6301,,0.7,0.9,0,,,
8507,20302,1,,6301,,0.7,0.9,0,,,
8508,20303,1,,6301,,0.7,0.9,0,,,
8509,20304,1,,6301,,0.7,0.9,0,,,
8510,20401,1,,6301,,0.7,0.9,0,,,
8511,20402,1,,6301,,0.7,0.9,0,,,
8512,20403,1,,6301,,0.7,0.9,0,,,
8513,20404,1,,6301,,0.7,0.9,0,,,
8514,20501,1,,6301,,0.7,0.9,0,,,
8515,20502,1,,6301,,0.7,0.9,0,,,
8516,20503,1,,6301,,0.7,0.9,0,,,
8517,20504,1,,6301,,0.7,0.9,0,,,
8518,20505,1,,6301,,0.7,0.9,0,,,
8519,20601,1,,6301,,0.7,0.9,0,,,
8520,20602,1,,6301,,0.7,0.9,0,,,
8521,20603,1,,6301,,0.7,0.9,0,,,
8522,20604,1,,6301,,0.7,0.9,0,,,
8523,20605,1,,6301,,0.7,0.9,0,,,
8524,20701,1,,6301,,0.7,0.9,0,,,
8525,20702,1,,6301,,0.7,0.9,0,,,
8526,20703,1,,6301,,0.7,0.9,0,,,
8527,20704,1,,6301,,0.7,0.9,0,,,
8528,20705,1,,6301,,0.7,0.9,0,,,
8529,20801,1,,6301,,0.7,0.9,0,,,
8530,20802,1,,6301,,0.7,0.9,0,,,
8531,20803,1,,6301,,0.7,0.9,0,,,
8532,20804,1,,6301,,0.7,0.9,0,,,
8533,20805,1,,6301,,0.7,0.9,0,,,
8534,20901,1,,6301,,0.7,0.9,0,,,
8535,20902,1,,6301,,0.7,0.9,0,,,
8536,20903,1,,6301,,0.7,0.9,0,,,
8537,20904,1,,6301,,0.7,0.9,0,,,
8538,20905,1,,6301,,0.7,0.9,0,,,
8539,21001,1,,6301,,0.7,0.9,0,,,
8540,21002,1,,6301,,0.7,0.9,0,,,
8541,21003,1,,6301,,0.7,0.9,0,,,
8542,21004,1,,6301,,0.7,0.9,0,,,
8543,21005,1,,6301,,0.7,0.9,0,,,
8544,21101,1,,6301,,0.7,0.9,0,,,
8545,21102,1,,6301,,0.7,0.9,0,,,
8546,21103,1,,6301,,0.7,0.9,0,,,
8547,21104,1,,6301,,0.7,0.9,0,,,
8548,21105,1,,6301,,0.7,0.9,0,,,
8549,21201,1,,6301,,0.7,0.9,0,,,
8550,21202,1,,6301,,0.7,0.9,0,,,
8551,21203,1,,6301,,0.7,0.9,0,,,
8552,21204,1,,6301,,0.7,0.9,0,,,
8553,21205,1,,6301,,0.7,0.9,0,,,
8554,21301,1,,6301,,0.7,0.9,0,,,
8555,21302,1,,6301,,0.7,0.9,0,,,
8556,21303,1,,6301,,0.7,0.9,0,,,
8557,21304,1,,6301,,0.7,0.9,0,,,
8558,21305,1,,6301,,0.7,0.9,0,,,
8559,21401,1,,6301,,0.7,0.9,0,,,
8560,21402,1,,6301,,0.7,0.9,0,,,
8561,21403,1,,6301,,0.7,0.9,0,,,
8562,21404,1,,6301,,0.7,0.9,0,,,
8563,21405,1,,6301,,0.7,0.9,0,,,
8564,21501,1,,6301,,0.7,0.9,0,,,
8565,21502,1,,6301,,0.7,0.9,0,,,
8566,21503,1,,6301,,0.7,0.9,0,,,
8567,21504,1,,6301,,0.7,0.9,0,,,
8568,21505,1,,6301,,0.7,0.9,0,,,
8569,21601,1,,6301,,0.7,0.9,0,,,
8570,21602,1,,6301,,0.7,0.9,0,,,
8571,21603,1,,6301,,0.7,0.9,0,,,
8572,21604,1,,6301,,0.7,0.9,0,,,
8573,21605,1,,6301,,0.7,0.9,0,,,
8574,21701,1,,6301,,0.7,0.9,0,,,
8575,21702,1,,6301,,0.7,0.9,0,,,
8576,21703,1,,6301,,0.7,0.9,0,,,
8577,21704,1,,6301,,0.7,0.9,0,,,
8578,21705,1,,6301,,0.7,0.9,0,,,
8579,21801,1,,6301,,0.7,0.9,0,,,
8580,21802,1,,6301,,0.7,0.9,0,,,
8581,21803,1,,6301,,0.7,0.9,0,,,
8582,21804,1,,6301,,0.7,0.9,0,,,
8583,21805,1,,6301,,0.7,0.9,0,,,
8584,21901,1,,6301,,0.7,0.9,0,,,
8585,21902,1,,6301,,0.7,0.9,0,,,
8586,21903,1,,6301,,0.7,0.9,0,,,
8587,21904,1,,6301,,0.7,0.9,0,,,
8588,21905,1,,6301,,0.7,0.9,0,,,
8589,22001,1,,6301,,0.7,0.9,0,,,
8590,22002,1,,6301,,0.7,0.9,0,,,
8591,22003,1,,6301,,0.7,0.9,0,,,
8592,22004,1,,6301,,0.7,0.9,0,,,
8593,22005,1,,6301,,0.7,0.9,0,,,
8594,22101,1,,6301,,0.7,0.9,0,,,
8595,22102,1,,6301,,0.7,0.9,0,,,
8596,22103,1,,6301,,0.7,0.9,0,,,
8597,22104,1,,6301,,0.7,0.9,0,,,
8598,22105,1,,6301,,0.7,0.9,0,,,
8599,22201,1,,6301,,0.7,0.9,0,,,
8600,22202,1,,6301,,0.7,0.9,0,,,
8601,22203,1,,6301,,0.7,0.9,0,,,
8602,22204,1,,6301,,0.7,0.9,0,,,
8603,22205,1,,6301,,0.7,0.9,0,,,
8604,22301,1,,6301,,0.7,0.9,0,,,
8605,22302,1,,6301,,0.7,0.9,0,,,
8606,22303,1,,6301,,0.7,0.9,0,,,
8607,22304,1,,6301,,0.7,0.9,0,,,
8608,22305,1,,6301,,0.7,0.9,0,,,
8609,22401,1,,6301,,0.7,0.9,0,,,
8610,22402,1,,6301,,0.7,0.9,0,,,
8611,22403,1,,6301,,0.7,0.9,0,,,
8612,22404,1,,6301,,0.7,0.9,0,,,
8613,22405,1,,6301,,0.7,0.9,0,,,
8614,22501,1,,6301,,0.7,0.9,0,,,
8615,22502,1,,6301,,0.7,0.9,0,,,
8616,22503,1,,6301,,0.7,0.9,0,,,
8617,22504,1,,6301,,0.7,0.9,0,,,
8618,22505,1,,6301,,0.7,0.9,0,,,
8619,22601,1,,6301,,0.7,0.9,0,,,
8620,22602,1,,6301,,0.7,0.9,0,,,
8621,22603,1,,6301,,0.7,0.9,0,,,
8622,22604,1,,6301,,0.7,0.9,0,,,
8623,22605,1,,6301,,0.7,0.9,0,,,
8624,22701,1,,6301,,0.7,0.9,0,,,
8625,22702,1,,6301,,0.7,0.9,0,,,
8626,22703,1,,6301,,0.7,0.9,0,,,
8627,22704,1,,6301,,0.7,0.9,0,,,
8628,22705,1,,6301,,0.7,0.9,0,,,
8629,22801,1,,6301,,0.7,0.9,0,,,
8630,22802,1,,6301,,0.7,0.9,0,,,
8631,22803,1,,6301,,0.7,0.9,0,,,
8632,22804,1,,6301,,0.7,0.9,0,,,
8633,22805,1,,6301,,0.7,0.9,0,,,
8634,22901,1,,6301,,0.7,0.9,0,,,
8635,22902,1,,6301,,0.7,0.9,0,,,
8636,22903,1,,6301,,0.7,0.9,0,,,
8637,22904,1,,6301,,0.7,0.9,0,,,
8638,22905,1,,6301,,0.7,0.9,0,,,
8639,23001,1,,6301,,0.7,0.9,0,,,
8640,23002,1,,6301,,0.7,0.9,0,,,
8641,23003,1,,6301,,0.7,0.9,0,,,
8642,23004,1,,6301,,0.7,0.9,0,,,
8643,23005,1,,6301,,0.7,0.9,0,,,
8644,23101,1,,6301,,0.7,0.9,0,,,
8645,23102,1,,6301,,0.7,0.9,0,,,
8646,23103,1,,6301,,0.7,0.9,0,,,
8647,23104,1,,6301,,0.7,0.9,0,,,
8648,23105,1,,6301,,0.7,0.9,0,,,
9000,10101,11,,6301,,0.175,0.275,0,,,
9001,10102,11,,6301,,0.175,0.275,0,,,
9002,10103,11,,6301,,0.175,0.275,0,,,
9003,10104,11,,6301,,0.175,0.275,0,,,
9004,10105,11,,6301,,0.175,0.275,0,,,
9005,10201,11,,6301,,0.175,0.275,0,,,
9006,10202,11,,6301,,0.175,0.275,0,,,
9007,10203,11,,6301,,0.175,0.275,0,,,
9008,10204,11,,6301,,0.175,0.275,0,,,
9009,10205,11,,6301,,0.175,0.275,0,,,
9010,10206,11,,6301,,0.175,0.275,0,,,
9011,10301,11,,6301,,0.175,0.275,0,,,
9012,10302,11,,6301,,0.175,0.275,0,,,
9013,10303,11,,6301,,0.175,0.275,0,,,
9014,10304,11,,6301,,0.175,0.275,0,,,
9015,10305,11,,6301,,0.175,0.275,0,,,
9016,10306,11,,6301,,0.175,0.275,0,,,
9017,10307,11,,6301,,0.175,0.275,0,,,
9018,10308,11,,6301,,0.175,0.275,0,,,
9019,10401,11,,6301,,0.175,0.275,0,,,
9020,10402,11,,6301,,0.175,0.275,0,,,
9021,10403,11,,6301,,0.175,0.275,0,,,
9022,10404,11,,6301,,0.175,0.275,0,,,
9023,10405,11,,6301,,0.175,0.275,0,,,
9024,10406,11,,6301,,0.175,0.275,0,,,
9025,10407,11,,6301,,0.175,0.275,0,,,
9026,10408,11,,6301,,0.175,0.275,0,,,
9027,10501,11,,6301,,0.175,0.275,0,,,
9028,10502,11,,6301,,0.175,0.275,0,,,
9029,10503,11,,6301,,0.175,0.275,0,,,
9030,10504,11,,6301,,0.175,0.275,0,,,
9031,10505,11,,6301,,0.175,0.275,0,,,
9032,10506,11,,6301,,0.175,0.275,0,,,
9033,10507,11,,6301,,0.175,0.275,0,,,
9034,10508,11,,6301,,0.175,0.275,0,,,
9035,10509,11,,6301,,0.175,0.275,0,,,
9036,10510,11,,6301,,0.175,0.275,0,,,
9037,10601,11,,6301,,0.175,0.275,0,,,
9038,10602,11,,6301,,0.175,0.275,0,,,
9039,10603,11,,6301,,0.175,0.275,0,,,
9040,10604,11,,6301,,0.175,0.275,0,,,
9041,10605,11,,6301,,0.175,0.275,0,,,
9042,10606,11,,6301,,0.175,0.275,0,,,
9043,10607,11,,6301,,0.175,0.275,0,,,
9044,10608,11,,6301,,0.175,0.275,0,,,
9045,10609,11,,6301,,0.175,0.275,0,,,
9046,10610,11,,6301,,0.175,0.275,0,,,
9047,10701,11,,6301,,0.175,0.275,0,,,
9048,10702,11,,6301,,0.175,0.275,0,,,
9049,10703,11,,6301,,0.175,0.275,0,,,
9050,10704,11,,6301,,0.175,0.275,0,,,
9051,10705,11,,6301,,0.175,0.275,0,,,
9052,10706,11,,6301,,0.175,0.275,0,,,
9053,10707,11,,6301,,0.175,0.275,0,,,
9054,10708,11,,6301,,0.175,0.275,0,,,
9055,10709,11,,6301,,0.175,0.275,0,,,
9056,10710,11,,6301,,0.175,0.275,0,,,
9057,10801,11,,6301,,0.175,0.275,0,,,
9058,10802,11,,6301,,0.175,0.275,0,,,
9059,10803,11,,6301,,0.175,0.275,0,,,
9060,10804,11,,6301,,0.175,0.275,0,,,
9061,10805,11,,6301,,0.175,0.275,0,,,
9062,10806,11,,6301,,0.175,0.275,0,,,
9063,10807,11,,6301,,0.175,0.275,0,,,
9064,10808,11,,6301,,0.175,0.275,0,,,
9065,10809,11,,6301,,0.175,0.275,0,,,
9066,10810,11,,6301,,0.175,0.275,0,,,
9067,10901,11,,6301,,0.175,0.275,0,,,
9068,10902,11,,6301,,0.175,0.275,0,,,
9069,10903,11,,6301,,0.175,0.275,0,,,
9070,10904,11,,6301,,0.175,0.275,0,,,
9071,10905,11,,6301,,0.175,0.275,0,,,
9072,10906,11,,6301,,0.175,0.275,0,,,
9073,10907,11,,6301,,0.175,0.275,0,,,
9074,10908,11,,6301,,0.175,0.275,0,,,
9075,10909,11,,6301,,0.175,0.275,0,,,
9076,10910,11,,6301,,0.175,0.275,0,,,
9077,11001,11,,6301,,0.175,0.275,0,,,
9078,11002,11,,6301,,0.175,0.275,0,,,
9079,11003,11,,6301,,0.175,0.275,0,,,
9080,11004,11,,6301,,0.175,0.275,0,,,
9081,11005,11,,6301,,0.175,0.275,0,,,
9082,11006,11,,6301,,0.175,0.275,0,,,
