变量名,_beizhu,name,icon,icon1,rDesc,type,independent,desc,paramMap,clientParam,huodongID,countType,openType,validServerOpenDateRange,validRoleCreatedDateRange,beginDate,beginTime,endDate,endTime,relativeDayRange,openDuration,leastLevel,leastVipLevel,serverDayRange,roleDayRange,servers,languages,active,sortWeight,redpoint,independentTab
100107,欢迎邮件_固定不动,,,,活动时间内，完成对应目标就可以获得奖励！,-1,-1,完美口袋公益服,{mailID=140},,,,4,,,20190816,500,20990101,500,<0;0>,5000000,,,,,,<cn;tw;en;kr>,1,0,,
100108,欢迎邮件_固定不动,,,,活动时间内，完成对应目标就可以获得奖励！,-1,-1,完美口袋公益服,{mailID=141},,,,4,,,20190816,500,20990101,500,<0;0>,5000000,,,,,,<cn;tw;en;kr>,1,0,,
100109,欢迎邮件_固定不动,,,,活动时间内，完成对应目标就可以获得奖励！,-1,-1,完美口袋公益服,{mailID=142},,,,4,,,20190816,500,20990101,500,<0;0>,5000000,,,,,,<cn;tw;en;kr>,1,0,,
100110,欢迎邮件_固定不动,,,,活动时间内，完成对应目标就可以获得奖励！,-1,-1,完美口袋公益服,{mailID=143},,,,4,,,20190816,500,20990101,500,<0;0>,5000000,,,,,,<cn;tw;en;kr>,1,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,扭蛋机1-3月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100201,扭蛋机,,activity/lucky_egg/icon_ndjrk.png,,,40,1,扭蛋机,{RMB1=150;RMB10=1200;RMB1LIMIT=200;RMB10LIMIT=99999},{itemId=6321;awards=<yycoin;502;rmb;604>;priviewId=10},100201,,0,,,20251201,500,20251231,500,,720,30,,,,,,1,1,1,
100202,扭蛋机,,activity/lucky_egg/icon_ndjrk.png,,,40,1,扭蛋机,{RMB1=150;RMB10=1200;RMB1LIMIT=200;RMB10LIMIT=99999},{itemId=6321;awards=<yycoin;502;rmb;604>;priviewId=10},100201,,0,,,20260101,500,20260201,500,,720,30,,,,,,1,1,1,
100203,扭蛋机,,activity/lucky_egg/icon_ndjrk.png,,,40,1,扭蛋机,{RMB1=150;RMB10=1200;RMB1LIMIT=200;RMB10LIMIT=99999},{itemId=6321;awards=<yycoin;502;rmb;604>;priviewId=10},100201,,0,,,20260201,500,20260301,500,,720,30,,,,,,1,1,1,
100204,扭蛋机,,activity/lucky_egg/icon_ndjrk.png,,,40,1,扭蛋机,{RMB1=150;RMB10=1200;RMB1LIMIT=200;RMB10LIMIT=99999},{itemId=6321;awards=<yycoin;502;rmb;604>;priviewId=10},100201,,0,,,20260301,500,20260401,500,,720,30,,,,,,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,首冲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100302,正式2版-首充_固定不动,首充活动,city/main/icon_sc@.png,,,1,1,首充活动,{rmb=0;award={card={id=7011};gold=88880000;521=188;500=88;7362=5}},{page=1;resBg=activity/first_recharge/bg_hd_sc1@.png},,,0,,,20191118,500,20990101,500,<0;9999>,5000000,,,,,,,1,1,1,
100303,正式2版-豪华首充_固定不动,首充活动,city/main/icon_sc@.png,,,1,1,首充活动,{rmb=980;award={rmb=880000;gold=88888888;133=300;7364=2;7363=6}},{page=2;resBg=activity/first_recharge/bg_hd_sc3@.png},,,0,,,20191118,500,20990101,500,<0;9999>,5000000,,,,,,,1,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100401,钻石商城,,,1,,33,1,钻石商城,,,100401,1,0,,,20251201,500,20251215,500,,168,1,,,,,,1,1,1,
100402,每日特惠,,,1,,33,1,每日特惠,,,100402,1,0,,,20251201,500,20990101,500,,5000000,1,,,,,,1,3,1,
100406,节日形象商城,,,1,,33,1,限定形象,,,100410,1,0,,,20251201,500,20990101,500,,5000000,1,,,,,,1,9,1,
100409,助战商店,,,1,,33,1,助战商店,,,100409,1,0,,,20251201,500,20990101,500,,5000000,1,,,,,,1,10,1,
100410,携带商城,,,1,,33,1,携带商城,,,100411,1,0,,,20251201,500,20990101,500,,5000000,1,,,,,,1,10,1,
100411,精灵商城,,,1,,33,1,精灵商城,,,100412,1,0,,,20251201,500,20990101,500,,5000000,1,,,,,,1,10,1,
100412,超进化商城,,,1,,33,1,超进化商城,,,100413,1,0,,,20251201,500,20990101,500,,5000000,1,,,,,,1,10,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,周年庆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100501,7日豪华登录,7日豪华登录,activity/luxury_record/icon_hhdl2.png,,,59,1,周年庆登录,{type=1;buyUnlock=FALSE;oneKeyReceive=TRUE;dailyBuyTimes=1;levelLimit=7;},{showLastUnlock=TRUE;cityTheme=anniversary},1010,1,0,,,,500,,500,,5000000,6,,,,,<cn;tw;en;kr>,1,1,1,
100502,精灵赛跑季,精灵赛跑季,city/main/icon_zc_mtgl.png,,,62,1,精灵赛跑季,,{cityTheme=anniversary},1001,1,0,,,,500,,500,,5000000,6,,,,,<cn;tw;en;kr>,1,1,1,
100503,大冒险,测试专用,city/main/icon_zc_mtgl.png,,,60,1,大冒险,,{cityTheme=anniversary},1001,1,0,,,,500,,500,,5000000,6,,,,,<cn;tw;en;kr>,1,1,1,
100504,勇者挑战,测试专用,city/main/icon_zc_mtgl.png,,,61,1,勇者挑战,{buyCost=<10;20;30>;buyTimes=0;times=5},{cityTheme=anniversary},101049,1,0,,,,500,,500,,5000000,6,,,,,<cn;tw;en;kr>,1,1,1,
100505,礼券商店,礼券商店,city/main/icon_zc_mtgl.png,,,63,1,礼券商店,,{cityTheme=anniversary},100505,1,0,,,,500,,500,,5000000,6,,,,,<cn;tw;en;kr>,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,累充模板,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100601,每周累充,,,1,活动时间内，完成对应目标就可以获得奖励！,14,0,每周充值回馈,,,100601,1,4,,,20251208,500,20251215,500,,168,1,,,,,,1,99,,2
101602,每月累充,,,1,活动时间内，完成对应目标就可以获得奖励！,14,0,每月充值回馈,,,100602,1,4,,,20251201,500,20260101,500,,744,1,,,,,,1,98,,2
101603,永久累充,,,1,活动时间内，完成对应目标就可以获得奖励！,14,0,永久充值回馈,,,100606,1,4,,,20251201,500,20990101,500,,5000000,1,,,,,,1,97,,2
100603,永久累充,,,1,活动时间内，完成对应目标就可以获得奖励！,14,0,限时充值回馈,,,100603,1,4,,,20251215,500,20260115,500,,744,1,,,,,,1,97,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,每月累计1-3月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100611,每月累充,,,1,活动时间内，完成对应目标就可以获得奖励！,14,0,每月充值回馈,,,100602,1,4,,,20260101,500,20260201,500,,744,1,,,,,,1,98,,
100612,每月累充,,,1,活动时间内，完成对应目标就可以获得奖励！,14,0,每月充值回馈,,,100602,1,4,,,20260201,500,20260301,500,,744,1,,,,,,1,98,,
100613,每月累充,,,1,活动时间内，完成对应目标就可以获得奖励！,14,0,每月充值回馈,,,100602,1,4,,,20260301,500,20260401,500,,744,1,,,,,,1,98,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101614,每日累充,,,1,活动时间内，完成对应目标就可以获得奖励！,14,0,每日充值回馈,,,100604,0,4,,,20251201,500,20990101,500,,5000000,1,,,,,,1,98,,
101615,双旦累充,,,1,活动时间内，完成对应目标就可以获得奖励！,14,0,双旦充值回馈,,,100605,1,4,,,20251224,500,20260107,500,,336,1,,,,,,1,98,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,精灵投资1-3月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100701,资源周卡,测试专用,city/main/icon_jltz.png,,,43,4,精灵投资,{buyDay=7;recharge=108},{titleRes = activity/weekly_card/txt_jltz.png;titleText = 购买投资，每日领取收益;award1 = {count = 2616;scale = 1;res = activity/weekly_card/txt_wnsp.png};award2 = {count = 888888;scale = 0.7;res = activity/weekly_card/txt_zs.png};isShowCountDown=true},100701,1,0,,,20251210,500,20251218,500,,360,6,,,,,,1,13,,2
100702,资源周卡,测试专用,city/main/icon_jltz.png,,,43,4,精灵投资,{buyDay=7;recharge=108},{titleRes = activity/weekly_card/txt_jltz.png;titleText = 购买投资，每日领取收益;award1 = {count = 2616;scale = 1;res = activity/weekly_card/txt_wnsp.png};award2 = {count = 888888;scale = 0.7;res = activity/weekly_card/txt_zs.png};isShowCountDown=true},100701,1,0,,,20251218,500,20251226,500,,360,6,,,,,,1,13,,2
100703,资源周卡,测试专用,city/main/icon_jltz.png,,,43,4,精灵投资,{buyDay=7;recharge=108},{titleRes = activity/weekly_card/txt_jltz.png;titleText = 购买投资，每日领取收益;award1 = {count = 2616;scale = 1;res = activity/weekly_card/txt_wnsp.png};award2 = {count = 888888;scale = 0.7;res = activity/weekly_card/txt_zs.png};isShowCountDown=true},100701,1,0,,,20260101,500,20260115,500,,360,6,,,,,,1,13,,2
100704,资源周卡,测试专用,city/main/icon_jltz.png,,,43,4,精灵投资,{buyDay=7;recharge=108},{titleRes = activity/weekly_card/txt_jltz.png;titleText = 购买投资，每日领取收益;award1 = {count = 2616;scale = 1;res = activity/weekly_card/txt_wnsp.png};award2 = {count = 888888;scale = 0.7;res = activity/weekly_card/txt_zs.png};isShowCountDown=true},100701,1,0,,,20260115,500,20260201,500,,360,6,,,,,,1,13,,2
100705,资源周卡,测试专用,city/main/icon_jltz.png,,,43,4,精灵投资,{buyDay=7;recharge=108},{titleRes = activity/weekly_card/txt_jltz.png;titleText = 购买投资，每日领取收益;award1 = {count = 2616;scale = 1;res = activity/weekly_card/txt_wnsp.png};award2 = {count = 888888;scale = 0.7;res = activity/weekly_card/txt_zs.png};isShowCountDown=true},100701,1,0,,,20260201,500,20260215,500,,360,6,,,,,,1,13,,2
100706,资源周卡,测试专用,city/main/icon_jltz.png,,,43,4,精灵投资,{buyDay=7;recharge=108},{titleRes = activity/weekly_card/txt_jltz.png;titleText = 购买投资，每日领取收益;award1 = {count = 2616;scale = 1;res = activity/weekly_card/txt_wnsp.png};award2 = {count = 888888;scale = 0.7;res = activity/weekly_card/txt_zs.png};isShowCountDown=true},100701,1,0,,,20260215,500,20260301,500,,360,6,,,,,,1,13,,2
100707,资源周卡,测试专用,city/main/icon_jltz.png,,,43,4,精灵投资,{buyDay=7;recharge=108},{titleRes = activity/weekly_card/txt_jltz.png;titleText = 购买投资，每日领取收益;award1 = {count = 2616;scale = 1;res = activity/weekly_card/txt_wnsp.png};award2 = {count = 888888;scale = 0.7;res = activity/weekly_card/txt_zs.png};isShowCountDown=true},100701,1,0,,,20260301,500,20260315,500,,360,6,,,,,,1,13,,2
100708,资源周卡,测试专用,city/main/icon_jltz.png,,,43,4,精灵投资,{buyDay=7;recharge=108},{titleRes = activity/weekly_card/txt_jltz.png;titleText = 购买投资，每日领取收益;award1 = {count = 2616;scale = 1;res = activity/weekly_card/txt_wnsp.png};award2 = {count = 888888;scale = 0.7;res = activity/weekly_card/txt_zs.png};isShowCountDown=true},100701,1,0,,,20260315,500,20260401,500,,360,6,,,,,,1,13,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,固定更新轮换1-3月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130010,钻石商城,,,1,,23,0,钻石商城,,,100401,1,0,,,20260302,500,20260309,500,,168,1,,,,,,1,1,1,1
130011,钻石商城,,,1,,23,0,钻石商城,,,100401,1,0,,,20260309,500,20260316,500,,168,1,,,,,,1,1,1,1
130012,钻石商城,,,1,,23,0,钻石商城,,,100401,1,0,,,20260316,500,20260323,500,,168,1,,,,,,1,1,1,1
130013,钻石商城,,,1,,23,0,钻石商城,,,100401,1,0,,,20260323,500,20260330,500,,168,1,,,,,,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120012,钻石高级商城,,,1,,23,0,钻石高级商城,,,100501,1,0,,,20260302,500,20260309,500,,168,1,,,,,,1,2,1,1
120013,钻石高级商城,,,1,,23,0,钻石高级商城,,,100501,1,0,,,20260309,500,20260316,500,,168,1,,,,,,1,2,1,1
120014,钻石高级商城,,,1,,23,0,钻石高级商城,,,100501,1,0,,,20260316,500,20260323,500,,168,1,,,,,,1,2,1,1
120015,钻石高级商城,,,1,,23,0,钻石高级商城,,,100501,1,0,,,20260323,500,20260330,500,,168,1,,,,,,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140009,每周累充,,,1,活动时间内，完成对应目标就可以获得奖励！,14,0,每周充值回馈,,,100601,1,4,,,20260302,500,20260309,500,,168,1,,,,,,1,99,,2
140010,每周累充,,,1,活动时间内，完成对应目标就可以获得奖励！,14,0,每周充值回馈,,,100601,1,4,,,20260309,500,20260316,500,,168,1,,,,,,1,99,,2
140011,每周累充,,,1,活动时间内，完成对应目标就可以获得奖励！,14,0,每周充值回馈,,,100601,1,4,,,20260316,500,20260323,500,,168,1,,,,,,1,99,,2
140012,每周累充,,,1,活动时间内，完成对应目标就可以获得奖励！,14,0,每周充值回馈,,,100601,1,4,,,20260323,500,20260330,500,,168,1,,,,,,1,99,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150012,大哥超级商城,,,1,,33,1,超级商城,,,100601,1,0,,,20260302,500,20260309,500,,168,1,,,,,,1,5,,
150013,大哥超级商城,,,1,,33,1,超级商城,,,100601,1,0,,,20260309,500,20260316,500,,168,1,,,,,,1,5,,
150014,大哥超级商城,,,1,,33,1,超级商城,,,100601,1,0,,,20260316,500,20260323,500,,168,1,,,,,,1,5,,
150015,大哥超级商城,,,1,,33,1,超级商城,,,100601,1,0,,,20260323,500,20260330,500,,168,1,,,,,,1,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101039,每周特惠商城,,,1,,33,1,每周特惠,,,100602,1,0,,,20260302,500,20260309,500,,168,1,,,,,,1,4,,
101040,每周特惠商城,,,1,,33,1,每周特惠,,,100602,1,0,,,20260309,500,20260316,500,,168,1,,,,,,1,4,,
101041,每周特惠商城,,,1,,33,1,每周特惠,,,100602,1,0,,,20260316,500,20260323,500,,168,1,,,,,,1,4,,
101042,每周特惠商城,,,1,,33,1,每周特惠,,,100602,1,0,,,20260323,500,20260330,500,,168,1,,,,,,1,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,通行证,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100801,冒险通行证S1,正式测试,city/main/icon_txz.png,,活动时间内，完成对应目标就可以获得奖励！,35,1,冒险通行证S1,{card=1271;taskHuodongID=100801;canBuyExp=1},{res=activity/passport/hb_2.png|activity/passport/hb_3.png;version=1},100801,1,0,,,20260101,500,20990101,500,,5000000,1,,,,,,1,14,1,
100802,活跃度战令,活跃度战令,activity/play_passport/icon_hydzl.png,,,59,1,活跃度战令,{type=2;buyUnlock=FALSE;oneKeyReceive=TRUE;dailyBuyTimes=10},"{showLastUnlock=TRUE;cityTheme=playpassportSet;res=activity/passport_set_page/bg_hydzl.png;topText=""BATTLE PASS"";banner=""activity/passport_set_page/box/huoyuedu_high_bg.png"";icon=""activity/passport_set_page/box/icon_hydzl_2""}",5003,,0,,,20260101,500,20990101,500,,5000000,1,,,,,,1,1,1,
100803,以太乐园通行证,以太乐园通行证,activity/play_passport/icon_yttxz.png,,,59,1,以太乐园通行证,{type=3;buyUnlock=FALSE;oneKeyReceive=TRUE;dailyBuyTimes=10},"{showLastUnlock=TRUE;res=city/adventure/random_tower/bg_ytly.jpg;topText=""BATTLE PASS"";banner=""activity/play_passport/passport_banner_yitai.png"";icon=""activity/play_passport/icon_yitai_passport""}",5002,,0,,,20260101,500,20990101,500,,5000000,1,,,,,,1,1,1,
100804,道馆通行证,道馆通行证,activity/play_passport/icon_dgtxz.png,,,59,1,道馆通行证,{type=4;buyUnlock=FALSE;oneKeyReceive=TRUE;dailyBuyTimes=5},"{showLastUnlock=TRUE;cityTheme=playpassportSet;res=activity/passport_set_page/bg_dgzl.png;topText=""BATTLE PASS"";banner=""activity/passport_set_page/box/daoguan_high_bg.png"";icon=""activity/passport_set_page/box/icon_dgzll_2""}",5001,,0,,,20260101,500,20990101,500,,5000000,1,,,,,,1,1,1,
100805,契约战令,契约战令,activity/play_passport/icon_qyzl.png,,,59,1,契约战令,{type=7;buyUnlock=FALSE;oneKeyReceive=TRUE;dailyBuyTimes=10},"{showLastUnlock=TRUE;cityTheme=playpassportSet;res=activity/passport_set_page/bg_qyzl_1.png;topText=""BATTLE PASS"";banner=""activity/passport_set_page/box/img_qyzl_3.png"";icon=""activity/passport_set_page/box/icon_qyzl_2""}",5004,,0,,,20260101,500,20990101,500,,5000000,1,,,,,,1,1,1,
100806,跨服战令,跨服战令,activity/play_passport/icon_kfzl.png,,,59,1,跨服战令,{type=6;buyUnlock=FALSE;oneKeyReceive=TRUE;dailyBuyTimes=10},"{showLastUnlock=TRUE;cityTheme=playpassportSet;res=activity/passport_set_page/bg_kfzl.png;topText=""BATTLE PASS"";banner=""activity/passport_set_page/box/kuafu_high_bg.png"";icon=""activity/passport_set_page/box/icon_zdzl_2""}",5006,,0,,,20260101,500,20990101,500,,5000000,1,,,,,,1,1,1,
100807,助战战令,助战战令,activity/play_passport/icon_zzzl.png,,,59,1,助战战令,{type=8;buyUnlock=FALSE;oneKeyReceive=TRUE;dailyBuyTimes=10},"{showLastUnlock=TRUE;cityTheme=playpassportSet;res=activity/passport_set_page/bg_zzzl.png;topText=""BATTLE PASS"";banner=""activity/passport_set_page/box/img_zzzl_3.png"";icon=""activity/passport_set_page/box/icon_zzzl_2""}",5007,,0,,,20260101,500,20990101,500,,5000000,1,,,,,,1,1,1,
100808,新手通行证,新手通行证,activity/play_passport/icon_xszl.png,,,59,1,新手通行证,{type=5;buyUnlock=FALSE;oneKeyReceive=TRUE;dailyBuyTimes=10},"{showLastUnlock=TRUE;cityTheme=playpassportSet;res=activity/passport_set_page/bg_tlzl.png;topText=""BATTLE PASS"";banner=""activity/passport_set_page/box/tili_high_bg.png"";icon=""activity/passport_set_page/box/icon_tlzl_2""}",5005,1,0,,,20260101,500,20990101,500,,5000000,1,,,,,,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,私人定制礼包,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100901,直购订制礼包,测试专用,city/main/icon_srdz.png,1,,70,1,直购礼包,{rarity=4},{showCountTime=true},1003,1,0,,,20260301,500,20260401,500,,5000000,6,,,,,,1,1,1,
100902,直购订制礼包,测试专用,city/main/icon_srdz.png,1,,70,1,直购礼包,{rarity=4},{showCountTime=true},1003,1,0,,,20260401,500,20260501,500,,5000000,6,,,,,,1,1,1,
100903,直购订制礼包,测试专用,city/main/icon_srdz.png,1,,70,1,直购礼包,{rarity=4},{showCountTime=true},1003,1,0,,,20260501,500,20260601,500,,5000000,6,,,,,,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,开饭_固定不动,,,,活动时间内，完成对应目标就可以获得奖励！,7,0,宝芙蕾,{stamina=60},,,,,,,20160625,600,20990101,500,,3,,,,,,<cn;tw;en;vn;th;kr>,1,80,,3
2,开饭_固定不动,,,,活动时间内，完成对应目标就可以获得奖励！,7,0,宝芙蕾,{stamina=60},,,,,,,20160625,1200,20990101,500,,3,,,,,,<cn;tw;en;vn;th;kr>,1,80,,3
3,开饭_固定不动,,,,活动时间内，完成对应目标就可以获得奖励！,7,0,宝芙蕾,{stamina=60},,,,,,,20160625,1800,20990101,500,,3,,,,,,<cn;tw;en;vn;th;kr>,1,70,,3
4,开饭_固定不动,,,,活动时间内，完成对应目标就可以获得奖励！,7,0,宝芙蕾,{stamina=60},,,,,,,20160625,2100,20990101,500,,3,,,,,,<cn;tw;en;vn;th;kr>,1,80,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,补领体力_固定不动,,00ShuMa/TLBL_res/tlbl.png,,,27,0,宝芙蕾,{rmb=10},,,,4,,,20181028,500,20990101,500,<0;9999>,5000000,,,,,,<cn;tw;en;kr>,1,1,,3
6,等级基金_固定不动,,00ShuMa/HD_res/LevelJiJin/10.png,,,22,0,等级基金,{vip=3;rmb=1000},,22001,,,,,,,,,,5000000,,,,,,<cn;tw;en;kr>,1,2,,3
7,欢迎邮件_固定不动,,,,活动时间内，完成对应目标就可以获得奖励！,-1,0,每日登陆奖励,{mailID=106},,,,4,,,20190816,500,20990101,500,<0;0>,5000000,,,,,,<cn;tw;en;kr>,1,0,,3
8,资源找回,,,,,41,0,资源找回,{freeProportion=60;limit=3;dayUpd=<1;1.8;2.6>;rmbUpd=<1;1.8;2.6>},{isShowCountDown=false;isShowTitle=false;freeProportion=60;limit=3;dayUpd=<1;1.8;2.6>;rmbUpd=<1;1.8;2.6>;generalTaskNotShowTime=true;topBg=activity/banner_zyhs@.png},22002,,,,,,,,,,5000000,20,,,,,<cn;tw;en;kr>,1,4,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,正式-开服狂欢海报,,,,,8,-1,正式-开服狂欢海报,,{res=config/poster/img_hb_kfkh@.png},,,3,,,20251210,500,20990101,500,<0;6>,5000000,6,,,,,<cn;tw;en;kr>,1,1,,
21,正式-梦幻海报,,,,,8,-1,正式-梦幻海报,,{res=config/poster/img_hb_kfjnh@.png},,,4,,,20251210,500,20990101,500,<0;6>,5000000,6,,,,,<cn;tw;en;kr>,1,1,,
23,正式-限时礼包,,,,,8,-1,正式-限时礼包,,{res=config/poster/img_hb_xianshilibao@.png},,,4,,,20251210,500,20990101,500,<0;3>,5000000,6,,,,,<cn;tw;en;kr>,1,1,,
24,正式-十连抽文字预告,登录送十连抽,,,开服首日登录即豪送十连抽，快去召唤精灵吧！,8,0,登录送十连抽,,,,,4,,,20251210,500,20990101,500,<0;0>,5000000,6,,,,,<cn;tw;en;kr>,1,1,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,正式-开服嘉年华,,city/main/icon_kfjnh.png,,活动时间内，完成对应目标就可以获得奖励！,15,1,开服嘉年华,{itemId=20771},{type=kaifu},12002,,4,,,20251210,500,20990101,500,<0;29>,5000000,6,,,,,<cn;tw;en;kr>,1,22,1,
