变量名,_beizhu,huodongID,periodType,weekParam,taskAttribute,taskType,taskParam,taskSpecialParam,title,desc,exp,goToPanel
24,通行证第二周任务,1001,2,2,,41,20,,竞技场战斗20次,,30,
,,,,,,,,,,,,
25,通行证第三周任务,1001,2,3,4,18,10,,进行10次聚宝,,20,gainGold
26,通行证第三周任务,1001,2,3,,20,1000000,,消耗1000000金币,,20,
27,通行证第三周任务,1001,2,3,,21,1000,,消耗1000钻石,,30,
28,通行证第三周任务,1001,2,3,,26,10,,购买10次体力,,30,gainStamina
29,通行证第三周任务,1001,2,3,,29,80,,挑战普通关卡80次,,30,10000
30,通行证第三周任务,1001,2,3,,30,30,,挑战困难关卡30次,,30,20000
31,通行证第三周任务,1001,2,3,,36,30,,精灵升级30次,,30,strengthen-1
32,通行证第三周任务,1001,2,3,,41,20,,竞技场战斗20次,,30,
,,,,,,,,,,,,
33,通行证第四周任务,1001,2,4,4,18,10,,进行10次聚宝,,20,gainGold
34,通行证第四周任务,1001,2,4,,20,1000000,,消耗1000000金币,,20,
35,通行证第四周任务,1001,2,4,,21,1000,,消耗1000钻石,,30,
36,通行证第四周任务,1001,2,4,,26,10,,购买10次体力,,30,gainStamina
37,通行证第四周任务,1001,2,4,,29,80,,挑战普通关卡80次,,30,10000
38,通行证第四周任务,1001,2,4,,30,30,,挑战困难关卡30次,,30,20000
39,通行证第四周任务,1001,2,4,,36,30,,精灵升级30次,,30,strengthen-1
40,通行证第四周任务,1001,2,4,,41,20,,竞技场战斗20次,,30,
,,,,,,,,,,,,
1001,通行证日任务,1002,1,,4,15,1,,每日登陆,,15,
1002,通行证日任务,1002,1,,4,29,30,,挑战普通关卡30次,,15,10000
1003,通行证日任务,1002,1,,4,39,1,,饰品突破1次,,15,
1004,通行证日任务,1002,1,,3,41,5,,竞技场战斗5次,,15,
1005,通行证日任务,1002,1,,3,66,2,,元素挑战战斗2次,,15,
1006,通行证日任务,1002,1,,3,20,1000000,,消耗1000000金币,,15,
1007,通行证日任务,1002,1,,3,21,300,,消耗300钻石,,15,
,,,,,,,,,,,,
1101,通行证第一周任务,1002,2,1,4,17,2,,累计登录2天,,50,
1102,通行证第一周任务,1002,2,1,4,36,30,,精灵升级30次,,50,strengthen-1
1103,通行证第一周任务,1002,2,1,4,21,1000,,消耗1000钻石,,50,
1104,通行证第一周任务,1002,2,1,,43,25,,竞技场积分25分,,50,
1105,通行证第一周任务,1002,2,1,3,63,25000,,以太积分累计25000分,,50,
1106,通行证第一周任务,1002,2,1,3,55,10,,公会捐献10次,,50,
1107,通行证第一周任务,1002,2,1,3,50,10,,在钻石抽卡中抽卡10次,,50,
1108,通行证第一周任务,1002,2,1,4,29,150,,挑战普通关卡150次,,50,10000
1109,通行证第一周任务,1002,2,1,,30,30,,挑战困难关卡30次,,50,20000
1110,通行证第一周任务,1002,2,1,3,85,15,,派遣任务完成15次,,50,
1111,通行证第一周任务,1002,2,1,,21,3000,,消耗3000钻石,,50,
1112,通行证第一周任务,1002,2,1,4,67,7,,以太乐园通过7层,,50,
1113,通行证第一周任务,1002,2,1,3,86,3,{3=4},完成S以上派遣3次,,50,
,,,,,,,,,,,,
1201,通行证第一周任务,1002,2,2,4,17,3,,累计登录3天,,50,
1202,通行证第一周任务,1002,2,2,,36,50,,精灵升级50次,,50,strengthen-1
1203,通行证第一周任务,1002,2,2,3,21,1000,,消耗1000钻石,,50,
1204,通行证第一周任务,1002,2,2,,43,50,,竞技场积分50分,,50,
1205,通行证第一周任务,1002,2,2,,63,50000,,以太积分累计50000分,,50,
1206,通行证第一周任务,1002,2,2,4,55,20,,公会捐献20次,,50,
1207,通行证第一周任务,1002,2,2,,50,20,,在钻石抽卡中抽卡20次,,50,
1208,通行证第一周任务,1002,2,2,4,29,300,,挑战普通关卡300次,,50,10000
1209,通行证第一周任务,1002,2,2,,30,60,,挑战困难关卡60次,,50,20000
1210,通行证第一周任务,1002,2,2,4,85,30,,派遣任务完成30次,,50,
1211,通行证第一周任务,1002,2,2,,21,3000,,消耗3000钻石,,50,
1212,通行证第一周任务,1002,2,2,,67,7,,以太乐园通过7层,,50,
1213,通行证第一周任务,1002,2,2,,86,6,{6=4},完成S以上派遣6次,,50,
,,,,,,,,,,,,
1301,通行证第一周任务,1002,2,3,4,17,3,,累计登录3天,,50,
1302,通行证第一周任务,1002,2,3,,36,50,,精灵升级50次,,50,strengthen-1
1303,通行证第一周任务,1002,2,3,,21,1000,,消耗1000钻石,,100,
1304,通行证第一周任务,1002,2,3,,43,50,,竞技场积分50分,,50,
1305,通行证第一周任务,1002,2,3,4,63,50000,,以太积分累计50000分,,50,
1306,通行证第一周任务,1002,2,3,,55,20,,公会捐献20次,,50,
1307,通行证第一周任务,1002,2,3,4,50,20,,在钻石抽卡中抽卡20次,,100,
1308,通行证第一周任务,1002,2,3,,29,300,,挑战普通关卡300次,,100,10000
1309,通行证第一周任务,1002,2,3,4,30,60,,挑战困难关卡60次,,100,20000
1310,通行证第一周任务,1002,2,3,4,85,30,,派遣任务完成30次,,50,
1311,通行证第一周任务,1002,2,3,,21,3000,,消耗3000钻石,,100,
1312,通行证第一周任务,1002,2,3,4,67,7,,以太乐园通过7层,,100,
1313,通行证第一周任务,1002,2,3,,86,6,{6=4},完成S以上派遣6次,,100,
,,,,,,,,,,,,
1401,通行证第一周任务,1002,2,4,3,17,3,,累计登录3天,,50,
1402,通行证第一周任务,1002,2,4,3,36,50,,精灵升级50次,,50,strengthen-1
1403,通行证第一周任务,1002,2,4,4,21,1000,,消耗1000钻石,,100,
1404,通行证第一周任务,1002,2,4,4,43,50,,竞技场积分50分,,50,
1405,通行证第一周任务,1002,2,4,,63,50000,,以太积分累计50000分,,50,
1406,通行证第一周任务,1002,2,4,4,55,20,,公会捐献20次,,50,
1407,通行证第一周任务,1002,2,4,,50,20,,在钻石抽卡中抽卡20次,,100,
1408,通行证第一周任务,1002,2,4,4,29,300,,挑战普通关卡300次,,100,10000
1409,通行证第一周任务,1002,2,4,,30,60,,挑战困难关卡60次,,100,20000
1410,通行证第一周任务,1002,2,4,3,85,30,,派遣任务完成30次,,50,
1411,通行证第一周任务,1002,2,4,3,21,3000,,消耗3000钻石,,100,
1412,通行证第一周任务,1002,2,4,3,67,7,,以太乐园通过7层,,100,
1413,通行证第一周任务,1002,2,4,,86,6,{6=4},完成S以上派遣6次,,100,
,,,,,,,,,,,,
1501,通行证第一周任务,1002,2,5,4,17,3,,累计登录3天,,50,
1502,通行证第一周任务,1002,2,5,,36,50,,精灵升级50次,,50,strengthen-1
1503,通行证第一周任务,1002,2,5,,21,1000,,消耗1000钻石,,100,
1504,通行证第一周任务,1002,2,5,3,43,50,,竞技场积分50分,,50,
1505,通行证第一周任务,1002,2,5,,63,50000,,以太积分累计50000分,,50,
1506,通行证第一周任务,1002,2,5,3,55,20,,公会捐献20次,,50,
1507,通行证第一周任务,1002,2,5,,50,20,,在钻石抽卡中抽卡20次,,100,
1508,通行证第一周任务,1002,2,5,3,29,300,,挑战普通关卡300次,,100,10000
1509,通行证第一周任务,1002,2,5,3,30,60,,挑战困难关卡60次,,100,20000
1510,通行证第一周任务,1002,2,5,,85,30,,派遣任务完成30次,,50,
1511,通行证第一周任务,1002,2,5,,21,3000,,消耗3000钻石,,100,
1512,通行证第一周任务,1002,2,5,,67,7,,以太乐园通过7层,,100,
1513,通行证第一周任务,1002,2,5,,86,6,{6=4},完成S以上派遣6次,,100,
,,,,,,,,,,,,
1601,通行证第一周任务,1002,2,6,4,17,3,,累计登录3天,,50,
1602,通行证第一周任务,1002,2,6,,36,50,,精灵升级50次,,50,strengthen-1
1603,通行证第一周任务,1002,2,6,3,21,1000,,消耗1000钻石,,100,
1604,通行证第一周任务,1002,2,6,3,43,50,,竞技场积分50分,,50,
1605,通行证第一周任务,1002,2,6,3,63,50000,,以太积分累计50000分,,50,
1606,通行证第一周任务,1002,2,6,4,55,20,,公会捐献20次,,50,
1607,通行证第一周任务,1002,2,6,4,50,20,,在钻石抽卡中抽卡20次,,100,
1608,通行证第一周任务,1002,2,6,4,29,300,,挑战普通关卡300次,,100,10000
1609,通行证第一周任务,1002,2,6,3,30,60,,挑战困难关卡60次,,100,20000
1610,通行证第一周任务,1002,2,6,,85,30,,派遣任务完成30次,,50,
1611,通行证第一周任务,1002,2,6,3,21,3000,,消耗3000钻石,,100,
1612,通行证第一周任务,1002,2,6,,67,7,,以太乐园通过7层,,100,
1613,通行证第一周任务,1002,2,6,,86,6,{6=4},完成S以上派遣6次,,100,
,,,,,,,,,,,,
1701,通行证第一周任务,1002,2,7,4,17,3,,累计登录3天,,50,
1702,通行证第一周任务,1002,2,7,,36,50,,精灵升级50次,,50,strengthen-1
1703,通行证第一周任务,1002,2,7,,21,1000,,消耗1000钻石,,100,
1704,通行证第一周任务,1002,2,7,,43,50,,竞技场积分50分,,50,
1705,通行证第一周任务,1002,2,7,,63,50000,,以太积分累计50000分,,50,
1706,通行证第一周任务,1002,2,7,,55,20,,公会捐献20次,,50,
1707,通行证第一周任务,1002,2,7,,50,20,,在钻石抽卡中抽卡20次,,100,
1708,通行证第一周任务,1002,2,7,,29,300,,挑战普通关卡300次,,100,10000
1709,通行证第一周任务,1002,2,7,,30,60,,挑战困难关卡60次,,100,20000
1710,通行证第一周任务,1002,2,7,4,85,30,,派遣任务完成30次,,50,
1711,通行证第一周任务,1002,2,7,4,21,3000,,消耗3000钻石,,100,
1712,通行证第一周任务,1002,2,7,4,67,7,,以太乐园通过7层,,100,
1713,通行证第一周任务,1002,2,7,,86,6,{6=4},完成S以上派遣6次,,100,
,,,,,,,,,,,,
1801,通行证第一周任务,1002,2,8,4,17,3,,累计登录3天,,50,
1802,通行证第一周任务,1002,2,8,,36,50,,精灵升级50次,,50,strengthen-1
1803,通行证第一周任务,1002,2,8,,21,1000,,消耗1000钻石,,100,
1804,通行证第一周任务,1002,2,8,,43,50,,竞技场积分50分,,50,
1805,通行证第一周任务,1002,2,8,,63,50000,,以太积分累计50000分,,50,
1806,通行证第一周任务,1002,2,8,,55,20,,公会捐献20次,,50,
1807,通行证第一周任务,1002,2,8,4,50,20,,在钻石抽卡中抽卡20次,,100,
1808,通行证第一周任务,1002,2,8,,29,300,,挑战普通关卡300次,,100,10000
1809,通行证第一周任务,1002,2,8,,30,60,,挑战困难关卡60次,,100,20000
1810,通行证第一周任务,1002,2,8,4,85,30,,派遣任务完成30次,,50,
1811,通行证第一周任务,1002,2,8,,21,3000,,消耗3000钻石,,100,
1812,通行证第一周任务,1002,2,8,4,67,7,,以太乐园通过7层,,100,
1813,通行证第一周任务,1002,2,8,,86,6,{6=4},完成S以上派遣6次,,100,
,,,,,,,,,,,,
1901,通行证第一周任务,1002,2,9,4,17,3,,累计登录3天,,50,
1902,通行证第一周任务,1002,2,9,,36,50,,精灵升级50次,,50,strengthen-1
1903,通行证第一周任务,1002,2,9,,21,1000,,消耗1000钻石,,100,
1904,通行证第一周任务,1002,2,9,,43,50,,竞技场积分50分,,50,
1905,通行证第一周任务,1002,2,9,4,63,50000,,以太积分累计50000分,,50,
1906,通行证第一周任务,1002,2,9,,55,20,,公会捐献20次,,50,
1907,通行证第一周任务,1002,2,9,,50,20,,在钻石抽卡中抽卡20次,,100,
1908,通行证第一周任务,1002,2,9,,29,300,,挑战普通关卡300次,,100,10000
1909,通行证第一周任务,1002,2,9,4,30,60,,挑战困难关卡60次,,100,20000
1910,通行证第一周任务,1002,2,9,,85,30,,派遣任务完成30次,,50,
1911,通行证第一周任务,1002,2,9,,21,3000,,消耗3000钻石,,100,
1912,通行证第一周任务,1002,2,9,4,67,7,,以太乐园通过7层,,100,
1913,通行证第一周任务,1002,2,9,,86,6,{6=4},完成S以上派遣6次,,100,
,,,,,,,,,,,,
2001,通行证第一周任务,1002,2,10,4,17,3,,累计登录3天,,50,
2002,通行证第一周任务,1002,2,10,,36,50,,精灵升级50次,,50,strengthen-1
2003,通行证第一周任务,1002,2,10,,21,1000,,消耗1000钻石,,100,
2004,通行证第一周任务,1002,2,10,,43,50,,竞技场积分50分,,50,
2005,通行证第一周任务,1002,2,10,4,63,50000,,以太积分累计50000分,,50,
2006,通行证第一周任务,1002,2,10,,55,20,,公会捐献20次,,50,
2007,通行证第一周任务,1002,2,10,,50,20,,在钻石抽卡中抽卡20次,,100,
2008,通行证第一周任务,1002,2,10,4,29,300,,挑战普通关卡300次,,100,10000
2009,通行证第一周任务,1002,2,10,,30,60,,挑战困难关卡60次,,100,20000
2010,通行证第一周任务,1002,2,10,,85,30,,派遣任务完成30次,,50,
2011,通行证第一周任务,1002,2,10,,21,3000,,消耗3000钻石,,100,
2012,通行证第一周任务,1002,2,10,4,67,7,,以太乐园通过7层,,100,
2013,通行证第一周任务,1002,2,10,,86,6,{6=4},完成S以上派遣6次,,100,
,,,,,,,,,,,,
2101,通行证第一周任务,1002,2,11,4,17,3,,累计登录3天,,50,
2102,通行证第一周任务,1002,2,11,,36,50,,精灵升级50次,,50,strengthen-1
2103,通行证第一周任务,1002,2,11,,21,1000,,消耗1000钻石,,100,
2104,通行证第一周任务,1002,2,11,,43,50,,竞技场积分50分,,50,
2105,通行证第一周任务,1002,2,11,4,63,50000,,以太积分累计50000分,,50,
2106,通行证第一周任务,1002,2,11,,55,20,,公会捐献20次,,50,
2107,通行证第一周任务,1002,2,11,,50,20,,在钻石抽卡中抽卡20次,,100,
2108,通行证第一周任务,1002,2,11,,29,300,,挑战普通关卡300次,,100,10000
2109,通行证第一周任务,1002,2,11,4,30,60,,挑战困难关卡60次,,100,20000
2110,通行证第一周任务,1002,2,11,,85,30,,派遣任务完成30次,,50,
2111,通行证第一周任务,1002,2,11,,21,3000,,消耗3000钻石,,100,
2112,通行证第一周任务,1002,2,11,,67,7,,以太乐园通过7层,,100,
2113,通行证第一周任务,1002,2,11,4,86,6,{6=4},完成S以上派遣6次,,100,
,,,,,,,,,,,,
2201,通行证第一周任务,1002,2,12,4,17,3,,累计登录3天,,50,
2202,通行证第一周任务,1002,2,12,,36,50,,精灵升级50次,,50,strengthen-1
2203,通行证第一周任务,1002,2,12,,21,1000,,消耗1000钻石,,100,
2204,通行证第一周任务,1002,2,12,4,43,50,,竞技场积分50分,,50,
2205,通行证第一周任务,1002,2,12,,63,50000,,以太积分累计50000分,,50,
2206,通行证第一周任务,1002,2,12,,55,20,,公会捐献20次,,50,
2207,通行证第一周任务,1002,2,12,,50,20,,在钻石抽卡中抽卡20次,,100,
2208,通行证第一周任务,1002,2,12,4,29,300,,挑战普通关卡300次,,100,10000
2209,通行证第一周任务,1002,2,12,,30,60,,挑战困难关卡60次,,100,20000
2210,通行证第一周任务,1002,2,12,,85,30,,派遣任务完成30次,,50,
2211,通行证第一周任务,1002,2,12,,21,3000,,消耗3000钻石,,100,
2212,通行证第一周任务,1002,2,12,4,67,7,,以太乐园通过7层,,100,
2213,通行证第一周任务,1002,2,12,,86,6,{6=4},完成S以上派遣6次,,100,
,,,,,,,,,,,,
3001,通行证日任务,1003,1,,,15,1,,每日登陆,,30,
3002,通行证日任务,1003,1,,,29,30,,挑战普通关卡30次,,30,10000
3003,通行证日任务,1003,1,,,39,1,,饰品突破1次,,30,
3004,通行证日任务,1003,1,,,41,5,,竞技场战斗5次,,30,
3005,通行证日任务,1003,1,,,66,2,,元素挑战战斗2次,,30,
3006,通行证日任务,1003,1,,,20,1000000,,消耗1000000金币,,30,
3007,通行证日任务,1003,1,,,21,300,,消耗300钻石,,30,
3008,通行证日任务,1003,1,,4,15,1,,大师每日登陆,,30,
,,,,,,,,,,,,
3101,通行证第一周任务,1003,2,1,,17,3,,累计登录3天,,100,
3102,通行证第一周任务,1003,2,1,,36,50,,精灵升级50次,,100,strengthen-1
3103,通行证第一周任务,1003,2,1,,21,1000,,消耗1000钻石,,100,
3104,通行证第一周任务,1003,2,1,,43,50,,竞技场积分50分,,100,
3105,通行证第一周任务,1003,2,1,,63,50000,,以太积分累计50000分,,100,
3106,通行证第一周任务,1003,2,1,,55,20,,公会捐献20次,,100,
3107,通行证第一周任务,1003,2,1,,50,20,,在钻石抽卡中抽卡20次,,100,
3108,通行证第一周任务,1003,2,1,,29,300,,挑战普通关卡300次,,100,10000
3109,通行证第一周任务,1003,2,1,,30,60,,挑战困难关卡60次,,100,20000
3110,通行证第一周任务,1003,2,1,,85,30,,派遣任务完成30次,,100,
3111,通行证第一周任务,1003,2,1,,21,3000,,消耗3000钻石,,100,
3112,通行证第一周任务,1003,2,1,,67,7,,以太乐园通过7层,,100,
3113,通行证第一周任务,1003,2,1,,86,6,{6=4},完成S以上派遣6次,,100,
,,,,,,,,,,,,
3201,通行证第一周任务,1003,2,2,,17,3,,累计登录3天,,100,
3202,通行证第一周任务,1003,2,2,,36,50,,精灵升级50次,,100,strengthen-1
3203,通行证第一周任务,1003,2,2,,21,1000,,消耗1000钻石,,200,
3204,通行证第一周任务,1003,2,2,,43,50,,竞技场积分50分,,100,
3205,通行证第一周任务,1003,2,2,,63,50000,,以太积分累计50000分,,100,
3206,通行证第一周任务,1003,2,2,,55,20,,公会捐献20次,,100,
3207,通行证第一周任务,1003,2,2,,50,20,,在钻石抽卡中抽卡20次,,200,
3208,通行证第一周任务,1003,2,2,,29,300,,挑战普通关卡300次,,200,10000
3209,通行证第一周任务,1003,2,2,,30,60,,挑战困难关卡60次,,200,20000
3210,通行证第一周任务,1003,2,2,,85,30,,派遣任务完成30次,,100,
3211,通行证第一周任务,1003,2,2,,21,3000,,消耗3000钻石,,200,
3212,通行证第一周任务,1003,2,2,,67,7,,以太乐园通过7层,,200,
3213,通行证第一周任务,1003,2,2,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
3301,通行证第一周任务,1003,2,3,,17,3,,累计登录3天,,100,
3302,通行证第一周任务,1003,2,3,,36,50,,精灵升级50次,,100,strengthen-1
3303,通行证第一周任务,1003,2,3,,21,1000,,消耗1000钻石,,200,
3304,通行证第一周任务,1003,2,3,,43,50,,竞技场积分50分,,100,
3305,通行证第一周任务,1003,2,3,,63,50000,,以太积分累计50000分,,100,
3306,通行证第一周任务,1003,2,3,,55,20,,公会捐献20次,,100,
3307,通行证第一周任务,1003,2,3,,50,20,,在钻石抽卡中抽卡20次,,200,
3308,通行证第一周任务,1003,2,3,,29,300,,挑战普通关卡300次,,200,10000
3309,通行证第一周任务,1003,2,3,,30,60,,挑战困难关卡60次,,200,20000
3310,通行证第一周任务,1003,2,3,,85,30,,派遣任务完成30次,,100,
3311,通行证第一周任务,1003,2,3,,21,3000,,消耗3000钻石,,200,
3312,通行证第一周任务,1003,2,3,,67,7,,以太乐园通过7层,,200,
3313,通行证第一周任务,1003,2,3,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
3401,通行证第一周任务,1003,2,4,,17,3,,累计登录3天,,100,
3402,通行证第一周任务,1003,2,4,,36,50,,精灵升级50次,,100,strengthen-1
3403,通行证第一周任务,1003,2,4,,21,1000,,消耗1000钻石,,200,
3404,通行证第一周任务,1003,2,4,,43,50,,竞技场积分50分,,100,
3405,通行证第一周任务,1003,2,4,,63,50000,,以太积分累计50000分,,100,
3406,通行证第一周任务,1003,2,4,,55,20,,公会捐献20次,,100,
3407,通行证第一周任务,1003,2,4,,50,20,,在钻石抽卡中抽卡20次,,200,
3408,通行证第一周任务,1003,2,4,,29,300,,挑战普通关卡300次,,200,10000
3409,通行证第一周任务,1003,2,4,,30,60,,挑战困难关卡60次,,200,20000
3410,通行证第一周任务,1003,2,4,,85,30,,派遣任务完成30次,,100,
3411,通行证第一周任务,1003,2,4,,21,3000,,消耗3000钻石,,200,
3412,通行证第一周任务,1003,2,4,,67,7,,以太乐园通过7层,,200,
3413,通行证第一周任务,1003,2,4,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
3501,通行证第一周任务,1003,2,5,,17,3,,累计登录3天,,100,
3502,通行证第一周任务,1003,2,5,,36,50,,精灵升级50次,,100,strengthen-1
3503,通行证第一周任务,1003,2,5,,21,1000,,消耗1000钻石,,200,
3504,通行证第一周任务,1003,2,5,,43,50,,竞技场积分50分,,100,
3505,通行证第一周任务,1003,2,5,,63,50000,,以太积分累计50000分,,100,
3506,通行证第一周任务,1003,2,5,,55,20,,公会捐献20次,,100,
3507,通行证第一周任务,1003,2,5,,50,20,,在钻石抽卡中抽卡20次,,200,
3508,通行证第一周任务,1003,2,5,,29,300,,挑战普通关卡300次,,200,10000
3509,通行证第一周任务,1003,2,5,,30,60,,挑战困难关卡60次,,200,20000
3510,通行证第一周任务,1003,2,5,,85,30,,派遣任务完成30次,,100,
3511,通行证第一周任务,1003,2,5,,21,3000,,消耗3000钻石,,200,
3512,通行证第一周任务,1003,2,5,,67,7,,以太乐园通过7层,,200,
3513,通行证第一周任务,1003,2,5,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
3601,通行证第一周任务,1003,2,6,,17,3,,累计登录3天,,100,
3602,通行证第一周任务,1003,2,6,,36,50,,精灵升级50次,,100,strengthen-1
3603,通行证第一周任务,1003,2,6,,21,1000,,消耗1000钻石,,200,
3604,通行证第一周任务,1003,2,6,,43,50,,竞技场积分50分,,100,
3605,通行证第一周任务,1003,2,6,,63,50000,,以太积分累计50000分,,100,
3606,通行证第一周任务,1003,2,6,,55,20,,公会捐献20次,,100,
3607,通行证第一周任务,1003,2,6,,50,20,,在钻石抽卡中抽卡20次,,200,
3608,通行证第一周任务,1003,2,6,,29,300,,挑战普通关卡300次,,200,10000
3609,通行证第一周任务,1003,2,6,,30,60,,挑战困难关卡60次,,200,20000
3610,通行证第一周任务,1003,2,6,,85,30,,派遣任务完成30次,,100,
3611,通行证第一周任务,1003,2,6,,21,3000,,消耗3000钻石,,200,
3612,通行证第一周任务,1003,2,6,,67,7,,以太乐园通过7层,,200,
3613,通行证第一周任务,1003,2,6,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
3701,通行证第一周任务,1003,2,7,,17,3,,累计登录3天,,100,
3702,通行证第一周任务,1003,2,7,,36,50,,精灵升级50次,,100,strengthen-1
3703,通行证第一周任务,1003,2,7,,21,1000,,消耗1000钻石,,200,
3704,通行证第一周任务,1003,2,7,,43,50,,竞技场积分50分,,100,
3705,通行证第一周任务,1003,2,7,,63,50000,,以太积分累计50000分,,100,
3706,通行证第一周任务,1003,2,7,,55,20,,公会捐献20次,,100,
3707,通行证第一周任务,1003,2,7,,50,20,,在钻石抽卡中抽卡20次,,200,
3708,通行证第一周任务,1003,2,7,,29,300,,挑战普通关卡300次,,200,10000
3709,通行证第一周任务,1003,2,7,,30,60,,挑战困难关卡60次,,200,20000
3710,通行证第一周任务,1003,2,7,,85,30,,派遣任务完成30次,,100,
3711,通行证第一周任务,1003,2,7,,21,3000,,消耗3000钻石,,200,
3712,通行证第一周任务,1003,2,7,,67,7,,以太乐园通过7层,,200,
3713,通行证第一周任务,1003,2,7,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
3801,通行证第一周任务,1003,2,8,,17,3,,累计登录3天,,100,
3802,通行证第一周任务,1003,2,8,,36,50,,精灵升级50次,,100,strengthen-1
3803,通行证第一周任务,1003,2,8,,21,1000,,消耗1000钻石,,200,
3804,通行证第一周任务,1003,2,8,,43,50,,竞技场积分50分,,100,
3805,通行证第一周任务,1003,2,8,,63,50000,,以太积分累计50000分,,100,
3806,通行证第一周任务,1003,2,8,,55,20,,公会捐献20次,,100,
3807,通行证第一周任务,1003,2,8,,50,20,,在钻石抽卡中抽卡20次,,200,
3808,通行证第一周任务,1003,2,8,,29,300,,挑战普通关卡300次,,200,10000
3809,通行证第一周任务,1003,2,8,,30,60,,挑战困难关卡60次,,200,20000
3810,通行证第一周任务,1003,2,8,,85,30,,派遣任务完成30次,,100,
3811,通行证第一周任务,1003,2,8,,21,3000,,消耗3000钻石,,200,
3812,通行证第一周任务,1003,2,8,,67,7,,以太乐园通过7层,,200,
3813,通行证第一周任务,1003,2,8,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
3901,通行证第一周任务,1003,2,9,,17,3,,累计登录3天,,100,
3902,通行证第一周任务,1003,2,9,,36,50,,精灵升级50次,,100,strengthen-1
3903,通行证第一周任务,1003,2,9,,21,1000,,消耗1000钻石,,200,
3904,通行证第一周任务,1003,2,9,,43,50,,竞技场积分50分,,100,
3905,通行证第一周任务,1003,2,9,,63,50000,,以太积分累计50000分,,100,
3906,通行证第一周任务,1003,2,9,,55,20,,公会捐献20次,,100,
3907,通行证第一周任务,1003,2,9,,50,20,,在钻石抽卡中抽卡20次,,200,
3908,通行证第一周任务,1003,2,9,,29,300,,挑战普通关卡300次,,200,10000
3909,通行证第一周任务,1003,2,9,,30,60,,挑战困难关卡60次,,200,20000
3910,通行证第一周任务,1003,2,9,,85,30,,派遣任务完成30次,,100,
3911,通行证第一周任务,1003,2,9,,21,3000,,消耗3000钻石,,200,
