变量名,seq,level,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3
548,6,48,1,3015,7,598,8,598
549,6,49,1,3049,7,605,8,605
550,6,50,1,3084,7,612,8,612
551,6,51,1,3188,7,633,8,633
552,6,52,1,3224,7,640,8,640
553,6,53,1,3260,7,647,8,647
554,6,54,1,3296,7,654,8,654
555,6,55,1,3332,7,661,8,661
556,6,56,1,3444,7,684,8,684
557,6,57,1,3482,7,691,8,691
558,6,58,1,3519,7,698,8,698
559,6,59,1,3557,7,706,8,706
560,6,60,1,3594,7,713,8,713
561,6,61,1,3715,7,737,8,737
562,6,62,1,3754,7,745,8,745
563,6,63,1,3792,7,753,8,753
564,6,64,1,3831,7,760,8,760
565,6,65,1,3870,7,768,8,768
566,6,66,1,3999,7,794,8,794
567,6,67,1,4039,7,802,8,802
568,6,68,1,4079,7,810,8,810
569,6,69,1,4119,7,818,8,818
570,6,70,1,4160,7,826,8,826
571,6,71,1,4297,7,853,8,853
572,6,72,1,4338,7,861,8,861
573,6,73,1,4380,7,869,8,869
574,6,74,1,4422,7,878,8,878
575,6,75,1,4463,7,886,8,886
576,6,76,1,4609,7,915,8,915
577,6,77,1,4652,7,923,8,923
578,6,78,1,4695,7,932,8,932
579,6,79,1,4738,7,940,8,940
580,6,80,1,4781,7,949,8,949
581,6,81,1,4934,7,979,8,979
582,6,82,1,4979,7,988,8,988
583,6,83,1,5023,7,997,8,997
584,6,84,1,5067,7,1006,8,1006
585,6,85,1,5112,7,1014,8,1014
586,6,86,1,5274,7,1047,8,1047
587,6,87,1,5320,7,1056,8,1056
588,6,88,1,5365,7,1065,8,1065
589,6,89,1,5411,7,1074,8,1074
590,6,90,1,5457,7,1083,8,1083
591,6,91,1,5627,7,1117,8,1117
592,6,92,1,5675,7,1126,8,1126
593,6,93,1,5722,7,1135,8,1135
594,6,94,1,5769,7,1145,8,1145
595,6,95,1,5816,7,1154,8,1154
596,6,96,1,5995,7,1190,8,1190
597,6,97,1,6043,7,1199,8,1199
598,6,98,1,6092,7,1209,8,1209
599,6,99,1,6140,7,1219,8,1219
600,6,100,1,6189,7,1228,8,1228
601,7,1,1,4575,,,,
602,7,2,1,4648,,,,
603,7,3,1,4721,,,,
604,7,4,1,4795,,,,
605,7,5,1,4868,,,,
606,7,6,1,4964,,,,
607,7,7,1,5042,,,,
608,7,8,1,5119,,,,
609,7,9,1,5197,,,,
610,7,10,1,5275,,,,
611,7,11,1,5399,,,,
612,7,12,1,5481,,,,
613,7,13,1,5563,,,,
614,7,14,1,5646,,,,
615,7,15,1,5728,,,,
616,7,16,1,5879,,,,
617,7,17,1,5966,,,,
618,7,18,1,6053,,,,
619,7,19,1,6140,,,,
620,7,20,1,6227,,,,
621,7,21,1,6405,,,,
622,7,22,1,6497,,,,
623,7,23,1,6588,,,,
624,7,24,1,6680,,,,
625,7,25,1,6771,,,,
626,7,26,1,6977,,,,
627,7,27,1,7073,,,,
628,7,28,1,7169,,,,
629,7,29,1,7265,,,,
630,7,30,1,7361,,,,
631,7,31,1,7595,,,,
632,7,32,1,7695,,,,
633,7,33,1,7796,,,,
634,7,34,1,7896,,,,
635,7,35,1,7997,,,,
636,7,36,1,8258,,,,
637,7,37,1,8363,,,,
638,7,38,1,8468,,,,
639,7,39,1,8574,,,,
640,7,40,1,8679,,,,
641,7,41,1,8967,,,,
642,7,42,1,9077,,,,
643,7,43,1,9187,,,,
644,7,44,1,9296,,,,
645,7,45,1,9406,,,,
646,7,46,1,9722,,,,
647,7,47,1,9836,,,,
648,7,48,1,9951,,,,
649,7,49,1,10065,,,,
650,7,50,1,10179,,,,
651,7,51,1,10523,,,,
652,7,52,1,10641,,,,
653,7,53,1,10760,,,,
654,7,54,1,10879,,,,
655,7,55,1,10998,,,,
656,7,56,1,11369,,,,
657,7,57,1,11492,,,,
658,7,58,1,11616,,,,
659,7,59,1,11739,,,,
660,7,60,1,11863,,,,
661,7,61,1,12261,,,,
662,7,62,1,12389,,,,
663,7,63,1,12517,,,,
664,7,64,1,12645,,,,
665,7,65,1,12773,,,,
666,7,66,1,13199,,,,
667,7,67,1,13332,,,,
668,7,68,1,13464,,,,
669,7,69,1,13597,,,,
670,7,70,1,13730,,,,
671,7,71,1,14183,,,,
672,7,72,1,14320,,,,
673,7,73,1,14457,,,,
674,7,74,1,14594,,,,
675,7,75,1,14732,,,,
676,7,76,1,15212,,,,
677,7,77,1,15354,,,,
678,7,78,1,15496,,,,
679,7,79,1,15637,,,,
680,7,80,1,15779,,,,
681,7,81,1,16287,,,,
682,7,82,1,16433,,,,
683,7,83,1,16580,,,,
684,7,84,1,16726,,,,
685,7,85,1,16873,,,,
686,7,86,1,17408,,,,
687,7,87,1,17559,,,,
688,7,88,1,17710,,,,
689,7,89,1,17861,,,,
690,7,90,1,18012,,,,
691,7,91,1,18575,,,,
692,7,92,1,18730,,,,
693,7,93,1,18886,,,,
694,7,94,1,19041,,,,
695,7,95,1,19197,,,,
696,7,96,1,19787,,,,
697,7,97,1,19947,,,,
698,7,98,1,20107,,,,
699,7,99,1,20267,,,,
700,7,100,1,20427,,,,
701,8,1,7,908,8,908,,
702,8,2,7,922,8,922,,
703,8,3,7,937,8,937,,
704,8,4,7,951,8,951,,
705,8,5,7,966,8,966,,
706,8,6,7,985,8,985,,
707,8,7,7,1000,8,1000,,
708,8,8,7,1015,8,1015,,
709,8,9,7,1031,8,1031,,
710,8,10,7,1046,8,1046,,
711,8,11,7,1071,8,1071,,
712,8,12,7,1087,8,1087,,
713,8,13,7,1104,8,1104,,
714,8,14,7,1120,8,1120,,
715,8,15,7,1136,8,1136,,
716,8,16,7,1166,8,1166,,
717,8,17,7,1183,8,1183,,
718,8,18,7,1201,8,1201,,
719,8,19,7,1218,8,1218,,
720,8,20,7,1235,8,1235,,
721,8,21,7,1271,8,1271,,
722,8,22,7,1289,8,1289,,
723,8,23,7,1307,8,1307,,
724,8,24,7,1325,8,1325,,
725,8,25,7,1343,8,1343,,
726,8,26,7,1384,8,1384,,
727,8,27,7,1403,8,1403,,
728,8,28,7,1422,8,1422,,
729,8,29,7,1441,8,1441,,
730,8,30,7,1460,8,1460,,
731,8,31,7,1506,8,1506,,
732,8,32,7,1526,8,1526,,
733,8,33,7,1546,8,1546,,
734,8,34,7,1566,8,1566,,
735,8,35,7,1586,8,1586,,
736,8,36,7,1638,8,1638,,
737,8,37,7,1659,8,1659,,
738,8,38,7,1680,8,1680,,
739,8,39,7,1701,8,1701,,
740,8,40,7,1722,8,1722,,
741,8,41,7,1779,8,1779,,
742,8,42,7,1800,8,1800,,
743,8,43,7,1822,8,1822,,
744,8,44,7,1844,8,1844,,
745,8,45,7,1866,8,1866,,
746,8,46,7,1928,8,1928,,
747,8,47,7,1951,8,1951,,
748,8,48,7,1974,8,1974,,
749,8,49,7,1997,8,1997,,
750,8,50,7,2019,8,2019,,
751,8,51,7,2087,8,2087,,
752,8,52,7,2111,8,2111,,
753,8,53,7,2134,8,2134,,
754,8,54,7,2158,8,2158,,
755,8,55,7,2182,8,2182,,
756,8,56,7,2255,8,2255,,
757,8,57,7,2280,8,2280,,
758,8,58,7,2304,8,2304,,
759,8,59,7,2329,8,2329,,
760,8,60,7,2353,8,2353,,
761,8,61,7,2432,8,2432,,
762,8,62,7,2458,8,2458,,
763,8,63,7,2483,8,2483,,
764,8,64,7,2508,8,2508,,
765,8,65,7,2534,8,2534,,
766,8,66,7,2618,8,2618,,
767,8,67,7,2644,8,2644,,
768,8,68,7,2671,8,2671,,
769,8,69,7,2697,8,2697,,
770,8,70,7,2723,8,2723,,
771,8,71,7,2813,8,2813,,
772,8,72,7,2840,8,2840,,
773,8,73,7,2868,8,2868,,
774,8,74,7,2895,8,2895,,
775,8,75,7,2922,8,2922,,
776,8,76,7,3017,8,3017,,
777,8,77,7,3046,8,3046,,
778,8,78,7,3074,8,3074,,
779,8,79,7,3102,8,3102,,
780,8,80,7,3130,8,3130,,
781,8,81,7,3231,8,3231,,
782,8,82,7,3260,8,3260,,
783,8,83,7,3289,8,3289,,
784,8,84,7,3318,8,3318,,
785,8,85,7,3347,8,3347,,
786,8,86,7,3453,8,3453,,
787,8,87,7,3483,8,3483,,
788,8,88,7,3513,8,3513,,
789,8,89,7,3543,8,3543,,
790,8,90,7,3573,8,3573,,
791,8,91,7,3684,8,3684,,
792,8,92,7,3715,8,3715,,
793,8,93,7,3746,8,3746,,
794,8,94,7,3777,8,3777,,
795,8,95,7,3808,8,3808,,
796,8,96,7,3925,8,3925,,
797,8,97,7,3957,8,3957,,
798,8,98,7,3988,8,3988,,
799,8,99,7,4020,8,4020,,
800,8,100,7,4052,8,4052,,
801,9,1,9,635,10,635,,
802,9,2,9,645,10,645,,
803,9,3,9,655,10,655,,
804,9,4,9,665,10,665,,
805,9,5,9,676,10,676,,
