变量名,name,icon,suitID,quality,pos,mainAttr,startNum,startLib,acquiredLimit,acquiredLib,maxLevel,strengthSeq,acquiredLevels,strengthLevels,recastLib,recastCostSeq,exp,effect
60331,Lone Wolf,config/chip/icon_gj_3_2.png,3,3,1,7,1,30001,1,30001,,3,<10>,<5;15;20;30;40>,30001,2,150,
60332,Lone Wolf,config/chip/icon_gj_3_2.png,3,3,2,8,1,30002,1,30002,,3,<10>,<5;15;20;30;40>,30002,2,150,
60333,Lone Wolf,config/chip/icon_gj_3_2.png,3,3,3,9,1,30003,1,30003,,3,<10>,<5;15;20;30;40>,30003,2,150,
60334,Lone Wolf,config/chip/icon_gj_3_2.png,3,3,4,10,1,30004,1,30004,,3,<10>,<5;15;20;30;40>,30004,2,150,
60335,Lone Wolf,config/chip/icon_gj_3_2.png,3,3,5,11,1,30005,1,30005,,3,<10>,<5;15;20;30;40>,30005,2,150,
60336,Lone Wolf,config/chip/icon_gj_3_2.png,3,3,6,12,1,30006,1,30006,,3,<10>,<5;15;20;30;40>,30006,2,150,
60341,Lone Wolf,config/chip/icon_gj_3_3.png,3,4,1,13,2,40001,1,40001,,4,<10>,<5;15;20;30;40;50>,40001,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60342,Lone Wolf,config/chip/icon_gj_3_3.png,3,4,2,14,2,40002,1,40002,,4,<10>,<5;15;20;30;40;50>,40002,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60343,Lone Wolf,config/chip/icon_gj_3_3.png,3,4,3,15,2,40003,1,40003,,4,<10>,<5;15;20;30;40;50>,40003,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60344,Lone Wolf,config/chip/icon_gj_3_3.png,3,4,4,16,2,40004,1,40004,,4,<10>,<5;15;20;30;40;50>,40004,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60345,Lone Wolf,config/chip/icon_gj_3_3.png,3,4,5,17,2,40005,1,40005,,4,<10>,<5;15;20;30;40;50>,40005,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60346,Lone Wolf,config/chip/icon_gj_3_3.png,3,4,6,18,2,40006,1,40006,,4,<10>,<5;15;20;30;40;50>,40006,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60351,Lone Wolf,config/chip/icon_gj_3_4.png,3,5,1,19,2,50001,1,50001,,5,<10>,<5;15;20;30;40;50>,50001,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60352,Lone Wolf,config/chip/icon_gj_3_4.png,3,5,2,20,2,50002,1,50002,,5,<10>,<5;15;20;30;40;50>,50002,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60353,Lone Wolf,config/chip/icon_gj_3_4.png,3,5,3,21,2,50003,1,50003,,5,<10>,<5;15;20;30;40;50>,50003,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60354,Lone Wolf,config/chip/icon_gj_3_4.png,3,5,4,22,2,50004,1,50004,,5,<10>,<5;15;20;30;40;50>,50004,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60355,Lone Wolf,config/chip/icon_gj_3_4.png,3,5,5,23,2,50005,1,50005,,5,<10>,<5;15;20;30;40;50>,50005,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60356,Lone Wolf,config/chip/icon_gj_3_4.png,3,5,6,24,2,50006,1,50006,,5,<10>,<5;15;20;30;40;50>,50006,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60361,Lone Wolf,config/chip/icon_gj_3_5.png,3,6,1,25,2,60001,2,60001,,6,<10;30>,<5;15;20;30;40;50;60>,60001,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60362,Lone Wolf,config/chip/icon_gj_3_5.png,3,6,2,26,2,60002,2,60002,,6,<10;30>,<5;15;20;30;40;50;60>,60002,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60363,Lone Wolf,config/chip/icon_gj_3_5.png,3,6,3,27,2,60003,2,60003,,6,<10;30>,<5;15;20;30;40;50;60>,60003,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60364,Lone Wolf,config/chip/icon_gj_3_5.png,3,6,4,28,2,60004,2,60004,,6,<10;30>,<5;15;20;30;40;50;60>,60004,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60365,Lone Wolf,config/chip/icon_gj_3_5.png,3,6,5,29,2,60005,2,60005,,6,<10;30>,<5;15;20;30;40;50;60>,60005,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60366,Lone Wolf,config/chip/icon_gj_3_5.png,3,6,6,30,2,60006,2,60006,,6,<10;30>,<5;15;20;30;40;50;60>,60006,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60421,Tortoise Shell,config/chip/icon_fy_1_1.png,4,2,1,1,1,20001,1,20001,,2,<10>,<5;15;20;30;40>,20001,1,75,
60422,Tortoise Shell,config/chip/icon_fy_1_1.png,4,2,2,2,1,20002,1,20002,,2,<10>,<5;15;20;30;40>,20002,1,75,
60423,Tortoise Shell,config/chip/icon_fy_1_1.png,4,2,3,3,1,20003,1,20003,,2,<10>,<5;15;20;30;40>,20003,1,75,
60424,Tortoise Shell,config/chip/icon_fy_1_1.png,4,2,4,4,1,20004,1,20004,,2,<10>,<5;15;20;30;40>,20004,1,75,
60425,Tortoise Shell,config/chip/icon_fy_1_1.png,4,2,5,5,1,20005,1,20005,,2,<10>,<5;15;20;30;40>,20005,1,75,
60426,Tortoise Shell,config/chip/icon_fy_1_1.png,4,2,6,6,1,20006,1,20006,,2,<10>,<5;15;20;30;40>,20006,1,75,
60431,Tortoise Shell,config/chip/icon_fy_1_2.png,4,3,1,7,1,30001,1,30001,,3,<10>,<5;15;20;30;40>,30001,2,150,
60432,Tortoise Shell,config/chip/icon_fy_1_2.png,4,3,2,8,1,30002,1,30002,,3,<10>,<5;15;20;30;40>,30002,2,150,
60433,Tortoise Shell,config/chip/icon_fy_1_2.png,4,3,3,9,1,30003,1,30003,,3,<10>,<5;15;20;30;40>,30003,2,150,
60434,Tortoise Shell,config/chip/icon_fy_1_2.png,4,3,4,10,1,30004,1,30004,,3,<10>,<5;15;20;30;40>,30004,2,150,
60435,Tortoise Shell,config/chip/icon_fy_1_2.png,4,3,5,11,1,30005,1,30005,,3,<10>,<5;15;20;30;40>,30005,2,150,
60436,Tortoise Shell,config/chip/icon_fy_1_2.png,4,3,6,12,1,30006,1,30006,,3,<10>,<5;15;20;30;40>,30006,2,150,
60441,Tortoise Shell,config/chip/icon_fy_1_3.png,4,4,1,13,2,40001,1,40001,,4,<10>,<5;15;20;30;40;50>,40001,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60442,Tortoise Shell,config/chip/icon_fy_1_3.png,4,4,2,14,2,40002,1,40002,,4,<10>,<5;15;20;30;40;50>,40002,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60443,Tortoise Shell,config/chip/icon_fy_1_3.png,4,4,3,15,2,40003,1,40003,,4,<10>,<5;15;20;30;40;50>,40003,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60444,Tortoise Shell,config/chip/icon_fy_1_3.png,4,4,4,16,2,40004,1,40004,,4,<10>,<5;15;20;30;40;50>,40004,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60445,Tortoise Shell,config/chip/icon_fy_1_3.png,4,4,5,17,2,40005,1,40005,,4,<10>,<5;15;20;30;40;50>,40005,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60446,Tortoise Shell,config/chip/icon_fy_1_3.png,4,4,6,18,2,40006,1,40006,,4,<10>,<5;15;20;30;40;50>,40006,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60451,Tortoise Shell,config/chip/icon_fy_1_4.png,4,5,1,19,2,50001,1,50001,,5,<10>,<5;15;20;30;40;50>,50001,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60452,Tortoise Shell,config/chip/icon_fy_1_4.png,4,5,2,20,2,50002,1,50002,,5,<10>,<5;15;20;30;40;50>,50002,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60453,Tortoise Shell,config/chip/icon_fy_1_4.png,4,5,3,21,2,50003,1,50003,,5,<10>,<5;15;20;30;40;50>,50003,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60454,Tortoise Shell,config/chip/icon_fy_1_4.png,4,5,4,22,2,50004,1,50004,,5,<10>,<5;15;20;30;40;50>,50004,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60455,Tortoise Shell,config/chip/icon_fy_1_4.png,4,5,5,23,2,50005,1,50005,,5,<10>,<5;15;20;30;40;50>,50005,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60456,Tortoise Shell,config/chip/icon_fy_1_4.png,4,5,6,24,2,50006,1,50006,,5,<10>,<5;15;20;30;40;50>,50006,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60461,Tortoise Shell,config/chip/icon_fy_1_5.png,4,6,1,25,2,60001,2,60001,,6,<10;30>,<5;15;20;30;40;50;60>,60001,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60462,Tortoise Shell,config/chip/icon_fy_1_5.png,4,6,2,26,2,60002,2,60002,,6,<10;30>,<5;15;20;30;40;50;60>,60002,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60463,Tortoise Shell,config/chip/icon_fy_1_5.png,4,6,3,27,2,60003,2,60003,,6,<10;30>,<5;15;20;30;40;50;60>,60003,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60464,Tortoise Shell,config/chip/icon_fy_1_5.png,4,6,4,28,2,60004,2,60004,,6,<10;30>,<5;15;20;30;40;50;60>,60004,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60465,Tortoise Shell,config/chip/icon_fy_1_5.png,4,6,5,29,2,60005,2,60005,,6,<10;30>,<5;15;20;30;40;50;60>,60005,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60466,Tortoise Shell,config/chip/icon_fy_1_5.png,4,6,6,30,2,60006,2,60006,,6,<10;30>,<5;15;20;30;40;50;60>,60006,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60521,Fist shield,config/chip/icon_fy_2_1.png,5,2,1,1,1,20001,1,20001,,2,<10>,<5;15;20;30;40>,20001,1,75,
60522,Fist shield,config/chip/icon_fy_2_1.png,5,2,2,2,1,20002,1,20002,,2,<10>,<5;15;20;30;40>,20002,1,75,
60523,Fist shield,config/chip/icon_fy_2_1.png,5,2,3,3,1,20003,1,20003,,2,<10>,<5;15;20;30;40>,20003,1,75,
60524,Fist shield,config/chip/icon_fy_2_1.png,5,2,4,4,1,20004,1,20004,,2,<10>,<5;15;20;30;40>,20004,1,75,
60525,Fist shield,config/chip/icon_fy_2_1.png,5,2,5,5,1,20005,1,20005,,2,<10>,<5;15;20;30;40>,20005,1,75,
60526,Fist shield,config/chip/icon_fy_2_1.png,5,2,6,6,1,20006,1,20006,,2,<10>,<5;15;20;30;40>,20006,1,75,
60531,Fist shield,config/chip/icon_fy_2_2.png,5,3,1,7,1,30001,1,30001,,3,<10>,<5;15;20;30;40>,30001,2,150,
60532,Fist shield,config/chip/icon_fy_2_2.png,5,3,2,8,1,30002,1,30002,,3,<10>,<5;15;20;30;40>,30002,2,150,
60533,Fist shield,config/chip/icon_fy_2_2.png,5,3,3,9,1,30003,1,30003,,3,<10>,<5;15;20;30;40>,30003,2,150,
60534,Fist shield,config/chip/icon_fy_2_2.png,5,3,4,10,1,30004,1,30004,,3,<10>,<5;15;20;30;40>,30004,2,150,
60535,Fist shield,config/chip/icon_fy_2_2.png,5,3,5,11,1,30005,1,30005,,3,<10>,<5;15;20;30;40>,30005,2,150,
60536,Fist shield,config/chip/icon_fy_2_2.png,5,3,6,12,1,30006,1,30006,,3,<10>,<5;15;20;30;40>,30006,2,150,
60541,Fist shield,config/chip/icon_fy_2_3.png,5,4,1,13,2,40001,1,40001,,4,<10>,<5;15;20;30;40;50>,40001,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60542,Fist shield,config/chip/icon_fy_2_3.png,5,4,2,14,2,40002,1,40002,,4,<10>,<5;15;20;30;40;50>,40002,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60543,Fist shield,config/chip/icon_fy_2_3.png,5,4,3,15,2,40003,1,40003,,4,<10>,<5;15;20;30;40;50>,40003,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60544,Fist shield,config/chip/icon_fy_2_3.png,5,4,4,16,2,40004,1,40004,,4,<10>,<5;15;20;30;40;50>,40004,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60545,Fist shield,config/chip/icon_fy_2_3.png,5,4,5,17,2,40005,1,40005,,4,<10>,<5;15;20;30;40;50>,40005,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60546,Fist shield,config/chip/icon_fy_2_3.png,5,4,6,18,2,40006,1,40006,,4,<10>,<5;15;20;30;40;50>,40006,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60551,Fist shield,config/chip/icon_fy_2_4.png,5,5,1,19,2,50001,1,50001,,5,<10>,<5;15;20;30;40;50>,50001,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60552,Fist shield,config/chip/icon_fy_2_4.png,5,5,2,20,2,50002,1,50002,,5,<10>,<5;15;20;30;40;50>,50002,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60553,Fist shield,config/chip/icon_fy_2_4.png,5,5,3,21,2,50003,1,50003,,5,<10>,<5;15;20;30;40;50>,50003,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60554,Fist shield,config/chip/icon_fy_2_4.png,5,5,4,22,2,50004,1,50004,,5,<10>,<5;15;20;30;40;50>,50004,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60555,Fist shield,config/chip/icon_fy_2_4.png,5,5,5,23,2,50005,1,50005,,5,<10>,<5;15;20;30;40;50>,50005,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60556,Fist shield,config/chip/icon_fy_2_4.png,5,5,6,24,2,50006,1,50006,,5,<10>,<5;15;20;30;40;50>,50006,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60561,Fist shield,config/chip/icon_fy_2_5.png,5,6,1,25,2,60001,2,60001,,6,<10;30>,<5;15;20;30;40;50;60>,60001,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60562,Fist shield,config/chip/icon_fy_2_5.png,5,6,2,26,2,60002,2,60002,,6,<10;30>,<5;15;20;30;40;50;60>,60002,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60563,Fist shield,config/chip/icon_fy_2_5.png,5,6,3,27,2,60003,2,60003,,6,<10;30>,<5;15;20;30;40;50;60>,60003,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60564,Fist shield,config/chip/icon_fy_2_5.png,5,6,4,28,2,60004,2,60004,,6,<10;30>,<5;15;20;30;40;50;60>,60004,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
