2010,"强力输出,增加暴击",<{suitID=2;num=6};{suitID=3;num=3}>,
2011,"坦克肉装,能抗能奶",<{suitID=6;num=6};{suitID=7;num=3}>,
2012,"坦克肉装,抵御伤害",<{suitID=6;num=6};{suitID=4;num=3}>,
2013,"坦克肉装,能抗能奶",<{suitID=6;num=6};{suitID=7;num=3}>,
2014,"坦克肉装,抵御伤害",<{suitID=6;num=6};{suitID=4;num=3}>,
2015,"坦克肉装,抵御伤害",<{suitID=6;num=6};{suitID=4;num=3}>,
2016,"强力输出,极致伤害",<{suitID=3;num=6};{suitID=1;num=3}>,
2017,"强力输出,极致伤害",<{suitID=3;num=6};{suitID=1;num=3}>,
2018,"坦克肉装,血量提高",<{suitID=6;num=6};{suitID=5;num=3}>,
2019,"攻防一体,能扛能打",<{suitID=6;num=6};{suitID=3;num=3}>,
2020,"坦克肉装,能抗能奶",<{suitID=6;num=6};{suitID=7;num=3}>,
2021,"坦克肉装,能抗能奶",<{suitID=6;num=6};{suitID=7;num=3}>,
2022,"坦克肉装,能抗能奶",<{suitID=6;num=6};{suitID=7;num=3}>,
2023,"坦克肉装,抵御伤害",<{suitID=6;num=6};{suitID=4;num=3}>,
2024,"攻防一体,忽视防御",<{suitID=1;num=6};{suitID=6;num=3}>,
2025,"坦克肉装,抵御伤害",<{suitID=6;num=6};{suitID=4;num=3}>,
2026,"坦克肉装,抵御伤害",<{suitID=4;num=6};{suitID=6;num=3}>,
2027,"强力输出,增加暴击",<{suitID=3;num=6};{suitID=2;num=3}>,
2028,"坦克肉装,血量提高",<{suitID=6;num=6};{suitID=5;num=3}>,
2029,"坦克肉装,能抗能奶",<{suitID=6;num=6};{suitID=7;num=3}>,
2030,"坦克肉装,抵御伤害",<{suitID=6;num=6};{suitID=4;num=3}>,
2031,"强力输出,增加暴击",<{suitID=3;num=6};{suitID=2;num=3}>,
2032,"攻防一体,能扛能打",<{suitID=6;num=3};{suitID=8;num=3};{suitID=3;num=3}>,
2033,"坦克肉装,血量提高",<{suitID=6;num=6};{suitID=5;num=3}>,
2034,"坦克肉装,抵御伤害",<{suitID=6;num=6};{suitID=4;num=3}>,
2035,"强力输出,极致伤害",<{suitID=3;num=6};{suitID=1;num=3}>,
2036,"攻防一体,能扛能打",<{suitID=2;num=3};{suitID=6;num=3};{suitID=3;num=3}>,
2037,"坦克肉装,血量提高",<{suitID=6;num=6};{suitID=5;num=3}>,
2038,"坦克肉装,抵抗暴击",<{suitID=5;num=6};{suitID=6;num=3}>,
2039,"坦克肉装,抵御伤害",<{suitID=6;num=6};{suitID=4;num=3}>,
2040,"攻防一体,能扛能打",<{suitID=6;num=3};{suitID=4;num=3};{suitID=3;num=3}>,
2041,"攻防一体,能扛能打",<{suitID=6;num=3};{suitID=8;num=3};{suitID=3;num=3}>,
2042,"坦克肉装,抵御伤害",<{suitID=6;num=6};{suitID=4;num=3}>,
2043,"强力输出,增加暴击",<{suitID=3;num=6};{suitID=2;num=3}>,
2044,"强力输出,强力吸血",<{suitID=1;num=3};{suitID=2;num=3};{suitID=8;num=3}>,
2045,"强力输出,极致伤害",<{suitID=3;num=6};{suitID=1;num=3}>,
2046,"攻防一体,能扛能打",<{suitID=1;num=3};{suitID=6;num=3};{suitID=3;num=3}>,
2047,"强力输出,极致伤害",<{suitID=3;num=6};{suitID=1;num=3}>,
2048,"强力输出,增加暴击",<{suitID=3;num=6};{suitID=2;num=3}>,
2049,"坦克肉装,能抗能奶",<{suitID=6;num=6};{suitID=7;num=3}>,
2050,"减免伤害,反弹伤害",<{suitID=6;num=6};{suitID=9;num=3}>,
2051,"坦克肉装,抵御伤害",<{suitID=6;num=6};{suitID=4;num=3}>,
2052,"攻防一体,能扛能打",<{suitID=1;num=3};{suitID=2;num=3};{suitID=3;num=3}>,
2053,"攻防一体,能扛能打",<{suitID=6;num=6};{suitID=1;num=3}>,
2054,"攻防一体,能扛能打",<{suitID=1;num=3};{suitID=2;num=3};{suitID=3;num=3}>,
2055,"坦克肉装,抵御伤害",<{suitID=6;num=6};{suitID=4;num=3}>,
2056,"强力输出,极致伤害",<{suitID=3;num=6};{suitID=1;num=3}>,
2057,"坦克肉装,血量提高",<{suitID=6;num=6};{suitID=5;num=3}>,
