变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect
3261321,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=99;cfgId=3261322;value=<1;99;1>;holder=2;caster=2;bond=1}>>};2={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=2;caster=2;cfgId=3261625;lifeRound=99}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3261322,,,,,alterDmgRecordVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{suckBlood=<setValue(list('suckBlood'),target:hasBuffGroup(c.meihuo_oc()) and list(env:suckBlood()*10000+2000) or list(env:suckBlood()*10000))>}>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261324,,,,,buffDamage,,,2,10141,,,,,,8,3,,,battle/buff_icon/logo_lx.png,,buff/liuxue/liuxue.skel,<liuxue_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_lx.png,,,<{processId=5;damageType=2}>,,,,{0={triggerPoint=5}},,,,,,,,,,,,,,,,,,,,,,,,
3261325,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;value=<list(1,0,0);1;1;list();0;999;1>;holder=13;caster=2;prob=(target2:hasBuffGroup(c.meihuo_oc()) and  (not target2:hasBuff(3261312)) )  and  1 or 0;cfgId=3261326}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
3261326,,,,,assistAttack,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{input=enemyForce()|nodead;process=buffDiffer('id',{3261312})}>",,,,,,,,,,,,,,,,,,<1024>,,,,,,,,,
3261331,,,,,aura,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,<13>,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;cfgId=3261332;caster=2;bond=1;holder=20;lifeRound=999;prob=1}>>}},,,,,,,,1,,,,,,,<2029>,,,,,,,,,
3261332,,,,,,,,,10030,,,,,,1,1,,,battle/buff_icon/logo_sf_down.png,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=-target:Bdefence()*0.2;cfgId=3261333;caster=2;bond=1;holder=1;lifeRound=999;prob=1}>;<{value=-target:BspecialDefence()*0.2;cfgId=3261334;caster=2;bond=1;holder=1;lifeRound=999;prob=1}>>}},,,,,,,,,,,,,,,<2030>,,,,,,,,,
3261333,,,,,defence,,,,11021,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<2030>,,,,,,,,,
3261334,,,,,specialDefence,,,,11022,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<2030>,,,,,,,,,
3261335,,,,,aura,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{input=selfForce|nodead;process=attrDiffer(""natureType"", {1,7,11})|}>",,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff>;funcArgs=<<{lifeRound=999;cfgId=3261336;value=<1;99;1>;holder=20;caster=2;bond=1}>;<{lifeRound=999;cfgId=3261337;value=<1;99;1>;holder=20;caster=2;bond=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3261336,,,,,alterDmgRecordVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{finalRate=<setValue(list(""finalDamageAdd""),(attacker:curSkill():getSkillType2() == 2) and list(env:finalDamageAdd()*10000+(500+((attacker:skillLv(13016,13026,13036) or 0)-1)*5)) or  list(env:finalDamageAdd()*10000) )>}>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261337,,,,,alterDmgRecordVal,,,,1305,,,,,,1,1,,,battle/buff_icon/logo_shjc_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ctshts.png,,,"<{damageAdd=<setValue(list(""damageAdd""),exitInTab(processId,list(c.chuantoudamage_oc())) and list(env:damageAdd()*10000+500) or  list(env:damageAdd()*10000 ) )>}>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261341,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=8;triggerTimes=<1;1>;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|exclude(list(csvSelf:id()))|ignoreBuffGroup(list(c.yinshenplus_oc()))|setSelectAttr({""Bdamage"",""BspecialDamage""},""max"")|attr(""selectAttr"",""max"",2)};value=<list(1,0,0);1;1>;caster=2;cfgId=3261342}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
3261342,,,,,assistAttack,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,<{input=curHeroMainTarget;process=random(1)}>,,,,,,,,,,,,,,,,,,<1024>,,,,,,,,,
3261611,,,,,,,,,70027,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
3261612,,,,,addHpMax,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,{gameEnd=0;wave=0},,,,,,,
3261613,,,,,confusion,,,2,109,,,,,,1,1,,,battle/buff_icon/logo_mh.png,,buff/hunluan/meihuo.skel,<meihuo_loop>,,,2,,{x=0;y=-140},,,,,,,,,,,,battle/txt/txt_mh.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=2;caster=2;cfgId=3261621;lifeRound=999}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3261614,,,,,damageAdd,,,,,,,,,,1,1,,,battle/buff_icon/logo_shjc_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=2;caster=2;cfgId=3261622;lifeRound=999}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3261616,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=5;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=self:damage()*(0.05+(skillLv(32616,32626,32656,32666) or 0)*0.001-0.001);caster=2;holder=2;cfgId=3261617;prob=(self:unitID()==3261 or self:unitID()==3263 or self:unitID()==3265 or self:unitID()==3267 ) and 1 or 0;lifeRound=1}>;<{value=self:specialDamage()*(0.05+(skillLv(32616,32626,32656,32666) or 0)*0.001-0.001);caster=2;holder=2;cfgId=3261618;prob=(self:unitID()==3261 or self:unitID()==3263 or self:unitID()==3265 or self:unitID()==3267) and 1 or 0;lifeRound=1}>;<{value=self:speed()*(0.1+(skillLv(32616,32626,32656,32666) or 0)*0.0004-0.0004);caster=2;holder=2;cfgId=3261619;prob=(self:unitID()==3262 or self:unitID()==3264 or self:unitID()==3266 or self:unitID()==3268) and 1 or 0;lifeRound=1}>>}}",,,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
3261617,,,,,damage,,,,,,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261618,,,,,specialDamage,,,,,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261619,,,,,speed,,,,,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261621,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,buff/meiluoyeta_buff/xuanlvguo.skel,effect_fense,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=3261626;prob=moreE(self:star(),6) and 1 or 0;lifeRound=99}>>}}",,,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
3261622,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,buff/meiluoyeta_buff/xuanlvguo.skel,effect_hongse,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=3261626;prob=moreE(self:star(),6) and 1 or 0;lifeRound=99}>>}}",,,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
3261623,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=3261626;prob=moreE(self:star(),6) and 1 or 0;lifeRound=99}>>}}",,,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
3261624,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=3261626;prob=moreE(self:star(),6) and 1 or 0;lifeRound=99}>>}}",,,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
3261625,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,buff/meiluoyeta_buff/xuanlvguo.skel,effect_zise,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=3261626;prob=moreE(self:star(),6) and 1 or 0;lifeRound=99}>>}}",,,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
3261626,,,,,,,,,,,,,,,8,5,,,battle/buff_icon/logo_xlswjh.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,<0;20>,{gameEnd=0;wave=0},,,,,,,
3261627,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=29;onSomeFlag=<exitInTab(trigger.beAddBuff:getCfgId(),{3261626}) and self:getBuffOverlayCount(3261626) ==5>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{lifeRound=99;value=<0;self:hpMax()*1;self:mp1();15>;holder=2;caster=2;prob=1;cfgId=3261631}>;<{value=1;caster=2;holder=2;cfgId=3261628;prob=1;lifeRound=1}>>}}",,,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
3261628,,,,,,,,,,,,,<3261626>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261631,,,,,reborn,,,,,,,,,,,1,,,battle/buff_icon/logo_xls.png,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=12};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=0;holder=1;caster=1;cfgId=3261632;lifeRound=1}>>}},,,,,,,<{type=2;limit=1}>,1,,,,,,,,<1;20>,{gameEnd=0;wave=0},,,,,,,
3261632,,,,,buff10,,,,80011,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;triggerTimes=<1;1>;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=0;cfgId=3261633;caster=2;holder=2;bond=1;lifeRound=99}>;<{value=0;cfgId=3261634;caster=2;holder=2;bond=1;lifeRound=99}>;<{value=0;cfgId=3261635;caster=2;holder=2;bond=1;lifeRound=99}>;<{lifeRound=99;cfgId=3261638;value=<1;1;0;0;0>;holder=2;caster=2;bond=1}>>}},,2,,,,,,,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
3261633,,,,,stun,,,,81011,,,,,,,1,,,,,buff/meiluoyeta_buff/xuanlvshu.skel,<effect_loop>,,,,,,,buff/meiluoyeta_buff/xuanlvshu.skel,effect_chuxian,,,,,,,,{args={sprite={isShow=FALSE};typ=hide},battle/txt/txt_xls.png,,,,,,,,,2,,,,,,,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
3261634,,,,,,,,,81011,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=19;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=self:hpMax()*(0.3+(fromSkillLevel*0.001-0.001));holder=2;caster=2;cfgId=3261636;lifeRound=1}>;<{value=1;caster=2;holder=2;cfgId=3261640;prob=(moreEqualThan(self:star(),8)) and 1 or 0;lifeRound=4}>;<{lifeRound=1;value=<list(0,0,1);1;1>;holder=2;caster=2;prob=self:flagZ4() and 1 or 0;cfgId=3261643}>;<{value=2000;caster=2;holder=2;cfgId=3261644;prob=self:flagZ4() and 1 or 0;lifeRound=2}>>}}",,2,,,,,,,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
3261635,,,,,stun,,,,81011,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
3261636,,,,,addHP,,,,81011,,,,,,,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,<2031>,,{gameEnd=0;wave=0},,,,,,,
3261637,,,,,addMp1,,,,81011,,,,,,,1,,,,,,,,,,,,,buff/meiluoyeta_buff/xuanlvshu.skel,effect_xiaoshi,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
3261638,,,,,lockHp,,,2,81011,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1>,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=self:hpMax()*(0.1+(fromSkillLevel*0.001-0.001));holder=2;caster=2;cfgId=3261639;lifeRound=1}>>}},,,,,,,,,,,,,,,<3003>,,{gameEnd=0;wave=0},,,,,,,
3261639,,,,,addHP,,,2,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,,,,,,,<1>,,,,,,,,,,,,,,,,<3003;2031>,<1;10>,,,,,,,,
3261640,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=19;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=3261641;prob=1;lifeRound=1}>>}},,3,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
3261641,,,,,,,,2,,,,,<3261621;3261622;3261623;3261624;3261625>,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261642,,,,,,,,2,81011,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=42;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;value=<list(0,0,1);1;1>;holder=2;caster=2;prob=self:flagZ4() and 1 or 0;cfgId=3261661}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
3261643,,,,,assistAttack,,,,81011,,,,<3261642>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261644,,,,,finalDamageSub,,,2,81011,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,3,,,,,,,,,,,,,,<1;10>,,,,,,,,
