变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect
869811,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=(800+max((fromSkillLevel-100),0)*10);caster=2;holder=1;cfgId=869812;prob=1;lifeRound=999}>;<{value=-target2:damage()*(800+max((fromSkillLevel-100),0)*10)*0.0001;caster=2;holder=13;cfgId=869813;prob=1;lifeRound=999}>;<{value=-target2:specialDamage()*(800+max((fromSkillLevel-100),0)*10)*0.0001;caster=2;holder=13;cfgId=869814;prob=1;lifeRound=999}>;<{value=-target2:speed()*0.1;caster=2;holder=13;cfgId=869815;prob=more(fromSkillLevel,100)  and 1 or 0;lifeRound=999}>;<{value=(max((fromSkillLevel-100),0)*30);caster=2;holder=1;cfgId=869820;prob=1;lifeRound=999}>>};2={triggerPoint=4;effectFuncs=<castBuff>;funcArgs=<<{value=target2:hpMax()*(0.1+max((fromSkillLevel-100),0)*0.02);caster=2;holder=1;cfgId=869817;prob=less(target:hp()/target:hpMax(),0.3) and 1 or 0;lifeRound=1}>>};3={triggerPoint=3;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;value=<1;1;5;0.5;20>;holder=1;caster=2;prob=target2:hasBuff(869819) and 0 or 1;cfgId=869816}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,
869812,,,,,damageSub,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
869813,,,,,damage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgjd.png,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
869814,,,,,specialDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgjd.png,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
869815,,,,,speed,,,,10081,302,,,,,1,1,,,battle/buff_icon/logo_sd_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdjd.png,,,,,,,,,2,,,,,,1,,,,,,,,<1;10>,,,,,,,,
869816,,,,,lockHp,,,,9300,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"{0={triggerPoint=1};1={triggerPoint=28;onSomeFlag=<>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=(500+max((fromSkillLevel-100),0)*30);caster=2;holder=1;cfgId=869818;prob=1;lifeRound=2}>;<{value=1;caster=2;holder=1;cfgId=869819;prob=1;lifeRound=3}>>}}",,4,,,,,,,,,,,,,,<1;20>,{gameEnd=0;wave=0},,,,,,,
869817,,,,,addHP,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,<2031>,<1;10>,,,,,,,,
869818,,,,,damageSub,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,,,,,,,,<1;10>,,,,,,,,
869819,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,
869820,,,,,immuneControlVal,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
869821,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=(max((fromSkillLevel-100),0)*90);caster=2;holder=1;cfgId=869822;prob=1;lifeRound=999}>;<{value=1;caster=2;holder=1;cfgId=869823;prob=1;lifeRound=999}>;<{value=1;caster=2;holder=1;cfgId=869828;prob=1;lifeRound=999}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,
869822,,,,,immuneControlVal,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
869823,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=32;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=(500+max((fromSkillLevel-100),0)*30);caster=2;holder=1;cfgId=869824;prob=(not target:hasBuffGroup(c.kongzhis_oc())) and 1 or 0;lifeRound=999}>;<{value=1;caster=2;holder=1;cfgId=869825;prob=target:hasBuffGroup(c.kongzhis_oc()) and 1 or 0;lifeRound=1}>>};2={triggerPoint=8;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=max(self:damage(),self:specialDamage())*(0.4+max((fromSkillLevel-100),0)*0.05);holder=25;caster=2;cfgId=869826;lifeRound=1}>;<{value=(1500+max((fromSkillLevel-100),0)*25);holder=1;caster=2;cfgId=869827;lifeRound=2}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
869824,,,,,damageSub,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,,,,,,,,<1;10>,,,,,,,,
869825,,,,,,,,2,,,,,<869824>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
869826,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=15;damageType=2}>,,,<1>,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
869827,,,,,finalDamageAdd,,,2,,,,,,,8,10,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
869828,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=(1500+max((fromSkillLevel-100),0)*60);caster=2;holder=1;cfgId=869829;prob=1;lifeRound=999}>;<{value=(1500+max((fromSkillLevel-100),0)*60);caster=2;holder=1;cfgId=869830;prob=1;lifeRound=999}>>};2={triggerPoint=32;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=(1500+max((fromSkillLevel-100),0)*60);caster=2;holder=1;cfgId=869829;prob=1;lifeRound=999}>;<{value=(1500+max((fromSkillLevel-100),0)*60);caster=2;holder=1;cfgId=869830;prob=1;lifeRound=999}>>};3={triggerPoint=29;onSomeFlag=<exitInTab(trigger.beAddBuff:getGroup(),list(c.kongzhis_oc()))>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=(1500+max((fromSkillLevel-100),0)*60);caster=2;holder=1;cfgId=869831;prob=1;lifeRound=2}>;<{value=(1500+max((fromSkillLevel-100),0)*60);caster=2;holder=1;cfgId=869832;prob=1;lifeRound=2}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,
869829,,,,,strike,,,2,,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
869830,,,,,strikeDamage,,,2,,,,,,,1,1,,,battle/buff_icon/logo_bjsh_up.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
869831,,,,,,,,2,,,,,<869829;869830;869827>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
869832,,,,,,,,2,,,,<869829;869830>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,
869851,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=(800+max((fromSkillLevel-100),0)*10);caster=2;holder=1;cfgId=869852;prob=1;lifeRound=999}>;<{value=-target2:damage()*(800+max((fromSkillLevel-100),0)*10)*0.0001;caster=2;holder=13;cfgId=869853;prob=1;lifeRound=999}>;<{value=-target2:specialDamage()*(800+max((fromSkillLevel-100),0)*10)*0.0001;caster=2;holder=13;cfgId=869854;prob=1;lifeRound=999}>;<{value=-target2:speed()*0.1;caster=2;holder=13;cfgId=869855;prob=more(fromSkillLevel,100)  and 1 or 0;lifeRound=999}>;<{value=(max((fromSkillLevel-100),0)*30);caster=2;holder=1;cfgId=869860;prob=1;lifeRound=999}>>};2={triggerPoint=4;effectFuncs=<castBuff>;funcArgs=<<{value=target2:hpMax()*(0.1+max((fromSkillLevel-100),0)*0.02);caster=2;holder=1;cfgId=869857;prob=less(target:hp()/target:hpMax(),0.3) and 1 or 0;lifeRound=1}>>};3={triggerPoint=3;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;value=<1;1;5;0.5;20>;holder=1;caster=2;prob=target2:hasBuff(869859) and 0 or 1;cfgId=869856}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,
869852,,,,,damageSub,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
869853,,,,,damage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgjd.png,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
869854,,,,,specialDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgjd.png,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
869855,,,,,speed,,,,10081,302,,,,,1,1,,,battle/buff_icon/logo_sd_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdjd.png,,,,,,,,,2,,,,,,1,,,,,,,,<1;10>,,,,,,,,
869856,,,,,lockHp,,,,9300,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"{0={triggerPoint=1};1={triggerPoint=28;onSomeFlag=<>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=(500+max((fromSkillLevel-100),0)*30);caster=2;holder=1;cfgId=869858;prob=1;lifeRound=2}>;<{value=1;caster=2;holder=1;cfgId=869859;prob=1;lifeRound=3}>>}}",,4,,,,,,,,,,,,,,<1;20>,{gameEnd=0;wave=0},,,,,,,
869857,,,,,addHP,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,<2031>,<1;10>,,,,,,,,
869858,,,,,damageSub,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,,,,,,,,<1;10>,,,,,,,,
869859,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,
869860,,,,,immuneControlVal,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
881111,,,,,specialDamage,,,,1002,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881112,,,,,,,,2,10302,,,,,,1,1,,,battle/buff_icon/logo_gd.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_gd1.png,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1000;cfgId=881113;caster=2;bond=1;holder=1;lifeRound=999;prob=1}>;<{value=1000;cfgId=881114;caster=2;bond=1;holder=1;lifeRound=999;prob=1}>>};2={triggerPoint=29;onSomeFlag=<exitInTab(trigger.beAddBuff:getCfgId(),list(c.shuixijinghua_oc()))>;effectFuncs=<castBuff>;funcArgs=<<{value=self:specialDamage()*0.5;caster=2;holder=1;cfgId=881115;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
881113,,,,,natureDamageDeepen,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<5>,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
881114,,,,,immuneControlVal,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<70017>,,1,<1>,,,,,,,,,,,,,,,,,,,,,,,,,
881115,,,,,buffDamage,,,2,,,,<521541;521542;521543;521544;521545;521546;521547;521548;521549;521550;521551;521552;521553;521554;521555;521556;521557;521558>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=3005;damageType=2;natureType=5}>,,1,<1>,,,,,,,,,1,,,,,,,<4021>,,,,,,,,,
881121,,,,,speed,,,,10081,,,,,,1,1,,,battle/buff_icon/logo_sd_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdjd.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881122,,,,,specialDamageAdd,,,2,1004,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tstg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881123,,,,,addMp1,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
881124,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=17;effectFuncs=<castBuff>;funcArgs=<<{value=self:specialDamage()*0.45;holder=1;caster=2;cfgId=881125;lifeRound=1}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
881125,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=3;damageType=1}>,,,,,,,,,,,,,,,,,,,<4021>,<1;10>,,,,,,,,
881126,,,,,ultimateAdd,,,,1008,,,,,,1,1,,,battle/buff_icon/logo_bssh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bsshtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881127,,,,,addMp1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
881128,,,,,speed,,,2,1081,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881131,,,,,,,,,5003,,,,,,1,1,,,battle/buff_icon/logo_gd.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_gd1.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
881132,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerTimes=<1;1>;triggerPoint=8;effectFuncs=<castBuff>;onSkillType=3;funcArgs=<<{value=1;caster=2;holder=8;cfgId=881133;prob=0.2;lifeRound=1}>>};2={triggerTimes=<1;1>;triggerPoint=8;effectFuncs=<castBuff>;onSkillType=2;funcArgs=<<{value=1;caster=2;holder=8;cfgId=881133;prob=self:flagZ2() and 0.2 or 0;lifeRound=1}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
881133,,,,,silence,,,2,106,,,,,,1,1,,,battle/buff_icon/logo_mb.png,,buff/mabi/mabi.skel,<mabi_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_mb.png,,,<0;1>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881134,,,,,addMp1,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
881135,,,,,,,,,5003,,,,,,1,1,,,battle/buff_icon/logo_gd.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_gd1.png,,,,,,,,,2,,,,,,,,,,,,,,<1;10>,,,,,,,,
