变量名,_beizhu,cardID,weight,weight2,CDTime,isForce,serverOpenDays,extraAward
默认值,"""""",0,0,0,0,0,0,{}
ID,名字备注,怪物ID,自然属性权重，对应 unit natureType,第二自然属性权重，对应 unit natureType,冷却时间,强制开关,开服天数,额外奖励
69,Hitmontop,464,100,,,,,{rmb=10;20461=1}
70,Lickitung,471,100,,,,,{rmb=10;20471=1}
71,Lickilicky,472,100,,,,,{rmb=10;20471=1}
72,Koffing,481,100,,,,,{rmb=10;20481=1}
73,Weezing,482,100,,,,,{rmb=10;20481=1}
74,Rhyhorn,491,100,100,,,,{rmb=10;20491=1}
75,Rhydon,492,100,100,,,,{rmb=10;20491=1}
76,Rhyperior,493,100,100,,,,{rmb=10;20491=1}
77,Goldeen,541,100,,,,,{rmb=10;20541=1}
78,Seaking,542,100,,,,,{rmb=10;20541=1}
79,Staryu,551,100,,,,,{rmb=10;20551=1}
80,Starmie,552,100,100,,,,{rmb=10;20551=1}
81,Scyther,571,100,100,,,,{rmb=10;20571=1}
82,Scizor,572,100,100,,,,{rmb=10;20571=1}
83,Elekid,591,100,,,,,{rmb=10;20591=1}
84,Electabuzz,592,100,,,,,{rmb=10;20591=1}
85,Electivire,593,100,,,,,{rmb=10;20591=1}
86,Magby,601,100,,,,,{rmb=10;20601=1}
87,Magmar,602,100,,,,,{rmb=10;20601=1}
88,Magmortar,603,100,,,,,{rmb=10;20601=1}
89,Gyarados,631,100,100,,,,{rmb=10;20631=1}
90,Kabuto,691,100,100,,,,{rmb=10;20691=1}
91,Kabutops,692,100,100,,,,{rmb=10;20691=1}
92,Articuno,721,100,100,,,,{rmb=10;20721=1}
93,Zapdos,731,100,100,,,,{rmb=10;20731=1}
94,Moltres,741,100,100,,,,{rmb=10;20741=1}
95,Dratini,751,0,,,,,{rmb=10;20751=1}
96,Dragonair,752,0,,,,,{rmb=10;20751=1}
97,Dragonite,753,100,,,,50,{rmb=10;20751=1}
98,Mewtwo,761,0,,,,,{rmb=10;20761=1}
99,Mew,771,100,,,,,{rmb=10;20771=1}
100,Chikorita,781,100,,,,,{rmb=10;20781=1}
101,Bayleef,782,100,,,,,{rmb=10;20781=1}
102,Meganium,783,100,,,,,{rmb=10;20781=1}
103,Cyndaquil,791,100,,,,,{rmb=10;20791=1}
104,Quilava,792,100,,,,,{rmb=10;20791=1}
105,Typhlosion,793,100,,,,,{rmb=10;20791=1}
106,Totodile,801,100,,,,,{rmb=10;20801=1}
107,Croconaw,802,100,,,,,{rmb=10;20801=1}
108,Feraligatr,803,100,,,,,{rmb=10;20801=1}
109,Mareep,881,100,,,,,{rmb=10;20881=1}
110,Flaaffy,882,100,,,,,{rmb=10;20881=1}
111,Ampharos,883,100,,,,,{rmb=10;20881=1}
112,Azurill,891,100,100,,,,{rmb=10;20891=1}
113,Marill,892,100,100,,,,{rmb=10;20891=1}
114,Azumarill,893,100,100,,,,{rmb=10;20891=1}
115,Heracross,1071,100,100,,,,{rmb=10;21071=1}
116,Sneasel,1081,100,100,,,,{rmb=10;21081=1}
117,Weavile,1082,100,100,,,,{rmb=10;21081=1}
118,Houndour,1171,100,100,,,,{rmb=10;21171=1}
119,Houndoom,1172,100,100,,,,{rmb=10;21171=1}
120,Raikou,1221,100,,,,,{rmb=10;21221=1}
121,Entei,1231,100,,,,,{rmb=10;21231=1}
122,Suicune,1241,100,,,,,{rmb=10;21241=1}
123,Larvitar,1251,100,100,,,,{rmb=10;21251=1}
124,Pupitar,1252,100,100,,,,{rmb=10;21251=1}
125,Tyranitar,1253,100,100,,,,{rmb=10;21251=1}
126,Lugia,1261,0,0,,,,{rmb=10;21261=1}
127,Ho-Oh,1271,0,0,,,,{rmb=10;21271=1}
128,Treecko,1291,100,,,,,{rmb=10;21291=1}
129,Grovyle,1292,100,,,,,{rmb=10;21291=1}
130,Sceptile,1293,100,,,,,{rmb=10;21291=1}
131,Mudkip,1311,100,,,,,{rmb=10;21311=1}
132,Marshtomp,1312,100,100,,,,{rmb=10;21311=1}
133,Swampert,1313,100,100,,,,{rmb=10;21311=1}
134,Lotad,1351,100,100,,,,{rmb=10;21351=1}
135,Lombre,1352,100,100,,,,{rmb=10;21351=1}
136,Ludicolo,1353,100,100,,,,{rmb=10;21351=1}
137,Ralts,1391,100,100,,,,{rmb=10;21391=1}
138,Kirlia,1392,100,100,,,,{rmb=10;21391=1}
139,Gardevoir,1393,100,100,,,,{rmb=10;21391=1}
140,Gallade,1394,100,100,,,,{rmb=10;21391=1}
141,Slakoth,1421,100,,,,,{rmb=10;21421=1}
142,Vigoroth,1422,100,,,,,{rmb=10;21421=1}
143,Slaking,1423,100,,,,,{rmb=10;21421=1}
144,Whismur,1441,100,,,,,{rmb=10;21441=1}
145,Loudred,1442,100,,,,,{rmb=10;21441=1}
146,Exploud,1443,100,,,,,{rmb=10;21441=1}
147,Aron,1501,100,100,,,,{rmb=10;21501=1}
148,Lairon,1502,100,100,,,,{rmb=10;21501=1}
149,Aggron,1503,100,100,,,,{rmb=10;21501=1}
150,Numel,1611,100,100,,,,{rmb=10;21611=1}
151,Camerupt,1612,100,100,,,,{rmb=10;21611=1}
152,Duskull,1811,100,,,,,{rmb=10;21811=1}
153,Dusclops,1812,100,,,,,{rmb=10;21811=1}
154,Dusknoir,1813,100,,,,,{rmb=10;21811=1}
155,Absol,1841,100,,,,,{rmb=10;21841=1}
156,Spheal,1861,100,100,,,,{rmb=10;21861=1}
157,Sealeo,1862,100,100,,,,{rmb=10;21861=1}
158,Walrein,1863,100,100,,,,{rmb=10;21861=1}
159,Bagon,1891,100,100,,,30,{rmb=10;21891=1}
160,Shelgon,1892,100,100,,,30,{rmb=10;21891=1}
161,Salamence,1893,100,100,,,30,{rmb=10;21891=1}
162,Beldum,1901,100,100,,,,{rmb=10;21901=1}
163,Metang,1902,100,100,,,,{rmb=10;21901=1}
164,Metagross,1903,100,100,,,,{rmb=10;21901=1}
165,Kyogre,1961,0,0,,,,{rmb=10;21961=1}
166,Groudon,1971,0,0,,,,{rmb=10;21971=1}
167,Turtwig,2011,100,,,,,{rmb=10;22011=1}
168,Grotle,2012,100,,,,,{rmb=10;22011=1}
169,Torterra,2013,100,100,,,,{rmb=10;22011=1}
170,Shinx,2071,100,,,,,{rmb=10;22071=1}
171,Luxio,2072,100,,,,,{rmb=10;22071=1}
172,Luxray,2073,100,,,,,{rmb=10;22071=1}
173,Gible,2231,100,100,,,50,{rmb=10;22231=1}
174,Gabite,2232,100,100,,,50,{rmb=10;22231=1}
175,Garchomp,2233,100,100,,,50,{rmb=10;22231=1}
176,Riolu,2241,100,,,,,{rmb=10;22241=1}
177,Lucario,2242,100,100,,,50,{rmb=10;22241=1}
,Mega Lucario,2243,0,0,,,,{rmb=10;22241=1}
179,Croagunk,2271,100,100,,,,{rmb=10;22271=1}
180,Toxicroak,2272,100,100,,,,{rmb=10;22271=1}
181,Snover,2301,100,100,,,,{rmb=10;22301=1}
182,Abomasnow,2302,100,100,,,,{rmb=10;22301=1}
183,Dialga,2351,0,0,,,,{rmb=10;22351=1}
184,Palkia,2361,0,0,,,,{rmb=10;22361=1}
185,Giratina (Altered Forme),2391,0,0,,,,{rmb=10;22391=1}
186,Tepig,2481,100,,,,,{rmb=10;22481=1}
187,Pignite,2482,100,100,,,,{rmb=10;22481=1}
188,Emboar,2483,100,100,,,,{rmb=10;22481=1}
189,Roggenrola,2591,100,,,,,{rmb=10;22591=1}
190,Boldore,2592,100,,,,,{rmb=10;22591=1}
191,Gigalith,2593,100,,,,,{rmb=10;22591=1}
192,Drilbur,2611,100,,,,,{rmb=10;22611=1}
193,Excadrill,2612,100,100,,,,{rmb=10;22611=1}
194,Timburr,2631,100,,,,,{rmb=10;22631=1}
195,Gurdurr,2632,100,,,,,{rmb=10;22631=1}
196,Conkeldurr,2633,100,,,,,{rmb=10;22631=1}
197,Venipede,2681,100,100,,,,{rmb=10;22681=1}
198,Whirlipede,2682,100,100,,,,{rmb=10;22681=1}
199,Scolipede,2683,100,100,,,,{rmb=10;22681=1}
200,Sandile,2721,100,100,,,,{rmb=10;22721=1}
201,Krokorok,2722,100,100,,,,{rmb=10;22721=1}
202,Krookodile,2723,100,100,,,,{rmb=10;22721=1}
203,Zorua,2821,100,,,,,{rmb=10;22821=1}
204,Zoroark,2822,100,,,,,{rmb=10;22821=1}
205,Vanillite,2871,100,,,,,{rmb=10;22871=1}
206,Vanillish,2872,100,,,,,{rmb=10;22871=1}
207,Vanilluxe,2873,100,,,,,{rmb=10;22871=1}
208,Emolga,2891,100,100,,,,{rmb=10;22891=1}
209,Frillish (F),2921,100,,,,,{rmb=10;22921=1}
210,Frillish (M),2922,100,,,,,{rmb=10;22922=1}
211,Jellicent (F),2923,100,,,,,{rmb=10;22921=1}
212,Jellicent (M),2924,100,,,,,{rmb=10;22922=1}
213,Klink,2961,100,,,,,{rmb=10;22961=1}
214,Klang,2962,100,,,,,{rmb=10;22961=1}
215,Klinklang,2963,100,,,,,{rmb=10;22961=1}
216,Axew,3001,100,,,,,{rmb=10;23001=1}
217,Fraxure,3002,100,,,,,{rmb=10;23001=1}
218,Haxorus,3003,100,,,,,{rmb=10;23001=1}
219,Cubchoo,3011,100,,,,,{rmb=10;23011=1}
220,Beartic,3012,100,,,,,{rmb=10;23011=1}
221,Cryogonal,3021,100,,,,,{rmb=10;23021=1}
222,Deino,3141,100,100,,,,{rmb=10;23141=1}
223,Zweilous,3142,100,100,,,,{rmb=10;23141=1}
224,Hydreigon,3143,100,100,,,,{rmb=10;23141=1}
225,Chespin,3281,100,,,,,{rmb=10;23281=1}
226,Quilladin,3282,100,,,,,{rmb=10;23281=1}
227,Chesnaught,3283,100,100,,,,{rmb=10;23281=1}
228,Fennekin,3291,100,,,,,{rmb=10;23291=1}
229,Braixen,3292,100,,,,,{rmb=10;23291=1}
230,Delphox,3293,100,100,,,,{rmb=10;23291=1}
231,Froakie,3301,100,,,,,{rmb=10;23301=1}
232,Frogadier,3302,100,,,,,{rmb=10;23301=1}
233,Greninja,3303,100,100,,,,{rmb=10;23301=1}
234,Litleo,3341,100,100,,,,{rmb=10;23341=1}
235,Pyroar,3342,100,100,,,,{rmb=10;23341=1}
236,Flabébé,3351,100,,,,,{rmb=10;23351=1}
237,Floette,3352,100,,,,,{rmb=10;23351=1}
238,Florges,3353,100,,,,,{rmb=10;23351=1}
239,Honedge,3411,100,100,,,,{rmb=10;23411=1}
240,Doublade,3412,100,100,,,,{rmb=10;23411=1}
,Aegislash (Shield Forme),3413,100,100,,,,{rmb=10;23411=1}
241,Swirlix,3431,100,,,,,{rmb=10;23431=1}
242,Slurpuff,3432,100,,,,,{rmb=10;23431=1}
243,Clauncher,3471,100,,,,,{rmb=10;23471=1}
244,Clawitzer,3472,100,,,,,{rmb=10;23471=1}
245,Amaura,3501,100,100,,,,{rmb=10;23501=1}
246,Aurorus,3502,100,100,,,,{rmb=10;23501=1}
247,Hawlucha,3511,100,100,,,,{rmb=10;23511=1}
248,Goomy,3541,100,,,,,{rmb=10;23541=1}
249,Sliggoo,3542,100,,,,,{rmb=10;23541=1}
250,Goodra,3543,100,,,,,{rmb=10;23541=1}
251,Phantump,3561,100,100,,,,{rmb=10;23561=1}
252,Trevenant,3562,100,100,,,,{rmb=10;23561=1}
253,Onix,401,100,100,,,,{rmb=10;20401=1}
254,Steelix,402,100,100,,,,{rmb=10;20401=1}
255,Munchlax,711,100,,,,30,{rmb=10;20711=1}
256,Snorlax,712,100,,,,30,{rmb=10;20711=1}
257,Noibat,3591,100,100,,,50,{rmb=10;23591=1}
258,Noivern,3592,100,100,,,50,{rmb=10;23591=1}
259,Diancie,3631,0,0,,,,{rmb=10;23631=1}
260,Litwick,2991,100,100,,,,{rmb=10;22991=1}
261,Lampent,2992,100,100,,,,{rmb=10;22991=1}
262,Chandelure,2993,100,100,,,,{rmb=10;22991=1}
263,Rayquaza,1981,0,0,,,,{rmb=10;21981=1}
264,Darkrai,2431,0,0,,,,{rmb=10;22431=1}
265,Regigigas,2381,0,0,,,,{rmb=10;22381=1}
266,Larvesta,3151,100,100,,,50,{rmb=10;23151=1}
267,Volcarona,3152,100,100,,,50,{rmb=10;23151=1}
268,Snivy,2471,100,,,,50,{rmb=10;22471=1}
269,Servine,2472,100,,,,50,{rmb=10;22471=1}
270,Serperior,2473,100,,,,50,{rmb=10;22471=1}
271,Regirock,1911,100,100,,,50,{rmb=10;21911=1}
272,Regice,1921,100,100,,,50,{rmb=10;21921=1}
273,Registeel,1931,100,100,,,50,{rmb=10;21931=1}
274,Rowlet,3661,100,100,,,50,{rmb=10;23661=1}
275,Dartrix,3662,100,100,,,50,{rmb=10;23661=1}
276,Decidueye,3663,100,100,,,50,{rmb=10;23661=1}
277,Cresselia,2401,100,,,,50,{rmb=10;22401=1}
278,Farfetch'd,341,100,100,,,50,{rmb=10;20341=1}
279,Shuppet,1801,100,,,,50,{rmb=10;21801=1}
280,Banette,1802,100,,,,50,{rmb=10;21801=1}
281,Igglybuff,151,100,100,,,30,{rmb=10;20151=1}
282,Jigglypuff,152,100,100,,,30,{rmb=10;20151=1}
283,Wigglytuff,153,100,100,,,30,{rmb=10;20151=1}
284,Zubat,161,100,100,,,80,{rmb=10;20161=1}
285,Golbat,162,100,100,,,80,{rmb=10;20161=1}
286,Crobat,163,100,100,,,80,{rmb=10;20161=1}
287,Psyduck,221,100,,,,50,{rmb=10;20221=1}
288,Golduck,222,100,,,,50,{rmb=10;20221=1}
289,Growlithe,241,100,,,,,{rmb=10;20241=1}
290,Arcanine,242,100,,,,,{rmb=10;20241=1}
291,Lapras,641,100,100,,,80,{rmb=10;20641=1}
292,Gligar,1031,100,100,,,80,{rmb=10;21031=1}
293,Gliscor,1032,100,100,,,80,{rmb=10;21031=1}
294,Snorunt,1851,100,,,,,{rmb=10;21851=1}
295,Glalie,1852,100,,,,,{rmb=10;21851=1}
296,Froslass,1853,100,100,,,,{rmb=10;21851=1}
297,Latias,1941,100,100,,,80,{rmb=10;21941=1}
298,Latios,1951,100,100,,,80,{rmb=10;21951=1}
299,Piplup,2031,100,,,,80,{rmb=10;22031=1}
300,Prinplup,2032,100,,,,80,{rmb=10;22031=1}
301,Empoleon,2033,100,100,,,80,{rmb=10;22031=1}
302,Gothita,2841,100,,,,50,{rmb=10;22841=1}
303,Gothorita,2842,100,,,,50,{rmb=10;22841=1}
304,Gothitelle,2843,100,,,,50,{rmb=10;22841=1}
305,Mareanie,3771,100,100,,,80,{rmb=10;23771=1}
306,Toxapex,3772,100,100,,,80,{rmb=10;23771=1}
307,Bounsweet,3841,100,,,,80,{rmb=10;23841=1}
308,Steenee,3842,100,,,,80,{rmb=10;23841=1}
309,Tsareena,3843,100,,,,80,{rmb=10;23841=1}
310,Torchic,1301,100,,,,80,{rmb=10;21301=1}
311,Combusken,1302,100,,,,80,{rmb=10;21301=1}
312,Blaziken,1303,100,,,,80,{rmb=10;21301=1}
313,Shaymin,2441,0,0,,,,{rmb=10;22441=1}
314,Hoppa Confined,3641,0,0,,,,{rmb=10;23641=1}
315,Hoppa Unbound,3642,0,0,,,,{rmb=10;23641=1}
316,Reshiram,3211,0,0,,,,{rmb=10;23211=1}
317,Zekrom,3221,0,0,,,,{rmb=10;23221=1}
318,Kyurem,3241,0,0,,,,{rmb=10;23241=1}
319,Togepi,861,100,,,,100,{rmb=10;20861=1}
320,Togetic,862,100,100,,,100,{rmb=10;20861=1}
321,Togekiss,863,100,100,,,100,{rmb=10;20861=1}
322,Poipole,4131,100,,,,100,{rmb=10;24131=1}
323,Naganadel,4132,100,100,,,100,{rmb=10;24131=1}
324,Meloetta Aria Forme,3261,0,0,,,,{rmb=10;23261=1}
325,Jirachi,1991,0,0,,,,{rmb=10;21991=1}
326,Meltan,4171,0,0,,,,{rmb=10;24171=1}
327,Melmetal,4172,0,0,,,,{rmb=10;24171=1}
328,Yveltal,3611,0,0,,,,{rmb=10;23611=1}
329,Celebi,1281,0,0,,,,{rmb=10;21281=1}
,Ash's Pikachu,7001,100,,,,80,{rmb=10;27001=1}
