变量名,star,advance,level,megaIndex,markID,blockPower,breakBlock,cardID,strikeDamage,strike,block,strikeResistance,damageAdd,damageSub,mainSkillAdd,mainSkillSub,speedRate,equipAwake,equipLevel,equipStar,equipAdvance,fetters,specialDefence,specialDamage,hp,defence,damage,skillLevels,abilities,nvalue,languages
1067,,,,,,,,701,,,,,,,,,,,,,,,,,,,,,,,
1068,,,,,,,,712,,,,,,,,,,,,,,,,,,,,,,,
1069,,,,,,,,721,,,,,,,,,,,,,,,,,,,,,,,
1070,,,,,,,,731,,,,,,,,,,,,,,,,,,,,,,,
1071,,,,,,,,741,,,,,,,,,,,,,,,,,,,,,,,
1072,,,,,,,,753,,,,,,,,,,,,,,,,,,,,<100;100;100;100;100;100;100>,,,
1073,,,,,,,,761,,,,,,,,,,,,,,,,,,,,,,,
1074,,,,,,,,771,,,,,,,,,,,,,,,,,,,,,,,
1075,,,,,,,,783,,,,,,,,,,,,,,,,,,,,,,,
1076,,,,,,,,793,,,,,,,,,,,,,,,,,,,,,,,
1077,,,,,,,,803,,,,,,,,,,,,,,,,,,,,,,,
1078,,,,,,,,863,,,,,,,,,,,,,,,,,,,,,,,
1079,,,,,,,,883,,,,,,,,,,,,,,,,,,,,,,,
1080,,,,,,,,884,,,,,,,,,,,,,,,,,,,,,,,
1081,,,,,,,,893,,,,,,,,,,,,,,,,,,,,,,,
1082,,,,,,,,972,,,,,,,,,,,,,,,,,,,,,,,
1083,,,,,,,,1032,,,,,,,,,,,,,,,,,,,,,,,
1084,,,,,,,,1071,,,,,,,,,,,,,,,,,,,,,,,
1085,,,,,,,,1072,,,,,,,,,,,,,,,,,,,,,,,
1086,,,,,,,,1082,,,,,,,,,,,,,,,,,,,,,,,
1087,,,,,,,,1172,,,,,,,,,,,,,,,,,,,,,,,
1088,,,,,,,,1173,,,,,,,,,,,,,,,,,,,,,,,
1089,,,,,,,,1221,,,,,,,,,,,,,,,,,,,,,,,
1090,,,,,,,,1231,,,,,,,,,,,,,,,,,,,,,,,
1091,,,,,,,,1241,,,,,,,,,,,,,,,,,,,,,,,
1092,,,,,,,,1253,,,,,,,,,,,,,,,,,,,,,,,
1093,,,,,,,,1261,,,,,,,,,,,,,,,,,,,,,,,
1094,,,,,,,,1271,,,,,,,,,,,,,,,,,,,,,,,
1095,,,,,,,,1281,,,,,,,,,,,,,,,,,,,,,,,
1096,,,,,,,,1293,,,,,,,,,,,,,,,,,,,,,,,
1097,,,,,,,,1303,,,,,,,,,,,,,,,,,,,,,,,
1098,,,,,,,,1304,,,,,,,,,,,,,,,,,,,,,,,
1099,,,,,,,,1313,,,,,,,,,,,,,,,,,,,,,,,
1100,,,,,,,,1314,,,,,,,,,,,,,,,,,,,,,,,
1101,,,,,,,,1353,,,,,,,,,,,,,,,,,,,,,,,
1102,,,,,,,,1393,,,,,,,,,,,,,,,,,,,,,,,
1103,,,,,,,,1394,,,,,,,,,,,,,,,,,,,,,,,
1104,,,,,,,,1396,,,,,,,,,,,,,,,,,,,,,,,
1105,,,,,,,,1397,,,,,,,,,,,,,,,,,,,,,,,
1106,,,,,,,,1423,,,,,,,,,,,,,,,,,,,,,,,
1107,,,,,,,,1443,,,,,,,,,,,,,,,,,,,,,,,
1108,,,,,,,,1503,,,,,,,,,,,,,,,,,,,,,,,
1109,,,,,,,,1504,,,,,,,,,,,,,,,,,,,,,,,
1110,,,,,,,,1612,,,,,,,,,,,,,,,,,,,,,,,
1111,,,,,,,,1641,,,,,,,,,,,,,,,,,,,,,,,
1112,,,,,,,,1772,,,,,,,,,,,,,,,,,,,,,,,
1113,,,,,,,,1802,,,,,,,,,,,,,,,,,,,,,,,
1114,,,,,,,,1813,,,,,,,,,,,,,,,,,,,,,,,
1115,,,,,,,,1841,,,,,,,,,,,,,,,,,,,,,,,
1116,,,,,,,,1852,,,,,,,,,,,,,,,,,,,,,,,
1117,,,,,,,,1853,,,,,,,,,,,,,,,,,,,,,,,
1118,,,,,,,,1863,,,,,,,,,,,,,,,,,,,,,,,
1119,,,,,,,,1893,,,,,,,,,,,,,,,,,,,,,,,
1120,,,,,,,,1903,,,,,,,,,,,,,,,,,,,,,,,
1121,,,,,,,,1911,,,,,,,,,,,,,,,,,,,,,,,
1122,,,,,,,,1921,,,,,,,,,,,,,,,,,,,,,,,
1123,,,,,,,,1931,,,,,,,,,,,,,,,,,,,,,,,
1124,,,,,,,,1941,,,,,,,,,,,,,,,,,,,,,,,
1125,,,,,,,,1951,,,,,,,,,,,,,,,,,,,,,,,
1126,,,,,,,,1961,,,,,,,,,,,,,,,,,,,,,,,
1127,,,,,,,,1962,,,,,,,,,,,,,,,,,,,,,,,
1128,,,,,,,,1971,,,,,,,,,,,,,,,,,,,,,,,
1129,,,,,,,,1972,,,,,,,,,,,,,,,,,,,,,,,
1130,,,,,,,,1981,,,,,,,,,,,,,,,,,,,,,,,
1131,,,,,,,,1982,,,,,,,,,,,,,,,,,,,,,,,
1132,,,,,,,,1991,,,,,,,,,,,,,,,,,,,,,,,
1133,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,
1134,,,,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,
1135,,,,,,,,2033,,,,,,,,,,,,,,,,,,,,,,,
1136,,,,,,,,2073,,,,,,,,,,,,,,,,,,,,,,,
1137,,,,,,,,2233,,,,,,,,,,,,,,,,,,,,,,,
1138,,,,,,,,2242,,,,,,,,,,,,,,,,,,,,,,,
1139,,,,,,,,2243,,,,,,,,,,,,,,,,,,,,,,,
1140,,,,,,,,2272,,,,,,,,,,,,,,,,,,,,,,,
1141,,,,,,,,2302,,,,,,,,,,,,,,,,,,,,,,,
1142,,,,,,,,2303,,,,,,,,,,,,,,,,,,,,,,,
1143,,,,,,,,2351,,,,,,,,,,,,,,,,,,,,,,,
1144,,,,,,,,2361,,,,,,,,,,,,,,,,,,,,,,,
1145,,,,,,,,2371,,,,,,,,,,,,,,,,,,,,,,,
1146,,,,,,,,2381,,,,,,,,,,,,,,,,,,,,,,,
1147,,,,,,,,2391,,,,,,,,,,,,,,,,,,,,,,,
1148,,,,,,,,2401,,,,,,,,,,,,,,,,,,,,,,,
1149,,,,,,,,2411,,,,,,,,,,,,,,,,,,,,,,,
1150,,,,,,,,2421,,,,,,,,,,,,,,,,,,,,,,,
1151,,,,,,,,2431,,,,,,,,,,,,,,,,,,,,,,,
1152,,,,,,,,2441,,,,,,,,,,,,,,,,,,,,,,,
1153,,,,,,,,2442,,,,,,,,,,,,,,,,,,,,,,,
1154,,,,,,,,2461,,,,,,,,,,,,,,,,,,,,,,,
1155,,,,,,,,2473,,,,,,,,,,,,,,,,,,,,,,,
1156,,,,,,,,2483,,,,,,,,,,,,,,,,,,,,,,,
1157,,,,,,,,2493,,,,,,,,,,,,,,,,,,,,,,,
1158,,,,,,,,2593,,,,,,,,,,,,,,,,,,,,,,,
1159,,,,,,,,2612,,,,,,,,,,,,,,,,,,,,,,,
1160,,,,,,,,2633,,,,,,,,,,,,,,,,,,,,,,,
1161,,,,,,,,2683,,,,,,,,,,,,,,,,,,,,,,,
1162,,,,,,,,2723,,,,,,,,,,,,,,,,,,,,,,,
1163,,,,,,,,2822,,,,,,,,,,,,,,,,,,,,,,,
1164,,,,,,,,2832,,,,,,,,,,,,,,,,,,,,,,,
1165,,,,,,,,2843,,,,,,,,,,,,,,,,,,,,,,,
1166,,,,,,,,2873,,,,,,,,,,,,,,,,,,,,,,,
1167,,,,,,,,2891,,,,,,,,,,,,,,,,,,,,,,,
1168,,,,,,,,2921,,,,,,,,,,,,,,,,,,,,,,,
1169,,,,,,,,2923,,,,,,,,,,,,,,,,,,,,,,,
1170,,,,,,,,2924,,,,,,,,,,,,,,,,,,,,,,,
1171,,,,,,,,2963,,,,,,,,,,,,,,,,,,,,,,,
1172,,,,,,,,2993,,,,,,,,,,,,,,,,,,,,,,,
1173,,,,,,,,3003,,,,,,,,,,,,,,,,,,,,,,,
1174,,,,,,,,3012,,,,,,,,,,,,,,,,,,,,,,,
1175,,,,,,,,3021,,,,,,,,,,,,,,,,,,,,,,,
1176,,,,,,,,3143,,,,,,,,,,,,,,,,,,,,,,,
1177,,,,,,,,3152,,,,,,,,,,,,,,,,,,,,,,,
1178,,,,,,,,3161,,,,,,,,,,,,,,,,,,,,,,,
1179,,,,,,,,3171,,,,,,,,,,,,,,,,,,,,,,,
1180,,,,,,,,3181,,,,,,,,,,,,,,,,,,,,,,,
1181,,,,,,,,3191,,,,,,,,,,,,,,,,,,,,,,,
1182,,,,,,,,3201,,,,,,,,,,,,,,,,,,,,,,,
1183,,,,,,,,3211,,,,,,,,,,,,,,,,,,,,,,,
1184,,,,,,,,3221,,,,,,,,,,,,,,,,,,,,,,,
1185,,,,,,,,3231,,,,,,,,,,,,,,,,,,,,,,,
1186,,,,,,,,3241,,,,,,,,,,,,,,,,,,,,,,,
1187,,,,,,,,3251,,,,,,,,,,,,,,,,,,,,,,,
1188,,,,,,,,3261,,,,,,,,,,,,,,,,,,,,,,,
1189,,,,,,,,3262,,,,,,,,,,,,,,,,,,,,,,,
1190,,,,,,,,3271,,,,,,,,,,,,,,,,,,,,,,,
1191,,,,,,,,3283,,,,,,,,,,,,,,,,,,,,,,,
1192,,,,,,,,3293,,,,,,,,,,,,,,,,,,,,,,,
1193,,,,,,,,3303,,,,,,,,,,,,,,,,,,,,,,,
1194,,,,,,,,3342,,,,,,,,,,,,,,,,,,,,,,,
1195,,,,,,,,3353,,,,,,,,,,,,,,,,,,,,,,,
1196,,,,,,,,3413,,,,,,,,,,,,,,,,,,,,,,,
1197,,,,,,,,3432,,,,,,,,,,,,,,,,,,,,,,,
1198,,,,,,,,3472,,,,,,,,,,,,,,,,,,,,,,,
1199,,,,,,,,3502,,,,,,,,,,,,,,,,,,,,,,,
1200,,,,,,,,3511,,,,,,,,,,,,,,,,,,,,,,,
1201,,,,,,,,3543,,,,,,,,,,,,,,,,,,,,,,,
1202,,,,,,,,3562,,,,,,,,,,,,,,,,,,,,,,,
1203,,,,,,,,3592,,,,,,,,,,,,,,,,,,,,,,,
1204,,,,,,,,3601,,,,,,,,,,,,,,,,,,,,,,,
1205,,,,,,,,3611,,,,,,,,,,,,,,,,,,,,,,,
1206,,,,,,,,3623,,,,,,,,,,,,,,,,,,,,,,,
1207,,,,,,,,3631,,,,,,,,,,,,,,,,,,,,,,,
1208,,,,,,,,3642,,,,,,,,,,,,,,,,,,,,,,,
1209,,,,,,,,3651,,,,,,,,,,,,,,,,,,,,,,,
1210,,,,,,,,3663,,,,,,,,,,,,,,,,,,,,,,,
1211,,,,,,,,3673,,,,,,,,,,,,,,,,,,,,,,,
1212,,,,,,,,3683,,,,,,,,,,,,,,,,,,,,,,,
1213,,,,,,,,3772,,,,,,,,,,,,,,,,,,,,,,,
1214,,,,,,,,3843,,,,,,,,,,,,,,,,,,,,,,,
1215,,,,,,,,3961,,,,,,,,,,,,,,,,,,,,,,,
1216,,,,,,,,4023,,,,,,,,,,,,,,,,,,,,,,,
1217,,,,,,,,4024,,,,,,,,,,,,,,,,,,,,,,,
1218,,,,,,,,4071,,,,,,,,,,,,,,,,,,,,,,,
1219,,,,,,,,4081,,,,,,,,,,,,,,,,,,,,,,,
1220,,,,,,,,4111,,,,,,,,,,,,,,,,,,,,,,,
1221,,,,,,,,4121,,,,,,,,,,,,,,,,,,,,,,,
1222,,,,,,,,4132,,,,,,,,,,,,,,,,,,,,,,,
1223,,,,,,,,4151,,,,,,,,,,,,,,,,,,,,,,,
1224,,,,,,,,4161,,,,,,,,,,,,,,,,,,,,,,,
1225,,,,,,,,4172,,,,,,,,,,,,,,,,,,,,,,,
1226,,,,,,,,7001,,,,,,,,,,,,,,,,,,,,,,,
1227,,,,,,,,7011,,,,,,,,,,,,,,,,,,,,,,,
1228,,,,,,,,7021,,,,,,,,,,,,,,,,,,,,,,,
1229,,,,,,,,3632,,,,,,,,,,,,,,,,,,,,,,,
1230,,,,,,,,7031,,,,,,,,,,,,,,,,,,,,,,,
1231,,,,,,,,4141,,,,,,,,,,,,,,,,,,,,,,,
1232,,,,,,,,1481,,,,,,,,,,,,,,,,,,,,,,,
1233,,,,,,,,4061,,,,,,,,,,,,,,,,,,,,,,,
1234,,,,,,,,4101,,,,,,,,,,,,,,,,,,,,,,,
1235,,,,,,,,7041,,,,,,,,,,,,,,,,,,,,,,,
1236,,,,,,,,992,,,,,,,,,,,,,,,,,,,,,,,
1237,,,,,,,,3832,,,,,,,,,,,,,,,,,,,,,,,
1238,,,,,,,,4193,,,,,,,,,,,,,,,,,,,,,,,
1239,,,,,,,,4051,,,,,,,,,,,,,,,,,,,,,,,
1240,,,,,,,,7051,,,,,,,,,,,,,,,,,,,,,,,
1241,,,,,,,,4622,,,,,,,,,,,,,,,,,,,,,,,
1242,,,,,,,,7061,,,,,,,,,,,,,,,,,,,,,,,
1243,,,,,,,,4601,,,,,,,,,,,,,,,,,,,,,,,
1244,,,,,,,,4041,,,,,,,,,,,,,,,,,,,,,,,
1245,,,,,,,,4431,,,,,,,,,,,,,,,,,,,,,,,
1246,,,,,,,,762,,,,,,,,,,,,,,,,,,,,<100;100;100;100;100;100;100>,,,
1247,,,,,,,,4623,,,,,,,,,,,,,,,,,,,,,,,
1248,,,,,,,,7071,,,,,,,,,,,,,,,,,,,,,,,
1249,,,,,,,,2132,,,,,,,,,,,,,,,,,,,,,,,
1250,,,,,,,,4591,,,,,,,,,,,,,,,,,,,,,,,
1251,,,,,,,,4012,,,,,,,,,,,,,,,,,,,,,,,
1252,,,,,,,,4631,,,,,,,,,,,,,,,,,,,,,,,
1253,,,,,,,,4091,,,,,,,,,,,,,,,,,,,,,,,
1254,,,,,,,,7081,,,,,,,,,,,,,,,,,,,,,,,
1255,,,,,,,,2331,,,,,,,,,,,,,,,,,,,,,,,
1256,,,,,,,,4183,,,,,,,,,,,,,,,,,,,,,,,
1257,,,,,,,,763,,,,,,,,,,,,,,,,,,,,<100;100;100;100;100;100;100>,,,
1258,,,,,,,,7091,,,,,,,,,,,,,,,,,,,,,,,
1259,,,,,,,,7101,,,,,,,,,,,,,,,,,,,,,,,
1260,,,,,,,,7111,,,,,,,,,,,,,,,,,,,,,,,
1261,,,,,,,,4661,,,,,,,,,,,,,,,,,,,,,,,
1262,,,,,,,,4671,,,,,,,,,,,,,,,,,,,,,,,
1263,,,,,,,,4682,,,,,,,,,,,,,,,,,,,,,,,
1264,,,,,,,,4683,,,,,,,,,,,,,,,,,,,,,,,
1265,,,,,,,,3981,,,,,,,,,,,,,,,,,,,,,,,
1266,,,,,,,,1653,,,,,,,,,,,,,,,,,,,,,,,
1267,,,,,,,,3052,,,,,,,,,,,,,,,,,,,,,,,
1268,,,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,
1269,,,,,,,,7121,,,,,,,,,,,,,,,,,,,,,,,
1270,,,,,,,,3941,,,,,,,,,,,,,,,,,,,,,,,
1271,,,,,,,,4651,,,,,,,,,,,,,,,,,,,,,,,
1272,,,,,,,,3242,,,,,,,,,,,,,,,,,,,,,,,
1273,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,
1274,,,,,,,,7131,,,,,,,,,,,,,,,,,,,,,,,
1275,,,,,,,,1803,,,,,,,,,,,,,,,,,,,,,,,
1276,,,,,,,,4031,,,,,,,,,,,,,,,,,,,,,,,
1277,,,,,,,,4611,,,,,,,,,,,,,,,,,,,,,,,
1278,,,,,,,,4583,,,,,,,,,,,,,,,,,,,,,,,
1279,,,,,,,,7141,,,,,,,,,,,,,,,,,,,,,,,
1280,,,,,,,,4013,,,,,,,,,,,,,,,,,,,,,,,
1281,,,,,,,,7151,,,,,,,,,,,,,,,,,,,,,,,
1282,,,,,,,,4853,,,,,,,,,,,,,,,,,,,,,,,
1283,,,,,,,,7161,,,,,,,,,,,,,,,,,,,,,,,
1284,,,,,,,,5391,,,,,,,,,,,,,,,,,,,,,,,
1285,,,,,,,,3243,,,,,,,,,,,,,,,,,,,,,,,
1286,,,,,,,,432,,,,,,,,,,,,,,,,,,,,,,,
1287,,,,,,,,2121,,,,,,,,,,,,,,,,,,,,,,,
1288,,,,,,,,4641,,,,,,,,,,,,,,,,,,,,,,,
1289,,,,,,,,1672,,,,,,,,,,,,,,,,,,,,,,,
1290,,,,,,,,4011,,,,,,,,,,,,,,,,,,,,,,,
1291,,,,,,,,412,,,,,,,,,,,,,,,,,,,,,,,
1292,,,,,,,,5241,,,,,,,,,,,,,,,,,,,,,,,
1293,,,,,,,,7171,,,,,,,,,,,,,,,,,,,,,,,
1294,,,,,,,,4003,,,,,,,,,,,,,,,,,,,,,,,
1295,,,,,,,,4301,,,,,,,,,,,,,,,,,,,,,,,
1296,,,,,,,,5381,,,,,,,,,,,,,,,,,,,,,,,
1297,,,,,,,,7181,,,,,,,,,,,,,,,,,,,,,,,
1298,,,,,,,,5361,,,,,,,,,,,,,,,,,,,,,,,
1299,,,,,,,,4773,,,,,,,,,,,,,,,,,,,,,,,
1300,,,,,,,,7191,,,,,,,,,,,,,,,,,,,,,,,
1301,,,,,,,,4701,,,,,,,,,,,,,,,,,,,,,,,
1302,,,,,,,,4993,,,,,,,,,,,,,,,,,,,,,,,
1303,,,,,,,,4103,,,,,,,,,,,,,,,,,,,,,,,
1304,,,,,,,,2352,,,,,,,,,,,,,,,,,,,,,,,
1305,,,,,,,,4572,,,,,,,,,,,,,,,,,,,,,,,
1306,,,,,,,,4521,,,,,,,,,,,,,,,,,,,,,,,
1307,,,,,,,,7201,,,,,,,,,,,,,,,,,,,,,,,
1308,,,,,,,,5221,,,,,,,,,,,,,,,,,,,,,,,
1309,,,,,,,,2043,,,,,,,,,,,,,,,,,,,,,,,
1310,,,,,,,,7211,,,,,,,,,,,,,,,,,,,,,,,
1311,,,,,,,,3882,,,,,,,,,,,,,,,,,,,,,,,
1312,,,,,,,,4014,,,,,,,,,,,,,,,,,,,,,,,
1313,,,,,,,,7221,,,,,,,,,,,,,,,,,,,,,,,
1314,,,,,,,,2802,,,,,,,,,,,,,,,,,,,,,,,
1315,,,,,,,,2362,,,,,,,,,,,,,,,,,,,,,,,
1316,,,,,,,,5401,,,,,,,,,,,,,,,,,,,,,,,
1317,,,,,,,,5561,,,,,,,,,,,,,,,,,,,,,,,
1318,,,,,,,,5211,,,,,,,,,,,,,,,,,,,,,,,
1319,,,,,,,,4104,,,,,,,,,,,,,,,,,,,,,,,
1320,,,,,,,,1412,,,,,,,,,,,,,,,,,,,,,,,
1321,,,,,,,,3572,,,,,,,,,,,,,,,,,,,,,,,
1322,,,,,,,,5481,,,,,,,,,,,,,,,,,,,,,,,
1323,,,,,,,,5482,,,,,,,,,,,,,,,,,,,,,,,
1324,,,,,,,,5483,,,,,,,,,,,,,,,,,,,,,,,
1325,,,,,,,,5484,,,,,,,,,,,,,,,,,,,,,,,
1326,,,,,,,,4763,,,,,,,,,,,,,,,,,,,,,,,
