变量名,force,limitHint,storyType,canSkip,roleName,lastTime,needAutoJump,talkContent,showType,extraAniTarget,extraAniAngle,extraAniWaitGuide,triggerTime,anyPosCancel,animateAngle,topPosY,topPosX,topTalk,choices,gotoStep,talkSelect,tagName,extraAniPos,specialRegionAni,animate,animatePos,extraAniName,extraAniRes,headRes,lightSize,offPos,operateLimit
1502,,,,,Rotom Pokédex,,,Tap to view the enemy unit's details,1,,,,,,,,,,,,,<gameLayer;obj2;cardPanel>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=-650;y=400},
1503,,,,,Rotom Pokédex,,,This is the Pokemon's name,1,,,,,TRUE,,,,,,,,<card;auto_chess_common_card2.json;Panel;cardName>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,{width=300;dy=0;dx=0;height=100},{x=0;y=260},
1504,,,,,Rotom Pokédex,,,"This is the Pokemon's Attack, which determines how much damage it deals when attacking",1,,,,,TRUE,,,,,,,,<card;auto_chess_common_card2.json;Panel;panelDmg>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
1505,,,,,Rotom Pokédex,,,"This is the Pokemon's HP, which determines how much damage it can take before it is knocked out",1,,,,,TRUE,,,,,,,,<card;auto_chess_common_card2.json;Panel;panelHp>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
1506,,,,,Rotom Pokédex,,,This is the Pokemon's star level. Its power increases as its star level goes up,1,,,,,TRUE,,,,,,,,<card;auto_chess_common_card2.json;Panel;panelStar>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
1507,,,,,Rotom Pokédex,,,These are the Pokemon's natures. Different Trainers prefer different natures,1,,,,,TRUE,,,,,,,,<card;auto_chess_common_card2.json;Panel;attrList>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
1508,,,,,Rotom Pokédex,,,Tap to close the details,1,,,,,,,,,,,,,<card;auto_chess_common_card2.json;Panel;cardFrame>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
1509,,,,,Rotom Pokédex,,,Tap to start the battle,1,,,,,,,,,,,,,<stage;fightBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=400;y=400},
1601,,,,,Rotom Pokédex,,,"Pokemon damage rule 1: When making a basic attack, the #C0xF13B54#attacker#C0x5B545B# and the #C0x3D8A99#defender#C0x5B545B# clash, and the #C0x3D8A99#defender#C0x5B545B# takes damage equal to the Attack of the #C0xF13B54#attacker#C0x5B545B#
#C0xF13B54#Charmander#C0x5B545B# will deal 3 damage to #C0x3D8A99#Bulbasaur#C0x5B545B#",1,,,,,TRUE,,,,,,,,<gameLayer;obj1;cardPanel>,,,,,,,login/new_character/img_tjltm@.png,{width=400;dy=200;dx=0;height=1000},{x=-800;y=100},
1602,,,,,Rotom Pokédex,,,"Pokemon damage rule 2: Then the #C0xF13B54#attacker#C0x5B545B# takes counter damage equal to the Attack of the #C0x3D8A99#defender#C0x5B545B#
#C0xF13B54#Charmander#C0x5B545B# will take 2 counter damage from #C0x3D8A99#Bulbasaur#C0x5B545B#",1,,,,,TRUE,,,,,,,,<gameLayer;obj1;cardPanel>,,,,,,,login/new_character/img_tjltm@.png,{width=400;dy=200;dx=0;height=1000},{x=-800;y=100},
1603,,,,,Rotom Pokédex,,,"Pokemon damage rule 3: When a card's HP drops to 0, that card is knocked out",1,,,,,TRUE,,,,,,,,<gameLayer;obj1;cardPanel>,,,,,,,login/new_character/img_tjltm@.png,{width=400;dy=200;dx=0;height=1000},{x=-800;y=100},
1701,,,,,Rotom Pokédex,,,"Trainer damage rule 1: When one side has no units left on the field, the game ends
The winner deals damage to the losing Trainer (damage = total star level of the winner's units on the field + the Trainer's base damage)
Reduce the enemy Trainer's HP to 0 to win the battle",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=-240;y=100},
1702,,,,,Rotom Pokédex,,,"Look, we won this battle and earned 3 gold, so now we can buy a new Pokemon",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=-800;y=300},
1703,,,,,Rotom Pokédex,,,Tap to close the results screen,1,,,,,,,,,,,,,<awardList;bg>,,,effect/shouyindao.skel,{x=500;y=0},,,login/new_character/img_tjltm@.png,,,
1801,,,,,Rotom Pokédex,,,"After the battle ends, all of your Pokemon recover their status
Non-permanent buffs gained during battle are not kept",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=-760;y=160},
1802,,,,,Rotom Pokédex,,,"Look, your Charmander is healthy again",1,,,,,TRUE,,,,,,,,<gameLayer;obj1;cardPanel>,,,,,,,login/new_character/img_tjltm@.png,,{x=-760;y=160},
1803,,,,,Rotom Pokédex,,,"Even so, we still need more partners",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
1804,,,,,Rotom Pokédex,,,There is a shop up ahead. The gold we just earned will come in handy there,1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
1805,,Tap to enter the shop,,,Rotom Pokédex,,,Tap to enter the shop,1,,,,,,,,,,,,,<stage;panelShop;panelMenu;encounterPanel>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},<4;1>
1901,,,,,Rotom Pokédex,,,It looks like we can only afford Meowth. Tap to select Meowth,1,,,,,,,,,,,,,<stage;panelShop;panelInfo;obj3;cardPanel>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
1902,,,,,Rotom Pokédex,,,Tap to confirm the purchase,1,,,,,,,,,,,,,<stage;panelShop;panelInfo;confirmBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
2001,,,,,Rotom Pokédex,,,Tap to view Meowth's details,1,,,,,,,,,,,,,<gameLayer;obj3;cardPanel>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
2002,,,,,Rotom Pokédex,,,Here are the Pokemon's effects,1,,,,,TRUE,,,,,,,,<card;auto_chess_common_card2.json;Panel;skillList>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
2003,,,,,Rotom Pokédex,,,Here are the keyword explanations,1,,,,,TRUE,,,,,,,,<card;auto_chess_common_card2.json;Panel;skillKeyWordsList;skillKeyWordsItem>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
2004,,,,,Rotom Pokédex,,,Tap to close the details,1,,,,,,,,,,,,,<card;auto_chess_common_card2.json;Panel;cardFrame>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
2005,,Drag Meowth onto the field,,,Rotom Pokédex,,,"Great! Playing Meowth will give us 3 gold
Tap to close the details, then drag Meowth onto the field like before",1,,,TRUE,,TRUE,,,,,,,,<gameLayer;obj3;cardPanel>,{x=0;y=35},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<7;3;2>
2101,,,,,Rotom Pokédex,,,"We have 4 gold now, but it still is not enough",1,,,,,TRUE,,,,,,,,<ui;goldIcon>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,{width=300;dy=0;dx=0;height=100},{x=0;y=260},
2102,,Drag Meowth to the sell zone and sell it,,,Rotom Pokédex,,,Drag Meowth upward to the sell zone and sell it,1,,,TRUE,,TRUE,,,,,,,,<gameLayer;obj3;cardPanel>,{x=0;y=35},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=-520;y=200},<12;3>
2201,,,,,Rotom Pokédex,,,Great! Now we have enough gold to buy Charmander,1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
2202,,,,,Rotom Pokédex,,,Tap to select Charmander,1,,,,,,,,,,,,,<stage;panelShop;panelInfo;obj4;cardPanel>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
2203,,,,,Rotom Pokédex,,,Tap to confirm the purchase,1,,,,,,,,,,,,,<stage;panelShop;panelInfo;confirmBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
2301,,,,,Rotom Pokédex,,,Two identical 1-star cards automatically combine into a 2-star card,1,,,,,TRUE,,,,,,,,<gameLayer;obj1;cardPanel>,,,,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
2401,,Drag Charmander onto the field,,,Rotom Pokédex,,,Drag the 2-star Charmander onto the field,1,,,TRUE,,TRUE,,,,,,,,<gameLayer;obj1;cardPanel>,{x=0;y=35},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<7;1;1>
2501,,,,,Rotom Pokédex,,,Tap the battle encounter,1,,,,,,,,,,,,,<stage;panelShop;panelMenu;encounterPanel>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
2601,,,,,Rotom Pokédex,,,Tap to start the battle,1,,,,,,,,,,,,,<stage;panelShop;panelInfo;confirmBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
2701,,,,,Rotom Pokédex,,,Tap to start the battle,1,,,,,,,,,,,,,<stage;fightBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=400;y=400},
2801,,,,,Rotom Pokédex,,,"Action order: When multiple units are battling, the leftmost unit acts first, then actions proceed from left to right",1,2,,,,TRUE,,,,,,,,<gameLayer;obj1;cardPanel>,{x=200;y=70},,,,attack_order_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,{width=1000;dy=200;dx=0;height=1000},{x=-800;y=0},
2802,,,,,Rotom Pokédex,,,"Attack target: When there are multiple possible targets, one is chosen at random",1,,,,,TRUE,,,,,,,,<gameLayer;obj1;cardPanel>,,,,,,,login/new_character/img_tjltm@.png,{width=1000;dy=200;dx=0;height=1000},{x=-800;y=100},
2901,,,,,Rotom Pokédex,,,"Trainer damage rule 2: If your Trainer's HP is reduced to 0, the adventure ends in defeat",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=-300;y=100},
2902,,,,,Rotom Pokédex,,,"We lost this battle, but that's okay. Our Trainer still has plenty of HP",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=-300;y=100},
2903,,,,,Rotom Pokédex,,,Look! The Professor sent us some helpers,1,,,,,,,,,,,,,<awardList;bg>,,,effect/shouyindao.skel,{x=500;y=0},,,login/new_character/img_tjltm@.png,,{x=-900;y=200},
3001,,,,,Rotom Pokédex,,,Tap to view the newly obtained equipment card,1,,,,,,,,,,,,,<gameLayer;obj10;cardPanel>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
3002,,,,,Rotom Pokédex,,,This is the equipment's name,1,,,,,TRUE,,,,,,,,<card;auto_chess_common_card2.json;Panel;cardName>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,{width=300;dy=0;dx=0;height=100},{x=0;y=260},
3003,,,,,Rotom Pokédex,,,"This is the equipment's Attack bonus. When equipped, it gives the Pokemon extra Attack",1,,,,,TRUE,,,,,,,,<card;auto_chess_common_card2.json;Panel;panelDmg>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
3004,,,,,Rotom Pokédex,,,"This is the equipment's HP bonus. When equipped, it gives the Pokemon extra HP",1,,,,,TRUE,,,,,,,,<card;auto_chess_common_card2.json;Panel;panelHp>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
3005,,,,,Rotom Pokédex,,,This is the equipment's effect. Critical Hit makes a Pokemon's attacks stronger,1,,,,,TRUE,,,,,,,,<card;auto_chess_common_card2.json;Panel;skillList>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
3006,,,,,Rotom Pokédex,,,Tap to close the details,1,,,,,,,,,,,,,<card;auto_chess_common_card2.json;Panel;cardFrame>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
3007,,Drag Magmarizer onto Charmander to equip it,,,Rotom Pokédex,,,Drag the equipment card from your hand onto Charmander to equip Magmarizer,1,,,,,TRUE,,,,,,,,<gameLayer;obj10;cardPanel>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},<8;1;10>
3101,,Drag Magby onto the field,,,Rotom Pokédex,,,"Very good! Next, drag Magby onto the field",1,,,,,TRUE,,,,,,,,<gameLayer;obj9;cardPanel>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},<7;9;1>
3201,,,,,Rotom Pokédex,,,Tap to view Magby's details,1,,,,1000,,,,,,,,,<gameLayer;obj9;cardPanel>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=-900;y=200},
3202,,,,,Rotom Pokédex,,,"Magby works well with Critical Hit units, so it is better if it acts later",1,,,,,,,,,,,,,<card;auto_chess_common_card2.json;Panel;skillList>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
3203,,Drag Magby and Charmander to swap their positions,,,Rotom Pokédex,,,Drag Magby and Charmander to swap their positions,1,,90,TRUE,,TRUE,,,,,,,,<gameLayer;obj9;cardPanel>,{x=0;y=0},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=-900;y=200},<10;9;2>
3301,,,,,Rotom Pokédex,,,Tap the battle encounter,1,,,,,,,,,,,,,<stage;panelShop;panelMenu;bossPanel>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
3401,,,,,Rotom Pokédex,,,Tap to start the battle,1,,,,,,,,,,,,,<stage;panelShop;panelInfo;confirmBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
3501,,,,,Rotom Pokédex,,,Tap to start the battle,1,,,,,,,,,,,,,<stage;fightBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=400;y=400},
3601,,,,,Rotom Pokédex,,,You clearly have a knack for this. You've mastered it already,1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
3602,,,,,Rotom Pokédex,,,"Next, aim for the goal of becoming a Pokemon Master! Do your best!",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10001,,,,,Rotom Pokédex,,,"Hello, Trainer. Welcome to card duels. Before we begin, you need to pass a small trial.",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10002,,,,,Rotom Pokédex,,,"Before entering battle, you first need to choose a Trainer role.",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10003,,,,,Rotom Pokédex,,,"Read each Trainer's skill carefully, then choose a Trainer",1,,,,,,,,,,,,,<Panel;findList;list;trainer1;trainerBg>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=-720;y=110},
10011,,,,,Rotom Pokédex,,,"After choosing, tap Ready. (Rotom tip: Even after tapping Ready, you can still switch your Trainer selection.)",1,,,,,,,,,,,,,<Panel;findList;confirmBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=-720;y=110},
10021,,,,,Rotom Pokédex,,,"The left side lists the players in this match. #C0x3D8A99#Blue marks the Trainer you control#C0x5B545B#, and #C0xF13B54#Red marks the Trainer you will battle this round#C0x5B545B# (Rotom tip: In a full match, 6 players compete at the same time.)",1,,,,,TRUE,,,,,,,,<Panel;playerInfo1;trainerHead>,,,,,,,login/new_character/img_tjltm@.png,{width=200;dy=-240;dx=0;height=600},{x=-900;y=380},
10022,,,,,Rotom Pokédex,,,This shows the current round number,1,,,,,TRUE,,,,,,,,<Panel;ui;panelRound;roundbg>,,,,,,,login/new_character/img_tjltm@.png,,{x=-420;y=380},
10023,,,,,Rotom Pokédex,,,The top-right area shows how much gold you currently have and how much you will gain at the start of the next round,1,,,,,TRUE,,,,,,,,<Panel;ui;panelGold>,,,,,,,login/new_character/img_tjltm@.png,,{x=700;y=760},
10024,,Drag the designated shop item to the green area to buy it,,,Rotom Pokédex,,,Let's recruit a Pokemon from the shop first,1,,180,TRUE,,TRUE,,,,,,,,<stage;panelPVPShop;panelCards;obj1;cardPanel>,{x=0;y=0},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<101;1>
10031,,Drag the designated card onto the field,,,Rotom Pokédex,,,Drag Doduo from your hand onto the field,1,,,TRUE,,TRUE,,,,,,,,<Panel;gameLayer;obj1;cardPanel>,{x=0;y=35},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<7;1;1>
10041,,Tap the button to upgrade the shop,,,Rotom Pokédex,,,"Use the remaining gold to upgrade the shop. It will help us find stronger partners. At the start of the next round, the shop offerings will refresh automatically",1,,,,,,,,,,,,,<stage;panelPVPShop;levelUpBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},<105>
10051,,,,,Rotom Pokédex,,,Tap the Ready button and get ready for the first battle,1,,,,,,,,,,,,,<stage;readyBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10052,,,,,Rotom Pokédex,,,"Action order: When multiple Pokemon are battling, the leftmost Pokemon acts first, and turns proceed from left to right; if there are two leftmost Pokemon, the one with the higher total stats acts first",1,2,,,,TRUE,,,,,,,,<gameLayer;obj1;cardPanel>,{x=200;y=70},,,,attack_order_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,{width=1000;dy=200;dx=0;height=1000},{x=-800;y=-60},
10053,,,,,Rotom Pokédex,,,"Pokemon damage rule 1: When making a basic attack, the #C0xF13B54#attacker#C0x5B545B# and the #C0x3D8A99#defender#C0x5B545B# clash, and the #C0x3D8A99#defender#C0x5B545B# takes damage equal to the Attack of the #C0xF13B54#attacker#C0x5B545B#. Doduo will deal 1 damage to Azurill",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=-800;y=100},
10054,,,,,Rotom Pokédex,,,Pokemon damage rule 2: Then the #C0xF13B54#attacker#C0x5B545B# takes counter damage equal to the Attack of the #C0x3D8A99#defender#C0x5B545B#. Doduo takes 1 counter damage from Azurill,1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=-800;y=100},
10055,,,,,Rotom Pokédex,,,"Pokemon damage rule 3: When a Pokemon's HP drops to 0, it temporarily leaves the field, and your lineup is restored at the start of the next round",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=-800;y=100},
10056,,,,,Rotom Pokédex,,,"Trainer damage rule 1: When one side has no units left on the field, the battle phase ends
The winner deals damage to the losing Trainer (damage = total star level of the winner's units on the field + the winner's shop level)
When a Trainer's HP reaches 0, they are eliminated and their final placement is settled",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=-800;y=100},
10071,,,,,Rotom Pokédex,,,Great! We won the first battle and earned more gold,1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=-240;y=100},
10072,,Drag the designated shop item to the green area to buy it,,,Rotom Pokédex,,,The shop has refreshed. Let's buy Doduo,1,,180,TRUE,,TRUE,,,,,,,,<stage;panelPVPShop;panelCards;obj5;cardPanel>,{x=0;y=0},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=-240;y=100},<101;1>
10081,,Drag the designated shop item to the green area to buy it,,,Rotom Pokédex,,,Two identical 1-star Pokemon combine into a 2-star Pokemon and return to your hand. Let's keep buying,1,,180,TRUE,,TRUE,,,,,,,,<stage;panelPVPShop;panelCards;obj6;cardPanel>,{x=0;y=0},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<101;2>
10091,,Drag the designated shop item to the green area to buy it,,,Rotom Pokédex,,,Let's keep buying,1,,180,TRUE,,TRUE,,,,,,,,<stage;panelPVPShop;panelCards;obj7;cardPanel>,{x=0;y=0},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<101;3>
10101,,,,,Rotom Pokédex,,,"Two identical 2-star Pokemon combine into a 4-star Pokemon and return to your hand, and you also gain 1 Breakthrough reward event card",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10103,,Drag the designated card onto the field,,,Rotom Pokédex,,,Drag Doduo from your hand onto the field,1,,,TRUE,,TRUE,,,,,,,,<Panel;gameLayer;obj1;cardPanel>,{x=0;y=35},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<7;1;1>
10111,,Drag the designated card onto the field,,,Rotom Pokédex,,,Event cards can give us powerful buffs. Let's play the event card,1,,,TRUE,,TRUE,,,,,,,,<Panel;gameLayer;obj11;cardPanel>,{x=0;y=35},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<16;11>
10121,,,,,Rotom Pokédex,,,Select the card,1,,,,,,,,,,,,,<findObj13;cardPanel>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=-700;y=260},
10122,,,,,Rotom Pokédex,,,Tap Confirm,1,,,,,,,,,,,,,<Panel;findList;confirmBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=-300;y=60},
10131,,Drag the designated card onto the field,,,Rotom Pokédex,,,Shellder's Guard effect can protect Doduo better. Let's place it to Doduo's right,1,,,TRUE,,TRUE,,,,,,,,<Panel;gameLayer;obj13;cardPanel>,{x=0;y=35},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<7;13;2>
10141,,,,,Rotom Pokédex,,,There is also an equipment card in the shop. Tap it to view its effect,1,,,,,,,,,,,,,<stage;panelPVPShop;panelCards;obj8;cardPanel>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10142,,,,,Rotom Pokédex,,,"This equipment looks perfect for Doduo, who acts many times, but we can't afford it yet",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10143,,,,,Rotom Pokédex,,,Tap again to close the details,1,,,,,,,,,,,,,<auto_chess_common_card2.json;Panel;cardFrame>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10145,,Tap the Lock button to lock the current shop items,,,Rotom Pokédex,,,Let's tap the Lock button to keep the current shop items. Locked items will still appear in the shop next round,1,,,,,,,,,,,,,<stage;panelPVPShop;lockBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},<104>
10151,,,,,Rotom Pokédex,,,Tap the Ready button,1,,,,,,,,,,,,,<stage;readyBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10171,,,,,Rotom Pokédex,,,"Excellent. We won this battle thanks to Shellder, which blocked a fatal blow for Doduo",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
