变量名,_beizhu,itemWeightMap,itemCount,costMap,vipStart,vipWeight,beginDate,endDate,position,levelRange,limitType,limitTimes,showUnable
220,宝石53,{5028=100;5029=100;5030=100},30,{coin3=860},,100,,,16,<85;109>,,,
221,宝石54,{5031=100;5032=100;5033=100},30,{coin3=930},,100,,,16,<95;114>,,,
222,宝石54,{5031=100;5032=100;5033=100},30,{coin3=930},,100,,,16,<95;114>,,,
223,宝石55,{5034=100;5035=100;5036=100},30,{coin3=990},,100,,,16,<100;119>,,,
224,宝石55,{5034=100;5035=100;5036=100},30,{coin3=990},,100,,,16,<100;119>,,,
225,宝石61,{5037=100;5038=100;5039=100},30,{coin3=1020},,100,,,16,<105;124>,,,
226,宝石61,{5037=100;5038=100;5039=100},30,{coin3=1020},,100,,,16,<105;124>,,,
227,宝石62,{5040=100;5041=100;5042=100},30,{coin3=1050},,100,,,16,<110;129>,,,
228,宝石62,{5040=100;5041=100;5042=100},30,{coin3=1050},,100,,,16,<110;129>,,,
229,宝石63,{5043=100;5044=100;5045=100},30,{coin3=1080},,100,,,16,<115;134>,,,
230,宝石63,{5043=100;5044=100;5045=100},30,{coin3=1080},,100,,,16,<115;134>,,,
231,宝石64,{5046=100;5047=100;5048=100},30,{coin3=1140},,100,,,16,<120;139>,,,
232,宝石64,{5046=100;5047=100;5048=100},30,{coin3=1140},,100,,,16,<120;139>,,,
233,宝石65,{5049=100;5050=100;5051=100},30,{coin3=1200},,100,,,16,<125;144>,,,
234,宝石65,{5049=100;5050=100;5051=100},30,{coin3=1200},,100,,,16,<125;144>,,,
235,宝石66,{5052=100;5053=100;5054=100},30,{coin3=1270},,100,,,16,<130;149>,,,
236,宝石66,{5052=100;5053=100;5054=100},30,{coin3=1270},,100,,,16,<130;149>,,,
,,,,,,,,,,,,,
301,宝石21,{5001=100;5002=100;5003=100},30,{coin3=300},,100,,,17,<1;27>,,,
302,宝石21,{5001=100;5002=100;5003=100},30,{coin3=300},,100,,,17,<1;27>,,,
303,宝石22,{5004=100;5005=100;5006=100},30,{coin3=360},,100,,,17,<1;39>,,,
304,宝石22,{5004=100;5005=100;5006=100},30,{coin3=360},,100,,,17,<1;39>,,,
305,宝石31,{5007=100;5008=100;5009=100},30,{coin3=360},,100,,,17,<1;49>,,,
306,宝石31,{5007=100;5008=100;5009=100},30,{coin3=360},,100,,,17,<1;49>,,,
307,宝石32,{5010=100;5011=100;5012=100},30,{coin3=430},,100,,,17,<28;59>,,,
308,宝石32,{5010=100;5011=100;5012=100},30,{coin3=430},,100,,,17,<28;59>,,,
309,宝石33,{5013=100;5014=100;5015=100},30,{coin3=500},,100,,,17,<40;69>,,,
310,宝石33,{5013=100;5014=100;5015=100},30,{coin3=500},,100,,,17,<40;69>,,,
311,宝石41,{5016=100;5017=100;5018=100},30,{coin3=570},,100,,,17,<50;79>,,,
312,宝石41,{5016=100;5017=100;5018=100},30,{coin3=570},,100,,,17,<50;79>,,,
313,宝石42,{5019=100;5020=100;5021=100},30,{coin3=650},,100,,,17,<60;84>,,,
314,宝石42,{5019=100;5020=100;5021=100},30,{coin3=650},,100,,,17,<60;84>,,,
315,宝石51,{5022=100;5023=100;5024=100},30,{coin3=720},,100,,,17,<70;100>,,,
316,宝石51,{5022=100;5023=100;5024=100},30,{coin3=720},,100,,,17,<70;100>,,,
317,宝石52,{5025=100;5026=100;5027=100},30,{coin3=790},,100,,,16,<80;104>,,,
318,宝石52,{5025=100;5026=100;5027=100},30,{coin3=790},,100,,,16,<80;104>,,,
319,宝石53,{5028=100;5029=100;5030=100},30,{coin3=860},,100,,,16,<85;109>,,,
320,宝石53,{5028=100;5029=100;5030=100},30,{coin3=860},,100,,,16,<85;109>,,,
321,宝石54,{5031=100;5032=100;5033=100},30,{coin3=930},,100,,,16,<95;114>,,,
322,宝石54,{5031=100;5032=100;5033=100},30,{coin3=930},,100,,,16,<95;114>,,,
323,宝石55,{5034=100;5035=100;5036=100},30,{coin3=990},,100,,,16,<100;119>,,,
324,宝石55,{5034=100;5035=100;5036=100},30,{coin3=990},,100,,,16,<100;119>,,,
325,宝石61,{5037=100;5038=100;5039=100},30,{coin3=1020},,100,,,16,<105;124>,,,
326,宝石61,{5037=100;5038=100;5039=100},30,{coin3=1020},,100,,,16,<105;124>,,,
327,宝石62,{5040=100;5041=100;5042=100},30,{coin3=1050},,100,,,16,<110;129>,,,
328,宝石62,{5040=100;5041=100;5042=100},30,{coin3=1050},,100,,,16,<110;129>,,,
329,宝石63,{5043=100;5044=100;5045=100},30,{coin3=1080},,100,,,16,<115;134>,,,
330,宝石63,{5043=100;5044=100;5045=100},30,{coin3=1080},,100,,,16,<115;134>,,,
331,宝石64,{5046=100;5047=100;5048=100},30,{coin3=1140},,100,,,16,<120;139>,,,
332,宝石64,{5046=100;5047=100;5048=100},30,{coin3=1140},,100,,,16,<120;139>,,,
333,宝石65,{5049=100;5050=100;5051=100},30,{coin3=1200},,100,,,16,<125;144>,,,
334,宝石65,{5049=100;5050=100;5051=100},30,{coin3=1200},,100,,,16,<125;144>,,,
335,宝石66,{5052=100;5053=100;5054=100},30,{coin3=1270},,100,,,16,<130;149>,,,
336,宝石66,{5052=100;5053=100;5054=100},30,{coin3=1270},,100,,,16,<130;149>,,,
,,,,,,,,,,,,,
401,宝石21,{5001=100;5002=100;5003=100},30,{coin3=300},,100,,,18,<1;27>,,,
402,宝石21,{5001=100;5002=100;5003=100},30,{coin3=300},,100,,,18,<1;27>,,,
403,宝石22,{5004=100;5005=100;5006=100},30,{coin3=360},,100,,,18,<1;39>,,,
404,宝石22,{5004=100;5005=100;5006=100},30,{coin3=360},,100,,,18,<1;39>,,,
405,宝石31,{5007=100;5008=100;5009=100},30,{coin3=360},,100,,,18,<1;49>,,,
406,宝石31,{5007=100;5008=100;5009=100},30,{coin3=360},,100,,,18,<1;49>,,,
407,宝石32,{5010=100;5011=100;5012=100},30,{coin3=430},,100,,,18,<28;59>,,,
408,宝石32,{5010=100;5011=100;5012=100},30,{coin3=430},,100,,,18,<28;59>,,,
409,宝石33,{5013=100;5014=100;5015=100},30,{coin3=500},,100,,,18,<40;69>,,,
410,宝石33,{5013=100;5014=100;5015=100},30,{coin3=500},,100,,,18,<40;69>,,,
411,宝石41,{5016=100;5017=100;5018=100},30,{coin3=570},,100,,,18,<50;79>,,,
412,宝石41,{5016=100;5017=100;5018=100},30,{coin3=570},,100,,,18,<50;79>,,,
413,宝石42,{5019=100;5020=100;5021=100},30,{coin3=650},,100,,,18,<60;84>,,,
414,宝石42,{5019=100;5020=100;5021=100},30,{coin3=650},,100,,,18,<60;84>,,,
415,宝石51,{5022=100;5023=100;5024=100},30,{coin3=720},,100,,,18,<70;100>,,,
416,宝石51,{5022=100;5023=100;5024=100},30,{coin3=720},,100,,,18,<70;100>,,,
417,宝石52,{5025=100;5026=100;5027=100},30,{coin3=790},,100,,,16,<80;104>,,,
418,宝石52,{5025=100;5026=100;5027=100},30,{coin3=790},,100,,,16,<80;104>,,,
419,宝石53,{5028=100;5029=100;5030=100},30,{coin3=860},,100,,,16,<85;109>,,,
420,宝石53,{5028=100;5029=100;5030=100},30,{coin3=860},,100,,,16,<85;109>,,,
421,宝石54,{5031=100;5032=100;5033=100},30,{coin3=930},,100,,,16,<95;114>,,,
422,宝石54,{5031=100;5032=100;5033=100},30,{coin3=930},,100,,,16,<95;114>,,,
423,宝石55,{5034=100;5035=100;5036=100},30,{coin3=990},,100,,,16,<100;119>,,,
424,宝石55,{5034=100;5035=100;5036=100},30,{coin3=990},,100,,,16,<100;119>,,,
425,宝石61,{5037=100;5038=100;5039=100},30,{coin3=1020},,100,,,16,<105;124>,,,
426,宝石61,{5037=100;5038=100;5039=100},30,{coin3=1020},,100,,,16,<105;124>,,,
427,宝石62,{5040=100;5041=100;5042=100},30,{coin3=1050},,100,,,16,<110;129>,,,
428,宝石62,{5040=100;5041=100;5042=100},30,{coin3=1050},,100,,,16,<110;129>,,,
429,宝石63,{5043=100;5044=100;5045=100},30,{coin3=1080},,100,,,16,<115;134>,,,
430,宝石63,{5043=100;5044=100;5045=100},30,{coin3=1080},,100,,,16,<115;134>,,,
431,宝石64,{5046=100;5047=100;5048=100},30,{coin3=1140},,100,,,16,<120;139>,,,
432,宝石64,{5046=100;5047=100;5048=100},30,{coin3=1140},,100,,,16,<120;139>,,,
433,宝石65,{5049=100;5050=100;5051=100},30,{coin3=1200},,100,,,16,<125;144>,,,
434,宝石65,{5049=100;5050=100;5051=100},30,{coin3=1200},,100,,,16,<125;144>,,,
435,宝石66,{5052=100;5053=100;5054=100},30,{coin3=1270},,100,,,16,<130;149>,,,
436,宝石66,{5052=100;5053=100;5054=100},30,{coin3=1270},,100,,,16,<130;149>,,,
,,,,,,,,,,,,,
1001,亚莎,{2212=1},1,{coin3=20000},0,100,,,19,,4,1,
