变量名,_beizhu,cardID,desc,groupID,starUnlock,addAttributes,unlockdesc1,unlockdesc2,unlockType,unlockTarget,lock,rarity,level,star,advance,skillLevels,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,zawake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages,block,breakBlock,elementalDamageAdd,elementalDamageDeepen,elementalDamageReduce,elementalDamageSub,finalDamageAdd,finalDamageDeepen,finalDamageReduce,finalDamageSub,ignoreDamageSub,mpAttackRecover,mpBeAttackRecover,shieldPower,strike
30793,,793,火暴兽,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803,,803,大力鳄,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30893,,893,玛力露丽,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31253,,1253,班基拉斯,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31271,,1271,凤王,4,,,玩法周期内累计认输6次后解锁,恭喜解锁凤王，你已经超过30%的玩家,2,6,1,4,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,,,,,,,,,,,,,,,,
31293,,1293,蜥蜴王,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31303,,1303,火焰鸡,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31313,,1313,巨沼怪,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31443,,1443,爆音怪,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31503,,1503,波士可多拉,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31893,,1893,暴飞龙,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31903,,1903,巨金怪,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31941,,1941,拉帝亚斯,4,,,获得徽章【合体之谜I】后解锁,恭喜解锁拉帝亚斯，你已经超过70%的玩家,3,5101,1,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,500,500,,,,,,,,,,,,,,,,,,,,
31951,,1951,拉帝欧斯,4,,,获得徽章【合体之谜II】后解锁,恭喜解锁拉帝欧斯，你已经超过70%的玩家,3,5102,1,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,500,500,,,,,,,,,,,,,,,,,,,,
31971,,1971,固拉多,4,,,获得徽章【大地之怒】后解锁,恭喜解锁固拉多，你已经超过90%的玩家,3,5103,1,4,,,,,,,,,,,,,200%,200%,200%,200%,200%,200%,,,,,,,2000,2000,500,500,,,,,,,,,,,,,,,,,,,,
31981,,1981,裂空座,4,,,挑战完成【迈向最强之路】副本后极大概率解锁,恭喜解锁裂空座，你已经超过30%的玩家,4,19,1,4,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,,,,,,,,,,,,,,,,
32013,,2013,土台龟,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
