变量名,name,designLength,isFloor1,level,homeScoreRange
默认值,,21,0,1,<>
ID,name,designLength,isFloor1,level,homeScoreRange
205,#F44##C0xFFAEE97E##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#舒适,27,,5,<8000;11000>
206,#F44##C0xFFAEE97E##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#温馨,27,,6,<11000;99999>
211,#F44##C0xFFF76B45##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#密集,27,1,,<-999999;-1>
212,#F44##C0xFFFFD668##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#需添置,27,1,2,<-1;4000>
213,#F44##C0xFFFFD668##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#简朴,27,1,3,<4000;7500>
214,#F44##C0xFFFFD668##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#简约,27,1,4,<7500;11000>
215,#F44##C0xFFAEE97E##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#舒适,27,1,5,<11000;15000>
216,#F44##C0xFFAEE97E##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#温馨,27,1,6,<15000;99999>
301,#F44##C0xFFF76B45##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#密集,36,,,<-999999;-1>
302,#F44##C0xFFFFD668##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#需添置,36,,2,<-1;4500>
303,#F44##C0xFFFFD668##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#简朴,36,,3,<4500;8300>
304,#F44##C0xFFFFD668##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#简约,36,,4,<8300;12000>
305,#F44##C0xFFAEE97E##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#舒适,36,,5,<12000;14000>
306,#F44##C0xFFAEE97E##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#温馨,36,,6,<14000;99999>
311,#F44##C0xFFF76B45##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#密集,36,1,,<-999999;-1>
312,#F44##C0xFFFFD668##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#需添置,36,1,2,<-1;5900>
313,#F44##C0xFFFFD668##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#简朴,36,1,3,<5900;10000>
314,#F44##C0xFFFFD668##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#简约,36,1,4,<10000;16000>
315,#F44##C0xFFAEE97E##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#舒适,36,1,5,<16000;19000>
316,#F44##C0xFFAEE97E##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#温馨,36,1,6,<19000;99999>
401,#F44##C0xFFF76B45##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#密集,,2,,<-999999;-1>
402,#F44##C0xFFFFD668##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#需添置,,2,2,<-1;1800>
403,#F44##C0xFFFFD668##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#简朴,,2,3,<1800;3400>
404,#F44##C0xFFFFD668##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#简约,,2,4,<3400;5000>
405,#F44##C0xFFAEE97E##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#舒适,,2,5,<5000;8400>
406,#F44##C0xFFAEE97E##Pfont/youmi1.ttf##LOC0xFF5B5B5B##LOS4##L00100000#温馨,,2,6,<8400;99999>
