77,giftSameTypeMax,同类礼包已达领取上限！,
78,shopItemBuyYet,商店物品无法再次购买！,
79,unionCreateRMBNotEnough,钻石不足，无法创建公会！,
80,unionAlreadyIn,你已经在公会中！,
81,unionQuitCDTime,退出公会之后会有12小时的加入\n公会冷却时间,
82,unionNameTooLong,公会名称过长，请修改！,
83,unionNameInvalid,公会名称不合适，请修改！,
84,unionNameDuplicated,公会名称已被占用，请修改！,
85,unionJoinPendingMax,申请加入的公会过多！,
86,unionJoinPending,你已经申请加入该公会！,
87,unionNotExisted,您已经被公会管理请离公会！,
88,unionLevelNotEnough,等级不足，无法加入公会！,
89,unionMemberMax,公会成员数已达上限！,
90,unionRefuseJoin,公会未开放成员加入！,
91,unionNoPrivilege,你没有权限管理该公会！,
92,unionRoleAlreadyIn,该玩家已经是本公会会员！,
93,unionRoleJoinCancel,该玩家已经放弃申请！,
94,unionRoleNoJoin,你没有申请加入该公会！,
95,unionAlreadyIn(exist),你已经是公会成员,
96,unionRoleAlreadyInOther,该玩家已经是其它公会会员！,
97,unionChairmanCanNotQuit,会长无法退出公会！,
98,unionCanNotHandleNonMember,无法对非本公会会员进行操作！,
99,unionOnlyChairman,只有会长与副会长才能操作！,
100,unionViceChairmanAlready,已经是副会长，无法晋级!,
101,unionViceChairmanMax,副会长人数已达上限！,
102,unionMemberAlready,已经是会员，无法降级!,
103,unionIsMyself,不能对自己进行该操作！,
104,unionNotAloneCanNotDestroy,公会还有会员，无法解散！,
105,unionIntroTooLong,公会公告过长，请修改！,
106,unionIntroInvalid,公会公告不合适，请修改！,
107,unionHuoDongNoOpen,公会活动未开放！,
108,unionHuoDongAwardAlreadyGet,公会活动奖励已领取！,
109,unionHuoDongContribLess,公会当日贡献度不足，该奖励无法领取！,
110,chatMsgTooLong,聊天内容过长！,
111,chatMsgInvalid,聊天内容有敏感词！,
112,chatNoUnion,你没有加入任何公会，无法进行公会聊天！,
113,chatNoOpen,您还未达到聊天功能开启的条件！,
114,chatTooMuch,今天聊的太多了，休息会！,
115,starNoEnoughGold,金币不足，星级无法提升！,
116,starCanNot,该装备无法升星！,
117,starCostIsStar,星级装备无法参与升星！,
118,starMax,装备星级已达上限！,
119,starNoThisEquip,没有该装备！,
120,starEquipDressed,该装备还穿在身上，无法消耗！,
121,starNoEnoughItems,道具不足，无法升星！,
122,starNoExp,没有任何经验获得！,
123,starEquipStared,该装备是加星装备，无法消耗！,
124,rankCheat,挑战失败！请关闭加速器等作弊工具！,
125,unionLevelLessNoOpened,公会等级不足，无法开启活动！,
126,unionFubenCD,更换公会明日5点才能挑战！,
127,unionFubenNoOpened,公会副本未开放，无法挑战！,
128,unionFubenOutOfTime,公会副本已关闭！,
129,unionFubenPassed,该公会副本已通关！,
130,unionFubenNoPassed,该公会副本未通关！,
131,unionFubenAwardGot,该公会副本奖励已领取！,
132,drawEquipRMBNotEnough,钻石不足，无法抽装备！,
133,freeDrawTimerNoCD,今日已免费抽取过，不得再次免费！,
134,drawBoxKeyNotEnough,钥匙不足，无法打开宝箱！,
135,drawBoxNotEnough,没有宝箱可以打开！,
136,fixShopLevelNotEnough,等级不足，无法开启！,
137,fixShopVIPNotEnough,贵族等级不足，无法开启！,
138,fixShopNotExisted,该商店不存在！,
139,fixShopRefresh,商店已经刷新，请重新选购！,
140,fixShopItemBuyMax,该商品购买已达上限！,
141,cardStarMaxErr,精灵星级已达上限，无法提升！,
142,cardStarGoldNotEnough,金币不足，无法升星！,
143,cardStarFragsNotEnough,碎片不足，星级无法提升！,
144,cardResetRMBNotEnough,钻石不足，无法重生！,
145,roleBeenSilent,你已经被禁言，请联系GM！,
146,roleBeenDisabled,你已经被封号，请联系GM！,
147,shopRefresh,商店货品已刷新，请重新选购,
148,unionShopRefreshRMBNotEnough,钻石不足，无法刷新！,
149,shopNotExisted,商店不存在！,
150,saodangCanNotBuy,贵族 1级可以购买扫荡次数！,
151,saodangBuyNoRMB,钻石不足，无法购买扫荡次数！,
152,saodangMaxNotBuy,扫荡次数已达上限，无法购买！,
153,exchangeGoldNotEnough,金币不足，无法兑换！,
154,exchangeItemNotEnough,道具不足，无法兑换！,
155,exchangeMax,次数已达上限，无法兑换！,
156,exchangeLevelNotEnough,角色等级不足，无法兑换！,
157,exchangeVIPNotEnough,贵族等级不足，无法兑换！,
158,huodongChanllengeVIPMax,活动挑战次数已达上限！,
159,giftOtherOpened,礼包已被他人领取！,
160,friendStaminaSendMax,今日体力赠送已达上限！,
161,friendStaminaRecvMax,今日体力领取已达上限！,
162,friendStaminaNone,无法领取好友体力！,
163,friendAlready,已经是好友！,
164,friendNone,他不是你的好友！,
165,friendMax,好友已达上限！,
166,friendFriendMax,对方好友已达上限！,
167,friendFriendReqMax,对方未处理的好友申请过多，您无法再申请！,
168,friendSearchNoSuchRole,查无此人！,
169,friendSearchMyself,您在查自己吗？,
170,skillPointNotEnough,技能点数不足,
171,skillPointBuyNoNeed,技能点已达上限，无需购买！,
172,strengthMaxErr,强化已经到顶级，无法强化！,
173,strengthGoldNotEnough,金币不足，无法强化！,
174,strengthItemsNotEnough,道具不足，无法强化！,
175,starItemsNotEnough,道具不足，无法升星！,
176,starMaxErr,升星已经到顶级，无法升星！,
177,starDropErr,星级不够，无法降星！,
178,goldFreeDrawCardTimerNoCD,金币冷却时间未到，无法抽卡！,
179,goldDrawLimitUp,今日金币抽卡已达上限次数,
180,pwRankAwardLimit,未达到该名次，不得领取,
181,pwAwardAreadyHas,已经领取过奖励，不得再次领取,
182,pwPointAwardLimit,未达到该积分，不得领取,
183,vipGiftLevelUp,贵族等级不足，不得购买,
184,vipGiftAreadyBuy,贵族礼包已被购买，不得再次购买,
185,vipGiftRmbUp,钻石不足，无法购买贵族礼包,
186,buyItemLevelLimit,等级不足，无法购买！,
187,buyItemRmbUp,钻石不足，无法购买,
188,pvpSelfErr,竞技玩法不能打自己！,
189,dropEquipStarRmbUp,钻石不足，无法降星,
190,talentLevelUp,该天赋等级已达上限，无法升级,
191,talentLevelPointUp,天赋点不足，无法升级,
192,talentLevelGoldUp,金币不足，无法升级,
193,talentResetRmbUp,钻石不足，无法重置,
194,talentResetNoIDs,当前天赋无任何消耗，无法重置,
195,cardDevelopGateLevelUp,等级不足不能进入该关卡,
196,cardDevelopGateStarUp,星级不足不能进入该关卡,
197,cardDevelopLevelUp,进化所需等级不足,
198,cardDevelopStarUp,进化所需星级不足,
199,cardDevelOnceGateUp,进化关卡只能打一次,
200,cardDevelopGateUp,进化关卡未通关,
201,cardDevelopLimit,进化等级已是最高,
202,cardFeelLevelUp,好感度已达等级上限,
203,cardFeelAdvanceExpLimit,经验还不足以好感度进阶,
204,cardFeelAdvanceUp,好感度已达上限,
205,gameRankRoleInfoErr,暂无此人信息,
206,cardFightSoulNoactive,此斗魂id还未激活,
207,cardFightSoulLevelUp,斗魂等级已达上限,
208,itemsCountError,道具数量错误,
209,cardFightGoldLimit,金币不足，斗魂无法升级,
210,cardFightRmbLimit,钻石不足，斗魂无法升级,
211,fragsCountError,碎片数量错误,
212,unionRenameRmbUp,钻石不足，无法重命名,
213,gameRankCardInfoErr,暂无此精灵信息,
214,unionOnlyChairmanOnly,只有会长才能操作！,
215,unionMailTooLong,公会邮件过长，请修改！,
216,unionMailoInvalid,公会邮件内容不合适，请修改！,
217,unionMailSendCountUp,当日邮件发送次数已达上限,
218,unionNoFixUnion,没有找到合适的公会,
219,unionWorldChatTime,公会招募冷却时间5分钟未到,
220,rolePersonalSignTooLong,字数过长,
221,rolePersonalSignInvalid,签名不合适！,
222,societyBlackListHasAdd,对方已经在黑名单里,
223,societyBlackListNoThis,黑名单中并不存在此角色,
224,randomTowerDataChange,今日时间已到，请退出重进,
225,yuanzhengStarLimit,购买buff所需星级不足,
226,yuanzhengboxOpenRmbUp,试炼开宝箱钻石不足,
227,yuanzhengPointAwardLimit,试炼累积积分不足，不能领取该奖励,
228,yuanzhengPointAwardAlready,该试炼积分奖励已被领取,
229,allCanItemIDNoCard,没有这张精灵不能转换碎片,
230,heirloomCanNotUnlock,神器解锁条件未达成！,
231,heirloomGrowItemLess,材料不足，无法升级神器！,
232,heirloomGrowGoldLess,金币不足，无法升级神器！,
233,heirloomGrowRMBLess,钻石不足，无法升级神器！,
234,huodongCanNotSaoDang,活动未通关，不能扫荡！,
235,luckyCatMax,您的招财次数达到上限！,
236,luckyCatVIPNotEnough,贵族等级不足，无法招财！,
237,luckyCatRMBNotEnough,钻石不足，无法招财！,
238,dailyBuyVIPNotEnough,贵族等级不足，无法购买！,
239,dailyBuyMax,购买已达到上限！,
240,dailyBuyRMBNotEnough,钻石不足，无法购买！,
241,cardStarRMBNotEnough,钻石不足，无法升星！,
242,advanceRMBNotEnough,钻石不足，无法进阶！,
243,equipAwakeFragLimit,装备觉醒碎片不足!,
244,dailyBuyPast,已过期，无法购买！,
245,pvpRank10Limit,排名在前20才能挑战前10,
246,huodongClassifyError,上阵精灵攻防技类型不对,
247,huodongHuanxiangDayErr,幻象挑战星期几不对,
248,yuanzhengPassMax,跳过已达最高层数！,
249,unionGameTimesMax,游戏次数已达上限！,
250,unionEggMax,火神兽个数已达上限！请领取奖励,
251,unionGameRMBNotEnough,钻石不足，无法进行游戏！,
252,unionContribCostNotEnough,物品不足，无法贡献！,
253,unionContribDayMax,当日贡献已达上限，无法贡献！,
254,unionContribVIPNotEnough,贵族等级不足，无法进行土豪捐献！,
255,unionTrainNotInTime,时间未到，无法使用训练中心！,
256,unionNotInTime,时间未到，无法使用该功能！,
257,unionTrainSlotRMBNotEnough,钻石不足，无法开启该训练位！,
258,unionTrainSlotNotEnough,条件不足，无法开启该训练位！,
259,unionTrainCardNotExisted,精灵不存在，无法训练！,
260,unionTrainCardYetInTrain,精灵已经在其它位置上训练！,
261,unionTrainSlotBeTrain,有其它精灵在该位置上训练！,
262,unionTrainSlotNotOpen,该位置未开放！,
263,unionTrainSpeedUpMax,今日加速已达上限！,
264,unionTrainNotExisted,对方精灵没有在训练！,
265,unionFeatureNotOpen,公会等级未到，功能未开启！,
266,unionTrainRandomNoOne,无法随机到任何人！,
267,unionContribLevelMax,等级已达上限，无法贡献！,
268,payQQRMBNotEnough,腾讯扣费失败，请重登！,
269,yyboxPointLimit,未达到积分要求，不得领取,
270,yyboxPointAlready,此积分奖励已领取，不得再次领取,
271,yyBoxHasEnd,限时神兽活动已结束,
272,yyBuyYet,无需重复购买！,
273,yyBuyVIPNotEnough,贵族等级不足，无法购买！,
274,yyWorldBossBuyMax,今日世界首领购买次数已达上限！,
275,yyWorldBossCountLimit,今日世界首领次数已不足,
276,shopHasClosed,商店已经关闭,
277,cloneCanNotQuitRoom,已经开始挑战，无法退出房间！,
278,cloneLevelNotEnough,等级不足，无法开启元素挑战！,
279,cloneCardNotExisted,精灵不存在，无法上阵！,
280,cloneRoomOutDate,房间已经过期！,
281,cloneAlreadyInRoom,您已经在元素挑战队伍内了,
282,cloneNotInRoom,队伍发生变化，请退出后重进！,
283,cloneNeedLeader,你不是该房间的队长！,
284,cloenRoomFull,该队伍已满，请选择其他队伍加入,
285,cloneRoomBattleFinished,你已经完成了元素挑战！,
286,cloneDrawBoxRMBNotEnough,钻石不足，无法开启宝箱！,
287,cloneRoomCardRefresh,上阵精灵有变动，请刷新房间！,
288,cloneCanNotEnterRoom,你没有相关精灵，无法进入房间！,
289,redPacketSendLimit,今日发红包次数已经达到上限,
290,redPacketVipLimit,贵族等级不足,
291,redPacketRmbLimit,钻石不足，无法发红包,
292,redPacketLevelNotEnough,公会等级未到，不能进行红包操作！,
293,redPacketNotExist,红包已失效,
294,redPacketRoleRobLimit,该红包已达今日获得次数上限，次数可在活动界面右上角查看,
295,redPacketNoRemain,该红包已被抢光,
296,redPacketAlreadyRob,今日该红包已抢过,
297,pwBattleItemLimit,竞技场挑战券不足,
298,cloneMonsterNotExisted,黑暗宠物已刷新，请退出后重进,
299,unionRedPacketSysTimeL,更换公会后需等到19点红包刷新才能抢哦,
300,unionTrainOtherSpeedUpMax,对方被加速已达上限！,
301,rmbNotEnough,钻石不足,
302,goldNotEnough,金币不足,
303,cloneInviteInCD,邀请冷却时间未到！,
304,craftNoOpen,石英大会未开放！,
305,craftNoOpenForYou,你没有参加石英大会！,
306,craftCanNotBet,时间已过，无法下注！,
307,craftBetYet,已经下注，无需重复下注！,
308,craftBetGoldNotEnough,金币不足，无法下注！,
309,craftBetNoSuchRole,无法对此人下注！,
310,craftCanNotFillDeploy,报名时间已过，无法更换阵容！,
311,craftLockDeploy,阵容锁定中无法替换！,
312,craftOver,石英大会已经结束！,
313,craftYouOut,你已经被淘汰！,
314,shopRefreshUp,该商店刷新次数已达上限！,
315,regainBeforeOpened,不能领取开服之前的体力,
316,regainTimeError,不在领取时间内,
317,galaxyBuyNotEnough,钻石金币不足以购买,
318,galaxyBuyLevelUp,星座购买等级不足,
319,galaxyBuyNoCard,此星座购买需拥有精灵,
320,galaxyUseNobuy,此星座还未购买,
321,starSkillFragLimit,升级该技能碎片不足,
322,onlineGiftNotOpen,礼包不可领,
323,titleNotExisted,头衔不可用,
324,unionfightNoOpen,公会战未开启,
325,unionfightDeployLimit,公会战进行中不能布阵,
326,unionfightYesterdayLimit,公会战当前状态不能查看昨日战况,
327,unionfightJionTimeUp,隔天才能参加公会战,
328,unionfightbetSign,下注只能在报名阶段下注,
329,unoinfightHasBet,您已经下注过，只能下注一次,
330,unionfiBetGoldNotEnough,金币不足，无法下注！,
331,yuanzhengSkipNoOpen,等级不足，无法一键跳过！,
332,yuanzhengskipNoFloor,跳过层数不满足,
333,timesLimit2048,挑战次数不足,
334,hammerTimesLimit2048,锤子购买次数不足,
335,buyTimesLimit2048,购买挑战次数不足,
336,hammer2048BuyUp,锤子购买钻石不足,
337,playTimesBuyUp,购买挑战次数钻石不足,
338,passDay2048Err,跨天挑战无效,
339,giftOutOfDate,礼包已过期,
340,acrossTip1,跨服石英大会将于开服30天后开启,
341,acrossTip2,需要达到50级才能参加跨服石英大会,
342,metalStrengthUp,合金已强化到该阶段最大等级,
343,metalStrengthCoin4Up,合金精华不足，不能强化,
344,metalAdvanceLevelLimit,合金等级不足，无法进阶,
345,metalAdvanceLevelUp,进阶等级已达上限,
346,metalAdvanceGoldUp,进阶金币不足,
347,drawMetalRMBNotEnough,钻石不足，无法抽合金！,
348,drawMetalGoldNotEnough,金币不足，无法抽合金！,
349,metalRmbDrawFreeUp,每日免费钻石抽合金只有一次,
350,metalGoldDrawFreeUp,每日免费金币抽合金只有一次,
351,metalRmb1DrawCountUp,今日钻石单抽合金次数已达上限,
352,metalRmb10DrawCountUp,今日钻石10连抽合金次数已达上限,
353,metalGold1DrawCountUp,今日金币单抽合金次数已达上限,
354,metalGold10DrawCountUp,今日金币10连抽合金次数已达上限,
355,crossCraftPlayNotExisted,战报已过期，无法观看,
356,crossCraftLevelNotEough,等级不足，无法参加跨服石英大会,
357,timesLimitEatGreenBlock,挑战次数不足,
358,buyTimesLimitEatGreenBlock,购买挑战次数不足,
359,cannotReceiveCrossDayAward,跨天奖励无法领取,
360,timesLimitGoDown100,挑战次数不足,
361,buyTimesLimitGoDown100,购买挑战次数不足,
362,exchangeSkinLimit,已拥有永久时装，无法兑换！,
363,exploreLevelNotEnough,等级不足，无法探索,
364,explorePointNotEnough,探索点不足，无法探索,
365,shopItemBuyMax,商品购买已达上限,
366,vipWeekGiftGainYet,本周已领取，请下周再来,
367,vipWeekGiftBuyYet,本周已购买，请下周再来,
368,exploreShopRefresh,探索商店已经刷新，请重新选购！,
369,acrossMineTip1,跨服商业街将于开服36天后开启,
370,acrossMineTip2,需要达到55级才能参加跨服商业街,
371,crossMineNoOpen,跨服商业街未开启,
372,crossMineRoleLevelLimit,跨服商业街角色等级不足,
373,crossMineRobSelf,跨服商业街不能竞标自己,
374,crossMineRankChange,自己排名发生变动,
375,crossMineEnemyBattling,对手正在战斗中,
376,crossMineEnemyRankChange,对手排名发生变动,
377,crossMineNoStart,跨服商业街未开始,
378,crossMineOver,跨服商业街今日已结束，明日10点开战,
379,crossMineRobTimesLimit,跨服商业街今日竞标次数已达上限,
380,crossMineRevengeTimesLimit,跨服商业街今日复仇次数已达上限,
381,crossMineRobBeProtect,跨服商业街对方正处于被竞标后的保护时间,
382,crossMineCoin6Limit,跨服商业街资源币不足,
383,crossMineBuyTimesLimit,跨服商业街此商品已达兑换上限,
384,crossMineNoRole,跨服商业街没有此角色,
385,crossMineBuffFeedLimit,跨服商业街buff养成次数已达上限,
386,crossMineRobBuyLimit,跨服商业街今日竞标购买次数已达上限,
387,crossMineRevengeBuyLimit,跨服商业街今日复仇购买次数已达上限,
388,exploreOpenBoxRMBNotEnough,钻石不足，无法开启宝箱,
389,exploreRandBoxActiveMax,探索宝箱开启达到上限,
390,exploreChallengeBossNotOpen,该挑战首领已关闭,
391,exploreHaveChallengeThisBoss,已经挑战过该首领了,
392,exploreFriendChallengeBossTimeUp,好友挑战该首领已达上限,
393,exploreFriendTaskLevelNotEnough,等级未达到该好友任务等级,
394,exploreFriendTaskNotOpen,该好友任务已关闭,
395,exploreFriendTaskHaveFriendJoin,当前好友任务已被其他玩家选取,
396,exploreFriendTaskNotJoin,未加入该好友任务,
397,exploreFriendTaskSelfBattleMax,选取协助任务达到上限,
398,exploreChallengeBossSelfBattleMax,当日挑战首领达到上限,
399,timesLimitBreakBrick,挑战次数不足,
400,buyTimesLimitBreakBrick,购买挑战次数不足,
401,gameOver,游戏结束！,
402,exploreSingleRandomBoxOpenLimit,单个宝箱开启次数达到上限,
403,explorePointLimit,探索点达到上限,
404,unionFubenBossPassed,当前副本已通关,
405,treasureActiveNoEnough,圣物激活所需材料不足,
406,treasureLevelUpNoEnough,圣物升级所需材料不足,
407,treasureLevelLimitUp,圣物已达最高等级,
408,livenessStageAwardAreadyHas,已经领取过奖励，不得再次领取,
409,livenessStageAwardLimit,未达到该领取条件，不得领取,
410,treasureAlreadyActive,圣物已激活,
411,treasureCannotUnlock,未到达解锁条件,
412,treasureNotActive,圣物未激活,
413,vipGiftLevelLimit,贵族礼包购买所需战队等级不足,
414,metalGold50DrawCountUp,今日金币50连抽合金次数已达上限,
415,cloneKickTimeErr,未满三人完成任务，不得踢人,
416,cloneKickFinishTimesErr,该玩家已完成过一次挑战，不得踢人,
417,cloneKickTimeLimit,该玩家还不满3小时，不得踢人,
418,cloneKickNoRole,该玩家已不在房间内,
419,cardCapacityLimit,精灵背包容量不够,
420,staminaCanNotGive,体力已达上限，无法赠送,
421,directBuyGiftCountLimit,直购礼包次数限制,
422,battleCardCountLimit,队伍中至少需要一只精灵,
423,battleCardMarkIDError,同系列精灵最多上阵一只,
424,advanceIsMAX,携带道具已达最大突破阶段，不能再突破,
425,drawItemRMBNotEnough,消耗钻石不足够,
426,drawItemLimit,抽道具已达上限,
427,csvShopLanguageLimit,语言版本限制,
428,csvShopTimeNotEnough,商店购买次数不足,
429,csvShopCoinNotEnough,货币不足,
430,csvShopNotInTime,不在购买时间内,
431,overflowExpNotEnough,经验不足,
432,overflowExpNotOpen,溢出经验兑换未开放,
433,skillPointBuyMax,购买次数不足,
434,playRecordNotFound,战报已失效,
435,costNotEnough,消耗不足够,
436,unionNotFound,未查询到公会,
437,goldDrawFreeLimitUp,今日免费金币抽卡已用完,
438,captureSpriteNotExists,精灵不存在,
439,captureBallNotEnough,精灵球不足,
440,captureDone,已经成功捕捉该精灵,
441,captureSpriteMiss,精灵不见了,
442,captureSceneTimesNotEnough,尝试次数用尽，精灵逃跑了,
443,captureTotalTimesNotEnough,捕捉次数用完了，捕捉失败,
444,rechargeWheelScoreNotEnough,积分不足无法抽奖,
445,livenessWheelTimesNotEnough,次数不足无法抽奖,
446,luckyEggRMBNotEnough,钻石不足，无法扭蛋,
447,hdRedPacketMissMessage,缺少祝福,
448,unionFightCardNotEnough,精灵不足无法参与公会战,
449,unionFightNotSign,公会未报名不能查看对战,
450,chatAutoSilent,已被禁言60分钟,
451,randomTowerJumpNotOpen,以太直通未开放,
452,chatSilent,全服禁言,
453,gateStarLessNoOpened,你的实力不够,
454,msgInvalid,有敏感词或广告！,
455,lowestFightingPointLimit,你的实力不够,
456,drawGemRMBNotEnough,钻石不足，请获取更多钻石,
457,drawGemGoldNotEnough,金币不足，请获取更多金币,
458,rmbDrawGemLimitUp,今日钻石符石抽取次数已达上限,
459,goldDrawGemLimitUp,今日金币符石抽取次数已达上限,
460,gemNotOpen,符石功能未开放,
461,starSkillPointNotEnough,极限点不足,
462,ltaskRunning,请稍后,
463,luckyCatGoldNotEnough,金币不足，无法招财！,
464,crossArenaNotOpen,跨服竞技场未开启！,
465,crossArena,跨服竞技场,
466,megaNotOpen,超进化功能未开放,
467,roleChatSelf,聊天对象不能是自身!,
468,friendAskforSelf,不能请求自身!,
469,megaConvertLimit,超级石转化数量不够,
470,megaBuyLimit,进化石转化数量购买达上限,
471,megaCommonBuyLimit,钥石转化数量购买达上限,
472,megaBuyChanceLimit,进化石购买机会达上限,
473,megaCommonBuyChanceLimit,钥石购买机会达上限,
474,gymEnemyChanged,道馆主人发生变动，请重新重新战斗！,
475,gymEnemyBattling,道馆主人正在战斗，请等待！,
476,gymNatureTypeErr,卡牌自然属性不符合要求,
477,cardCommentNotFind,评论已刷新,
478,abilityDropErr,潜能不够，无法降潜能！,
479,signetDropErr,刻印不够，无法降刻印！,
480,gymLeaderNotEmpty,馆主已经先被其他人占用！,
481,gymNotEmpty,跨服道馆该位置已经先被其他人占用！,
482,gymEnemyIsNotNpc,馆主已不是npc！,
483,gymNotStart,道馆赛季已结束！,
484,gymNotOpen,道馆尚未开启！,
485,onlineFightLimitedCardsUnqualified,精灵不符合要求，请调整,
486,onlineFightNotEnoughCards,精灵数量不够,
487,crossGymNotOpen,跨服道馆尚未开启！,
488,dailyStaminaCostLimit,今日体力消耗已超出上限!,
489,randomTowerPointAwardVersionChange,检测到有新的积分奖励版本，请退出玩法后重进！,
490,cloneCanNotKick,无法踢出,
491,figuresNotEnough,拥有的形象数量不足，无法解锁形象技能栏位！,
492,pumpkinCartSent,南瓜车已经送走,
493,badHalloweenSpriteID,捣蛋精灵不存在,
494,halloweenSpriteRepeats,捣蛋精灵重复,
495,yyHuodongDouble11LotteryWin,中奖,
496,yyHuodongDouble11LotteryFail,未中奖,
497,bossDailyChallengeLimit,首领每日挑战次数上限,
498,groupPlayNotExist,跨服组不存在,
499,huoDongBossClosed,活动已关闭,
500,huoDongBossNotExist,首领已过期,
501,huoDongBossChallenged,已挑战过此首领,
502,huoDongBossNoTimes,此首领被挑战次数上限,
503,cheatError,数据异常，请关闭作弊工具！,
504,double11GameNotOpen,游戏暂未开始,
505,deployNameInvalid,队伍名称不合适，请修改！,
506,skinLanguageLimit,时装语言区域限购,
507,unionFightDeployNatureError,卡牌属性错误,
508,crossMineBossFreeTimesLimit,免费首领挑战次数已达上限,
509,skinNotOwn,未拥有该皮肤,
510,logoNotOwn,未拥有该头像,
511,unionQATimesLimit,公会问答每日次数上限,
512,unionQANotOpen,公会问答未开启,
513,crossMineBossNotFind,首领 未找到,
514,crossMineBossHasKilled,首领 已经被击杀,
515,crossMineBossNotOpen,首领 暂未开放挑战,
516,crossMineBossBattleMaxTimeLimit,首领 挑战超过时间限制,
517,crossMineBossBattleNotFind,首领 战斗未找到,
518,crossMineRevengeBeProtect,跨服商业街对方正处于被复仇后的保护时间,
519,crossMineRoleNotFind,跨服商业街未找到该玩家,
