变量名,effectRes6,effectRes1,effectRes5,effectRes4,effectRes3,effectRes2,effectArgs1,effectArgs2,effectArgs3,effectArgs4,effectArgs5,effectArgs6
24413,,koudai_beijing/huahai.skel,,,,koudai_beijing/tiankong_x.skel,{addTolayer=-1;aniLoop=FALSE;aniName=xiemi_ludi_skill2;delay=0;lastTime=9500;offsetX=0;offsetY=-20;scale=0.7;screenPos=0;zorder=-30},{addTolayer=-1;aniLoop=FALSE;aniName=xiemi_ludi_skill2;delay=0;lastTime=9500;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-40},,,,
24423,,koudai_jiemitiankong/hero_jiemitiankong.skel,,,koudai_beijing/tiankong_x.skel,koudai_beijing/huahai.skel,{addTolayer=-1;aniLoop=FALSE;aniName=skill2_2;delay=0;lastTime=11166.6;offsetX=0;offsetY=-50;scale=1;screenPos=0;zorder=-20},{addTolayer=-1;aniLoop=FALSE;aniName=xiemi_tiankong_skill2;delay=0;lastTime=11166.6;offsetX=130;offsetY=-100;scale=0.7;screenPos=0;zorder=-30},{addTolayer=-1;aniLoop=FALSE;aniName=xiemi_tiankong_skill2;delay=0;lastTime=11166.6;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-40},,,
24613,koudai_beijing/tiankong_x.skel,koudai_biketini/hero_biketini.skel,koudai_beijing/huoshan_mega.skel,koudai_beijing/huoshan_mega.skel,koudai_beijing/shanlin.skel,koudai_beijing/tiankong_x.skel,{addTolayer=1;aniLoop=FALSE;aniName=skill2_qian;delay=0;lastTime=21333.3;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=60},{addTolayer=1;aniLoop=FALSE;aniName=biketini_skill2_qian;delay=0;lastTime=21333.3;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=50},{addTolayer=1;aniLoop=FALSE;aniName=biketini_skill2;delay=0;lastTime=21333.3;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=30},{addTolayer=1;aniLoop=FALSE;aniName=biketini_skill2_qian;delay=0;lastTime=21333.3;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=20},{addTolayer=-1;aniLoop=FALSE;aniName=biketini_skill2_hou;delay=0;lastTime=21333.3;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-5},{addTolayer=-1;aniLoop=FALSE;aniName=biketini_skill2_hou;delay=0;lastTime=21333.3;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-10}
32113,,koudai_beijing/shanlin.skel,,,koudai_beijing/senlin2.skel,koudai_beijing/tiankong_x.skel,{addTolayer=-1;aniLoop=FALSE;aniName=laixilamu_skill2;lastTime=15200;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-10},{addTolayer=-1;aniLoop=FALSE;aniName=laixilamu_skill2;lastTime=15200;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-50},{addTolayer=-1;aniLoop=FALSE;aniName=laixilamu_skill2;lastTime=15200;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-100},,,
32213,,koudai_beijing/tiankong_x.skel,,,koudai_beijing/tiankong_x.skel,koudai_beijing/diqiuchengshi.skel,{addTolayer=1;aniLoop=FALSE;aniName=jiekeluomu_skill2_qian;lastTime=17320;offsetX=0;offsetY=40;scale=0.65;screenPos=0;zorder=10},{addTolayer=-1;aniLoop=FALSE;aniName=jiekeluomu_skill2;lastTime=17320;offsetX=0;offsetY=0;scale=0.65;screenPos=0;zorder=-50},{addTolayer=-1;aniLoop=FALSE;aniName=jiekeluomu_skill2_hou;lastTime=17320;offsetX=0;offsetY=0;scale=0.65;screenPos=0;zorder=-100},,,
32413,,koudai_qiuleimu/hero_qiuleimu.skel,koudai_beijing/tiankong_x.skel,koudai_beijing/bingchuan2.skel,koudai_beijing/bingchuan.skel,koudai_beijing/bingchuan2.skel,{addTolayer=1;aniLoop=FALSE;aniName=skill2_qian;lastTime=20000;offsetX=0;offsetY=-35;scale=0.88;screenPos=0;zorder=99},{addTolayer=1;aniLoop=FALSE;aniName=qiuleimu_qian;lastTime=20000;offsetX=0;offsetY=-35;scale=0.65;screenPos=0;zorder=50},{addTolayer=-1;aniLoop=FALSE;aniName=qiuleimu_skill2;lastTime=20000;offsetX=0;offsetY=50;scale=0.65;screenPos=0;zorder=-35},{addTolayer=-1;aniLoop=FALSE;aniName=qiuleimu_hou;lastTime=20000;offsetX=0;offsetY=-35;scale=0.65;screenPos=0;zorder=-100},{addTolayer=-1;aniLoop=FALSE;aniName=qiuleimu_skill2;lastTime=20000;offsetX=0;offsetY=-35;scale=0.65;screenPos=0;zorder=-150},
32613,,koudai_beijing/wutai3.skel,,,,koudai_beijing/wutai3.skel,{addTolayer=1;aniLoop=FALSE;aniName=meiluoyeta_skill2_qian;lastTime=24000;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=99},{addTolayer=-1;aniLoop=FALSE;aniName=meiluoyeta_skill2;lastTime=24000;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=99},,,,
32713,,koudai_beijing/jitan.skel,,,koudai_beijing/tiankong_x.skel,koudai_beijing/diqiu.skel,{addTolayer=-1;aniLoop=FALSE;aniName=gnskt_sk2;lastTime=15266.6;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-1},{addTolayer=-1;aniLoop=FALSE;aniName=gnskt_skill2;lastTime=15266.6;offsetX=60;offsetY=30;scale=0.72;screenPos=0;zorder=-2},{addTolayer=-1;aniLoop=FALSE;aniName=gnskt_skill2;lastTime=15266.6;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-3},,,
36013,,koudai_beijing/senlin2.skel,,,,koudai_beijing/dashu.skel,{addTolayer=-1;aniLoop=FALSE;aniName=zheerniyasi_skill2;delay=0;lastTime=12500;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=50},{addTolayer=-1;aniLoop=FALSE;aniName=zheerniyasi_skill2;delay=0;lastTime=12500;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=10},,,,
36113,,koudai_yipeiertaer/hero_yipeiertaer.skel,koudai_beijing/yewan.skel,koudai_beijing/jitan.skel,koudai_beijing/tiankong_x.skel,koudai_beijing/cloud.skel,{addTolayer=1;aniLoop=FALSE;aniName=skill2_1;delay=0;lastTime=15400;offsetX=0;offsetY=25;scale=0.66;screenPos=0;zorder=20},{addTolayer=1;aniLoop=FALSE;aniName=yipeiertaer_skill2;delay=0;lastTime=15400;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=10},{addTolayer=-1;aniLoop=FALSE;aniName=yipeiertaer_skill2;delay=0;lastTime=15400;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=90},{addTolayer=-1;aniLoop=FALSE;aniName=yipeiertaer_skill2;delay=0;lastTime=15400;offsetX=0;offsetY=100;scale=0.66;screenPos=0;zorder=50},{addTolayer=-1;aniLoop=FALSE;aniName=yipeiertaer_skill2;delay=0;lastTime=15400;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=10},
36233,,koudai_beijing/shandi.skel,,,,koudai_beijing/shandi.skel,{addTolayer=-1;aniLoop=FALSE;aniName=jged2_skill2_qian;delay=0;lastTime=16400;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-1},{addTolayer=-1;aniLoop=FALSE;aniName=jged_skill2_hou;delay=0;lastTime=16400;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-2},,,,
36313,,koudai_beijing/huangtu.skel,,,,,{addTolayer=-1;aniLoop=FALSE;aniName=dianxi_skill2;delay=0;lastTime=9266.67;offsetX=0;offsetY=0;scale=0.75;screenPos=0;zorder=1000},,,,,
36413,,koudai_beijing/hailang.skel,,,,koudai_beijing/yuzhou2.skel,{addTolayer=1;aniLoop=FALSE;aniName=hupa_skill2;delay=0;lastTime=10333.3;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=1000},{addTolayer=-1;aniLoop=FALSE;aniName=xiaohupa_skill2;delay=0;lastTime=10333.3;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-10},,,,
36423,,koudai_hupa/hero_jiefanghupa.skel,koudai_beijing/yuzhou2.skel,koudai_beijing/huoshan.skel,koudai_beijing/tiankong_x.skel,koudai_beijing/bingchuan.skel,{addTolayer=-1;aniLoop=FALSE;aniName=skill2_2;delay=0;lastTime=21945;offsetX=0;offsetY=0;scale=1;screenPos=0;zorder=-1},{addTolayer=-1;aniLoop=FALSE;aniName=hupa2_skill2;delay=0;lastTime=21945;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-2},{addTolayer=-1;aniLoop=FALSE;aniName=hupa2_skill2;delay=0;lastTime=21945;offsetX=0;offsetY=0;scale=1;screenPos=0;zorder=-3},{addTolayer=-1;aniLoop=FALSE;aniName=hupa2_skill2;delay=0;lastTime=21945;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-4},{addTolayer=-1;aniLoop=FALSE;aniName=dahupa_skill2;delay=0;lastTime=21945;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-5},
36513,,koudai_beijing/huoshan_mega.skel,,,,koudai_beijing/tiankong_x.skel,{addTolayer=-1;aniLoop=FALSE;aniName=boerkainien_skill2;delay=0;lastTime=24233.3;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-1},{addTolayer=-1;aniLoop=FALSE;aniName=boerkainien_skill2;delay=0;lastTime=24233.3;offsetX=150;offsetY=0;scale=0.66;screenPos=0;zorder=-2},,,,
40233,,koudai_beijing/jitan.skel,koudai_beijing/yuzhou2.skel,koudai_beijing/diqiu.skel,koudai_beijing/jitan.skel,koudai_beijing/tiankong_x.skel,{addTolayer=1;aniLoop=FALSE;aniName=suoerjialeiou_qian;delay=0;lastTime=16066.6;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=10},{addTolayer=-1;aniLoop=FALSE;aniName=suoerjialeiou_skill2;delay=0;lastTime=16066.6;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-1},{addTolayer=-1;aniLoop=FALSE;aniName=suoerjialeiou_hou;delay=0;lastTime=16066.6;offsetX=0;offsetY=50;scale=0.66;screenPos=0;zorder=-2},{addTolayer=-1;aniLoop=FALSE;aniName=suoerjialeiou_s2;delay=0;lastTime=16066.6;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-3},{addTolayer=-1;aniLoop=FALSE;aniName=suoerjialeiou_s2;delay=0;lastTime=16066.6;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-4},
40243,,koudai_beijing/shamo.skel,,,koudai_beijing/tiankong_x.skel,koudai_lunaiyala/hero_lunaiyala.skel,{addTolayer=1;aniLoop=FALSE;aniName=lunaiyala_skill2;delay=0;lastTime=18000;offsetX=-100;offsetY=-50;scale=1;screenPos=0;zorder=11},{addTolayer=1;aniLoop=FALSE;aniName=skill2_qian;delay=0;lastTime=18000;offsetX=0;offsetY=0;scale=0.5;screenPos=0;zorder=10},{addTolayer=-1;aniLoop=FALSE;aniName=lunaiyala_skill2;delay=0;lastTime=18000;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-1},,,
41013,,koudai_beijing/jitan.skel,,,,,{addTolayer=-1;aniLoop=FALSE;aniName=naikeluozima_skill2;delay=0;lastTime=15213;offsetX=0;offsetY=0;scale=0.67;screenPos=0;zorder=-1},,,,,
41113,,koudai_beijing/diqiuchengshi.skel,,,,koudai_beijing/tiankong_x.skel,{addTolayer=-1;aniLoop=FALSE;aniName=majiyana_skill2;delay=0;lastTime=16897;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-1},{addTolayer=-1;aniLoop=FALSE;aniName=majiyana_skill2;delay=0;lastTime=16897;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-5},,,,
41219,,koudai_maxiaduo/hero_maxiaduo.skel,,,,,{addTolayer=-1;aniLoop=FALSE;aniName=skill2_2;delay=0;lastTime=21426;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-10},,,,,
41613,,koudai_beijing/cloud.skel,,,koudai_beijing/tiankong_x.skel,koudai_beijing/jitan.skel,{addTolayer=-1;aniLoop=FALSE;aniName=jielaaola_skill2;delay=0;lastTime=13432;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-1},{addTolayer=-1;aniLoop=FALSE;aniName=jielaaola_skill2;delay=0;lastTime=13432;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-2},{addTolayer=-1;aniLoop=FALSE;aniName=jielaaola_skill2;delay=0;lastTime=13432;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-3},,,
41619,koudai_beijing/tiankong_x.skel,koudai_beijing/cloud.skel,koudai_beijing/jitan.skel,koudai_beijing/cloud.skel,koudai_beijing/tiankong_x.skel,koudai_beijing/jitan.skel,{addTolayer=-1;aniLoop=FALSE;aniName=jielaaola_skill2;delay=0;lastTime=13432;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-1},{addTolayer=-1;aniLoop=FALSE;aniName=jielaaola_skill2;delay=0;lastTime=13432;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-2},{addTolayer=-1;aniLoop=FALSE;aniName=jielaaola_skill2;delay=0;lastTime=13432;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-3},{addTolayer=-1;aniLoop=FALSE;aniName=jielaaola_skill2;delay=0;lastTime=15940;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-1},{addTolayer=-1;aniLoop=FALSE;aniName=jielaaola_skill2;delay=0;lastTime=15940;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-2},{addTolayer=-1;aniLoop=FALSE;aniName=jielaaola_skill2;delay=0;lastTime=15940;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-3}
41713,,koudai_meilutan/hero_meilutan.skel,,,,koudai_beijing/huahai.skel,{addTolayer=1;aniLoop=FALSE;aniName=skill2_qian;lastTime=8633.3;offsetX=0;offsetY=0;scale=0.71;screenPos=0;zorder=1},{addTolayer=-1;aniLoop=FALSE;aniName=meilutan_skill2;lastTime=8633.3;offsetX=-185;offsetY=-120;scale=0.71;screenPos=0;zorder=-6},,,,
41723,,koudai_beijing/changguan2.skel,,,koudai_beijing/changguan2.skel,koudai_beijing/sudu_bj_guang.skel,{addTolayer=1;aniLoop=FALSE;aniName=meilumeita_skill2_qian;lastTime=15933.3;offsetX=0;offsetY=0;scale=0.71;screenPos=0;zorder=99},{addTolayer=-1;aniLoop=FALSE;aniName=meilumeita_skill2;lastTime=15933.3;offsetX=0;offsetY=0;scale=0.71;screenPos=0;zorder=-1},{addTolayer=-1;aniLoop=FALSE;aniName=meilumeita_skill2_hou;lastTime=15933.3;offsetX=0;offsetY=0;scale=0.71;screenPos=0;zorder=-10},,,
45913,,koudai_beijing/dizhen.skel,,,,koudai_beijing/shandi.skel,{addTolayer=-1;aniLoop=FALSE;aniName=cangxiang_skill2;delay=0;lastTime=22966.3;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=13},{addTolayer=-1;aniLoop=FALSE;aniName=cangxiang_skill2;delay=0;lastTime=22966.3;offsetX=0;offsetY=0;scale=0.68;screenPos=0;zorder=-5},,,,
46013,,koudai_beijing/senlin2.skel,,koudai_beijing/dashu.skel,koudai_beijing/jitan.skel,koudai_beijing/xuedi.skel,{addTolayer=-1;aniLoop=FALSE;aniName=zangmarante_skill2;delay=0;lastTime=27954;offsetX=0;offsetY=-10;scale=0.67;screenPos=0;zorder=-1},{addTolayer=-1;aniLoop=FALSE;aniName=zangmarante_skill2;delay=0;lastTime=27954;offsetX=0;offsetY=-50;scale=0.68;screenPos=0;zorder=-2},{addTolayer=-1;aniLoop=FALSE;aniName=zangmarante_skill2;delay=0;lastTime=27954;offsetX=0;offsetY=-95;scale=0.66;screenPos=0;zorder=-3},{addTolayer=-1;aniLoop=FALSE;aniName=zangmarante_skill2;delay=0;lastTime=27954;offsetX=0;offsetY=-50;scale=0.68;screenPos=0;zorder=-5},,
46113,,koudai_beijing/tiankong_x.skel,,,,,{addTolayer=-1;aniLoop=FALSE;aniName=wujitaina_skill2;delay=0;lastTime=21898;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-1},,,,,
46313,,koudai_beijing/senlin.skel,,,,koudai_beijing/tiankong_x.skel,{addTolayer=-1;aniLoop=FALSE;aniName=aba_skill2;lastTime=21000;offsetX=0;offsetY=150;scale=0.7;screenPos=0;zorder=-1},{addTolayer=-1;aniLoop=FALSE;aniName=aba_skill2;lastTime=21000;offsetX=0;offsetY=150;scale=0.7;screenPos=0;zorder=-2},,,,
46823,,koudai_beijing/cloud.skel,,,,,{addTolayer=-1;aniLoop=FALSE;aniName=lgwbm_skill2;delay=0;lastTime=18666.6;offsetX=0;offsetY=0;scale=1;screenPos=0;zorder=-1},,,,,
46833,,koudai_beijing/dizhen.skel,,koudai_beijing/tiankong_x.skel,koudai_beijing/dizhen.skel,koudai_beijing/senlin.skel,{addTolayer=1;aniLoop=FALSE;aniName=heimawang_skill2_qian;delay=0;lastTime=14666.6;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=1},{addTolayer=-1;aniLoop=FALSE;aniName=heimawang_skill2;delay=0;lastTime=14666.6;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-1},{addTolayer=-1;aniLoop=FALSE;aniName=heimawang_skill2_hou;delay=0;lastTime=14666.6;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-2},{addTolayer=-1;aniLoop=FALSE;aniName=heimawang_skill2;delay=0;lastTime=14666.6;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-3},,
53813,,koudai_beijing/tiankong_x.skel,,,koudai_beijing/tiankong_x.skel,koudai_beijing/huahai.skel,{addTolayer=1;aniLoop=FALSE;aniName=guledun_skill2_qian;delay=0;lastTime=21000;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=1},{addTolayer=-1;aniLoop=FALSE;aniName=guledun_skill2;delay=0;lastTime=21000;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-1},{addTolayer=-1;aniLoop=FALSE;aniName=guledun_skill2_hou;delay=0;lastTime=21000;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-2},,,
53913,,koudai_beijing/diqiuchengshi.skel,,,koudai_beijing/yuzhou2.skel,koudai_miledun/hero_miledun2.skel,{addTolayer=-1;aniLoop=FALSE;aniName=miledun_skill2;delay=0;lastTime=18333.3;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-1},{addTolayer=-1;aniLoop=FALSE;aniName=skill2_hou;delay=0;lastTime=18333.3;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-2},{addTolayer=-1;aniLoop=FALSE;aniName=miledun_skill2;delay=0;lastTime=18333.3;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-3},,,
54813,,,,,,,,,,,,
54823,,,,,,,,,,,,
54833,,,,,,,,,,,,
54843,,,,,,,,,,,,
55613,,,,,,,,,,,,
