±äÁ¿Ãû,_beizhu,count,award,drawType
Ä¬ÈÏÖµ,,0,{},0
ID,±¸×¢,¼ÆÊý,½±Àø,³é¿¨ÀàÐÍ£¨1 »î¶¯ÏÞÖÆµÄ³é¿¨2×êÊ¯³é¿¨3Ð¾Æ¬´ú±Ò¼°×êÊ¯³é¿¨£©
42,×êÊ¯³é¿¨,1400,{925=1;20771=10;gold=300000},2
43,×êÊ¯³é¿¨,1430,{502=5;20771=5;gold=300000},2
44,×êÊ¯³é¿¨,1460,{502=5;20771=5;gold=300000},2
45,×êÊ¯³é¿¨,1500,{925=1;20771=10;gold=300000},2
46,×êÊ¯³é¿¨,1530,{502=5;20771=5;gold=300000},2
47,×êÊ¯³é¿¨,1560,{502=5;20771=5;gold=300000},2
48,×êÊ¯³é¿¨,1600,{925=1;20771=10;gold=300000},2
49,×êÊ¯³é¿¨,1630,{502=5;20771=5;gold=300000},2
50,×êÊ¯³é¿¨,1660,{502=5;20771=5;gold=300000},2
51,×êÊ¯³é¿¨,1700,{925=1;20771=10;gold=300000},2
52,×êÊ¯³é¿¨,1730,{502=5;20771=5;gold=300000},2
53,×êÊ¯³é¿¨,1760,{502=5;20771=5;gold=300000},2
54,×êÊ¯³é¿¨,1800,{925=1;20771=10;gold=300000},2
55,×êÊ¯³é¿¨,1830,{502=5;20771=5;gold=300000},2
56,×êÊ¯³é¿¨,1860,{502=5;20771=5;gold=300000},2
57,×êÊ¯³é¿¨,1900,{925=1;20771=10;gold=300000},2
58,×êÊ¯³é¿¨,1930,{502=5;20771=5;gold=300000},2
59,×êÊ¯³é¿¨,1960,{502=5;20771=5;gold=300000},2
60,×êÊ¯³é¿¨,2000,{925=1;20771=10;gold=300000},2
61,×êÊ¯³é¿¨,2030,{502=5;20771=5;gold=300000},2
62,×êÊ¯³é¿¨,2060,{502=5;20771=5;gold=300000},2
63,×êÊ¯³é¿¨,2100,{925=1;20771=10;gold=300000},2
64,×êÊ¯³é¿¨,2130,{502=5;20771=5;gold=300000},2
65,×êÊ¯³é¿¨,2160,{502=5;20771=5;gold=300000},2
66,×êÊ¯³é¿¨,2200,{925=1;20771=10;gold=300000},2
67,×êÊ¯³é¿¨,2230,{502=5;20771=5;gold=300000},2
68,×êÊ¯³é¿¨,2260,{502=5;20771=5;gold=300000},2
69,×êÊ¯³é¿¨,2300,{925=1;20771=10;gold=300000},2
70,×êÊ¯³é¿¨,2330,{502=5;20771=5;gold=300000},2
71,×êÊ¯³é¿¨,2360,{502=5;20771=5;gold=300000},2
72,×êÊ¯³é¿¨,2400,{925=1;20771=10;gold=300000},2
73,×êÊ¯³é¿¨,2430,{502=5;20771=5;gold=300000},2
74,×êÊ¯³é¿¨,2460,{502=5;20771=5;gold=300000},2
75,×êÊ¯³é¿¨,2500,{925=1;20771=10;gold=300000},2
76,×êÊ¯³é¿¨,2530,{502=5;20771=5;gold=300000},2
77,×êÊ¯³é¿¨,2560,{502=5;20771=5;gold=300000},2
78,×êÊ¯³é¿¨,2600,{925=1;20771=10;gold=300000},2
79,×êÊ¯³é¿¨,2630,{502=5;20771=5;gold=300000},2
80,×êÊ¯³é¿¨,2660,{502=5;20771=5;gold=300000},2
81,×êÊ¯³é¿¨,2700,{925=1;20771=10;gold=300000},2
82,×êÊ¯³é¿¨,2730,{502=5;20771=5;gold=300000},2
83,×êÊ¯³é¿¨,2760,{502=5;20771=5;gold=300000},2
84,×êÊ¯³é¿¨,2800,{925=1;20771=10;gold=300000},2
85,×êÊ¯³é¿¨,2830,{502=5;20771=5;gold=300000},2
86,×êÊ¯³é¿¨,2860,{502=5;20771=5;gold=300000},2
87,×êÊ¯³é¿¨,2900,{925=1;20771=10;gold=300000},2
88,×êÊ¯³é¿¨,2930,{502=5;20771=5;gold=300000},2
89,×êÊ¯³é¿¨,2960,{502=5;20771=5;gold=300000},2
90,×êÊ¯³é¿¨,3000,{925=1;20771=10;gold=300000},2
91,×êÊ¯³é¿¨,3030,{502=5;20771=5;gold=300000},2
92,×êÊ¯³é¿¨,3060,{502=5;20771=5;gold=300000},2
93,×êÊ¯³é¿¨,3100,{925=1;20771=10;gold=300000},2
94,×êÊ¯³é¿¨,3130,{502=5;20771=5;gold=300000},2
95,×êÊ¯³é¿¨,3160,{502=5;20771=5;gold=300000},2
96,×êÊ¯³é¿¨,3200,{925=1;20771=10;gold=300000},2
97,×êÊ¯³é¿¨,3230,{502=5;20771=5;gold=300000},2
98,×êÊ¯³é¿¨,3260,{502=5;20771=5;gold=300000},2
99,×êÊ¯³é¿¨,3300,{925=1;20771=10;gold=300000},2
100,×êÊ¯³é¿¨,3330,{502=5;20771=5;gold=300000},2
101,×êÊ¯³é¿¨,3360,{502=5;20771=5;gold=300000},2
102,×êÊ¯³é¿¨,3400,{925=1;20771=10;gold=300000},2
103,×êÊ¯³é¿¨,3430,{502=5;20771=5;gold=300000},2
104,×êÊ¯³é¿¨,3460,{502=5;20771=5;gold=300000},2
105,×êÊ¯³é¿¨,3500,{925=1;20771=10;gold=300000},2
106,×êÊ¯³é¿¨,3530,{502=5;20771=5;gold=300000},2
107,×êÊ¯³é¿¨,3560,{502=5;20771=5;gold=300000},2
108,×êÊ¯³é¿¨,3600,{925=1;20771=10;gold=300000},2
109,×êÊ¯³é¿¨,3630,{502=5;20771=5;gold=300000},2
110,×êÊ¯³é¿¨,3660,{502=5;20771=5;gold=300000},2
111,×êÊ¯³é¿¨,3700,{925=1;20771=10;gold=300000},2
112,×êÊ¯³é¿¨,3730,{502=5;20771=5;gold=300000},2
113,×êÊ¯³é¿¨,3760,{502=5;20771=5;gold=300000},2
114,×êÊ¯³é¿¨,3800,{925=1;20771=10;gold=300000},2
115,×êÊ¯³é¿¨,3830,{502=5;20771=5;gold=300000},2
116,×êÊ¯³é¿¨,3860,{502=5;20771=5;gold=300000},2
117,×êÊ¯³é¿¨,3900,{925=1;20771=10;gold=300000},2
118,×êÊ¯³é¿¨,3930,{502=5;20771=5;gold=300000},2
119,×êÊ¯³é¿¨,3960,{502=5;20771=5;gold=300000},2
120,×êÊ¯³é¿¨,4000,{925=1;20771=10;gold=300000},2
121,×êÊ¯³é¿¨,4030,{502=5;20771=5;gold=300000},2
122,×êÊ¯³é¿¨,4060,{502=5;20771=5;gold=300000},2
123,×êÊ¯³é¿¨,4100,{925=1;20771=10;gold=300000},2
124,×êÊ¯³é¿¨,4130,{502=5;20771=5;gold=300000},2
125,×êÊ¯³é¿¨,4160,{502=5;20771=5;gold=300000},2
126,×êÊ¯³é¿¨,4200,{925=1;20771=10;gold=300000},2
127,×êÊ¯³é¿¨,4230,{502=5;20771=5;gold=300000},2
128,×êÊ¯³é¿¨,4260,{502=5;20771=5;gold=300000},2
129,×êÊ¯³é¿¨,4300,{925=1;20771=10;gold=300000},2
130,×êÊ¯³é¿¨,4330,{502=5;20771=5;gold=300000},2
131,×êÊ¯³é¿¨,4360,{502=5;20771=5;gold=300000},2
132,×êÊ¯³é¿¨,4400,{925=1;20771=10;gold=300000},2
133,×êÊ¯³é¿¨,4430,{502=5;20771=5;gold=300000},2
134,×êÊ¯³é¿¨,4460,{502=5;20771=5;gold=300000},2
135,×êÊ¯³é¿¨,4500,{925=1;20771=10;gold=300000},2
136,×êÊ¯³é¿¨,4530,{502=5;20771=5;gold=300000},2
137,×êÊ¯³é¿¨,4560,{502=5;20771=5;gold=300000},2
138,×êÊ¯³é¿¨,4600,{925=1;20771=10;gold=300000},2
139,×êÊ¯³é¿¨,4630,{502=5;20771=5;gold=300000},2
140,×êÊ¯³é¿¨,4660,{502=5;20771=5;gold=300000},2
141,×êÊ¯³é¿¨,4700,{925=1;20771=10;gold=300000},2
142,×êÊ¯³é¿¨,4730,{502=5;20771=5;gold=300000},2
143,×êÊ¯³é¿¨,4760,{502=5;20771=5;gold=300000},2
144,×êÊ¯³é¿¨,4800,{925=1;20771=10;gold=300000},2
145,×êÊ¯³é¿¨,4830,{502=5;20771=5;gold=300000},2
146,×êÊ¯³é¿¨,4860,{502=5;20771=5;gold=300000},2
147,×êÊ¯³é¿¨,4900,{925=1;20771=10;gold=300000},2
148,×êÊ¯³é¿¨,4930,{502=5;20771=5;gold=300000},2
149,×êÊ¯³é¿¨,4960,{502=5;20771=5;gold=300000},2
150,×êÊ¯³é¿¨,5000,{925=1;20771=10;gold=300000},2
151,×êÊ¯³é¿¨,5030,{502=5;20771=5;gold=300000},2
152,×êÊ¯³é¿¨,5060,{502=5;20771=5;gold=300000},2
153,×êÊ¯³é¿¨,5100,{925=1;20771=10;gold=300000},2
154,×êÊ¯³é¿¨,5130,{502=5;20771=5;gold=300000},2
155,×êÊ¯³é¿¨,5160,{502=5;20771=5;gold=300000},2
156,×êÊ¯³é¿¨,5200,{925=1;20771=10;gold=300000},2
157,×êÊ¯³é¿¨,5230,{502=5;20771=5;gold=300000},2
158,×êÊ¯³é¿¨,5260,{502=5;20771=5;gold=300000},2
159,×êÊ¯³é¿¨,5300,{925=1;20771=10;gold=300000},2
160,×êÊ¯³é¿¨,5330,{502=5;20771=5;gold=300000},2
161,×êÊ¯³é¿¨,5360,{502=5;20771=5;gold=300000},2
162,×êÊ¯³é¿¨,5400,{925=1;20771=10;gold=300000},2
163,×êÊ¯³é¿¨,5430,{502=5;20771=5;gold=300000},2
164,×êÊ¯³é¿¨,5460,{502=5;20771=5;gold=300000},2
165,×êÊ¯³é¿¨,5500,{925=1;20771=10;gold=300000},2
166,×êÊ¯³é¿¨,5530,{502=5;20771=5;gold=300000},2
167,×êÊ¯³é¿¨,5560,{502=5;20771=5;gold=300000},2
168,×êÊ¯³é¿¨,5600,{925=1;20771=10;gold=300000},2
169,×êÊ¯³é¿¨,5630,{502=5;20771=5;gold=300000},2
170,×êÊ¯³é¿¨,5660,{502=5;20771=5;gold=300000},2
171,×êÊ¯³é¿¨,5700,{925=1;20771=10;gold=300000},2
172,×êÊ¯³é¿¨,5730,{502=5;20771=5;gold=300000},2
173,×êÊ¯³é¿¨,5760,{502=5;20771=5;gold=300000},2
174,×êÊ¯³é¿¨,5800,{925=1;20771=10;gold=300000},2
175,×êÊ¯³é¿¨,5830,{502=5;20771=5;gold=300000},2
176,×êÊ¯³é¿¨,5860,{502=5;20771=5;gold=300000},2
177,×êÊ¯³é¿¨,5900,{925=1;20771=10;gold=300000},2
178,×êÊ¯³é¿¨,5930,{502=5;20771=5;gold=300000},2
179,×êÊ¯³é¿¨,5960,{502=5;20771=5;gold=300000},2
180,×êÊ¯³é¿¨,6000,{925=1;20771=10;gold=300000},2
181,×êÊ¯³é¿¨,6030,{502=5;20771=5;gold=300000},2
182,×êÊ¯³é¿¨,6060,{502=5;20771=5;gold=300000},2
183,×êÊ¯³é¿¨,6100,{925=1;20771=10;gold=300000},2
184,×êÊ¯³é¿¨,6130,{502=5;20771=5;gold=300000},2
185,×êÊ¯³é¿¨,6160,{502=5;20771=5;gold=300000},2
186,×êÊ¯³é¿¨,6200,{925=1;20771=10;gold=300000},2
187,×êÊ¯³é¿¨,6230,{502=5;20771=5;gold=300000},2
188,×êÊ¯³é¿¨,6260,{502=5;20771=5;gold=300000},2
189,×êÊ¯³é¿¨,6300,{925=1;20771=10;gold=300000},2
190,×êÊ¯³é¿¨,6330,{502=5;20771=5;gold=300000},2
191,×êÊ¯³é¿¨,6360,{502=5;20771=5;gold=300000},2
192,×êÊ¯³é¿¨,6400,{925=1;20771=10;gold=300000},2
193,×êÊ¯³é¿¨,6430,{502=5;20771=5;gold=300000},2
194,×êÊ¯³é¿¨,6460,{502=5;20771=5;gold=300000},2
195,×êÊ¯³é¿¨,6500,{925=1;20771=10;gold=300000},2
196,×êÊ¯³é¿¨,6530,{502=5;20771=5;gold=300000},2
197,×êÊ¯³é¿¨,6560,{502=5;20771=5;gold=300000},2
198,×êÊ¯³é¿¨,6600,{925=1;20771=10;gold=300000},2
199,×êÊ¯³é¿¨,6630,{502=5;20771=5;gold=300000},2
200,×êÊ¯³é¿¨,6660,{502=5;20771=5;gold=300000},2
201,×êÊ¯³é¿¨,6700,{925=1;20771=10;gold=300000},2
202,×êÊ¯³é¿¨,6730,{502=5;20771=5;gold=300000},2
203,×êÊ¯³é¿¨,6760,{502=5;20771=5;gold=300000},2
204,×êÊ¯³é¿¨,6800,{925=1;20771=10;gold=300000},2
205,×êÊ¯³é¿¨,6830,{502=5;20771=5;gold=300000},2
206,×êÊ¯³é¿¨,6860,{502=5;20771=5;gold=300000},2
207,×êÊ¯³é¿¨,6900,{925=1;20771=10;gold=300000},2
208,×êÊ¯³é¿¨,6930,{502=5;20771=5;gold=300000},2
209,×êÊ¯³é¿¨,6960,{502=5;20771=5;gold=300000},2
210,×êÊ¯³é¿¨,7000,{925=1;20771=10;gold=300000},2
211,×êÊ¯³é¿¨,7030,{502=5;20771=5;gold=300000},2
212,×êÊ¯³é¿¨,7060,{502=5;20771=5;gold=300000},2
213,×êÊ¯³é¿¨,7100,{925=1;20771=10;gold=300000},2
214,×êÊ¯³é¿¨,7130,{502=5;20771=5;gold=300000},2
215,×êÊ¯³é¿¨,7160,{502=5;20771=5;gold=300000},2
216,×êÊ¯³é¿¨,7200,{925=1;20771=10;gold=300000},2
217,×êÊ¯³é¿¨,7230,{502=5;20771=5;gold=300000},2
218,×êÊ¯³é¿¨,7260,{502=5;20771=5;gold=300000},2
219,×êÊ¯³é¿¨,7300,{925=1;20771=10;gold=300000},2
220,×êÊ¯³é¿¨,7330,{502=5;20771=5;gold=300000},2
221,×êÊ¯³é¿¨,7360,{502=5;20771=5;gold=300000},2
222,×êÊ¯³é¿¨,7400,{925=1;20771=10;gold=300000},2
223,×êÊ¯³é¿¨,7430,{502=5;20771=5;gold=300000},2
224,×êÊ¯³é¿¨,7460,{502=5;20771=5;gold=300000},2
225,×êÊ¯³é¿¨,7500,{925=1;20771=10;gold=300000},2
226,×êÊ¯³é¿¨,7530,{502=5;20771=5;gold=300000},2
227,×êÊ¯³é¿¨,7560,{502=5;20771=5;gold=300000},2
228,×êÊ¯³é¿¨,7600,{925=1;20771=10;gold=300000},2
229,×êÊ¯³é¿¨,7630,{502=5;20771=5;gold=300000},2
230,×êÊ¯³é¿¨,7660,{502=5;20771=5;gold=300000},2
231,×êÊ¯³é¿¨,7700,{925=1;20771=10;gold=300000},2
232,×êÊ¯³é¿¨,7730,{502=5;20771=5;gold=300000},2
233,×êÊ¯³é¿¨,7760,{502=5;20771=5;gold=300000},2
234,×êÊ¯³é¿¨,7800,{925=1;20771=10;gold=300000},2
235,×êÊ¯³é¿¨,7830,{502=5;20771=5;gold=300000},2
236,×êÊ¯³é¿¨,7860,{502=5;20771=5;gold=300000},2
237,×êÊ¯³é¿¨,7900,{925=1;20771=10;gold=300000},2
238,×êÊ¯³é¿¨,7930,{502=5;20771=5;gold=300000},2
239,×êÊ¯³é¿¨,7960,{502=5;20771=5;gold=300000},2
240,×êÊ¯³é¿¨,8000,{925=1;20771=10;gold=300000},2
241,×êÊ¯³é¿¨,8030,{502=5;20771=5;gold=300000},2
242,×êÊ¯³é¿¨,8060,{502=5;20771=5;gold=300000},2
243,×êÊ¯³é¿¨,8100,{925=1;20771=10;gold=300000},2
244,×êÊ¯³é¿¨,8130,{502=5;20771=5;gold=300000},2
245,×êÊ¯³é¿¨,8160,{502=5;20771=5;gold=300000},2
246,×êÊ¯³é¿¨,8200,{925=1;20771=10;gold=300000},2
247,×êÊ¯³é¿¨,8230,{502=5;20771=5;gold=300000},2
248,×êÊ¯³é¿¨,8260,{502=5;20771=5;gold=300000},2
249,×êÊ¯³é¿¨,8300,{925=1;20771=10;gold=300000},2
250,×êÊ¯³é¿¨,8330,{502=5;20771=5;gold=300000},2
251,×êÊ¯³é¿¨,8360,{502=5;20771=5;gold=300000},2
252,×êÊ¯³é¿¨,8400,{925=1;20771=10;gold=300000},2
253,×êÊ¯³é¿¨,8430,{502=5;20771=5;gold=300000},2
254,×êÊ¯³é¿¨,8460,{502=5;20771=5;gold=300000},2
255,×êÊ¯³é¿¨,8500,{925=1;20771=10;gold=300000},2
256,×êÊ¯³é¿¨,8530,{502=5;20771=5;gold=300000},2
257,×êÊ¯³é¿¨,8560,{502=5;20771=5;gold=300000},2
258,×êÊ¯³é¿¨,8600,{925=1;20771=10;gold=300000},2
259,×êÊ¯³é¿¨,8630,{502=5;20771=5;gold=300000},2
260,×êÊ¯³é¿¨,8660,{502=5;20771=5;gold=300000},2
261,×êÊ¯³é¿¨,8700,{925=1;20771=10;gold=300000},2
262,×êÊ¯³é¿¨,8730,{502=5;20771=5;gold=300000},2
263,×êÊ¯³é¿¨,8760,{502=5;20771=5;gold=300000},2
264,×êÊ¯³é¿¨,8800,{925=1;20771=10;gold=300000},2
265,×êÊ¯³é¿¨,8830,{502=5;20771=5;gold=300000},2
266,×êÊ¯³é¿¨,8860,{502=5;20771=5;gold=300000},2
267,×êÊ¯³é¿¨,8900,{925=1;20771=10;gold=300000},2
268,×êÊ¯³é¿¨,8930,{502=5;20771=5;gold=300000},2
269,×êÊ¯³é¿¨,8960,{502=5;20771=5;gold=300000},2
270,×êÊ¯³é¿¨,9000,{925=1;20771=10;gold=300000},2
271,×êÊ¯³é¿¨,9030,{502=5;20771=5;gold=300000},2
272,×êÊ¯³é¿¨,9060,{502=5;20771=5;gold=300000},2
273,×êÊ¯³é¿¨,9100,{925=1;20771=10;gold=300000},2
274,×êÊ¯³é¿¨,9130,{502=5;20771=5;gold=300000},2
275,×êÊ¯³é¿¨,9160,{502=5;20771=5;gold=300000},2
276,×êÊ¯³é¿¨,9200,{925=1;20771=10;gold=300000},2
277,×êÊ¯³é¿¨,9230,{502=5;20771=5;gold=300000},2
278,×êÊ¯³é¿¨,9260,{502=5;20771=5;gold=300000},2
279,×êÊ¯³é¿¨,9300,{925=1;20771=10;gold=300000},2
280,×êÊ¯³é¿¨,9330,{502=5;20771=5;gold=300000},2
281,×êÊ¯³é¿¨,9360,{502=5;20771=5;gold=300000},2
282,×êÊ¯³é¿¨,9400,{925=1;20771=10;gold=300000},2
283,×êÊ¯³é¿¨,9430,{502=5;20771=5;gold=300000},2
284,×êÊ¯³é¿¨,9460,{502=5;20771=5;gold=300000},2
285,×êÊ¯³é¿¨,9500,{925=1;20771=10;gold=300000},2
286,×êÊ¯³é¿¨,9530,{502=5;20771=5;gold=300000},2
287,×êÊ¯³é¿¨,9560,{502=5;20771=5;gold=300000},2
288,×êÊ¯³é¿¨,9600,{925=1;20771=10;gold=300000},2
289,×êÊ¯³é¿¨,9630,{502=5;20771=5;gold=300000},2
290,×êÊ¯³é¿¨,9660,{502=5;20771=5;gold=300000},2
291,×êÊ¯³é¿¨,9700,{925=1;20771=10;gold=300000},2
292,×êÊ¯³é¿¨,9730,{502=5;20771=5;gold=300000},2
293,×êÊ¯³é¿¨,9760,{502=5;20771=5;gold=300000},2
294,×êÊ¯³é¿¨,9800,{925=1;20771=10;gold=300000},2
295,×êÊ¯³é¿¨,9830,{502=5;20771=5;gold=300000},2
296,×êÊ¯³é¿¨,9860,{502=5;20771=5;gold=300000},2
297,×êÊ¯³é¿¨,9900,{925=1;20771=10;gold=300000},2
298,×êÊ¯³é¿¨,9930,{502=5;20771=5;gold=300000},2
299,×êÊ¯³é¿¨,9960,{502=5;20771=5;gold=300000},2
300,×êÊ¯³é¿¨,10000,{925=1;20771=10;gold=300000},2
,,,,
10001,up³é¿¨,30,{502=5;gold=300000;14=30},1
10002,up³é¿¨,60,{502=5;gold=300000;14=30},1
10003,up³é¿¨,100,{925=1;gold=300000;14=30},1
10004,up³é¿¨,130,{502=5;gold=300000;14=30},1
10005,up³é¿¨,160,{502=5;gold=300000;14=30},1
10006,up³é¿¨,200,{925=1;gold=300000;14=30},1
10007,up³é¿¨,230,{502=5;gold=300000;14=30},1
10008,up³é¿¨,260,{502=5;gold=300000;14=30},1
10009,up³é¿¨,300,{925=1;gold=300000;14=30},1
10010,up³é¿¨,330,{502=5;gold=300000;14=30},1
10011,up³é¿¨,360,{502=5;gold=300000;14=30},1
10012,up³é¿¨,400,{925=1;gold=300000;14=30},1
10013,up³é¿¨,430,{502=5;gold=300000;14=30},1
10014,up³é¿¨,460,{502=5;gold=300000;14=30},1
10015,up³é¿¨,500,{925=1;gold=300000;14=30},1
10016,up³é¿¨,530,{502=5;gold=300000;14=30},1
10017,up³é¿¨,560,{502=5;gold=300000;14=30},1
10018,up³é¿¨,600,{925=1;gold=300000;14=30},1
10019,up³é¿¨,630,{502=5;gold=300000;14=30},1
10020,up³é¿¨,660,{502=5;gold=300000;14=30},1
10021,up³é¿¨,700,{925=1;gold=300000;14=30},1
10022,up³é¿¨,730,{502=5;gold=300000;14=30},1
10023,up³é¿¨,760,{502=5;gold=300000;14=30},1
10024,up³é¿¨,800,{925=1;gold=300000;14=30},1
10025,up³é¿¨,830,{502=5;gold=300000;14=30},1
10026,up³é¿¨,860,{502=5;gold=300000;14=30},1
10027,up³é¿¨,900,{925=1;gold=300000;14=30},1
10028,up³é¿¨,930,{502=5;gold=300000;14=30},1
10029,up³é¿¨,960,{502=5;gold=300000;14=30},1
10030,up³é¿¨,1000,{925=1;gold=300000;14=30},1
10031,up³é¿¨,1030,{502=5;gold=300000;14=30},1
10032,up³é¿¨,1060,{502=5;gold=300000;14=30},1
10033,up³é¿¨,1100,{925=1;gold=300000;14=30},1
10034,up³é¿¨,1130,{502=5;gold=300000;14=30},1
10035,up³é¿¨,1160,{502=5;gold=300000;14=30},1
10036,up³é¿¨,1200,{925=1;gold=300000;14=30},1
10037,up³é¿¨,1230,{502=5;gold=300000;14=30},1
10038,up³é¿¨,1260,{502=5;gold=300000;14=30},1
10039,up³é¿¨,1300,{925=1;gold=300000;14=30},1
10040,up³é¿¨,1330,{502=5;gold=300000;14=30},1
10041,up³é¿¨,1360,{502=5;gold=300000;14=30},1
10042,up³é¿¨,1400,{925=1;gold=300000;14=30},1
10043,up³é¿¨,1430,{502=5;gold=300000;14=30},1
10044,up³é¿¨,1460,{502=5;gold=300000;14=30},1
10045,up³é¿¨,1500,{925=1;gold=300000;14=30},1
10046,up³é¿¨,1530,{502=5;gold=300000;14=30},1
10047,up³é¿¨,1560,{502=5;gold=300000;14=30},1
10048,up³é¿¨,1600,{925=1;gold=300000;14=30},1
10049,up³é¿¨,1630,{502=5;gold=300000;14=30},1
10050,up³é¿¨,1660,{502=5;gold=300000;14=30},1
10051,up³é¿¨,1700,{925=1;gold=300000;14=30},1
10052,up³é¿¨,1730,{502=5;gold=300000;14=30},1
10053,up³é¿¨,1760,{502=5;gold=300000;14=30},1
10054,up³é¿¨,1800,{925=1;gold=300000;14=30},1
10055,up³é¿¨,1830,{502=5;gold=300000;14=30},1
10056,up³é¿¨,1860,{502=5;gold=300000;14=30},1
10057,up³é¿¨,1900,{925=1;gold=300000;14=30},1
10058,up³é¿¨,1930,{502=5;gold=300000;14=30},1
10059,up³é¿¨,1960,{502=5;gold=300000;14=30},1
10060,up³é¿¨,2000,{925=1;gold=300000;14=30},1
10061,up³é¿¨,2030,{502=5;gold=300000;14=30},1
10062,up³é¿¨,2060,{502=5;gold=300000;14=30},1
10063,up³é¿¨,2100,{925=1;gold=300000;14=30},1
10064,up³é¿¨,2130,{502=5;gold=300000;14=30},1
10065,up³é¿¨,2160,{502=5;gold=300000;14=30},1
10066,up³é¿¨,2200,{925=1;gold=300000;14=30},1
10067,up³é¿¨,2230,{502=5;gold=300000;14=30},1
10068,up³é¿¨,2260,{502=5;gold=300000;14=30},1
10069,up³é¿¨,2300,{925=1;gold=300000;14=30},1
10070,up³é¿¨,2330,{502=5;gold=300000;14=30},1
10071,up³é¿¨,2360,{502=5;gold=300000;14=30},1
10072,up³é¿¨,2400,{925=1;gold=300000;14=30},1
10073,up³é¿¨,2430,{502=5;gold=300000;14=30},1
10074,up³é¿¨,2460,{502=5;gold=300000;14=30},1
10075,up³é¿¨,2500,{925=1;gold=300000;14=30},1
10076,up³é¿¨,2530,{502=5;gold=300000;14=30},1
10077,up³é¿¨,2560,{502=5;gold=300000;14=30},1
10078,up³é¿¨,2600,{925=1;gold=300000;14=30},1
10079,up³é¿¨,2630,{502=5;gold=300000;14=30},1
10080,up³é¿¨,2660,{502=5;gold=300000;14=30},1
10081,up³é¿¨,2700,{925=1;gold=300000;14=30},1
10082,up³é¿¨,2730,{502=5;gold=300000;14=30},1
10083,up³é¿¨,2760,{502=5;gold=300000;14=30},1
10084,up³é¿¨,2800,{925=1;gold=300000;14=30},1
