3001,,,,,,,100,,{20391=1},{coin20=40},,<7;8;9>,
3011,,,,,,1,100,,{23591=1},{coin20=40},,<7;8;9>,
3021,,,,,,2,100,,{20261=1},{coin20=40},,<7;8;9>,
3031,,,,,,3,100,,{20591=1},{coin20=40},,<7;8;9>,
3041,,,,,,4,100,,{21081=1},{coin20=40},,<7;8;9>,
3051,,,,,,5,100,,{20491=1},{coin20=40},,<7;8;9>,
3061,,,,,,6,100,,{21931=1},{coin20=40},,<7;8;9>,
3071,,,,,,7,100,,{20741=1},{coin20=40},,<7;8;9>,
3081,,,,,,8,100,,{20721=1},{coin20=40},,<7;8;9>,
3091,,,,,,9,100,,{22231=1},{coin20=40},,<7;8;9>,
3101,,,,,,10,100,,{21031=1},{coin20=40},,<7;8;9>,
3111,,,,,,11,100,,{20861=1},{coin20=40},,<7;8;9>,
3121,,,,,,12,100,,{23181=1},{coin20=40},,<7;8;9>,
3131,,,,,,13,100,,{23681=1},{coin20=40},,<7;8;9>,
3141,,,,,,14,100,,{23961=1},{coin20=40},,<7;8;9>,
3151,,,,,,15,100,,{22491=1},{coin20=40},,<7;8;9>,
3161,,,,,,16,100,,{24091=1},{coin20=40},,<7;8;9>,
3171,,,,,,17,100,,{22131=1},{coin20=40},,<7;8;9>,
3181,,,,,,18,100,,{24661=1},{coin20=40},,<7;8;9>,<cn>
3191,,,,,,19,100,,{20901=1},{coin20=40},,<7;8;9>,<cn>
4001,,,,,,,100,,{23541=1},{coin20=40},,<10;11;12>,
4011,,,,,,1,100,,{21421=1},{coin20=40},,<10;11;12>,
4021,,,,,,2,100,,{21311=1},{coin20=40},,<10;11;12>,
4031,,,,,,3,100,,{21501=1},{coin20=40},,<10;11;12>,
4041,,,,,,4,100,,{20711=1},{coin20=40},,<10;11;12>,
4051,,,,,,5,100,,{21911=1},{coin20=40},,<10;11;12>,
4061,,,,,,6,100,,{20571=1},{coin20=40},,<10;11;12>,
4071,,,,,,7,100,,{21241=1},{coin20=40},,<10;11;12>,
4081,,,,,,8,100,,{21251=1},{coin20=40},,<10;11;12>,
4091,,,,,,9,100,,{21901=1},{coin20=40},,<10;11;12>,
4101,,,,,,10,100,,{24131=1},{coin20=40},,<10;11;12>,
4111,,,,,,11,100,,{23251=1},{coin20=40},,<10;11;12>,
4121,,,,,,12,100,,{20381=1},{coin20=40},,<10;11;12>,
4131,,,,,,13,100,,{23201=1},{coin20=40},,<10;11;12>,
4141,,,,,,14,100,,{22411=1},{coin20=40},,<10;11;12>,
4151,,,,,,15,100,,{20251=1},{coin20=40},,<10;11;12>,
4161,,,,,,16,100,,{22331=1},{coin20=40},,<10;11;12>,
4171,,,,,,17,100,,{24431=1},{coin20=40},,<10;11;12>,
4181,,,,,,18,100,,{23941=1},{coin20=40},,<10;11;12>,<cn>
4191,,,,,,19,100,,{23981=1},{coin20=40},,<10;11;12>,<cn>
10001,,,,,,30,5,,{514=20},{coin20=100},,<1;2;3;4;5;6;7;8;9;10;11;12>,
10011,,,,,,31,5,,{15=10},{coin20=100},,<1;2;3;4;5;6;7;8;9;10;11;12>,
10021,,,,,,32,5,,{5000=20},{coin20=50},,<1;2;3;4;5;6;7;8;9;10;11;12>,
10031,,,,,,34,3,,{59003=1},{coin20=300},,<1;2;3;4;5;6;7;8;9;10;11;12>,
10041,,,,,,35,5,,{902=5},{coin20=100},,<1;2;3;4;5;6;7;8;9;10;11;12>,
10051,,,,,,36,3,,{6119=1},{coin20=500},,<1;2;3;4;5;6;7;8;9;10;11;12>,
