变量名,day,reward
默认值,999,
签到ID,签到天数,奖励
96,930,{rmb=30000;gold=666666;15=10}
97,940,{rmb=30000;gold=666666;15=10}
98,950,{rmb=30000;gold=666666;15=10}
99,960,{rmb=30000;gold=666666;15=10}
100,970,{rmb=30000;gold=666666;15=10}
101,980,{rmb=30000;gold=666666;15=10}
102,990,{rmb=30000;gold=666666;15=10}
103,1000,{rmb=30000;gold=666666;15=10}
104,1010,{rmb=30000;gold=666666;15=10}
105,1020,{rmb=30000;gold=666666;15=10}
106,1030,{rmb=30000;gold=666666;15=10}
107,1040,{rmb=30000;gold=666666;15=10}
108,1050,{rmb=30000;gold=666666;15=10}
109,1060,{rmb=30000;gold=666666;15=10}
110,1070,{rmb=30000;gold=666666;15=10}
111,1080,{rmb=30000;gold=666666;15=10}
112,1090,{rmb=30000;gold=666666;15=10}
113,1100,{rmb=30000;gold=666666;15=10}
114,1110,{rmb=30000;gold=666666;15=10}
115,1120,{rmb=30000;gold=666666;15=10}
116,1130,{rmb=30000;gold=666666;15=10}
117,1140,{rmb=30000;gold=666666;15=10}
118,1150,{rmb=30000;gold=666666;15=10}
119,1160,{rmb=30000;gold=666666;15=10}
120,1170,{rmb=30000;gold=666666;15=10}
121,1180,{rmb=30000;gold=666666;15=10}
122,1190,{rmb=30000;gold=666666;15=10}
123,1200,{rmb=30000;gold=666666;15=10}
124,1210,{rmb=30000;gold=666666;15=10}
125,1220,{rmb=30000;gold=666666;15=10}
126,1230,{rmb=30000;gold=666666;15=10}
127,1240,{rmb=30000;gold=666666;15=10}
128,1250,{rmb=30000;gold=666666;15=10}
129,1260,{rmb=30000;gold=666666;15=10}
130,1270,{rmb=30000;gold=666666;15=10}
131,1280,{rmb=30000;gold=666666;15=10}
132,1290,{rmb=30000;gold=666666;15=10}
133,1300,{rmb=30000;gold=666666;15=10}
134,1310,{rmb=30000;gold=666666;15=10}
135,1320,{rmb=30000;gold=666666;15=10}
136,1330,{rmb=30000;gold=666666;15=10}
137,1340,{rmb=30000;gold=666666;15=10}
138,1350,{rmb=30000;gold=666666;15=10}
139,1360,{rmb=30000;gold=666666;15=10}
140,1370,{rmb=30000;gold=666666;15=10}
141,1380,{rmb=30000;gold=666666;15=10}
142,1390,{rmb=30000;gold=666666;15=10}
143,1400,{rmb=30000;gold=666666;15=10}
144,1410,{rmb=30000;gold=666666;15=10}
145,1420,{rmb=30000;gold=666666;15=10}
146,1430,{rmb=30000;gold=666666;15=10}
147,1440,{rmb=30000;gold=666666;15=10}
148,1450,{rmb=30000;gold=666666;15=10}
149,1460,{rmb=30000;gold=666666;15=10}
150,1470,{rmb=30000;gold=666666;15=10}
151,1480,{rmb=30000;gold=666666;15=10}
152,1490,{rmb=30000;gold=666666;15=10}
153,1500,{rmb=30000;gold=666666;15=10}
154,1510,{rmb=30000;gold=666666;15=10}
155,1520,{rmb=30000;gold=666666;15=10}
156,1530,{rmb=30000;gold=666666;15=10}
157,1540,{rmb=30000;gold=666666;15=10}
158,1550,{rmb=30000;gold=666666;15=10}
159,1560,{rmb=30000;gold=666666;15=10}
160,1570,{rmb=30000;gold=666666;15=10}
161,1580,{rmb=30000;gold=666666;15=10}
162,1590,{rmb=30000;gold=666666;15=10}
163,1600,{rmb=30000;gold=666666;15=10}
164,1610,{rmb=30000;gold=666666;15=10}
165,1620,{rmb=30000;gold=666666;15=10}
166,1630,{rmb=30000;gold=666666;15=10}
167,1640,{rmb=30000;gold=666666;15=10}
168,1650,{rmb=30000;gold=666666;15=10}
169,1660,{rmb=30000;gold=666666;15=10}
170,1670,{rmb=30000;gold=666666;15=10}
171,1680,{rmb=30000;gold=666666;15=10}
172,1690,{rmb=30000;gold=666666;15=10}
173,1700,{rmb=30000;gold=666666;15=10}
174,1710,{rmb=30000;gold=666666;15=10}
175,1720,{rmb=30000;gold=666666;15=10}
176,1730,{rmb=30000;gold=666666;15=10}
177,1740,{rmb=30000;gold=666666;15=10}
178,1750,{rmb=30000;gold=666666;15=10}
179,1760,{rmb=30000;gold=666666;15=10}
180,1770,{rmb=30000;gold=666666;15=10}
181,1780,{rmb=30000;gold=666666;15=10}
182,1790,{rmb=30000;gold=666666;15=10}
183,1800,{rmb=30000;gold=666666;15=10}
184,1810,{rmb=30000;gold=666666;15=10}
185,1820,{rmb=30000;gold=666666;15=10}
186,1830,{rmb=30000;gold=666666;15=10}
187,1840,{rmb=30000;gold=666666;15=10}
188,1850,{rmb=30000;gold=666666;15=10}
189,1860,{rmb=30000;gold=666666;15=10}
190,1870,{rmb=30000;gold=666666;15=10}
191,1880,{rmb=30000;gold=666666;15=10}
192,1890,{rmb=30000;gold=666666;15=10}
193,1900,{rmb=30000;gold=666666;15=10}
194,1910,{rmb=30000;gold=666666;15=10}
195,1920,{rmb=30000;gold=666666;15=10}
196,1930,{rmb=30000;gold=666666;15=10}
197,1940,{rmb=30000;gold=666666;15=10}
198,1950,{rmb=30000;gold=666666;15=10}
199,1960,{rmb=30000;gold=666666;15=10}
200,1970,{rmb=30000;gold=666666;15=10}
201,1980,{rmb=30000;gold=666666;15=10}
202,1990,{rmb=30000;gold=666666;15=10}
203,2000,{rmb=30000;gold=666666;15=10}
