变量名,type,desc,icon,title,targetType,targetArg,targetArg2,targetDisplay,levelReq,vipReq,languages,sortWeight,group,rankInGroup,point,awardArgs,goToPanel
默认值,0,"""""","""""","""""",1,,,"""""",1,0,<cn;tw;en;vn;th;kr>,0,0,0,0,{},
任务ID,任务类型,任务描述,任务图标,任务标题,任务目标类型,任务目标参数,任务目标参数2,任务目标显示参数,等级限制,vip限制,语言区域,顺序,任务组,任务组排序,活跃度点数,奖励物品表,前往类型枚举:5位数关卡ID-关卡10000为主线不限关10100为主线第一章20000为困难不限关  gainWay获得途径   shop商店activity活动界面roleLogo头像界面figure个人形象界面gainGold点金界面recharge充值界面gainStamina购买体力friend好友界面cardBag背包界面strengthen还有培养界面handbook图鉴界面任意英文-数字表示其页签
1024,0,主角等级达到25级,city/task/icon_actionup.png,成长奖励,1,25,,25,1,,,4,1000,25,,{gold=5000;rmb=20},10000
1025,0,主角等级达到26级,city/task/icon_actionup.png,成长奖励,1,26,,26,1,,,4,1000,26,,{gold=5000;rmb=20},10000
1026,0,主角等级达到27级,city/task/icon_actionup.png,成长奖励,1,27,,27,1,,,2,1000,27,,{gold=5000;rmb=20},10000
1027,0,主角等级达到28级,city/task/icon_actionup.png,成长奖励,1,28,,28,1,,,1,1000,28,,{gold=5000;rmb=20},10000
1028,0,主角等级达到29级,city/task/icon_actionup.png,成长奖励,1,29,,29,1,,,4,1000,29,,{gold=5000;rmb=20},10000
1029,0,主角等级达到30级,city/task/icon_actionup.png,成长奖励,1,30,,30,1,,,4,1000,30,,{gold=5000;rmb=20},10000
1030,0,主角等级达到31级,city/task/icon_actionup.png,成长奖励,1,31,,31,1,,,3,1000,31,,{gold=5000;rmb=20},10000
1031,0,主角等级达到32级,city/task/icon_actionup.png,成长奖励,1,32,,32,1,,,3,1000,32,,{gold=5000;rmb=20},10000
1032,0,主角等级达到33级,city/task/icon_actionup.png,成长奖励,1,33,,33,1,,,3,1000,33,,{gold=5000;rmb=20},10000
1033,0,主角等级达到34级,city/task/icon_actionup.png,成长奖励,1,34,,34,1,,,1,1000,34,,{gold=5000;rmb=20},10000
1034,0,主角等级达到35级,city/task/icon_actionup.png,成长奖励,1,35,,35,1,,,1,1000,35,,{gold=5000;rmb=20},10000
1035,0,主角等级达到36级,city/task/icon_actionup.png,成长奖励,1,36,,36,1,,,2,1000,36,,{gold=5000;rmb=20},10000
1036,0,主角等级达到37级,city/task/icon_actionup.png,成长奖励,1,37,,37,1,,,3,1000,37,,{gold=5000;rmb=20},10000
1037,0,主角等级达到38级,city/task/icon_actionup.png,成长奖励,1,38,,38,1,,,3,1000,38,,{gold=5000;rmb=20},10000
1038,0,主角等级达到39级,city/task/icon_actionup.png,成长奖励,1,39,,39,1,,,4,1000,39,,{gold=5000;rmb=20},10000
1039,0,主角等级达到40级,city/task/icon_actionup.png,成长奖励,1,40,,40,1,,,5,1000,40,,{gold=7500;rmb=25},10000
1040,0,主角等级达到41级,city/task/icon_actionup.png,成长奖励,1,41,,41,1,,,5,1000,41,,{gold=7500;rmb=25},10000
1041,0,主角等级达到42级,city/task/icon_actionup.png,成长奖励,1,42,,42,1,,,6,1000,42,,{gold=7500;rmb=25},10000
1042,0,主角等级达到43级,city/task/icon_actionup.png,成长奖励,1,43,,43,1,,,7,1000,43,,{gold=7500;rmb=25},10000
1043,0,主角等级达到44级,city/task/icon_actionup.png,成长奖励,1,44,,44,1,,,8,1000,44,,{gold=7500;rmb=25},10000
1044,0,主角等级达到45级,city/task/icon_actionup.png,成长奖励,1,45,,45,1,,,9,1000,45,,{gold=7500;rmb=25},10000
1045,0,主角等级达到46级,city/task/icon_actionup.png,成长奖励,1,46,,46,1,,,10,1000,46,,{gold=7500;rmb=25},10000
1046,0,主角等级达到47级,city/task/icon_actionup.png,成长奖励,1,47,,47,1,,,11,1000,47,,{gold=7500;rmb=25},10000
1047,0,主角等级达到48级,city/task/icon_actionup.png,成长奖励,1,48,,48,1,,,12,1000,48,,{gold=7500;rmb=25},10000
1048,0,主角等级达到49级,city/task/icon_actionup.png,成长奖励,1,49,,49,1,,,13,1000,49,,{gold=7500;rmb=25},10000
1049,0,主角等级达到50级,city/task/icon_actionup.png,成长奖励,1,50,,50,1,,,2,1000,50,,{gold=7500;rmb=25},10000
1050,0,主角等级达到51级,city/task/icon_actionup.png,成长奖励,1,51,,51,1,,,3,1000,51,,{gold=7500;rmb=25},10000
1051,0,主角等级达到52级,city/task/icon_actionup.png,成长奖励,1,52,,52,1,,,4,1000,52,,{gold=7500;rmb=25},10000
1052,0,主角等级达到53级,city/task/icon_actionup.png,成长奖励,1,53,,53,1,,,5,1000,53,,{gold=7500;rmb=25},10000
1053,0,主角等级达到54级,city/task/icon_actionup.png,成长奖励,1,54,,54,1,,,6,1000,54,,{gold=7500;rmb=25},10000
1054,0,主角等级达到55级,city/task/icon_actionup.png,成长奖励,1,55,,55,1,,,7,1000,55,,{gold=7500;rmb=25},10000
1055,0,主角等级达到56级,city/task/icon_actionup.png,成长奖励,1,56,,56,1,,,8,1000,56,,{gold=7500;rmb=25},10000
1056,0,主角等级达到57级,city/task/icon_actionup.png,成长奖励,1,57,,57,1,,,9,1000,57,,{gold=7500;rmb=25},10000
1057,0,主角等级达到58级,city/task/icon_actionup.png,成长奖励,1,58,,58,1,,,10,1000,58,,{gold=7500;rmb=25},10000
1058,0,主角等级达到59级,city/task/icon_actionup.png,成长奖励,1,59,,59,1,,,11,1000,59,,{gold=7500;rmb=25},10000
1059,0,主角等级达到60级,city/task/icon_actionup.png,成长奖励,1,60,,60,1,,,12,1000,60,,{gold=10000;rmb=30},10000
1060,0,主角等级达到61级,city/task/icon_actionup.png,成长奖励,1,61,,61,1,,,13,1000,61,,{gold=10000;rmb=30},10000
1061,0,主角等级达到62级,city/task/icon_actionup.png,成长奖励,1,62,,62,1,,,0,1000,62,,{gold=10000;rmb=30},10000
1062,0,主角等级达到63级,city/task/icon_actionup.png,成长奖励,1,63,,63,1,,,1,1000,63,,{gold=10000;rmb=30},10000
1063,0,主角等级达到64级,city/task/icon_actionup.png,成长奖励,1,64,,64,1,,,1,1000,64,,{gold=10000;rmb=30},10000
1064,0,主角等级达到65级,city/task/icon_actionup.png,成长奖励,1,65,,65,1,,,4,1000,65,,{gold=10000;rmb=30},10000
1065,0,主角等级达到66级,city/task/icon_actionup.png,成长奖励,1,66,,66,1,,,3,1000,66,,{gold=10000;rmb=30},10000
1066,0,主角等级达到67级,city/task/icon_actionup.png,成长奖励,1,67,,67,1,,,3,1000,67,,{gold=10000;rmb=30},10000
1067,0,主角等级达到68级,city/task/icon_actionup.png,成长奖励,1,68,,68,1,,,3,1000,68,,{gold=10000;rmb=30},10000
1068,0,主角等级达到69级,city/task/icon_actionup.png,成长奖励,1,69,,69,1,,,2,1000,69,,{gold=10000;rmb=30},10000
1069,0,主角等级达到70级,city/task/icon_actionup.png,成长奖励,1,70,,70,1,,,2,1000,70,,{gold=10000;rmb=30},10000
1070,0,主角等级达到71级,city/task/icon_actionup.png,成长奖励,1,71,,71,1,,,2,1000,71,,{gold=10000;rmb=30},10000
1071,0,主角等级达到72级,city/task/icon_actionup.png,成长奖励,1,72,,72,1,,,2,1000,72,,{gold=10000;rmb=30},10000
1072,0,主角等级达到73级,city/task/icon_actionup.png,成长奖励,1,73,,73,1,,,3,1000,73,,{gold=10000;rmb=30},10000
1073,0,主角等级达到74级,city/task/icon_actionup.png,成长奖励,1,74,,74,1,,,4,1000,74,,{gold=10000;rmb=30},10000
1074,0,主角等级达到75级,city/task/icon_actionup.png,成长奖励,1,75,,75,1,,,5,1000,75,,{gold=10000;rmb=30},10000
1075,0,主角等级达到76级,city/task/icon_actionup.png,成长奖励,1,76,,76,1,,,6,1000,76,,{gold=10000;rmb=30},10000
1076,0,主角等级达到77级,city/task/icon_actionup.png,成长奖励,1,77,,77,1,,,7,1000,77,,{gold=10000;rmb=30},10000
1077,0,主角等级达到78级,city/task/icon_actionup.png,成长奖励,1,78,,78,1,,,8,1000,78,,{gold=10000;rmb=30},10000
1078,0,主角等级达到79级,city/task/icon_actionup.png,成长奖励,1,79,,79,1,,,9,1000,79,,{gold=10000;rmb=30},10000
1079,0,主角等级达到80级,city/task/icon_actionup.png,成长奖励,1,80,,80,1,,,10,1000,80,,{gold=10000;rmb=30},10000
1080,0,主角等级达到81级,city/task/icon_actionup.png,成长奖励,1,81,,81,1,,,11,1000,81,,{gold=10000;rmb=30},10000
1081,0,主角等级达到82级,city/task/icon_actionup.png,成长奖励,1,82,,82,1,,,12,1000,82,,{gold=10000;rmb=30},10000
1082,0,主角等级达到83级,city/task/icon_actionup.png,成长奖励,1,83,,83,1,,,13,1000,83,,{gold=10000;rmb=30},10000
1083,0,主角等级达到84级,city/task/icon_actionup.png,成长奖励,1,84,,84,1,,,14,1000,84,,{gold=10000;rmb=30},10000
1084,0,主角等级达到85级,city/task/icon_actionup.png,成长奖励,1,85,,85,1,,,15,1000,85,,{gold=10000;rmb=30},10000
1085,0,主角等级达到86级,city/task/icon_actionup.png,成长奖励,1,86,,86,1,,,16,1000,86,,{gold=10000;rmb=30},10000
1086,0,主角等级达到87级,city/task/icon_actionup.png,成长奖励,1,87,,87,1,,,17,1000,87,,{gold=10000;rmb=30},10000
1087,0,主角等级达到88级,city/task/icon_actionup.png,成长奖励,1,88,,88,1,,,18,1000,88,,{gold=10000;rmb=30},10000
1088,0,主角等级达到89级,city/task/icon_actionup.png,成长奖励,1,89,,89,1,,,19,1000,89,,{gold=10000;rmb=30},10000
1089,0,主角等级达到90级,city/task/icon_actionup.png,成长奖励,1,90,,90,1,,,20,1000,90,,{gold=10000;rmb=30},10000
1090,0,主角等级达到91级,city/task/icon_actionup.png,成长奖励,1,91,,91,1,,,0,1000,91,,{gold=10000;rmb=30},10000
1091,0,主角等级达到92级,city/task/icon_actionup.png,成长奖励,1,92,,92,1,,,1,1000,92,,{gold=10000;rmb=30},10000
1092,0,主角等级达到93级,city/task/icon_actionup.png,成长奖励,1,93,,93,1,,,2,1000,93,,{gold=10000;rmb=30},10000
1093,0,主角等级达到94级,city/task/icon_actionup.png,成长奖励,1,94,,94,1,,,3,1000,94,,{gold=10000;rmb=30},10000
1094,0,主角等级达到95级,city/task/icon_actionup.png,成长奖励,1,95,,95,1,,,4,1000,95,,{gold=10000;rmb=30},10000
1095,0,主角等级达到96级,city/task/icon_actionup.png,成长奖励,1,96,,96,1,,,5,1000,96,,{gold=10000;rmb=30},10000
1096,0,主角等级达到97级,city/task/icon_actionup.png,成长奖励,1,97,,97,1,,,6,1000,97,,{gold=10000;rmb=30},10000
1097,0,主角等级达到98级,city/task/icon_actionup.png,成长奖励,1,98,,98,1,,,7,1000,98,,{gold=10000;rmb=30},10000
1098,0,主角等级达到99级,city/task/icon_actionup.png,成长奖励,1,99,,99,1,,,8,1000,99,,{gold=10000;rmb=30},10000
1099,0,主角等级达到100级,city/task/icon_actionup.png,成长奖励,1,100,,100,1,,,9,1000,100,,{gold=10000;rmb=30},10000
1100,0,主角等级达到101级,city/task/icon_actionup.png,成长奖励,1,101,,101,1,,,10,1000,101,,{gold=10000;rmb=30},10000
11001,0,主角等级达到102级,city/task/icon_actionup.png,成长奖励,1,102,,102,1,,,13,1000,102,,{gold=10000;rmb=30},10000
11002,0,主角等级达到103级,city/task/icon_actionup.png,成长奖励,1,103,,103,1,,,14,1000,103,,{gold=10000;rmb=30},10000
11003,0,主角等级达到104级,city/task/icon_actionup.png,成长奖励,1,104,,104,1,,,15,1000,104,,{gold=10000;rmb=30},10000
11004,0,主角等级达到105级,city/task/icon_actionup.png,成长奖励,1,105,,105,1,,,16,1000,105,,{gold=10000;rmb=30},10000
11005,0,主角等级达到106级,city/task/icon_actionup.png,成长奖励,1,106,,106,1,,,17,1000,106,,{gold=10000;rmb=30},10000
11006,0,主角等级达到107级,city/task/icon_actionup.png,成长奖励,1,107,,107,1,,,18,1000,107,,{gold=10000;rmb=30},10000
11007,0,主角等级达到108级,city/task/icon_actionup.png,成长奖励,1,108,,108,1,,,19,1000,108,,{gold=10000;rmb=30},10000
11008,0,主角等级达到109级,city/task/icon_actionup.png,成长奖励,1,109,,109,1,,,20,1000,109,,{gold=10000;rmb=30},10000
11009,0,主角等级达到110级,city/task/icon_actionup.png,成长奖励,1,110,,110,1,,,0,1000,110,,{gold=10000;rmb=30},10000
11010,0,主角等级达到111级,city/task/icon_actionup.png,成长奖励,1,111,,111,1,,,1,1000,111,,{gold=10000;rmb=30},10000
11011,0,主角等级达到112级,city/task/icon_actionup.png,成长奖励,1,112,,112,1,,,2,1000,112,,{gold=10000;rmb=30},10000
11012,0,主角等级达到113级,city/task/icon_actionup.png,成长奖励,1,113,,113,1,,,3,1000,113,,{gold=10000;rmb=30},10000
11013,0,主角等级达到114级,city/task/icon_actionup.png,成长奖励,1,114,,114,1,,,4,1000,114,,{gold=10000;rmb=30},10000
11014,0,主角等级达到115级,city/task/icon_actionup.png,成长奖励,1,115,,115,1,,,5,1000,115,,{gold=10000;rmb=30},10000
11015,0,主角等级达到116级,city/task/icon_actionup.png,成长奖励,1,116,,116,1,,,6,1000,116,,{gold=10000;rmb=30},10000
11016,0,主角等级达到117级,city/task/icon_actionup.png,成长奖励,1,117,,117,1,,,7,1000,117,,{gold=10000;rmb=30},10000
11017,0,主角等级达到118级,city/task/icon_actionup.png,成长奖励,1,118,,118,1,,,8,1000,118,,{gold=10000;rmb=30},10000
11018,0,主角等级达到119级,city/task/icon_actionup.png,成长奖励,1,119,,119,1,,,9,1000,119,,{gold=10000;rmb=30},10000
11019,0,主角等级达到120级,city/task/icon_actionup.png,成长奖励,1,120,,120,1,,,10,1000,120,,{gold=10000;rmb=30},10000
,,,,,,,,,,,,11,,,,,
1101,0,通关第一章普通关卡3,city/task/icon_action.png,奋勇作战,2,10103,,1,1,,,12,1100,1,,{gold=2000;11=5},10103
1102,0,通关第二章普通关卡2,city/task/icon_action.png,奋勇作战,2,10202,,1,1,,,13,1100,2,,{gold=2000;11=5},10202
1103,0,通关第二章普通关卡5,city/task/icon_action.png,奋勇作战,2,10205,,1,1,,,14,1100,3,,{gold=2000;11=5},10205
1104,0,通关第三章普通关卡2,city/task/icon_action.png,奋勇作战,2,10302,,1,1,,,15,1100,4,,{gold=2500;11=5},10302
1105,0,通关第三章普通关卡5,city/task/icon_action.png,奋勇作战,2,10305,,1,1,,,16,1100,5,,{gold=2500;11=5},10305
1106,0,通关第三章普通关卡8,city/task/icon_action.png,奋勇作战,2,10308,,1,1,,,17,1100,6,,{gold=2500;11=5},10308
1107,0,通关第四章普通关卡2,city/task/icon_action.png,奋勇作战,2,10402,,1,1,,,18,1100,7,,{gold=3000;11=5},10402
1108,0,通关第四章普通关卡5,city/task/icon_action.png,奋勇作战,2,10405,,1,1,,,19,1100,8,,{gold=3000;11=5},10405
1109,0,通关第四章普通关卡8,city/task/icon_action.png,奋勇作战,2,10408,,1,1,,,20,1100,9,,{gold=3000;11=5},10408
1110,0,通关第五章普通关卡4,city/task/icon_action.png,奋勇作战,2,10504,,1,1,,,21,1100,10,,{gold=3500;11=5},10504
1111,0,通关第五章普通关卡7,city/task/icon_action.png,奋勇作战,2,10507,,1,1,,,2,1100,11,,{gold=3500;11=5},10507
1112,0,通关第五章普通关卡10,city/task/icon_action.png,奋勇作战,2,10510,,1,1,,,3,1100,12,,{gold=3500;11=5},10510
1113,0,通关第六章普通关卡4,city/task/icon_action.png,奋勇作战,2,10604,,1,1,,,4,1100,13,,{gold=4000;11=5},10604
1114,0,通关第六章普通关卡7,city/task/icon_action.png,奋勇作战,2,10607,,1,1,,,5,1100,14,,{gold=4000;11=5},10607
1115,0,通关第六章普通关卡10,city/task/icon_action.png,奋勇作战,2,10610,,1,1,,,6,1100,15,,{gold=4000;11=5},10610
1116,0,通关第七章普通关卡4,city/task/icon_action.png,奋勇作战,2,10704,,1,1,,,2,1100,16,,{gold=5000;12=5},10704
1117,0,通关第七章普通关卡7,city/task/icon_action.png,奋勇作战,2,10707,,1,1,,,3,1100,17,,{gold=5000;12=5},10707
1118,0,通关第七章普通关卡10,city/task/icon_action.png,奋勇作战,2,10710,,1,1,,,4,1100,18,,{gold=5000;12=5},10710
1119,0,通关第八章普通关卡4,city/task/icon_action.png,奋勇作战,2,10804,,1,1,,,5,1100,19,,{gold=7000;12=5},10804
1120,0,通关第八章普通关卡7,city/task/icon_action.png,奋勇作战,2,10807,,1,1,,,6,1100,20,,{gold=7000;12=5},10807
1121,0,通关第八章普通关卡10,city/task/icon_action.png,奋勇作战,2,10810,,1,1,,,7,1100,21,,{gold=7000;12=5},10810
1122,0,通关第九章普通关卡4,city/task/icon_action.png,奋勇作战,2,10904,,1,1,,,8,1100,22,,{gold=9000;12=5},10904
1123,0,通关第九章普通关卡7,city/task/icon_action.png,奋勇作战,2,10907,,1,1,,,9,1100,23,,{gold=9000;12=5},10907
1124,0,通关第九章普通关卡10,city/task/icon_action.png,奋勇作战,2,10910,,1,1,,,10,1100,24,,{gold=9000;12=5},10910
1125,0,通关第十章普通关卡4,city/task/icon_action.png,奋勇作战,2,11004,,1,1,,,11,1100,25,,{gold=11000;12=5},11004
1126,0,通关第十章普通关卡7,city/task/icon_action.png,奋勇作战,2,11007,,1,1,,,12,1100,26,,{gold=11000;12=5},11007
1127,0,通关第十章普通关卡10,city/task/icon_action.png,奋勇作战,2,11010,,1,1,,,13,1100,27,,{gold=11000;12=5},11010
1128,0,通关第十一章普通关卡4,city/task/icon_action.png,奋勇作战,2,11104,,1,1,,,14,1100,28,,{gold=13000;12=5},11104
1129,0,通关第十一章普通关卡7,city/task/icon_action.png,奋勇作战,2,11107,,1,1,,,15,1100,29,,{gold=13000;12=5},11107
1130,0,通关第十一章普通关卡10,city/task/icon_action.png,奋勇作战,2,11110,,1,1,,,16,1100,30,,{gold=13000;12=5},11110
1131,0,通关第十二章普通关卡4,city/task/icon_action.png,奋勇作战,2,11204,,1,1,,,17,1100,31,,{gold=15000;13=5},11204
1132,0,通关第十二章普通关卡7,city/task/icon_action.png,奋勇作战,2,11207,,1,1,,,18,1100,32,,{gold=15000;13=5},11207
1133,0,通关第十二章普通关卡10,city/task/icon_action.png,奋勇作战,2,11210,,1,1,,,3,1100,33,,{gold=15000;13=5},11210
1134,0,通关第十三章普通关卡4,city/task/icon_action.png,奋勇作战,2,11304,,1,1,,,,1100,34,,{gold=17000;13=5},11304
1135,0,通关第十三章普通关卡7,city/task/icon_action.png,奋勇作战,2,11307,,1,1,,,,1100,35,,{gold=17000;13=5},11307
1136,0,通关第十三章普通关卡10,city/task/icon_action.png,奋勇作战,2,11310,,1,1,,,,1100,36,,{gold=17000;13=5},11310
1137,0,通关第十四章普通关卡4,city/task/icon_action.png,奋勇作战,2,11404,,1,1,,,,1100,37,,{gold=19000;13=5},11404
1138,0,通关第十四章普通关卡7,city/task/icon_action.png,奋勇作战,2,11407,,1,1,,,,1100,38,,{gold=19000;13=5},11407
1139,0,通关第十四章普通关卡10,city/task/icon_action.png,奋勇作战,2,11410,,1,1,,,,1100,39,,{gold=19000;13=5},11410
1140,0,通关第十五章普通关卡4,city/task/icon_action.png,奋勇作战,2,11504,,1,1,,,,1100,40,,{gold=21000;13=5},11504
1141,0,通关第十五章普通关卡7,city/task/icon_action.png,奋勇作战,2,11507,,1,1,,,,1100,41,,{gold=21000;13=5},11507
1142,0,通关第十五章普通关卡10,city/task/icon_action.png,奋勇作战,2,11510,,1,1,,,,1100,42,,{gold=21000;13=5},11510
1143,0,通关第十六章普通关卡4,city/task/icon_action.png,奋勇作战,2,11604,,1,1,,,,1100,43,,{gold=23000;13=5},11604
1144,0,通关第十六章普通关卡7,city/task/icon_action.png,奋勇作战,2,11607,,1,1,,,,1100,44,,{gold=23000;13=5},11607
1145,0,通关第十六章普通关卡10,city/task/icon_action.png,奋勇作战,2,11610,,1,1,,,,1100,45,,{gold=23000;13=5},11610
1146,0,通关第十七章普通关卡4,city/task/icon_action.png,奋勇作战,2,11704,,1,1,,,,1100,46,,{gold=25000;13=5},11704
1147,0,通关第十七章普通关卡7,city/task/icon_action.png,奋勇作战,2,11707,,1,1,,,,1100,47,,{gold=25000;13=5},11707
1148,0,通关第十七章普通关卡10,city/task/icon_action.png,奋勇作战,2,11710,,1,1,,,,1100,48,,{gold=25000;13=5},11710
1149,0,通关第十八章普通关卡4,city/task/icon_action.png,奋勇作战,2,11804,,1,1,,,,1100,49,,{gold=27000;13=5},11804
1150,0,通关第十八章普通关卡7,city/task/icon_action.png,奋勇作战,2,11807,,1,1,,,,1100,50,,{gold=27000;13=5},11807
1151,0,通关第十八章普通关卡10,city/task/icon_action.png,奋勇作战,2,11810,,1,1,,,,1100,51,,{gold=27000;13=5},11810
1152,0,通关第十九章普通关卡4,city/task/icon_action.png,奋勇作战,2,11904,,1,1,,,,1100,52,,{gold=29000;14=5},11904
1153,0,通关第十九章普通关卡7,city/task/icon_action.png,奋勇作战,2,11907,,1,1,,,,1100,53,,{gold=29000;14=5},11907
1154,0,通关第十九章普通关卡10,city/task/icon_action.png,奋勇作战,2,11910,,1,1,,,,1100,54,,{gold=29000;14=5},11910
1155,0,通关第二十章普通关卡4,city/task/icon_action.png,奋勇作战,2,12004,,1,1,,,,1100,55,,{gold=31000;14=5},12004
1156,0,通关第二十章普通关卡7,city/task/icon_action.png,奋勇作战,2,12007,,1,1,,,,1100,56,,{gold=31000;14=5},12007
1157,0,通关第二十章普通关卡10,city/task/icon_action.png,奋勇作战,2,12010,,1,1,,,,1100,57,,{gold=31000;14=5},12010
1158,0,通关第二十一章普通关卡4,city/task/icon_action.png,奋勇作战,2,12104,,1,1,,,,1100,58,,{gold=33000;14=5},12104
1159,0,通关第二十一章普通关卡7,city/task/icon_action.png,奋勇作战,2,12107,,1,1,,,,1100,59,,{gold=33000;14=5},12107
1160,0,通关第二十一章普通关卡10,city/task/icon_action.png,奋勇作战,2,12110,,1,1,,,,1100,60,,{gold=33000;14=5},12110
1161,0,通关第二十二十章普通关卡4,city/task/icon_action.png,奋勇作战,2,12204,,1,1,,,,1100,61,,{gold=35000;14=5},12204
1162,0,通关第二十二十章普通关卡7,city/task/icon_action.png,奋勇作战,2,12207,,1,1,,,,1100,62,,{gold=35000;14=5},12207
1163,0,通关第二十二十章普通关卡10,city/task/icon_action.png,奋勇作战,2,12210,,1,1,,,,1100,63,,{gold=35000;14=5},12210
1164,0,通关第二十三章普通关卡4,city/task/icon_action.png,奋勇作战,2,12304,,1,1,,,,1100,64,,{gold=37000;14=5},12304
1165,0,通关第二十三章普通关卡7,city/task/icon_action.png,奋勇作战,2,12307,,1,1,,,,1100,65,,{gold=37000;14=5},12307
1166,0,通关第二十三章普通关卡10,city/task/icon_action.png,奋勇作战,2,12310,,1,1,,,,1100,66,,{gold=37000;14=5},12310
1167,0,通关第二十四章普通关卡4,city/task/icon_action.png,奋勇作战,2,12404,,1,1,,,,1100,67,,{gold=39000;14=5},12404
1168,0,通关第二十四章普通关卡7,city/task/icon_action.png,奋勇作战,2,12407,,1,1,,,,1100,68,,{gold=39000;14=5},12407
1169,0,通关第二十四章普通关卡10,city/task/icon_action.png,奋勇作战,2,12410,,1,1,,,,1100,69,,{gold=39000;14=5},12410
1170,0,通关第二十五章普通关卡4,city/task/icon_action.png,奋勇作战,2,12504,,1,1,,,,1100,70,,{gold=41000;14=5},12504
1171,0,通关第二十五章普通关卡7,city/task/icon_action.png,奋勇作战,2,12507,,1,1,,,,1100,71,,{gold=41000;14=5},12507
1172,0,通关第二十五章普通关卡10,city/task/icon_action.png,奋勇作战,2,12510,,1,1,,,,1100,72,,{gold=41000;14=5},12510
,,,,,,,,,,,,,,,,,
