变量名,attrType1,level,skillID,attrType3,attrNum2,attrType2,attrNum3,attrNum1
5066,9,66,71006,23,10.50%,10,816,10.50%
5067,9,67,71006,23,10.80%,10,832,10.80%
5068,9,68,71006,23,11.00%,10,848,11.00%
5069,9,69,71006,23,11.30%,10,864,11.30%
5070,9,70,71006,23,11.50%,10,880,11.50%
5071,9,71,71006,23,11.80%,10,896,11.80%
5072,9,72,71006,23,12.00%,10,912,12.00%
5073,9,73,71006,23,12.30%,10,928,12.30%
5074,9,74,71006,23,12.50%,10,944,12.50%
5075,9,75,71006,23,12.80%,10,960,12.80%
5076,9,76,71006,23,13.00%,10,976,13.00%
5077,9,77,71006,23,13.30%,10,992,13.30%
5078,9,78,71006,23,13.50%,10,1008,13.50%
5079,9,79,71006,23,13.80%,10,1024,13.80%
5080,9,80,71006,23,14.00%,10,1040,14.00%
5081,9,81,71006,23,14.30%,10,1058,14.30%
5082,9,82,71006,23,14.60%,10,1076,14.60%
5083,9,83,71006,23,14.90%,10,1094,14.90%
5084,9,84,71006,23,15.20%,10,1112,15.20%
5085,9,85,71006,23,15.50%,10,1130,15.50%
5086,9,86,71006,23,15.80%,10,1148,15.80%
5087,9,87,71006,23,16.10%,10,1166,16.10%
5088,9,88,71006,23,16.40%,10,1184,16.40%
5089,9,89,71006,23,16.70%,10,1202,16.70%
5090,9,90,71006,23,17.00%,10,1220,17.00%
5091,9,91,71006,23,17.30%,10,1238,17.30%
5092,9,92,71006,23,17.60%,10,1256,17.60%
5093,9,93,71006,23,17.90%,10,1274,17.90%
5094,9,94,71006,23,18.20%,10,1292,18.20%
5095,9,95,71006,23,18.50%,10,1310,18.50%
5096,9,96,71006,23,18.80%,10,1328,18.80%
5097,9,97,71006,23,19.10%,10,1346,19.10%
5098,9,98,71006,23,19.40%,10,1364,19.40%
5099,9,99,71006,23,19.70%,10,1382,19.70%
5100,9,100,71006,23,20.00%,10,1400,20.00%
7001,7,1,72001,18,0.10%,8,10,0.10%
7002,7,2,72001,18,0.20%,8,20,0.20%
7003,7,3,72001,18,0.30%,8,30,0.30%
7004,7,4,72001,18,0.40%,8,40,0.40%
7005,7,5,72001,18,0.50%,8,50,0.50%
7006,7,6,72001,18,0.60%,8,60,0.60%
7007,7,7,72001,18,0.70%,8,70,0.70%
7008,7,8,72001,18,0.80%,8,80,0.80%
7009,7,9,72001,18,0.90%,8,90,0.90%
7010,7,10,72001,18,1.00%,8,100,1.00%
7011,7,11,72001,18,1.10%,8,110,1.10%
7012,7,12,72001,18,1.20%,8,120,1.20%
7013,7,13,72001,18,1.30%,8,130,1.30%
7014,7,14,72001,18,1.40%,8,140,1.40%
7015,7,15,72001,18,1.50%,8,150,1.50%
7016,7,16,72001,18,1.60%,8,160,1.60%
7017,7,17,72001,18,1.70%,8,170,1.70%
7018,7,18,72001,18,1.80%,8,180,1.80%
7019,7,19,72001,18,1.90%,8,190,1.90%
7020,7,20,72001,18,2.00%,8,200,2.00%
7021,7,21,72001,18,2.20%,8,212,2.20%
7022,7,22,72001,18,2.30%,8,224,2.30%
7023,7,23,72001,18,2.50%,8,236,2.50%
7024,7,24,72001,18,2.60%,8,248,2.60%
7025,7,25,72001,18,2.80%,8,260,2.80%
7026,7,26,72001,18,2.90%,8,272,2.90%
7027,7,27,72001,18,3.10%,8,284,3.10%
7028,7,28,72001,18,3.20%,8,296,3.20%
7029,7,29,72001,18,3.40%,8,308,3.40%
7030,7,30,72001,18,3.50%,8,320,3.50%
7031,7,31,72001,18,3.70%,8,332,3.70%
7032,7,32,72001,18,3.80%,8,344,3.80%
7033,7,33,72001,18,4.00%,8,356,4.00%
7034,7,34,72001,18,4.10%,8,368,4.10%
7035,7,35,72001,18,4.30%,8,380,4.30%
7036,7,36,72001,18,4.40%,8,392,4.40%
7037,7,37,72001,18,4.60%,8,404,4.60%
7038,7,38,72001,18,4.70%,8,416,4.70%
7039,7,39,72001,18,4.90%,8,428,4.90%
7040,7,40,72001,18,5.00%,8,440,5.00%
7041,7,41,72001,18,5.20%,8,454,5.20%
7042,7,42,72001,18,5.40%,8,468,5.40%
7043,7,43,72001,18,5.60%,8,482,5.60%
7044,7,44,72001,18,5.80%,8,496,5.80%
7045,7,45,72001,18,6.00%,8,510,6.00%
7046,7,46,72001,18,6.20%,8,524,6.20%
7047,7,47,72001,18,6.40%,8,538,6.40%
7048,7,48,72001,18,6.60%,8,552,6.60%
7049,7,49,72001,18,6.80%,8,566,6.80%
7050,7,50,72001,18,7.00%,8,580,7.00%
7051,7,51,72001,18,7.20%,8,594,7.20%
7052,7,52,72001,18,7.40%,8,608,7.40%
7053,7,53,72001,18,7.60%,8,622,7.60%
7054,7,54,72001,18,7.80%,8,636,7.80%
7055,7,55,72001,18,8.00%,8,650,8.00%
7056,7,56,72001,18,8.20%,8,664,8.20%
7057,7,57,72001,18,8.40%,8,678,8.40%
7058,7,58,72001,18,8.60%,8,692,8.60%
7059,7,59,72001,18,8.80%,8,706,8.80%
7060,7,60,72001,18,9.00%,8,720,9.00%
7061,7,61,72001,18,9.30%,8,736,9.30%
7062,7,62,72001,18,9.50%,8,752,9.50%
7063,7,63,72001,18,9.80%,8,768,9.80%
7064,7,64,72001,18,10.00%,8,784,10.00%
7065,7,65,72001,18,10.30%,8,800,10.30%
7066,7,66,72001,18,10.50%,8,816,10.50%
7067,7,67,72001,18,10.80%,8,832,10.80%
7068,7,68,72001,18,11.00%,8,848,11.00%
7069,7,69,72001,18,11.30%,8,864,11.30%
7070,7,70,72001,18,11.50%,8,880,11.50%
7071,7,71,72001,18,11.80%,8,896,11.80%
7072,7,72,72001,18,12.00%,8,912,12.00%
7073,7,73,72001,18,12.30%,8,928,12.30%
7074,7,74,72001,18,12.50%,8,944,12.50%
7075,7,75,72001,18,12.80%,8,960,12.80%
7076,7,76,72001,18,13.00%,8,976,13.00%
7077,7,77,72001,18,13.30%,8,992,13.30%
7078,7,78,72001,18,13.50%,8,1008,13.50%
7079,7,79,72001,18,13.80%,8,1024,13.80%
7080,7,80,72001,18,14.00%,8,1040,14.00%
7081,7,81,72001,18,14.30%,8,1058,14.30%
7082,7,82,72001,18,14.60%,8,1076,14.60%
7083,7,83,72001,18,14.90%,8,1094,14.90%
7084,7,84,72001,18,15.20%,8,1112,15.20%
7085,7,85,72001,18,15.50%,8,1130,15.50%
7086,7,86,72001,18,15.80%,8,1148,15.80%
7087,7,87,72001,18,16.10%,8,1166,16.10%
7088,7,88,72001,18,16.40%,8,1184,16.40%
7089,7,89,72001,18,16.70%,8,1202,16.70%
7090,7,90,72001,18,17.00%,8,1220,17.00%
7091,7,91,72001,18,17.30%,8,1238,17.30%
7092,7,92,72001,18,17.60%,8,1256,17.60%
7093,7,93,72001,18,17.90%,8,1274,17.90%
7094,7,94,72001,18,18.20%,8,1292,18.20%
7095,7,95,72001,18,18.50%,8,1310,18.50%
7096,7,96,72001,18,18.80%,8,1328,18.80%
7097,7,97,72001,18,19.10%,8,1346,19.10%
7098,7,98,72001,18,19.40%,8,1364,19.40%
7099,7,99,72001,18,19.70%,8,1382,19.70%
7100,7,100,72001,18,20.00%,8,1400,20.00%
8001,1,1,72002,,10,17,,0.10%
8002,1,2,72002,,20,17,,0.20%
8003,1,3,72002,,30,17,,0.30%
8004,1,4,72002,,40,17,,0.40%
8005,1,5,72002,,50,17,,0.50%
8006,1,6,72002,,60,17,,0.60%
8007,1,7,72002,,70,17,,0.70%
8008,1,8,72002,,80,17,,0.80%
8009,1,9,72002,,90,17,,0.90%
8010,1,10,72002,,100,17,,1.00%
8011,1,11,72002,,110,17,,1.10%
8012,1,12,72002,,120,17,,1.20%
8013,1,13,72002,,130,17,,1.30%
8014,1,14,72002,,140,17,,1.40%
8015,1,15,72002,,150,17,,1.50%
8016,1,16,72002,,160,17,,1.60%
8017,1,17,72002,,170,17,,1.70%
8018,1,18,72002,,180,17,,1.80%
8019,1,19,72002,,190,17,,1.90%
8020,1,20,72002,,200,17,,2.00%
8021,1,21,72002,,212,17,,2.20%
8022,1,22,72002,,224,17,,2.30%
8023,1,23,72002,,236,17,,2.50%
8024,1,24,72002,,248,17,,2.60%
8025,1,25,72002,,260,17,,2.80%
8026,1,26,72002,,272,17,,2.90%
8027,1,27,72002,,284,17,,3.10%
8028,1,28,72002,,296,17,,3.20%
8029,1,29,72002,,308,17,,3.40%
8030,1,30,72002,,320,17,,3.50%
8031,1,31,72002,,332,17,,3.70%
8032,1,32,72002,,344,17,,3.80%
8033,1,33,72002,,356,17,,4.00%
8034,1,34,72002,,368,17,,4.10%
8035,1,35,72002,,380,17,,4.30%
8036,1,36,72002,,392,17,,4.40%
8037,1,37,72002,,404,17,,4.60%
8038,1,38,72002,,416,17,,4.70%
8039,1,39,72002,,428,17,,4.90%
8040,1,40,72002,,440,17,,5.00%
8041,1,41,72002,,454,17,,5.20%
8042,1,42,72002,,468,17,,5.40%
8043,1,43,72002,,482,17,,5.60%
8044,1,44,72002,,496,17,,5.80%
8045,1,45,72002,,510,17,,6.00%
8046,1,46,72002,,524,17,,6.20%
8047,1,47,72002,,538,17,,6.40%
8048,1,48,72002,,552,17,,6.60%
8049,1,49,72002,,566,17,,6.80%
8050,1,50,72002,,580,17,,7.00%
8051,1,51,72002,,594,17,,7.20%
8052,1,52,72002,,608,17,,7.40%
8053,1,53,72002,,622,17,,7.60%
8054,1,54,72002,,636,17,,7.80%
8055,1,55,72002,,650,17,,8.00%
8056,1,56,72002,,664,17,,8.20%
8057,1,57,72002,,678,17,,8.40%
8058,1,58,72002,,692,17,,8.60%
8059,1,59,72002,,706,17,,8.80%
8060,1,60,72002,,720,17,,9.00%
8061,1,61,72002,,736,17,,9.30%
8062,1,62,72002,,752,17,,9.50%
8063,1,63,72002,,768,17,,9.80%
8064,1,64,72002,,784,17,,10.00%
8065,1,65,72002,,800,17,,10.30%
8066,1,66,72002,,816,17,,10.50%
8067,1,67,72002,,832,17,,10.80%
8068,1,68,72002,,848,17,,11.00%
8069,1,69,72002,,864,17,,11.30%
8070,1,70,72002,,880,17,,11.50%
8071,1,71,72002,,896,17,,11.80%
8072,1,72,72002,,912,17,,12.00%
8073,1,73,72002,,928,17,,12.30%
8074,1,74,72002,,944,17,,12.50%
8075,1,75,72002,,960,17,,12.80%
8076,1,76,72002,,976,17,,13.00%
8077,1,77,72002,,992,17,,13.30%
8078,1,78,72002,,1008,17,,13.50%
8079,1,79,72002,,1024,17,,13.80%
8080,1,80,72002,,1040,17,,14.00%
8081,1,81,72002,,1058,17,,14.30%
8082,1,82,72002,,1076,17,,14.60%
8083,1,83,72002,,1094,17,,14.90%
8084,1,84,72002,,1112,17,,15.20%
8085,1,85,72002,,1130,17,,15.50%
8086,1,86,72002,,1148,17,,15.80%
8087,1,87,72002,,1166,17,,16.10%
8088,1,88,72002,,1184,17,,16.40%
8089,1,89,72002,,1202,17,,16.70%
8090,1,90,72002,,1220,17,,17.00%
8091,1,91,72002,,1238,17,,17.30%
8092,1,92,72002,,1256,17,,17.60%
8093,1,93,72002,,1274,17,,17.90%
8094,1,94,72002,,1292,17,,18.20%
8095,1,95,72002,,1310,17,,18.50%
8096,1,96,72002,,1328,17,,18.80%
8097,1,97,72002,,1346,17,,19.10%
8098,1,98,72002,,1364,17,,19.40%
8099,1,99,72002,,1382,17,,19.70%
8100,1,100,72002,,1400,17,,20.00%
9001,7,1,72003,14,0.10%,8,10,0.10%
9002,7,2,72003,14,0.20%,8,20,0.20%
9003,7,3,72003,14,0.30%,8,30,0.30%
9004,7,4,72003,14,0.40%,8,40,0.40%
9005,7,5,72003,14,0.50%,8,50,0.50%
9006,7,6,72003,14,0.60%,8,60,0.60%
9007,7,7,72003,14,0.70%,8,70,0.70%
9008,7,8,72003,14,0.80%,8,80,0.80%
9009,7,9,72003,14,0.90%,8,90,0.90%
9010,7,10,72003,14,1.00%,8,100,1.00%
9011,7,11,72003,14,1.10%,8,110,1.10%
9012,7,12,72003,14,1.20%,8,120,1.20%
9013,7,13,72003,14,1.30%,8,130,1.30%
9014,7,14,72003,14,1.40%,8,140,1.40%
9015,7,15,72003,14,1.50%,8,150,1.50%
9016,7,16,72003,14,1.60%,8,160,1.60%
9017,7,17,72003,14,1.70%,8,170,1.70%
9018,7,18,72003,14,1.80%,8,180,1.80%
9019,7,19,72003,14,1.90%,8,190,1.90%
9020,7,20,72003,14,2.00%,8,200,2.00%
9021,7,21,72003,14,2.20%,8,212,2.20%
9022,7,22,72003,14,2.30%,8,224,2.30%
9023,7,23,72003,14,2.50%,8,236,2.50%
9024,7,24,72003,14,2.60%,8,248,2.60%
9025,7,25,72003,14,2.80%,8,260,2.80%
9026,7,26,72003,14,2.90%,8,272,2.90%
9027,7,27,72003,14,3.10%,8,284,3.10%
9028,7,28,72003,14,3.20%,8,296,3.20%
9029,7,29,72003,14,3.40%,8,308,3.40%
9030,7,30,72003,14,3.50%,8,320,3.50%
9031,7,31,72003,14,3.70%,8,332,3.70%
9032,7,32,72003,14,3.80%,8,344,3.80%
9033,7,33,72003,14,4.00%,8,356,4.00%
9034,7,34,72003,14,4.10%,8,368,4.10%
9035,7,35,72003,14,4.30%,8,380,4.30%
9036,7,36,72003,14,4.40%,8,392,4.40%
9037,7,37,72003,14,4.60%,8,404,4.60%
9038,7,38,72003,14,4.70%,8,416,4.70%
9039,7,39,72003,14,4.90%,8,428,4.90%
9040,7,40,72003,14,5.00%,8,440,5.00%
9041,7,41,72003,14,5.20%,8,454,5.20%
9042,7,42,72003,14,5.40%,8,468,5.40%
9043,7,43,72003,14,5.60%,8,482,5.60%
9044,7,44,72003,14,5.80%,8,496,5.80%
9045,7,45,72003,14,6.00%,8,510,6.00%
9046,7,46,72003,14,6.20%,8,524,6.20%
9047,7,47,72003,14,6.40%,8,538,6.40%
9048,7,48,72003,14,6.60%,8,552,6.60%
9049,7,49,72003,14,6.80%,8,566,6.80%
9050,7,50,72003,14,7.00%,8,580,7.00%
9051,7,51,72003,14,7.20%,8,594,7.20%
9052,7,52,72003,14,7.40%,8,608,7.40%
9053,7,53,72003,14,7.60%,8,622,7.60%
9054,7,54,72003,14,7.80%,8,636,7.80%
9055,7,55,72003,14,8.00%,8,650,8.00%
9056,7,56,72003,14,8.20%,8,664,8.20%
9057,7,57,72003,14,8.40%,8,678,8.40%
9058,7,58,72003,14,8.60%,8,692,8.60%
9059,7,59,72003,14,8.80%,8,706,8.80%
9060,7,60,72003,14,9.00%,8,720,9.00%
9061,7,61,72003,14,9.30%,8,736,9.30%
9062,7,62,72003,14,9.50%,8,752,9.50%
9063,7,63,72003,14,9.80%,8,768,9.80%
9064,7,64,72003,14,10.00%,8,784,10.00%
9065,7,65,72003,14,10.30%,8,800,10.30%
9066,7,66,72003,14,10.50%,8,816,10.50%
9067,7,67,72003,14,10.80%,8,832,10.80%
9068,7,68,72003,14,11.00%,8,848,11.00%
9069,7,69,72003,14,11.30%,8,864,11.30%
9070,7,70,72003,14,11.50%,8,880,11.50%
9071,7,71,72003,14,11.80%,8,896,11.80%
9072,7,72,72003,14,12.00%,8,912,12.00%
9073,7,73,72003,14,12.30%,8,928,12.30%
9074,7,74,72003,14,12.50%,8,944,12.50%
9075,7,75,72003,14,12.80%,8,960,12.80%
9076,7,76,72003,14,13.00%,8,976,13.00%
9077,7,77,72003,14,13.30%,8,992,13.30%
9078,7,78,72003,14,13.50%,8,1008,13.50%
9079,7,79,72003,14,13.80%,8,1024,13.80%
9080,7,80,72003,14,14.00%,8,1040,14.00%
9081,7,81,72003,14,14.30%,8,1058,14.30%
9082,7,82,72003,14,14.60%,8,1076,14.60%
9083,7,83,72003,14,14.90%,8,1094,14.90%
9084,7,84,72003,14,15.20%,8,1112,15.20%
9085,7,85,72003,14,15.50%,8,1130,15.50%
9086,7,86,72003,14,15.80%,8,1148,15.80%
9087,7,87,72003,14,16.10%,8,1166,16.10%
9088,7,88,72003,14,16.40%,8,1184,16.40%
9089,7,89,72003,14,16.70%,8,1202,16.70%
9090,7,90,72003,14,17.00%,8,1220,17.00%
9091,7,91,72003,14,17.30%,8,1238,17.30%
9092,7,92,72003,14,17.60%,8,1256,17.60%
9093,7,93,72003,14,17.90%,8,1274,17.90%
9094,7,94,72003,14,18.20%,8,1292,18.20%
9095,7,95,72003,14,18.50%,8,1310,18.50%
9096,7,96,72003,14,18.80%,8,1328,18.80%
9097,7,97,72003,14,19.10%,8,1346,19.10%
9098,7,98,72003,14,19.40%,8,1364,19.40%
9099,7,99,72003,14,19.70%,8,1382,19.70%
9100,7,100,72003,14,20.00%,8,1400,20.00%
10001,1,1,72004,,10,16,,0.10%
10002,1,2,72004,,20,16,,0.20%
10003,1,3,72004,,30,16,,0.30%
10004,1,4,72004,,40,16,,0.40%
10005,1,5,72004,,50,16,,0.50%
10006,1,6,72004,,60,16,,0.60%
10007,1,7,72004,,70,16,,0.70%
10008,1,8,72004,,80,16,,0.80%
10009,1,9,72004,,90,16,,0.90%
10010,1,10,72004,,100,16,,1.00%
10011,1,11,72004,,110,16,,1.10%
10012,1,12,72004,,120,16,,1.20%
10013,1,13,72004,,130,16,,1.30%
10014,1,14,72004,,140,16,,1.40%
10015,1,15,72004,,150,16,,1.50%
10016,1,16,72004,,160,16,,1.60%
10017,1,17,72004,,170,16,,1.70%
10018,1,18,72004,,180,16,,1.80%
10019,1,19,72004,,190,16,,1.90%
10020,1,20,72004,,200,16,,2.00%
10021,1,21,72004,,212,16,,2.20%
10022,1,22,72004,,224,16,,2.30%
10023,1,23,72004,,236,16,,2.50%
10024,1,24,72004,,248,16,,2.60%
10025,1,25,72004,,260,16,,2.80%
10026,1,26,72004,,272,16,,2.90%
10027,1,27,72004,,284,16,,3.10%
10028,1,28,72004,,296,16,,3.20%
10029,1,29,72004,,308,16,,3.40%
10030,1,30,72004,,320,16,,3.50%
10031,1,31,72004,,332,16,,3.70%
10032,1,32,72004,,344,16,,3.80%
10033,1,33,72004,,356,16,,4.00%
10034,1,34,72004,,368,16,,4.10%
10035,1,35,72004,,380,16,,4.30%
10036,1,36,72004,,392,16,,4.40%
10037,1,37,72004,,404,16,,4.60%
10038,1,38,72004,,416,16,,4.70%
10039,1,39,72004,,428,16,,4.90%
10040,1,40,72004,,440,16,,5.00%
10041,1,41,72004,,454,16,,5.20%
10042,1,42,72004,,468,16,,5.40%
10043,1,43,72004,,482,16,,5.60%
10044,1,44,72004,,496,16,,5.80%
10045,1,45,72004,,510,16,,6.00%
10046,1,46,72004,,524,16,,6.20%
10047,1,47,72004,,538,16,,6.40%
10048,1,48,72004,,552,16,,6.60%
10049,1,49,72004,,566,16,,6.80%
10050,1,50,72004,,580,16,,7.00%
10051,1,51,72004,,594,16,,7.20%
10052,1,52,72004,,608,16,,7.40%
10053,1,53,72004,,622,16,,7.60%
10054,1,54,72004,,636,16,,7.80%
10055,1,55,72004,,650,16,,8.00%
10056,1,56,72004,,664,16,,8.20%
10057,1,57,72004,,678,16,,8.40%
10058,1,58,72004,,692,16,,8.60%
10059,1,59,72004,,706,16,,8.80%
10060,1,60,72004,,720,16,,9.00%
10061,1,61,72004,,736,16,,9.30%
10062,1,62,72004,,752,16,,9.50%
10063,1,63,72004,,768,16,,9.80%
10064,1,64,72004,,784,16,,10.00%
10065,1,65,72004,,800,16,,10.30%
10066,1,66,72004,,816,16,,10.50%
10067,1,67,72004,,832,16,,10.80%
10068,1,68,72004,,848,16,,11.00%
10069,1,69,72004,,864,16,,11.30%
10070,1,70,72004,,880,16,,11.50%
10071,1,71,72004,,896,16,,11.80%
10072,1,72,72004,,912,16,,12.00%
10073,1,73,72004,,928,16,,12.30%
10074,1,74,72004,,944,16,,12.50%
10075,1,75,72004,,960,16,,12.80%
10076,1,76,72004,,976,16,,13.00%
10077,1,77,72004,,992,16,,13.30%
10078,1,78,72004,,1008,16,,13.50%
10079,1,79,72004,,1024,16,,13.80%
10080,1,80,72004,,1040,16,,14.00%
10081,1,81,72004,,1058,16,,14.30%
10082,1,82,72004,,1076,16,,14.60%
10083,1,83,72004,,1094,16,,14.90%
10084,1,84,72004,,1112,16,,15.20%
10085,1,85,72004,,1130,16,,15.50%
10086,1,86,72004,,1148,16,,15.80%
10087,1,87,72004,,1166,16,,16.10%
10088,1,88,72004,,1184,16,,16.40%
10089,1,89,72004,,1202,16,,16.70%
10090,1,90,72004,,1220,16,,17.00%
10091,1,91,72004,,1238,16,,17.30%
10092,1,92,72004,,1256,16,,17.60%
10093,1,93,72004,,1274,16,,17.90%
10094,1,94,72004,,1292,16,,18.20%
10095,1,95,72004,,1310,16,,18.50%
10096,1,96,72004,,1328,16,,18.80%
10097,1,97,72004,,1346,16,,19.10%
10098,1,98,72004,,1364,16,,19.40%
10099,1,99,72004,,1382,16,,19.70%
10100,1,100,72004,,1400,16,,20.00%
11001,9,1,72005,22,0.10%,10,10,0.10%
11002,9,2,72005,22,0.20%,10,20,0.20%
11003,9,3,72005,22,0.30%,10,30,0.30%
11004,9,4,72005,22,0.40%,10,40,0.40%
11005,9,5,72005,22,0.50%,10,50,0.50%
11006,9,6,72005,22,0.60%,10,60,0.60%
11007,9,7,72005,22,0.70%,10,70,0.70%
11008,9,8,72005,22,0.80%,10,80,0.80%
11009,9,9,72005,22,0.90%,10,90,0.90%
11010,9,10,72005,22,1.00%,10,100,1.00%
11011,9,11,72005,22,1.10%,10,110,1.10%
11012,9,12,72005,22,1.20%,10,120,1.20%
11013,9,13,72005,22,1.30%,10,130,1.30%
11014,9,14,72005,22,1.40%,10,140,1.40%
11015,9,15,72005,22,1.50%,10,150,1.50%
11016,9,16,72005,22,1.60%,10,160,1.60%
11017,9,17,72005,22,1.70%,10,170,1.70%
11018,9,18,72005,22,1.80%,10,180,1.80%
11019,9,19,72005,22,1.90%,10,190,1.90%
11020,9,20,72005,22,2.00%,10,200,2.00%
11021,9,21,72005,22,2.20%,10,212,2.20%
11022,9,22,72005,22,2.30%,10,224,2.30%
11023,9,23,72005,22,2.50%,10,236,2.50%
11024,9,24,72005,22,2.60%,10,248,2.60%
11025,9,25,72005,22,2.80%,10,260,2.80%
11026,9,26,72005,22,2.90%,10,272,2.90%
11027,9,27,72005,22,3.10%,10,284,3.10%
11028,9,28,72005,22,3.20%,10,296,3.20%
11029,9,29,72005,22,3.40%,10,308,3.40%
11030,9,30,72005,22,3.50%,10,320,3.50%
11031,9,31,72005,22,3.70%,10,332,3.70%
11032,9,32,72005,22,3.80%,10,344,3.80%
11033,9,33,72005,22,4.00%,10,356,4.00%
11034,9,34,72005,22,4.10%,10,368,4.10%
11035,9,35,72005,22,4.30%,10,380,4.30%
11036,9,36,72005,22,4.40%,10,392,4.40%
11037,9,37,72005,22,4.60%,10,404,4.60%
11038,9,38,72005,22,4.70%,10,416,4.70%
11039,9,39,72005,22,4.90%,10,428,4.90%
11040,9,40,72005,22,5.00%,10,440,5.00%
11041,9,41,72005,22,5.20%,10,454,5.20%
11042,9,42,72005,22,5.40%,10,468,5.40%
11043,9,43,72005,22,5.60%,10,482,5.60%
11044,9,44,72005,22,5.80%,10,496,5.80%
11045,9,45,72005,22,6.00%,10,510,6.00%
11046,9,46,72005,22,6.20%,10,524,6.20%
11047,9,47,72005,22,6.40%,10,538,6.40%
11048,9,48,72005,22,6.60%,10,552,6.60%
11049,9,49,72005,22,6.80%,10,566,6.80%
11050,9,50,72005,22,7.00%,10,580,7.00%
11051,9,51,72005,22,7.20%,10,594,7.20%
11052,9,52,72005,22,7.40%,10,608,7.40%
11053,9,53,72005,22,7.60%,10,622,7.60%
11054,9,54,72005,22,7.80%,10,636,7.80%
11055,9,55,72005,22,8.00%,10,650,8.00%
11056,9,56,72005,22,8.20%,10,664,8.20%
11057,9,57,72005,22,8.40%,10,678,8.40%
11058,9,58,72005,22,8.60%,10,692,8.60%
11059,9,59,72005,22,8.80%,10,706,8.80%
11060,9,60,72005,22,9.00%,10,720,9.00%
11061,9,61,72005,22,9.30%,10,736,9.30%
11062,9,62,72005,22,9.50%,10,752,9.50%
11063,9,63,72005,22,9.80%,10,768,9.80%
11064,9,64,72005,22,10.00%,10,784,10.00%
11065,9,65,72005,22,10.30%,10,800,10.30%
11066,9,66,72005,22,10.50%,10,816,10.50%
11067,9,67,72005,22,10.80%,10,832,10.80%
11068,9,68,72005,22,11.00%,10,848,11.00%
11069,9,69,72005,22,11.30%,10,864,11.30%
11070,9,70,72005,22,11.50%,10,880,11.50%
11071,9,71,72005,22,11.80%,10,896,11.80%
11072,9,72,72005,22,12.00%,10,912,12.00%
11073,9,73,72005,22,12.30%,10,928,12.30%
11074,9,74,72005,22,12.50%,10,944,12.50%
11075,9,75,72005,22,12.80%,10,960,12.80%
11076,9,76,72005,22,13.00%,10,976,13.00%
11077,9,77,72005,22,13.30%,10,992,13.30%
11078,9,78,72005,22,13.50%,10,1008,13.50%
11079,9,79,72005,22,13.80%,10,1024,13.80%
11080,9,80,72005,22,14.00%,10,1040,14.00%
11081,9,81,72005,22,14.30%,10,1058,14.30%
11082,9,82,72005,22,14.60%,10,1076,14.60%
11083,9,83,72005,22,14.90%,10,1094,14.90%
11084,9,84,72005,22,15.20%,10,1112,15.20%
11085,9,85,72005,22,15.50%,10,1130,15.50%
11086,9,86,72005,22,15.80%,10,1148,15.80%
11087,9,87,72005,22,16.10%,10,1166,16.10%
11088,9,88,72005,22,16.40%,10,1184,16.40%
11089,9,89,72005,22,16.70%,10,1202,16.70%
11090,9,90,72005,22,17.00%,10,1220,17.00%
11091,9,91,72005,22,17.30%,10,1238,17.30%
11092,9,92,72005,22,17.60%,10,1256,17.60%
11093,9,93,72005,22,17.90%,10,1274,17.90%
11094,9,94,72005,22,18.20%,10,1292,18.20%
11095,9,95,72005,22,18.50%,10,1310,18.50%
11096,9,96,72005,22,18.80%,10,1328,18.80%
11097,9,97,72005,22,19.10%,10,1346,19.10%
11098,9,98,72005,22,19.40%,10,1364,19.40%
11099,9,99,72005,22,19.70%,10,1382,19.70%
11100,9,100,72005,22,20.00%,10,1400,20.00%
12001,9,1,72006,23,0.10%,10,10,0.10%
12002,9,2,72006,23,0.20%,10,20,0.20%
12003,9,3,72006,23,0.30%,10,30,0.30%
12004,9,4,72006,23,0.40%,10,40,0.40%
12005,9,5,72006,23,0.50%,10,50,0.50%
12006,9,6,72006,23,0.60%,10,60,0.60%
12007,9,7,72006,23,0.70%,10,70,0.70%
12008,9,8,72006,23,0.80%,10,80,0.80%
12009,9,9,72006,23,0.90%,10,90,0.90%
12010,9,10,72006,23,1.00%,10,100,1.00%
12011,9,11,72006,23,1.10%,10,110,1.10%
12012,9,12,72006,23,1.20%,10,120,1.20%
12013,9,13,72006,23,1.30%,10,130,1.30%
12014,9,14,72006,23,1.40%,10,140,1.40%
12015,9,15,72006,23,1.50%,10,150,1.50%
12016,9,16,72006,23,1.60%,10,160,1.60%
12017,9,17,72006,23,1.70%,10,170,1.70%
12018,9,18,72006,23,1.80%,10,180,1.80%
12019,9,19,72006,23,1.90%,10,190,1.90%
12020,9,20,72006,23,2.00%,10,200,2.00%
12021,9,21,72006,23,2.20%,10,212,2.20%
12022,9,22,72006,23,2.30%,10,224,2.30%
12023,9,23,72006,23,2.50%,10,236,2.50%
12024,9,24,72006,23,2.60%,10,248,2.60%
12025,9,25,72006,23,2.80%,10,260,2.80%
12026,9,26,72006,23,2.90%,10,272,2.90%
12027,9,27,72006,23,3.10%,10,284,3.10%
12028,9,28,72006,23,3.20%,10,296,3.20%
12029,9,29,72006,23,3.40%,10,308,3.40%
12030,9,30,72006,23,3.50%,10,320,3.50%
12031,9,31,72006,23,3.70%,10,332,3.70%
12032,9,32,72006,23,3.80%,10,344,3.80%
12033,9,33,72006,23,4.00%,10,356,4.00%
12034,9,34,72006,23,4.10%,10,368,4.10%
