变量名,_beizhu,itemWeightMap,itemCount,costMap,vipStart,vipWeight,beginDate,endDate,position,levelRange,limitType,limitTimes,showUnable
1009,S资质-钻石金币2,{20261=100;20331=100;20391=100;20491=100;20571=100;20591=100;20601=100;20631=100;20721=0;20731=0;20741=0;20881=100;21071=100;21081=0;21171=100;21221=0;21231=0;21241=0;21251=0;21291=100;21311=0;21391=100;21421=100;21501=100;21811=100;22721=100;23001=100;23021=100;23141=100;23351=0;23411=100;23541=100;20241=100;20401=100;22991=100;23661=100;20161=100;22031=100},1,{gold=50000},0,100,,,0,,,,
1010,S资质-钻石金币2,{20261=100;20331=100;20391=100;20491=100;20571=100;20591=100;20601=100;20631=100;20721=0;20731=0;20741=0;20881=100;21071=100;21081=0;21171=100;21221=0;21231=0;21241=0;21251=0;21291=100;21311=0;21391=100;21421=100;21501=100;21811=100;22721=100;23001=100;23021=100;23141=100;23351=0;23411=100;23541=100;20241=100;20401=100;22991=100;23661=100;20161=100;22031=100},1,{rmb=50},0,100,,,0,,,,
,,,,,,,,,,,,,
11,强化药剂-金币,{5000=100},20,{gold=120000},0,100,,,2,,,,
12,强化药剂-金币,{5000=100},10,{gold=60000},0,100,,,2,,,,
,,,,,,,,,,,,,
21,AB资质-碎片金币1,{20001=100;20011=100;20021=100;20031=100;20041=100;20051=100;20061=100;20071=100;20081=100;20091=100;20101=100;20111=100;20121=100;20131=100;20171=0;20191=100;20231=100;20271=100;20281=100;20301=100;20351=100;20371=100;20451=100;20461=100;20471=100;20481=100;20541=100;20551=100;20691=0;20781=100;20791=100;20801=100;20891=100;21081=0;21351=100;21441=100;21611=100;21861=100;22011=100;22071=100;22271=100;22301=100;22481=100;22591=0;22611=0;22631=100;22681=0;22871=100;22891=0;22921=100;22922=100;22961=0;23011=100;23281=100;23291=100;23341=100;23431=100;23471=100;23501=100;23511=0;23561=100},1,{gold=30000},0,100,,,1,<150;150>,,,
22,AB资质-碎片金币1,{20001=100;20011=100;20021=100;20031=100;20041=100;20051=100;20061=100;20071=100;20081=100;20091=100;20101=100;20111=100;20121=100;20131=100;20171=0;20191=100;20231=100;20271=100;20281=100;20301=100;20351=100;20371=100;20451=100;20461=100;20471=100;20481=100;20541=100;20551=100;20691=0;20781=100;20791=100;20801=100;20891=100;21081=0;21351=100;21441=100;21611=100;21861=100;22011=100;22071=100;22271=100;22301=100;22481=100;22591=0;22611=0;22631=100;22681=0;22871=100;22891=0;22921=100;22922=100;22961=0;23011=100;23281=100;23291=100;23341=100;23431=100;23471=100;23501=100;23511=0;23561=100},2,{gold=60000},0,100,,,1,<150;150>,,,
23,AB资质-钻石金币1,{20001=100;20011=100;20021=100;20031=100;20041=100;20051=100;20061=100;20071=100;20081=100;20091=100;20101=100;20111=100;20121=100;20131=100;20171=0;20191=100;20231=100;20271=100;20281=100;20301=100;20351=100;20371=100;20451=100;20461=100;20471=100;20481=100;20541=100;20551=100;20691=0;20781=100;20791=100;20801=100;20891=100;21081=0;21351=100;21441=100;21611=100;21861=100;22011=100;22071=100;22271=100;22301=100;22481=100;22591=0;22611=0;22631=100;22681=0;22871=100;22891=0;22921=100;22922=100;22961=0;23011=100;23281=100;23291=100;23341=100;23431=100;23471=100;23501=100;23511=0;23561=100},1,{rmb=30},0,100,,,1,<150;150>,,,
24,AB资质-钻石金币2,{20001=100;20011=100;20021=100;20031=100;20041=100;20051=100;20061=100;20071=100;20081=100;20091=100;20101=100;20111=100;20121=100;20131=100;20171=0;20191=100;20231=100;20271=100;20281=100;20301=100;20351=100;20371=100;20451=100;20461=100;20471=100;20481=100;20541=100;20551=100;20691=0;20781=100;20791=100;20801=100;20891=100;21081=0;21351=100;21441=100;21611=100;21861=100;22011=100;22071=100;22271=100;22301=100;22481=100;22591=0;22611=0;22631=100;22681=0;22871=100;22891=0;22921=100;22922=100;22961=0;23011=100;23281=100;23291=100;23341=100;23431=100;23471=100;23501=100;23511=0;23561=100},2,{rmb=60},0,100,,,1,<150;150>,,,
,,,,,,,,,,,,,
1021,B资质-碎片金币1,{20031=100;20041=100;20061=100;20071=100;20081=100;20101=100;20111=100;20121=100;20171=100;20191=100;20231=100;20351=100;20451=100;20541=100;20891=100;21351=100;23561=100},1,{gold=10000},0,100,,,1,,,,
1022,B资质-碎片金币1,{20031=100;20041=100;20061=100;20071=100;20081=100;20101=100;20111=100;20121=100;20171=100;20191=100;20231=100;20351=100;20451=100;20541=100;20891=100;21351=100;23561=100},2,{gold=20000},0,100,,,1,,,,
1023,B资质-钻石金币1,{20031=100;20041=100;20061=100;20071=100;20081=100;20101=100;20111=100;20121=100;20171=100;20191=100;20231=100;20351=100;20451=100;20541=100;20891=100;21351=100;23561=100},1,{rmb=10},0,100,,,1,,,,
1024,B资质-钻石金币2,{20031=100;20041=100;20061=100;20071=100;20081=100;20101=100;20111=100;20121=100;20171=100;20191=100;20231=100;20351=100;20451=100;20541=100;20891=100;21351=100;23561=100},2,{rmb=20},0,100,,,1,,,,
,,,,,,,,,,,,,
1025,A资质-碎片金币1,{20001=100;20011=100;20021=100;20051=100;20091=100;20131=100;20271=100;20281=100;20301=100;20371=100;20461=100;20471=100;20481=100;20551=100;20691=100;20781=100;20791=100;20801=100;21441=100;21611=100;21861=100;22011=100;22071=100;22271=100;22301=100;22481=100;22591=100;22611=100;22631=100;22681=100;22871=100;22891=100;22921=100;22922=100;22961=100;23011=100;23281=100;23291=100;23341=100;23431=100;23471=100;23501=100;23511=0;21851=100;20151=100;20341=100;20221=100;22841=100;21801=100},1,{gold=25000},0,100,,,1,,,,
1026,A资质-碎片金币1,{20001=100;20011=100;20021=100;20051=100;20091=100;20131=100;20271=100;20281=100;20301=100;20371=100;20461=100;20471=100;20481=100;20551=100;20691=100;20781=100;20791=100;20801=100;21441=100;21611=100;21861=100;22011=100;22071=100;22271=100;22301=100;22481=100;22591=100;22611=100;22631=100;22681=100;22871=100;22891=100;22921=100;22922=100;22961=100;23011=100;23281=100;23291=100;23341=100;23431=100;23471=100;23501=100;23511=0;21851=100;20151=100;20341=100;20221=100;22841=100;21801=100},2,{gold=50000},0,100,,,1,,,,
1027,A资质-钻石金币1,{20001=100;20011=100;20021=100;20051=100;20091=100;20131=100;20271=100;20281=100;20301=100;20371=100;20461=100;20471=100;20481=100;20551=100;20691=100;20781=100;20791=100;20801=100;21441=100;21611=100;21861=100;22011=100;22071=100;22271=100;22301=100;22481=100;22591=100;22611=100;22631=100;22681=100;22871=100;22891=100;22921=100;22922=100;22961=100;23011=100;23281=100;23291=100;23341=100;23431=100;23471=100;23501=100;23511=0;21851=100;20151=100;20341=100;20221=100;22841=100;21801=100},1,{rmb=25},0,100,,,1,,,,
1028,A资质-钻石金币2,{20001=100;20011=100;20021=100;20051=100;20091=100;20131=100;20271=100;20281=100;20301=100;20371=100;20461=100;20471=100;20481=100;20551=100;20691=100;20781=100;20791=100;20801=100;21441=100;21611=100;21861=100;22011=100;22071=100;22271=100;22301=100;22481=100;22591=100;22611=100;22631=100;22681=100;22871=100;22891=100;22921=100;22922=100;22961=100;23011=100;23281=100;23291=100;23341=100;23431=100;23471=100;23501=100;23511=0;21851=100;20151=100;20341=100;20221=100;22841=100;21801=100},2,{rmb=50},0,100,,,1,,,,
,,,,,,,,,,,,,
1029,S资质-钻石金币2,{20261=100;20331=100;20391=100;20491=100;20571=100;20591=100;20601=100;20631=100;20721=0;20731=0;20741=0;20881=100;21071=100;21081=0;21171=100;21221=0;21231=0;21241=0;21251=0;21291=100;21311=0;21391=100;21421=100;21501=100;21811=100;22721=100;23001=100;23021=100;23141=100;23351=0;23411=100;23541=100;20241=100;20401=100;22991=100;23661=100;20161=100;22031=100},1,{gold=50000},0,100,,,1,,,,
1030,S资质-钻石金币2,{20261=100;20331=100;20391=100;20491=100;20571=100;20591=100;20601=100;20631=100;20721=0;20731=0;20741=0;20881=100;21071=100;21081=0;21171=100;21221=0;21231=0;21241=0;21251=0;21291=100;21311=0;21391=100;21421=100;21501=100;21811=100;22721=100;23001=100;23021=100;23141=100;23351=0;23411=100;23541=100;20241=100;20401=100;22991=100;23661=100;20161=100;22031=100},1,{rmb=50},0,100,,,1,,,,
,,,,,,,,,,,,,
31,强化药剂-钻石,{5000=100},20,{rmb=120},0,100,,,3,,,,
32,强化药剂-钻石,{5000=100},10,{rmb=60},0,100,,,3,,,,
,,,,,,,,,,,,,
51,绿色食物-金币,{606=100;609=100;612=100;615=100;618=100;621=100},10,{gold=20000},0,100,,,4,,,,
52,绿色食物-钻石,{606=100;609=100;612=100;615=100;618=100;621=100},10,{rmb=20},0,100,,,4,,,,
53,蓝色食物-金币,{607=100;610=100;613=100;616=100;619=100;622=100},10,{gold=100000},0,100,,,4,,,,
54,蓝色食物-钻石,{607=100;610=100;613=100;616=100;619=100;622=100},10,{rmb=100},0,100,,,4,,,,
,,,,,,,,,,,,,
61,高级球,{524=100},1,{rmb=60},0,100,,,5,,,,
,,,,,,,,,,,,,
101,宝石21,{5001=100;5002=100;5003=100},10,{gold=75000},,100,,,6,<1;27>,,,
102,宝石21,{5001=100;5002=100;5003=100},5,{gold=37500},,100,,,6,<1;27>,,,
103,宝石22,{5004=100;5005=100;5006=100},10,{gold=75000},,100,,,6,<1;39>,,,
104,宝石22,{5004=100;5005=100;5006=100},5,{gold=37500},,100,,,6,<1;39>,,,
105,宝石31,{5007=100;5008=100;5009=100},10,{gold=75000},,100,,,6,<1;49>,,,
106,宝石31,{5007=100;5008=100;5009=100},5,{gold=37500},,100,,,6,<1;49>,,,
107,宝石32,{5010=100;5011=100;5012=100},10,{gold=90000},,100,,,6,<28;59>,,,
108,宝石32,{5010=100;5011=100;5012=100},5,{gold=45000},,100,,,6,<28;59>,,,
109,宝石33,{5013=100;5014=100;5015=100},10,{gold=105000},,100,,,6,<40;69>,,,
110,宝石33,{5013=100;5014=100;5015=100},5,{gold=52500},,100,,,6,<40;69>,,,
111,宝石41,{5016=100;5017=100;5018=100},10,{gold=120000},,100,,,6,<50;79>,,,
112,宝石41,{5016=100;5017=100;5018=100},5,{gold=60000},,100,,,6,<50;79>,,,
113,宝石42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,6,<60;84>,,,
114,宝石42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,6,<60;84>,,,
115,宝石51,{5022=100;5023=100;5024=100},40,{gold=600000},,100,,,6,<70;99>,,,
116,宝石51,{5022=100;5023=100;5024=100},20,{gold=300000},,100,,,6,<70;99>,,,
117,宝石52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,6,<80;99>,,,
118,宝石52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,6,<80;99>,,,
119,宝石53,{5028=100;5029=100;5030=100},60,{gold=1200000},,100,,,6,<85;104>,,,
120,宝石53,{5028=100;5029=100;5030=100},30,{gold=600000},,100,,,6,<85;104>,,,
121,宝石54,{5031=100;5032=100;5033=100},50,{gold=1100000},,100,,,6,<90;119>,,,
122,宝石54,{5031=100;5032=100;5033=100},25,{gold=550000},,100,,,6,<90;119>,,,
123,宝石55,{5034=100;5035=100;5036=100},60,{gold=1380000},,100,,,6,<95;119>,,,
124,宝石55,{5034=100;5035=100;5036=100},30,{gold=690000},,100,,,6,<95;119>,,,
125,宝石61,{5037=100;5038=100;5039=100},60,{gold=1400000},,100,,,6,<100;119>,,,
126,宝石61,{5037=100;5038=100;5039=100},30,{gold=700000},,100,,,6,<100;119>,,,
127,宝石62,{5040=100;5041=100;5042=100},60,{gold=1440000},,100,,,6,<105;124>,,,
128,宝石62,{5040=100;5041=100;5042=100},30,{gold=720000},,100,,,6,<105;124>,,,
129,宝石63,{5043=100;5044=100;5045=100},60,{gold=1500000},,100,,,6,<110;129>,,,
130,宝石63,{5043=100;5044=100;5045=100},30,{gold=750000},,100,,,6,<110;129>,,,
131,宝石64,{5046=100;5047=100;5048=100},60,{gold=1580000},,100,,,6,<115;134>,,,
132,宝石64,{5046=100;5047=100;5048=100},30,{gold=790000},,100,,,6,<115;134>,,,
133,宝石65,{5049=100;5050=100;5051=100},60,{gold=1680000},,100,,,6,<120;139>,,,
134,宝石65,{5049=100;5050=100;5051=100},30,{gold=840000},,100,,,6,<120;139>,,,
,,,,,,,,,,,,,
201,宝石21,{5001=100;5002=100;5003=100},10,{gold=75000},,100,,,7,<1;27>,,,
202,宝石21,{5001=100;5002=100;5003=100},5,{gold=37500},,100,,,7,<1;27>,,,
203,宝石22,{5004=100;5005=100;5006=100},10,{gold=75000},,100,,,7,<1;39>,,,
204,宝石22,{5004=100;5005=100;5006=100},5,{gold=37500},,100,,,7,<1;39>,,,
205,宝石31,{5007=100;5008=100;5009=100},10,{gold=75000},,100,,,7,<1;49>,,,
206,宝石31,{5007=100;5008=100;5009=100},5,{gold=37500},,100,,,7,<1;49>,,,
207,宝石32,{5010=100;5011=100;5012=100},10,{gold=90000},,100,,,7,<28;59>,,,
208,宝石32,{5010=100;5011=100;5012=100},5,{gold=45000},,100,,,7,<28;59>,,,
209,宝石33,{5013=100;5014=100;5015=100},10,{gold=105000},,100,,,7,<40;69>,,,
210,宝石33,{5013=100;5014=100;5015=100},5,{gold=52500},,100,,,7,<40;69>,,,
211,宝石41,{5016=100;5017=100;5018=100},10,{gold=120000},,100,,,7,<50;79>,,,
212,宝石41,{5016=100;5017=100;5018=100},5,{gold=60000},,100,,,7,<50;79>,,,
213,宝石42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,7,<60;84>,,,
214,宝石42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,7,<60;84>,,,
215,宝石51,{5022=100;5023=100;5024=100},40,{gold=600000},,100,,,7,<70;99>,,,
216,宝石51,{5022=100;5023=100;5024=100},20,{gold=300000},,100,,,7,<70;99>,,,
217,宝石52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,7,<80;99>,,,
218,宝石52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,7,<80;99>,,,
219,宝石53,{5028=100;5029=100;5030=100},60,{gold=1200000},,100,,,7,<85;104>,,,
220,宝石53,{5028=100;5029=100;5030=100},30,{gold=600000},,100,,,7,<85;104>,,,
221,宝石54,{5031=100;5032=100;5033=100},50,{gold=1100000},,100,,,7,<90;119>,,,
222,宝石54,{5031=100;5032=100;5033=100},25,{gold=550000},,100,,,7,<90;119>,,,
223,宝石55,{5034=100;5035=100;5036=100},60,{gold=1380000},,100,,,7,<95;119>,,,
224,宝石55,{5034=100;5035=100;5036=100},30,{gold=690000},,100,,,7,<95;119>,,,
225,宝石61,{5037=100;5038=100;5039=100},60,{gold=1400000},,100,,,7,<100;119>,,,
226,宝石61,{5037=100;5038=100;5039=100},30,{gold=700000},,100,,,7,<100;119>,,,
227,宝石62,{5040=100;5041=100;5042=100},60,{gold=1440000},,100,,,7,<105;124>,,,
228,宝石62,{5040=100;5041=100;5042=100},30,{gold=720000},,100,,,7,<105;124>,,,
229,宝石63,{5043=100;5044=100;5045=100},60,{gold=1500000},,100,,,7,<110;129>,,,
230,宝石63,{5043=100;5044=100;5045=100},30,{gold=750000},,100,,,7,<110;129>,,,
231,宝石64,{5046=100;5047=100;5048=100},60,{gold=1580000},,100,,,7,<115;134>,,,
232,宝石64,{5046=100;5047=100;5048=100},30,{gold=790000},,100,,,7,<115;134>,,,
233,宝石65,{5049=100;5050=100;5051=100},60,{gold=1680000},,100,,,7,<120;139>,,,
234,宝石65,{5049=100;5050=100;5051=100},30,{gold=840000},,100,,,7,<120;139>,,,
,,,,,,,,,,,,,
301,宝石21,{5001=100;5002=100;5003=100},10,{gold=75000},,100,,,8,<1;27>,,,
302,宝石21,{5001=100;5002=100;5003=100},5,{gold=37500},,100,,,8,<1;27>,,,
303,宝石22,{5004=100;5005=100;5006=100},10,{gold=75000},,100,,,8,<1;39>,,,
304,宝石22,{5004=100;5005=100;5006=100},5,{gold=37500},,100,,,8,<1;39>,,,
305,宝石31,{5007=100;5008=100;5009=100},10,{gold=75000},,100,,,8,<1;49>,,,
306,宝石31,{5007=100;5008=100;5009=100},5,{gold=37500},,100,,,8,<1;49>,,,
307,宝石32,{5010=100;5011=100;5012=100},10,{gold=90000},,100,,,8,<28;59>,,,
308,宝石32,{5010=100;5011=100;5012=100},5,{gold=45000},,100,,,8,<28;59>,,,
309,宝石33,{5013=100;5014=100;5015=100},10,{gold=105000},,100,,,8,<40;69>,,,
310,宝石33,{5013=100;5014=100;5015=100},5,{gold=52500},,100,,,8,<40;69>,,,
311,宝石41,{5016=100;5017=100;5018=100},10,{gold=120000},,100,,,8,<50;79>,,,
312,宝石41,{5016=100;5017=100;5018=100},5,{gold=60000},,100,,,8,<50;79>,,,
313,宝石42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,8,<60;84>,,,
314,宝石42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,8,<60;84>,,,
315,宝石51,{5022=100;5023=100;5024=100},40,{gold=600000},,100,,,8,<70;99>,,,
316,宝石51,{5022=100;5023=100;5024=100},20,{gold=300000},,100,,,8,<70;99>,,,
317,宝石52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,8,<80;99>,,,
318,宝石52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,8,<80;99>,,,
319,宝石53,{5028=100;5029=100;5030=100},60,{gold=1200000},,100,,,8,<85;104>,,,
320,宝石53,{5028=100;5029=100;5030=100},30,{gold=600000},,100,,,8,<85;104>,,,
321,宝石54,{5031=100;5032=100;5033=100},50,{gold=1100000},,100,,,8,<90;119>,,,
322,宝石54,{5031=100;5032=100;5033=100},25,{gold=550000},,100,,,8,<90;119>,,,
323,宝石55,{5034=100;5035=100;5036=100},60,{gold=1380000},,100,,,8,<95;119>,,,
324,宝石55,{5034=100;5035=100;5036=100},30,{gold=690000},,100,,,8,<95;119>,,,
325,宝石61,{5037=100;5038=100;5039=100},60,{gold=1400000},,100,,,8,<100;119>,,,
326,宝石61,{5037=100;5038=100;5039=100},30,{gold=700000},,100,,,8,<100;119>,,,
327,宝石62,{5040=100;5041=100;5042=100},60,{gold=1440000},,100,,,8,<105;124>,,,
328,宝石62,{5040=100;5041=100;5042=100},30,{gold=720000},,100,,,8,<105;124>,,,
329,宝石63,{5043=100;5044=100;5045=100},60,{gold=1500000},,100,,,8,<110;129>,,,
330,宝石63,{5043=100;5044=100;5045=100},30,{gold=750000},,100,,,8,<110;129>,,,
331,宝石64,{5046=100;5047=100;5048=100},60,{gold=1580000},,100,,,8,<115;134>,,,
332,宝石64,{5046=100;5047=100;5048=100},30,{gold=790000},,100,,,8,<115;134>,,,
333,宝石65,{5049=100;5050=100;5051=100},60,{gold=1680000},,100,,,8,<120;139>,,,
334,宝石65,{5049=100;5050=100;5051=100},30,{gold=840000},,100,,,8,<120;139>,,,
,,,,,,,,,,,,,
401,宝石21,{5001=100;5002=100;5003=100},10,{gold=75000},,100,,,9,<1;27>,,,
402,宝石21,{5001=100;5002=100;5003=100},5,{gold=37500},,100,,,9,<1;27>,,,
403,宝石22,{5004=100;5005=100;5006=100},10,{gold=75000},,100,,,9,<1;39>,,,
404,宝石22,{5004=100;5005=100;5006=100},5,{gold=37500},,100,,,9,<1;39>,,,
405,宝石31,{5007=100;5008=100;5009=100},10,{gold=75000},,100,,,9,<1;49>,,,
406,宝石31,{5007=100;5008=100;5009=100},5,{gold=37500},,100,,,9,<1;49>,,,
407,宝石32,{5010=100;5011=100;5012=100},10,{gold=90000},,100,,,9,<28;59>,,,
408,宝石32,{5010=100;5011=100;5012=100},5,{gold=45000},,100,,,9,<28;59>,,,
409,宝石33,{5013=100;5014=100;5015=100},10,{gold=105000},,100,,,9,<40;69>,,,
410,宝石33,{5013=100;5014=100;5015=100},5,{gold=52500},,100,,,9,<40;69>,,,
411,宝石41,{5016=100;5017=100;5018=100},10,{gold=120000},,100,,,9,<50;79>,,,
412,宝石41,{5016=100;5017=100;5018=100},5,{gold=60000},,100,,,9,<50;79>,,,
413,宝石42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,9,<60;84>,,,
414,宝石42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,9,<60;84>,,,
415,宝石51,{5022=100;5023=100;5024=100},40,{gold=600000},,100,,,9,<70;99>,,,
416,宝石51,{5022=100;5023=100;5024=100},20,{gold=300000},,100,,,9,<70;99>,,,
417,宝石52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,9,<80;99>,,,
418,宝石52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,9,<80;99>,,,
419,宝石53,{5028=100;5029=100;5030=100},60,{gold=1200000},,100,,,9,<85;104>,,,
420,宝石53,{5028=100;5029=100;5030=100},30,{gold=600000},,100,,,9,<85;104>,,,
421,宝石54,{5031=100;5032=100;5033=100},50,{gold=1100000},,100,,,9,<90;119>,,,
422,宝石54,{5031=100;5032=100;5033=100},25,{gold=550000},,100,,,9,<90;119>,,,
423,宝石55,{5034=100;5035=100;5036=100},60,{gold=1380000},,100,,,9,<95;119>,,,
424,宝石55,{5034=100;5035=100;5036=100},30,{gold=690000},,100,,,9,<95;119>,,,
425,宝石61,{5037=100;5038=100;5039=100},60,{gold=1400000},,100,,,9,<100;119>,,,
426,宝石61,{5037=100;5038=100;5039=100},30,{gold=700000},,100,,,9,<100;119>,,,
