变量名,name,icon,cardID,itemID,roleID,skinID,languages,unlockDesc,type,__version
67,梅洛可,config/portrait/toptouxiang/img_role_68@.png,,,68,,<cn;kr;en;tw;en_us>,解锁训练家形象后可使用,,
68,莉可,config/portrait/toptouxiang/img_role_69@.png,,,69,,<cn;en;tw;kr;en_us>,解锁训练家形象后可使用,,
69,妮莫,config/portrait/toptouxiang/img_role_70@.png,,,70,,<cn;tw;en;en_us;en_eu;kr>,解锁训练家形象后可使用,,
70,八朔,config/portrait/toptouxiang/img_role_71@.png,,,71,,<cn;kr;en;tw;en_us>,解锁训练家形象后可使用,,
71,波琵,config/portrait/toptouxiang/img_role_72@.png,,,72,,<cn;kr;tw;en_us>,解锁训练家形象后可使用,,
72,小霞(夏日限定),config/portrait/toptouxiang/img_role_73@.png,,,73,,<cn;tw;en;en_us;en_eu;kr>,解锁训练家形象后可使用,,
73,青木,config/portrait/toptouxiang/img_role_74@.png,,,74,,<cn;kr;tw;en_us>,解锁训练家形象后可使用,,
74,小智(活动限定),config/portrait/toptouxiang/img_role_75@.png,,,75,,<cn>,解锁训练家形象后可使用,,
75,小刚（活动限定）,config/portrait/toptouxiang/img_role_76@.png,,,76,,<cn;tw;en;en_us;en_eu;kr>,解锁训练家形象后可使用,,
76,小次郎（万圣节）,config/portrait/toptouxiang/img_role_80@.png,,,80,,<cn;tw;en_us>,解锁训练家形象后可使用,,
77,紫竽,config/portrait/toptouxiang/img_role_81@.png,,,81,,<cn;tw;en_us>,解锁训练家形象后可使用,,
78,奇树（圣诞）,config/portrait/toptouxiang/img_role_82@.png,,,82,,<cn;tw;en_us;kr>,解锁训练家形象后可使用,,
79,武藏（活动限定）,config/portrait/toptouxiang/img_role_83@.png,,,83,,<cn;tw;en_us>,解锁训练家形象后可使用,,
80,修（活动限定）,config/portrait/toptouxiang/img_role_84@.png,,,84,,<cn>,解锁训练家形象后可使用,,
81,奥琳,config/portrait/toptouxiang/img_role_85@.png,,,85,,<cn>,解锁训练家形象后可使用,,
82,天桐（活动限定）,config/portrait/toptouxiang/img_role_86@.png,,,86,,<cn>,解锁训练家形象后可使用,,
83,丹瑜,config/portrait/toptouxiang/img_role_87@.png,,,87,,<cn>,解锁训练家形象后可使用,,
84,派帕（夏日限定）,config/portrait/toptouxiang/img_role_88@.png,,,88,,<cn;tw;en_us>,解锁训练家形象后可使用,,
86,小光（月兔版）,config/portrait/toptouxiang/img_role_90@.png,,,90,,<cn>,解锁训练家形象后可使用,,
87,竹兰（活动限定）,config/portrait/toptouxiang/img_role_91@.png,,,91,,<cn;tw;en_us>,解锁训练家形象后可使用,,
88,婉龙（万圣节）,config/portrait/toptouxiang/img_role_92@.png,,,92,,<cn>,解锁训练家形象后可使用,,
89,牡丹,config/portrait/toptouxiang/img_role_93@.png,,,93,,<cn>,解锁训练家形象后可使用,,
90,玛俐（圣诞限定）,config/portrait/toptouxiang/img_role_94@.png,,,94,,<cn>,解锁训练家形象后可使用,,
91,寇沙,config/portrait/toptouxiang/img_role_95@.png,,,95,,<cn>,解锁训练家形象后可使用,,
92,小菊儿（新春限定）,config/portrait/toptouxiang/img_role_96@.png,,,96,,<cn;kr>,解锁训练家形象后可使用,,
501,流夏清梦,config/portrait/speedranktouxiang/img_282_sgcjsndyz@.png,,,,140,<cn;tw;en;en_us;en_eu;kr>,获得头像后可使用,3,
502,七夕青鸟·啾咪,config/portrait/toptouxiang/icon_mhxy.png,,2903,,,<cn;tw>,获得头像后可使用,4,
503,太极如御,config/portrait/speedranktouxiang/img_889_zmrtpf@.png,,,,141,<cn;tw;en;en_us;en_eu;kr>,获得头像后可使用,3,
504,“星”愿通通实现,config/portrait/toptouxiang/icon_23zqjtx.png,,2904,,,<cn;tw;kr>,获得头像后可使用,4,
505,派对邀约,config/portrait/toptouxiang/icon_23gqjtx.png,,2905,,,<cn;tw;en;en_us;en_eu;kr>,获得头像后可使用,4,
506,星际制裁者,config/portrait/speedranktouxiang/img_150_cjcmxpf@.png,,,,142,<cn;tw;en;en_us;en_eu;kr>,获得头像后可使用,3,
507,魔法精灵,config/portrait/toptouxiang/icon_23wsjtx.png,,2906,,,<cn;tw;en;en_us;en_eu;kr>,获得头像后可使用,4,
508,摩诃伽罗,config/portrait/speedranktouxiang/img_720_jfhppf@.png,,,,143,<cn;tw;en;en_us;en_eu;kr>,获得头像后可使用,3,
509,深渊祭坛,config/portrait/speedranktouxiang/img_805_llspf@.png,,,,144,<cn;tw;en;en_us;en_eu;kr>,获得头像后可使用,3,
510,沧海明珠,config/portrait/speedranktouxiang/img_647_kldojwxtpf@.png,,,,145,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
511,多彩圣诞·伊布,config/portrait/toptouxiang/icon_23sd.png,,2907,,,<cn;tw;en;en_us;en_eu;kr>,获得头像后可使用,4,
512,欢乐元旦·小火龙,config/portrait/toptouxiang/icon_24yd.png,,2908,,,<cn;tw;en;en_us;en_eu;kr>,获得头像后可使用,4,
513,复仇魔女,config/portrait/speedranktouxiang/img_719_cjdaxpf2@.png,,,,146,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
514,星际吞噬,config/portrait/speedranktouxiang/img_718_jgedpf100@.png,,,,147,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
515,皇家骑士,config/portrait/speedranktouxiang/img_489_fonpf@.png,,,,148,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
516,太极离火,config/portrait/speedranktouxiang/img_888_cxpf@.png,,,,149,<cn;kr;en;en_us;tw>,获得头像后可使用,3,
517,吉星高照,config/portrait/toptouxiang/img_qllltx.png,,2360,,,<cn;kr;en;en_us;tw>,获得头像后可使用,4,
518,圆圆如意,config/portrait/toptouxiang/icon_xllxtx.png,,2361,,,<cn;tw>,获得头像后可使用,4,
519,一眼万年,config/portrait/toptouxiang/icon_24qrj_tx.png,,2362,,,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,4,
520,幻梦试剂,config/portrait/speedranktouxiang/img_202_grwpf@.png,,,,150,<cn;kr;en;en_us;tw>,获得头像后可使用,3,
521,恶魔侍卫,config/portrait/speedranktouxiang/img_475_sgcjalldpf@.png,,,,151,<cn;tw;en;en_us;en_eu;kr>,获得头像后可使用,3,
522,奶爸拳魂,config/portrait/speedranktouxiang/img_893_sldpf@.png,,,,152,<cn;tw;en;en_us;en_eu;kr>,获得头像后可使用,3,
523,4周年·胖丁,config/portrait/toptouxiang/icon_4zn.png,,2363,,,<cn;en;tw;kr>,获得头像后可使用,4,
524,次元骇客,config/portrait/speedranktouxiang/img_150_cjcmypf@.png,,,,153,<cn;kr;en;tw;en_us>,获得头像后可使用,3,
525,电音狂想,config/portrait/speedranktouxiang/img_796_dsmpf@.png,,,,154,<cn;en;tw;kr;en_us>,获得头像后可使用,3,
526,加油·小猫怪,config/portrait/toptouxiang/icon_24wytx.png,,2364,,,<cn;tw;en;en_us;en_eu;kr>,获得头像后可使用,4,
527,萌鼠·帕奇利兹,config/portrait/toptouxiang/icon_2461.png,,2365,,,<cn;tw;en;en_us;en_eu;kr>,获得头像后可使用,4,
528,粽子·雪童子,config/portrait/toptouxiang/icon_24dwtx.png,,2366,,,<cn>,获得头像后可使用,4,
529,呆呆的夏天,config/portrait/toptouxiang/icon_24xrj.png,,2367,,,<cn;tw;en;en_us;en_eu;kr>,获得头像后可使用,4,
530,恶魔女王,config/portrait/speedranktouxiang/img_282_sgcjsndpf@.png,,,,138,<cn;kr;en;en_us;en_eu;tw>,获得头像后可使用,3,
531,告白·沙奈朵,config/portrait/toptouxiang/icon_24qx.png,,2368,,,<cn;tw>,获得头像后可使用,4,
532,白羽圣骑,config/portrait/speedranktouxiang/img_898_lgwbmpf@.png,,,,155,<cn;kr;en;en_us;en_eu;tw>,获得头像后可使用,3,
533,团圆月饼,config/portrait/toptouxiang/icon_24zqj.png,,2369,,,<cn;tw;en_us>,获得头像后可使用,4,
534,嗨皮假期,config/portrait/toptouxiang/icon_24gqj.png,,2370,,,<cn;en;en_us;en_eu;tw>,获得头像后可使用,4,
535,义海军魂,config/portrait/speedranktouxiang/img_807_jlalpf2@.png,,,,156,<cn;kr;tw;en;en_us>,获得头像后可使用,3,
536,释天龙王,config/portrait/speedranktouxiang/img_646_ahqlmpf@.png,,,,157,<cn;kr;tw;en;en_us>,获得头像后可使用,3,
537,多闻天王,config/portrait/speedranktouxiang/img_641_ljypf@.png,,,,158,<cn;kr;tw;en;en_us>,获得头像后可使用,3,
538,鬼火“烛光”,config/portrait/toptouxiang/icon_24wsj.png,,2371,,,<cn;tw;en_us>,获得头像后可使用,4,
539,亢金龙,config/portrait/speedranktouxiang/img_1008_mldpf@.png,,,,159,<cn;kr;tw;en_us>,获得头像后可使用,3,
540,圣诞礼·六尾,config/portrait/toptouxiang/icon_24sd.png,,2372,,,<cn;kr;tw;en_us>,获得头像后可使用,4,
541,藤藤蛇·好多钱钱,config/portrait/toptouxiang/icon_25yd.png,,2373,,,<cn;kr;tw;en_us>,获得头像后可使用,4,
542,幻海潮生,config/portrait/speedranktouxiang/img_490_mnfpf2@.png,,,,160,<cn;tw;kr>,获得头像后可使用,3,
543,天命猴,config/portrait/speedranktouxiang/img_392_lyhpf@.png,,,,161,<cn;kr;tw;en_us>,获得头像后可使用,3,
544,藤藤蛇·新年快乐,config/portrait/toptouxiang/icon_25cj.png,,2374,,,<cn;kr;tw;en_us>,获得头像后可使用,4,
545,鲤鱼王·年年有“余”,config/portrait/toptouxiang/icon_25yx.png,,2375,,,<cn;tw>,获得头像后可使用,4,
546,一眼心动,config/portrait/toptouxiang/icon_25qrj.png,,2376,,,<cn;kr;tw;en_us>,获得头像后可使用,4,
547,梵天烈焰,config/portrait/speedranktouxiang/img_646_ybqlmpf@.png,,,,162,<cn;kr;tw;en;en_us>,获得头像后可使用,3,
548,持国天王,config/portrait/speedranktouxiang/img_642_ldypf@.png,,,,163,<cn>,获得头像后可使用,3,
549,竹林刀影,config/portrait/speedranktouxiang/img_254_sgcjxywpf@.png,,,,164,<cn;tw;en_us;kr>,获得头像后可使用,3,
550,虎先锋,config/portrait/speedranktouxiang/img_727_cypxhpf@.png,,,,165,<cn>,获得头像后可使用,3,
551,庆贺5周年,config/portrait/toptouxiang/icon_5znq.png,,2377,,,<cn>,获得头像后可使用,4,
552,烈焰枪魂,config/portrait/speedranktouxiang/img_376_sgcjjjgpf@.png,,,,167,<cn>,获得头像后可使用,3,
553,噬日星云,config/portrait/speedranktouxiang/img_800_hhzzpf@.png,,,,166,<cn;tw;en_us>,获得头像后可使用,3,
554,全能管家·爱管侍,config/portrait/toptouxiang/icon_25wy.png,,2378,,,<cn>,获得头像后可使用,4,
555,金杏花舞,config/portrait/speedranktouxiang/img_671_hjfrpf@.png,,,,168,<cn>,获得头像后可使用,3,
556,板“栗”粽子,config/portrait/toptouxiang/icon_25dw.png,,2379,,,<cn>,获得头像后可使用,4,
557,呆火鳄小朋友,config/portrait/toptouxiang/icon_2561.png,,2380,,,<cn>,获得头像后可使用,4,
558,百变怪,config/portrait/toptouxiang/icon_gg_bbg.png,,2381,,,<cn>,获得头像后可使用,4,
559,卡比兽,config/portrait/toptouxiang/icon_gg_kbs.png,,2382,,,<cn>,获得头像后可使用,4,
560,乌波,config/portrait/toptouxiang/icon_gg_wb.png,,2383,,,<cn>,获得头像后可使用,4,
561,血烬龙骸,config/portrait/speedranktouxiang/img_890_wjtnpf@.png,,,,169,<cn;en_us;tw;kr>,获得头像后可使用,3,
562,躺平小锯鳄,config/portrait/toptouxiang/icon_25xr.png,,2384,,,<cn;tw;en;en_us>,获得头像后可使用,4,
563,缘定·魅力喵,config/portrait/toptouxiang/icon_25qx.png,,2385,,,<cn;tw>,获得头像后可使用,4,
564,数码镰影,config/portrait/speedranktouxiang/img_212_sgcjjqtlpf@.png,,,,170,<cn>,获得头像后可使用,3,
565,西部牛仔,config/portrait/speedranktouxiang/img_865_cybpf@.png,,,,171,<cn>,获得头像后可使用,3,
566,天籁之声,config/portrait/toptouxiang/icon_25gqj.png,,2386,,,<cn>,获得头像后可使用,4,
567,赏月吃饼,config/portrait/toptouxiang/icon_25zqj.png,,2387,,,<cn>,获得头像后可使用,4,
568,血月伯爵,config/portrait/speedranktouxiang/img_800_fxzypf@.png,,,,173,<cn>,获得头像后可使用,3,
569,幽魂骑士,config/portrait/speedranktouxiang/img_898_lgwhmpf@.png,,,,172,<cn>,获得头像后可使用,3,
570,万圣夜·嗡蝠,config/portrait/toptouxiang/icon_25wsj.png,,2388,,,<cn>,获得头像后可使用,4,
571,青草收割者,config/portrait/speedranktouxiang/img_959_jdjpf@.png,,,,174,<cn>,获得头像后可使用,3,
572,赤色暴君,config/portrait/speedranktouxiang/img_214_cwhlklspf@.png,,,,175,<cn>,获得头像后可使用,3,
573,一起过圣诞·雪童子,config/portrait/toptouxiang/icon_25sd.png,,2909,,,<cn>,获得头像后可使用,4,
574,焕新·炎兔儿,config/portrait/toptouxiang/icon_26yd.png,,2910,,,<cn>,获得头像后可使用,4,
575,圣诞穿着,config/portrait/speedranktouxiang/img_760_czxpf@.png,,,,176,<cn>,获得头像后可使用,3,
576,赌城风云,config/portrait/speedranktouxiang/img_127_djcjklspf@.png,,,,177,<cn>,获得头像后可使用,3,
577,深情对视,config/portrait/toptouxiang/icon_26qrj.png,,2911,,,<cn;kr>,获得头像后可使用,4,
578,一起过年,config/portrait/toptouxiang/icon_26cj.png,,2912,,,<cn;kr>,获得头像后可使用,4,
579,元宵·海豹球,config/portrait/toptouxiang/icon_26yx.png,,2913,,,<cn>,获得头像后可使用,4,
580,流焰织虹,config/portrait/speedranktouxiang/img_78_lympf@.png,,,,178,<cn;kr;en_us;tw>,获得头像后可使用,3,
581,天理鸣尊,config/portrait/speedranktouxiang/img_25_gjpkqpf@.png,,,,179,<cn>,获得头像后可使用,3,
582,掘金猎手,config/portrait/speedranktouxiang/img_530_sgcjltdspf@.png,,,,180,<cn>,获得头像后可使用,3,
900,皮卡丘圣诞版,config/portrait/toptouxiang/img_pkq.png,,2300,,,<cn;tw;en;vn;th;kr>,获得头像后可使用,4,
901,电电鼠新春版,config/portrait/toptouxiang/img_dds.png,,2301,,,<cn>,获得头像后可使用,4,
902,波加曼,config/portrait/toptouxiang/icon_sd_bjm.png,,2302,,,<cn>,获得头像后可使用,4,
903,耿鬼,config/portrait/toptouxiang/icon_sd_gs.png,,2303,,,<cn;tw;en;kr;en_us>,获得头像后可使用,4,
904,杰尼龟,config/portrait/toptouxiang/icon_sd_jng.png,,2304,,,<cn;tw>,获得头像后可使用,4,
905,喵喵,config/portrait/toptouxiang/icon_sd_mm.png,,2305,,,<cn;tw>,获得头像后可使用,4,
906,木木枭,config/portrait/toptouxiang/icon_sd_mmx.png,,2306,,,<cn;tw;en;kr;en_us>,获得头像后可使用,4,
907,妙蛙种子,config/portrait/toptouxiang/icon_sd_mwzz.png,,2307,,,<cn;tw>,获得头像后可使用,4,
908,皮卡丘,config/portrait/toptouxiang/icon_sd_pkq.png,,2308,,,<cn;tw;en;kr;en_us>,获得头像后可使用,4,
909,小火龙,config/portrait/toptouxiang/icon_sd_xhl.png,,2309,,,<cn;tw>,获得头像后可使用,4,
910,伊布,config/portrait/toptouxiang/icon_sd_yb.png,,2310,,,<cn;tw>,获得头像后可使用,4,
911,月精灵,config/portrait/toptouxiang/icon_sd_yjl.png,,2311,,,,获得头像后可使用,4,
912,沼跃鱼,config/portrait/toptouxiang/icon_sd_zyy.png,,2312,,,<cn>,获得头像后可使用,4,
913,卡比兽劳动节限定,config/portrait/toptouxiang/img_wy.png,,2313,,,<cn>,获得头像后可使用,4,
914,歌德宝宝61限定,config/portrait/toptouxiang/img_ly.png,,2314,,,<cn;tw>,获得头像后可使用,4,
915,妙蛙粽子,config/portrait/toptouxiang/icon_mwzz_tx.png,,2315,,,<cn;tw>,获得头像后可使用,4,
916,吃饼嘛,config/portrait/toptouxiang/icon_ddzq.png,,2316,,,<cn;tw;kr>,获得头像后可使用,4,
917,比心,config/portrait/toptouxiang/icon_pkqgq.png,,2317,,,<cn;tw;kr;en>,获得头像后可使用,4,
918,伪装,config/portrait/toptouxiang/icon_wsj.png,,2318,,,<cn;tw;kr;en>,获得头像后可使用,4,
919,穿着熊2020圣诞限定,config/portrait/toptouxiang/icon_2021sdtx.png,,2319,,,<cn;tw;kr;en>,获得头像后可使用,4,
920,吉利蛋2021元旦限定,config/portrait/toptouxiang/icon_2021ydtx.png,,2320,,,<cn;tw;kr;en>,获得头像后可使用,4,
921,圣诞魔影·几何雪花,config/portrait/speedranktouxiang/img_615_jhxhsd@.png,,,,101,<cn>,获得头像后可使用,3,
922,冰雪公主·蒂安希,config/portrait/speedranktouxiang/img_719_daxsd@.png,,,,102,<cn;tw;en;en_us;en_eu;kr>,获得头像后可使用,3,
923,怪盗·达克莱伊,config/portrait/speedranktouxiang/img_491_dklygd@.png,,,,104,<cn;tw;en;en_us;en_eu;kr>,获得头像后可使用,3,
924,街头拳手·飞天螳螂,config/portrait/speedranktouxiang/img_212_jqtljtqs@.png,,,,105,<cn;tw;kr;en>,获得头像后可使用,3,
925,大奶罐·2021,config/portrait/toptouxiang/img_dng.png,,2321,,,<cn;tw;kr;en>,获得头像后可使用,4,
926,红包拿来,config/portrait/toptouxiang/icon_2021year@.png,,2322,,,<cn;tw;kr;en>,获得头像后可使用,4,
927,终成眷属·2021,config/portrait/toptouxiang/icon_qrj_tx.png,,2323,,,<cn;tw;kr;en>,获得头像后可使用,4,
928,鱼龙夜舞·沙奈朵,config/portrait/speedranktouxiang/img_282_sndyx@.png,,,,106,<cn;tw;en;en_us;en_eu;kr>,获得头像后可使用,3,
929,1周年·皮卡丘,config/portrait/toptouxiang/img_pkq_znq.png,,2324,,,<cn;en;kr;tw;en_us>,获得头像后可使用,4,
930,搬砖喵喵,config/portrait/toptouxiang/icon_wy_tx.png,,2325,,,<cn;tw>,获得头像后可使用,4,
931,六一·顽皮熊猫,config/portrait/toptouxiang/img_lyetj.png,,2326,,,<cn>,获得头像后可使用,4,
932,粽叶童子,config/portrait/toptouxiang/icon_dwj2_tx.png,,2327,,,<cn;tw>,获得头像后可使用,4,
933,西域魔灵·惩戒胡帕,config/portrait/speedranktouxiang/img_720_cjhppf@.png,,,,108,<cn;tw;kr;en;en_us;en_eu>,获得头像后可使用,3,
934,夏日·皮卡丘,config/portrait/toptouxiang/img_xrj1@.png,,2328,,,<cn;tw;en;kr>,获得头像后可使用,4,
935,夏日·杰尼龟,config/portrait/toptouxiang/img_xrj2@.png,,2329,,,<cn;tw;en;kr>,获得头像后可使用,4,
936,火球鼠·中秋,config/portrait/toptouxiang/icon_zqj_tx.png,,2330,,,<cn;tw;kr>,获得头像后可使用,4,
