26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Giratina,2391,,,,,,{advance=7;id=30412;level=60},,,,,,
27,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mismagius,972,,,,,,,,,,,,
28,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Aegislash Shield Forme,3413,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Hoppa Confined,3641,,,,,,{advance=7;id=30414;level=60},,,,,,
30,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Gengar,394,,,,,,,,,,,,
31,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Decidueye,3663,,,,,,,,,,,,
32,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Venusaur,4,,,,,,,,,,,,
33,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Serperior,2473,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Shaymin,2441,,,,,,{advance=7;id=30413;level=60},,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Celebi,1281,,,,,,{advance=7;id=30423;level=60},,,,,,
36,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Tsareena,3843,,,,,,,,,,,,
37,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Blastoise,24,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Kyogre,1961,,,,,,{advance=7;id=30404;level=60},,,,,,
39,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Swampert,1314,,,,,,,,,,,,
40,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Suicune,1241,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Palkia,2361,,,,,,{advance=7;id=30411;level=60},,,,,,
42,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Keldeo,3251,,,,,,,,,,,,
43,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Primarina,3683,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Xerneas,3601,,,,,,{advance=7;id=30425;level=60},,,,,,
45,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Togekiss,863,,,,,,,,,,,,
46,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Gardevoir,1396,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Diancie,3631,,,,,,{advance=7;id=30406;level=60},,,,,,
48,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Florges,3353,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Kyurem,3241,,,,,,{advance=7;id=30417;level=60},,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Giratina,2391,,,,,,{advance=7;id=30412;level=60},,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Dialga,2351,,,,,,{advance=7;id=30410;level=60},,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Palkia,2361,,,,,,{advance=7;id=30411;level=60},,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Rayquaza,1981,,,,,,{advance=7;id=30408;level=60},,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Zekrom,3221,,,,,,{advance=7;id=30416;level=60},,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Meloetta Pirouette Forme,3262,,,,,,{advance=7;id=30418;level=60},,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Lugia,1261,,,,,,{advance=7;id=30407;level=60},,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Hoppa Unbound,3642,,,,,,{advance=7;id=30414;level=60},,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Celebi,1281,,,,,,{advance=7;id=30423;level=60},,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Mewtwo,761,,,,,,{advance=7;id=30401;level=60},,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Jirachi,1991,,,,,,{advance=7;id=30419;level=60},,,,,,
61,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Regice,1921,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Kyurem,3241,,,,,,{advance=7;id=30417;level=60},,,,,,
63,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Cryogonal,3021,,,,,,,,,,,,
64,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Cloyster,382,,,,,,,,,,,,
65,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Articuno,721,,,,,,,,,,,,
66,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Weavile,1082,,,,,,,,,,,,
67,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Heracross,1072,,,,,,,,,,,,
68,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Volcarona,3152,,,,,,,,,,,,
69,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Pinsir,611,,,,,,,,,,,,
70,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Scizor,574,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Genesect,3271,,,,,,{advance=7;id=30424;level=60},,,,,,
72,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Scolipede,2683,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Yveltal,3611,,,,,,{advance=7;id=30421;level=60},,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Lugia,1261,,,,,,{advance=7;id=30407;level=60},,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Ho-Oh,1271,,,,,,{advance=7;id=31301;level=60},,,,,,
76,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Butterfree,33,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Rayquaza,1981,,,,,,{advance=7;id=30408;level=60},,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Shaymin Sky Forme,2442,,,,,,{advance=7;id=30413;level=60},,,,,,
79,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Krookodile,2723,,,,,,,,,,,,
80,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Swampert,1314,,,,,,,,,,,,
81,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Rhyperior,493,,,,,,,,,,,,
82,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Gliscor,1032,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Primal Groudon,1972,,,,,,,,,,,,
84,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Garchomp,2233,,,,,,,,,,,,
85,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Raikou,1221,,,,,,,,,,,,
86,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Entei,1231,,,,,,,,,,,,
87,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Suicune,1241,,,,,,,,,,,,
88,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Terrakion,3171,,,,,,,,,,,,
89,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Cobalion,3161,,,,,,,,,,,,
90,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Virizion,3181,,,,,,,,,,,,
91,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Regice,1921,,,,,,,,,,,,
92,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Registeel,1931,,,,,,,,,,,,
93,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Regirock,1911,,,,,,,,,,,,
94,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Moltres,741,,,,,,,,,,,,
95,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Zapdos,731,,,,,,,,,,,,
96,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Articuno,721,,,,,,,,,,,,
97,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Primarina,3683,,,,,,,,,,,,
98,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Blastoise,23,,,,,,,,,,,,
99,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Empoleon,2033,,,,,,,,,,,,
100,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Torterra,2013,,,,,,,,,,,,
101,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Infernape,2023,,,,,,,,,,,,
102,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Greninja,3303,,,,,,,,,,,,
103,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Swampert,1313,,,,,,,,,,,,
104,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Serperior,2473,,,,,,,,,,,,
105,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Treecko,1291,,,,,,,,,,,,
106,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Emboar,2483,,,,,,,,,,,,
107,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Blaziken,1303,,,,,,,,,,,,
108,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Charizard,13,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Meloetta Aria Forme,3261,,,,,,{advance=7;id=30418;level=60},,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Regigigas,2381,,,,,,{advance=7;id=30409;level=60},,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,4,Red Ditto,9003,,,,,,{advance=7;id=30311;level=60},,,,,,
112,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Snorlax,712,,,,,,,,,,,,
113,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Slaking,1423,,,,,,,,,,,,
114,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Exploud,1443,,,,,,,,,,,,
115,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Latias,1941,,,,,,,,,,,,
116,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Tyranitar,1253,,,,,,,,,,,,
117,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Latios,1951,,,,,,,,,,,,
118,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Ash's Pikachu,7001,,,,,,,,,,,,
119,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Keldeo,3251,,,,,,,,,,,,
120,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Infernape,2023,,,,,,,,,,,,
121,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Torterra,2013,,,,,,,,,,,,
122,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Glalie,1852,,,,,,,,,,,,
123,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Muk,372,,,,,,,,,,,,
124,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Hawlucha,3511,,,,,,,,,,,,
125,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Pikachu,92,,,,,,,,,,,,
126,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Emboar,2483,,,,,,,,,,,,
127,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Farfetch'd,341,,,,,,,,,,,,
128,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Froslass,1853,,,,,,,,,,,,
129,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Aurorus,3502,,,,,,,,,,,,
130,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Wigglytuff,153,,,,,,,,,,,,
131,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Psyduck,221,,,,,,,,,,,,
132,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Starmie,552,,,,,,,,,,,,
133,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Nidoking,123,,,,,,,,,,,,
134,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Nidoqueen,113,,,,,,,,,,,,
135,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Sandslash,102,,,,,,,,,,,,
136,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Azumarill,893,,,,,,,,,,,,
137,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Primeape,232,,,,,,,,,,,,
138,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Trevenant,3562,,,,,,,,,,,,
139,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Vileplume,173,,,,,,,,,,,,
140,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Marowak,452,,,,,,,,,,,,
141,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Ludicolo,1353,,,,,,,,,,,,
142,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Dodrio,352,,,,,,,,,,,,
143,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Raticate,62,,,,,,,,,,,,
144,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Arbok,82,,,,,,,,,,,,
145,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Sandshrew,101,,,,,,,,,,,,
146,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Fearow,72,,,,,,,,,,,,
147,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Goldeen,541,,,,,,,,,,,,
148,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Scolipede,2683,,,,,,,,,,,,
149,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Caterpie,31,,,,,,,,,,,,
150,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Litleo,3341,,,,,,,,,,,,
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,4,Red Ditto,9003,,,,,,{advance=7;id=30311;level=60},,,,,,
152,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,2,120%,120%,120%,120%,3,Orange Ditto,9002,,,,,,,,,,,,
153,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,2,140%,140%,140%,140%,2,Purple Ditto,9001,,,,,,,,,,,,
154,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Whismur,1441,,,,,,,,,,,,
155,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Exploud,1443,,,,,,,,,,,,
156,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Loudred,1442,,,,,,,,,,,,
157,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Absol,1841,,,,,,,,,,,,
158,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Tyranitar,1253,,,,,,,,,,,,
159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Hoppa Unbound,3642,,,,,,{advance=7;id=30414;level=60},,,,,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Darkrai,2431,,,,,,{advance=7;id=30405;level=60},,,,,,
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Yveltal,3611,,,,,,{advance=7;id=30421;level=60},,,,,,
162,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Hydreigon,3143,,,,,,,,,,,,
163,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Terrakion,3171,,,,,,,,,,,,
164,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Cobalion,3161,,,,,,,,,,,,
165,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Virizion,3181,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Zeraora,4161,,,,,,{advance=7;id=30426;level=60},,,,,,
167,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Keldeo,3251,,,,,,,,,,,,
168,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Lucario,2242,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Genesect,3271,,,,,,{advance=7;id=30424;level=60},,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Groudon,1971,,,,,,{advance=7;id=30403;level=60},,,,,,
171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Yveltal,3611,,,,,,{advance=7;id=30421;level=60},,,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Zekrom,3221,,,,,,{advance=7;id=30416;level=60},,,,,,
173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Dialga,2351,,,,,,{advance=7;id=30410;level=60},,,,,,
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Hoppa Unbound,3642,,,,,,{advance=7;id=30414;level=60},,,,,,
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Reshiram,3211,,,,,,{advance=7;id=30415;level=60},,,,,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Kyogre,1961,,,,,,{advance=7;id=30404;level=60},,,,,,
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Xerneas,3601,,,,,,{advance=7;id=30425;level=60},,,,,,
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Mewtwo,761,,,,,,{advance=7;id=30401;level=60},,,,,,
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Palkia,2361,,,,,,{advance=7;id=30411;level=60},,,,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Lugia,1261,,,,,,{advance=7;id=30407;level=60},,,,,,
181,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Roggenrola,2591,,,,,,{advance=7;id=30311;level=60},,,,,,
